timestamp,isSummer,isWeekend,isHoliday,universe_id,sort_sort_position,daily_rpv,ratings_like_ratio,ccu_playing,platform_platform_share,daily_Estimated Revenue,session_session_length,visits_visits_gained,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-10 00:00:00+00:00,1,1,0,7629884826,392,0.0358909076874473,97.96298217773438,8167,0.0625469908118248,158380,27.810490471976145,266773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158380.0,8167.0,266773.0,97.96298217773438,0.0625469908118248,27.810490471976145,158380.0,8167.0,266773.0,97.96298217773438,0.0625469908118248,27.810490471976145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.390303623898138,0.5936860413683492,0.030613927894022657,0.00017559234044472598,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-11 00:00:00+00:00,1,0,0,7629884826,363,0.0327698581676206,98.04248046875,7049,0.0557174906134605,159941,20.946996966997784,798857,158380.0,8167.0,266773.0,97.96298217773438,0.0625469908118248,27.810490471976145,0.0,0.0,0.0,0.0,0.0,0.0,159160.5,7608.0,532815.0,98.00273132324219,0.05913224071264265,24.378743719486963,159160.5,7608.0,532815.0,98.00273132324219,0.05913224071264265,24.378743719486963,0.0,0.9856042429599698,0.0,-13.689237173992897,0.0,199.45196852754964,0.0,-10.918990841479703,0.0,0.0811513586544299,0.006935098126936021,0.006935098126936021,22.686666666666667,0.20021205270523673,0.008823846040222417,0.00013096620629351755,0.0,0.0,1.0,1.0,1.0,1103.7936854322006,1103.7936854322006,790.5453813665602,790.5453813665602,376240.20456086297,376240.20456086297,2,1.0
2025-08-12 00:00:00+00:00,1,0,0,7629884826,282,0.0326979120271596,98.075439453125,7820,0.0597340017557144,185530,19.443052570025127,775432,159941.0,7049.0,798857.0,98.04248046875,0.0557174906134605,20.946996966997784,0.0,0.0,0.0,0.0,0.0,0.0,167950.33333333334,7678.666666666667,613687.3333333334,98.02696736653645,0.0593328277269999,22.73351333633302,167950.33333333334,7678.666666666667,613687.3333333334,98.02696736653645,0.0593328277269999,22.73351333633302,0.0,15.999024640336135,0.0,10.937721662647192,0.0,-2.9323145444053234,0.0,7.208707890522947,0.0,0.03361704458864079,0.09076749745420518,0.09076749745420518,23.72203043089119,0.23925987158142611,0.01008468816777207,0.00010479678635928836,0.0562286376953084,0.0,1.0,1.0,1.0,15244.431453266245,15244.431453266245,572.2432466472045,572.2432466472045,300664.8444037535,300664.8444037535,3,1.0
2025-08-13 00:00:00+00:00,1,0,0,7629884826,224,0.0325273541149198,98.04912567138672,6763,0.0529499053955078,211030,17.775397419929504,776466,185530.0,7820.0,775432.0,98.075439453125,0.0597340017557144,19.443052570025127,0.0,0.0,0.0,0.0,0.0,0.0,178720.25,7449.75,654382.0,98.03250694274902,0.05773709714412688,21.49398435723214,178720.25,7449.75,654382.0,98.03250694274902,0.05773709714412688,21.49398435723214,0.0,13.744407912466983,0.0,-13.51662404092071,0.0,0.13334502574049445,0.0,-11.357177086428184,0.0,-0.0268301441064267,0.13919831559642418,0.13919831559642418,31.1989946777055,0.2717823165697963,0.008709964493017733,8.423121446578704e-05,0.029138946533181418,0.0,1.0,1.0,1.0,24877.55776297183,24877.55776297183,654.1556262337988,654.1556262337988,258631.8928915509,258631.8928915509,4,1.0
2025-08-14 00:00:00+00:00,1,0,0,7629884826,183,0.033225296188945,98.06460571289062,6551,0.051587663590908,239286,17.91881199677785,712179,211030.0,6763.0,776466.0,98.04912567138672,0.0529499053955078,17.775397419929504,0.0,0.0,0.0,0.0,0.0,0.0,190833.4,7270.0,665941.4,98.03892669677734,0.0565072104334831,20.77894988514128,190833.4,7270.0,665941.4,98.03892669677734,0.0565072104334831,20.77894988514128,0.0,13.389565464625885,0.0,-3.1347035339346463,0.0,-8.279435287572156,0.0,-2.5726992228306544,0.0,0.015788046449061177,0.18135932171554345,0.18135932171554345,36.52106227106227,0.3359909011766688,0.009198517228790474,7.488418508643534e-05,0.020989227294919595,0.020989227294919595,1.0,1.0,1.0,34609.41598467099,34609.41598467099,694.6150012776862,694.6150012776862,225468.2697350117,225468.2697350117,5,1.0
2025-08-15 00:00:00+00:00,1,0,0,7629884826,161,0.0509102435541889,98.1045913696289,7024,0.0473215021193027,403167,17.485591888427734,686105,239286.0,6551.0,712179.0,98.06460571289062,0.051587663590908,17.91881199677785,0.0,0.0,0.0,0.0,0.0,0.0,226222.33333333334,7229.0,669302.0,98.04987080891927,0.054976259047786365,20.230056885689024,226222.33333333334,7229.0,669302.0,98.04987080891927,0.054976259047786365,20.230056885689024,0.0,68.48750031343246,0.0,7.22027171424211,0.0,-3.661158220054228,0.0,-8.269731898378097,0.0,0.0407748100832217,0.40688393292525726,0.40688393292525726,57.39032028469751,0.5876161992461806,0.01023748516993001,4.337048547609863e-05,0.021374511718750506,0.021374511718750506,1.0,1.0,1.0,92046.2327021952,92046.2327021952,629.3472809188899,629.3472809188899,201832.88711208588,201832.88711208588,6,1.0
2025-08-16 00:00:00+00:00,1,1,0,7629884826,150,0.0529819700839918,98.12516784667967,6725,0.045463602989912,459438,18.82471017042796,764945,403167.0,7024.0,686105.0,98.1045913696289,0.0473215021193027,17.485591888427734,0.0,0.0,0.0,0.0,0.0,0.0,259538.85714285713,7157.0,682965.2857142857,98.06062752859933,0.05361730818237574,20.029293069223154,259538.85714285713,7157.0,682965.2857142857,98.06062752859933,0.05361730818237574,20.029293069223154,0.0,13.9572435243956,0.0,-4.256833712984054,0.0,11.490952550994372,0.0,-3.926120360056906,0.0,0.02097402044440866,0.469216688990428,0.469216688990428,68.30776092774309,0.6006149453686926,0.00879147024757303,4.097325253282364e-05,0.021426609584260802,0.021426609584260802,1.0,1.0,1.0,121779.96321293112,121779.96321293112,605.2710136789965,605.2710136789965,187760.20052779582,187760.20052779582,7,1.0
2025-08-17 00:00:00+00:00,1,1,0,7629884826,139,0.0556681199067499,98.1369171142578,6936,0.0506214387714862,523744,19.55476991335551,767665,459438.0,6725.0,764945.0,98.12516784667967,0.045463602989912,18.82471017042796,158380.0,8167.0,266773.0,97.96298217773438,0.0625469908118248,27.810490471976145,311733.71428571426,6981.142857142857,754521.2857142857,98.08547537667411,0.0519136578908988,18.849904417991638,292564.5,7129.375,693552.75,98.07016372680664,0.05324282450601455,19.969977674739702,230.68821820936986,13.99666549131766,-15.072854169217587,3.1375464684014975,187.75963084719967,0.3555811202112569,-19.066548023416686,11.344978053584276,0.1775516962191359,0.011973755394212304,0.5004529188332907,0.5004529188332907,75.50007207726684,0.6822550432088955,0.009035179361857892,3.733643264060852e-05,0.015651157924109784,0.02064187186104844,1.0001561295432333,1.0655213270431452,0.9750357606410306,146414.75797200226,146414.75797200226,565.7932326767943,565.7932326767943,176392.6803686674,176392.6803686674,8,1.0
2025-08-18 00:00:00+00:00,1,0,0,7629884826,135,0.0535923771568308,98.1356201171875,5551,0.0434328876435756,542138,20.554680705070496,577035,523744.0,6936.0,767665.0,98.1369171142578,0.0506214387714862,19.55476991335551,159941.0,7049.0,798857.0,98.04248046875,0.0557174906134605,20.946996966997784,366333.28571428574,6767.142857142857,722832.4285714285,98.09878104073661,0.050158714609486676,18.793859237716312,320294.8888888889,6954.0,680606.3333333334,98.07743665907118,0.05215283152129911,20.03494467810979,238.961241957972,3.5120211400989865,-21.25124131082423,-19.968281430219147,-27.767422705190036,-24.832446444738267,-22.04801909531282,-14.200606111495462,0.0949992778560782,-0.0013216199453158772,0.5003039118510753,0.5003039118510753,97.64733429394812,0.9395219708995626,0.009619850407946818,3.791404179568431e-05,0.014881678989958916,0.018813069661456145,1.0002176278499164,1.143737531950963,0.9617639761132041,160244.7858570166,160244.7858570166,746.2668758560841,746.2668758560841,169509.7867889934,169509.7867889934,9,1.0
2025-08-19 00:00:00+00:00,1,0,0,7629884826,135,0.0480040148813299,98.14228057861328,5225,0.04128173366189,512705,19.799065391222637,530188,542138.0,5551.0,577035.0,98.1356201171875,0.0434328876435756,20.554680705070496,185530.0,7820.0,775432.0,98.075439453125,0.0597340017557144,19.443052570025127,413072.5714285714,6396.428571428572,687797.5714285715,98.10832977294922,0.0475226763103689,18.8447182121731,339535.9,6781.1,665564.5,98.08392105102538,0.051065721735358206,20.011356749421076,176.34614348083866,-5.429060497511706,-33.18414322250639,-5.872815708881285,-31.62675772988476,-8.118571663763896,-30.890728147238487,-4.952822845532778,0.06815276674874138,0.006786996829322156,0.47969109723839726,0.47969109723839726,98.10658247225412,0.9670230804486701,0.009854976244320421,3.861680064446805e-05,0.016207831246511942,0.017219173546996407,1.000248855486835,1.2165799593756401,0.9306179310780976,162872.34842282673,162872.34842282673,891.0549864564414,891.0549864564414,166743.86546786863,166743.86546786863,9,0.9457093950248829
