timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_Estimated Revenue,platform_platform_share,ccu_playing,session_session_length,visits_visits_gained,sort_sort_position,daily_rpv,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-12-12 00:00:00+00:00,0,0,0,5682590751,84.57398986816406,364861.0,0.0525625422596931,3234,105.65211649735768,190386,291,0.7319599437367609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364861.0,3234.0,190386.0,84.57398986816406,0.0525625422596931,105.65211649735768,364861.0,3234.0,190386.0,84.57398986816406,0.0525625422596931,105.65211649735768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.7854714064915,1.916417612547075,0.01698645390704197,0.0002895673336696002,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-12-13 00:00:00+00:00,0,0,0,5682590751,84.1375503540039,872850.0,0.090740330517292,6681,21.353684385617573,339732,256,1.1622942168421675,364861.0,3234.0,190386.0,84.57398986816406,0.0525625422596931,105.65211649735768,0.0,0.0,0.0,0.0,0.0,0.0,618855.5,4957.5,265059.0,84.35577011108398,0.07165143638849254,63.502900441487625,618855.5,4957.5,265059.0,84.35577011108398,0.07165143638849254,63.502900441487625,0.0,139.2280896012454,0.0,106.58627087198518,0.0,78.44379313604992,0.0,72.6330702745994,0.0,-0.516044607615751,0.5804302727667009,0.5804302727667009,130.6270577671356,2.569223478437479,0.019665443156831983,2.446429503502611e-05,0.0,0.0,1.0,1.0,1.0,359202.4666681731,359202.4666681731,2437.3970747500293,2437.3970747500293,105603.56934308613,105603.56934308613,2,1.0
2024-12-14 00:00:00+00:00,0,1,0,5682590751,82.31198120117188,1645346.0,0.1131044030189514,9381,24.10848848025004,556011,132,1.36353242624202,872850.0,6681.0,339732.0,84.1375503540039,0.090740330517292,21.353684385617573,0.0,0.0,0.0,0.0,0.0,0.0,961019.0,6432.0,362043.0,83.67450714111328,0.08546909193197882,50.37142978774176,961019.0,6432.0,362043.0,83.67450714111328,0.08546909193197882,50.37142978774176,0.0,88.50272097153005,0.0,40.41311180960933,0.0,63.66165094839462,0.0,24.646232137536227,0.0,-2.1697436461497355,0.670933293883816,0.670933293883816,175.37262843743338,2.9591915282403978,0.01687193801572628,1.465252526078088e-05,-1.1310043334960909,0.0,1.0,1.0,1.0,644779.6431549309,644779.6431549309,3081.055500960669,3081.055500960669,183830.75285979765,183830.75285979765,3,1.0
2024-12-15 00:00:00+00:00,0,1,0,5682590751,80.92485809326172,2092172.0,0.1564057618379593,11149,24.261574268341064,701495,89,1.1456451152549807,1645346.0,9381.0,556011.0,82.31198120117188,0.1131044030189514,24.10848848025004,0.0,0.0,0.0,0.0,0.0,0.0,1243807.25,7611.25,446906.0,82.98709487915039,0.10320325940847394,43.84396590789159,1243807.25,7611.25,446906.0,82.98709487915039,0.10320325940847394,43.84396590789159,0.0,27.15696273002761,0.0,18.84660483956935,0.0,26.16566938423881,0.0,38.28441480899063,0.0,-1.6852019446841005,0.6212231757032903,0.6212231757032903,187.63874439461884,2.9824432355993475,0.015893176867722694,1.1596351863990724e-05,-1.2772964477539168,0.0,1.0,1.0,1.0,772681.8898077763,772681.8898077763,3448.350946467021,3448.350946467021,226574.66511947007,226574.66511947007,4,1.0
2024-12-16 00:00:00+00:00,0,0,0,5682590751,80.57903289794922,1911050.0,0.1873967796564102,12995,23.943490743637085,652984,58,0.7623947634977231,2092172.0,11149.0,701495.0,80.92485809326172,0.1564057618379593,24.261574268341064,0.0,0.0,0.0,0.0,0.0,0.0,1377255.8,8688.0,488121.6,82.50548248291015,0.1200419634580612,39.86387087504069,1377255.8,8688.0,488121.6,82.50548248291015,0.1200419634580612,39.86387087504069,0.0,-8.657127616658666,0.0,16.55753879271684,0.0,-6.915373594965035,0.0,19.814498810189907,0.0,-0.42734112046752815,0.5319856997466654,0.5319856997466654,147.0490920283164,2.926636905901361,0.01990091656010475,1.2528964817598842e-05,-1.1202606201171863,-1.1202606201171863,1.0,1.0,1.0,732680.3904931536,732680.3904931536,3836.0521372890644,3836.0521372890644,216784.88778579564,216784.88778579564,4,0.9134287238334133
2024-12-17 00:00:00+00:00,0,0,0,5682590751,80.5500717163086,1892300.0,0.1512353867292404,10249,25.179251710573833,639201,42,0.5947050657526731,1911050.0,12995.0,652984.0,80.57903289794922,0.1873967796564102,23.943490743637085,0.0,0.0,0.0,0.0,0.0,0.0,1463096.5,8948.166666666666,513301.5,82.17958068847656,0.12524086733659104,37.41643434762955,1463096.5,8948.166666666666,513301.5,82.17958068847656,0.12524086733659104,37.41643434762955,0.0,-0.9811360246984591,0.0,-21.131204309349748,0.0,-2.110771473726769,0.0,-19.29669922475258,0.0,-0.03594133684541312,0.4703965657334363,0.4703965657334363,184.61463414634147,2.960410011232756,0.016034054962281094,1.3306155685894492e-05,-0.9194933210100402,-0.9194933210100402,1.0,1.0,1.0,688235.5689366106,688235.5689366106,3489.75027282278,3489.75027282278,203471.6546399031,203471.6546399031,4,0.9044667455639402
2024-12-18 00:00:00+00:00,0,0,0,5682590751,80.43708801269531,1882149.0,0.160503014922142,11014,28.38178253173828,540565,36,0.5005375706256694,1892300.0,10249.0,639201.0,80.5500717163086,0.1512353867292404,25.179251710573833,0.0,0.0,0.0,0.0,0.0,0.0,1522961.142857143,9243.285714285714,517196.28571428574,81.93065316336495,0.13027831699166975,36.12576980250223,1522961.142857143,9243.285714285714,517196.28571428574,81.93065316336495,0.13027831699166975,36.12576980250223,0.0,-0.5364371399883772,0.0,7.4641428432042245,0.0,-15.43113981361105,0.0,6.127949544965716,0.0,-0.1402651806583166,0.42543922521295735,0.42543922521295735,170.87144802541988,3.481811656670971,0.020374940340309972,1.5079447722943591e-05,-0.7613789694649812,-0.7613789694649812,1.0,1.0,1.0,647927.408646583,647927.408646583,3279.9843858513373,3279.9843858513373,186028.97809724367,186028.97809724367,4,0.8996148500218911
2024-12-19 00:00:00+00:00,0,0,0,5682590751,83.05635070800781,2021590.0,0.1485550552606582,10424,30.11921564737956,550950,31,0.4680467152520394,1882149.0,11014.0,540565.0,80.43708801269531,0.160503014922142,28.38178253173828,364861.0,3234.0,190386.0,84.57398986816406,0.0525625422596931,105.65211649735768,1759636.7142857143,10270.42857142857,568705.4285714285,81.71384756905692,0.14399153313466478,25.33535539536249,1585289.75,9390.875,521415.5,82.07136535644531,0.13256290927529332,35.37495053311189,454.0712764587062,7.40860580113476,222.32529375386517,-5.356818594516066,189.38577416406667,1.9211380685024038,182.62532380321286,-7.444071793467311,-1.7944514176545079,3.2562873172374163,0.39439647833674724,0.39439647833674724,193.91750599520384,3.669273674065389,0.018920012850507578,1.4898768171890139e-05,-0.26314898899623546,-0.4137778509230794,0.9956438182082673,1.1099779799154788,1.0862128322458406,625232.6945433425,625232.6945433425,3065.2338730394736,3065.2338730394736,172642.31530040863,172642.31530040863,4,0.9662637679884828
2024-12-20 00:00:00+00:00,0,0,0,5682590751,84.1666030883789,2304613.0,0.1693212389945984,13461,27.781051357587177,695729,27,0.4699711113394383,2021590.0,10424.0,550950.0,83.05635070800781,0.1485550552606582,30.11921564737956,872850.0,6681.0,339732.0,84.1375503540039,0.090740330517292,21.353684385617573,1964174.2857142857,11239.0,619562.1428571428,81.71799795968192,0.1552173772028514,26.253550677072436,1665214.5555555555,9843.111111111111,540783.6666666666,82.30416954888238,0.13664716813299388,34.53118395805359,164.0331099272498,14.000019786405748,101.48181409968569,29.134689178818117,104.78759728256391,26.278065160177878,86.59976002879068,13.978779582763678,0.03453004544673455,1.3367459211810262,0.37958730120759043,0.37958730120759043,171.19395335017086,3.3125106003765827,0.019348022939933596,1.205453553505584e-05,0.3458895002092673,-0.14996198018391502,0.992877984281801,1.1795322585677195,1.1358989675642879,632094.2990749305,632094.2990749305,3172.0433258565545,3172.0433258565545,171627.0107631663,171627.0107631663,5,1.0
2024-12-21 00:00:00+00:00,0,1,0,5682590751,84.0823974609375,2824423.0,0.1987052112817764,15824,29.451427698135376,781399,22,0.4995325912105042,2304613.0,13461.0,695729.0,84.1666030883789,0.1693212389945984,27.781051357587177,1645346.0,9381.0,556011.0,82.31198120117188,0.1131044030189514,24.10848848025004,2132613.8571428573,12159.42857142857,651760.4285714285,81.97091456821987,0.16744606409754068,27.016827708198914,1781135.4,10441.2,564845.2,82.48199234008788,0.14285297244787215,34.02320833206177,71.66134053262961,22.555196902907348,68.68137725189212,17.554416462372792,40.53660808868889,12.313702605468514,75.68300258698328,17.35397901743172,2.1508609487101316,-0.1000463656029793,0.39281758171908865,0.39281758171908865,178.4785466034755,3.6145674430509342,0.020250831840286664,1.0427410225283236e-05,0.6840727669852139,-0.012069008567115076,0.9938037654357238,1.1973339349399588,1.1721566672940087,699661.3005422616,699661.3005422616,3538.499361782242,3538.499361782242,178808.6535811707,178808.6535811707,6,1.0
