timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,visits_visits_gained,daily_rpv,ratings_like_ratio,daily_Estimated Revenue,ccu_playing,platform_platform_share,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-05-19 00:00:00+00:00,0,1,0,4658598196,0.0,0,0.4339332229058554,94.67694854736328,4193119.0,27622,0.3740372061729431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4193119.0,27622.0,0.0,94.67694854736328,0.3740372061729431,0.0,4193119.0,27622.0,0.0,94.67694854736328,0.3740372061729431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.79810303008364,4193119.0,27622.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-05-20 00:00:00+00:00,0,0,0,4658598196,0.0,1057441,0.3484852252379822,94.84928131103516,3719871.0,29111,0.5924844145774841,0.0,4193119.0,27622.0,0.0,94.67694854736328,0.3740372061729431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3956495.0,28366.5,528720.5,94.76311492919922,0.4832608103752136,0.0,3956495.0,28366.5,528720.5,94.76311492919922,0.4832608103752136,0.0,0.0,-11.286300245712077,0.0,5.3906306567228945,0.0,inf,0.0,58.40253450709869,0.0,0.1820218821117381,0.0845791211622841,0.0845791211622841,127.77792662819456,3.517801449157495,0.027529642287709398,0.0,0.0,0.0,1.0,1.0,1.0,334636.8699829712,334636.8699829712,1052.8819971867692,1052.8819971867692,747723.701804684,747723.701804684,1,0.8871369975428792
2024-05-21 00:00:00+00:00,0,0,0,4658598196,0.0,1131371,0.3095062973175413,94.9699935913086,3796798.0,29768,0.6284089088439941,0.0,3719871.0,29111.0,1057441.0,94.84928131103516,0.5924844145774841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3903262.6666666665,28833.666666666668,729604.0,94.83207448323567,0.5316435098648071,0.0,3903262.6666666665,28833.666666666668,729604.0,94.83207448323567,0.5316435098648071,0.0,0.0,2.068001820493248,0.0,2.256878843049015,0.0,6.9914066127566565,0.0,6.063365277233279,0.0,0.1272674696159104,0.06506164125430283,0.06506164125430283,127.54200678558232,3.355923604261021,0.026311416580930058,0.0,0.14652252197265261,0.0,1.0,1.0,1.0,253952.67533998008,253952.67533998008,1099.5518784183548,1099.5518784183548,632935.9437075761,632935.9437075761,1,0.905483006802335
2024-05-22 00:00:00+00:00,0,0,0,4658598196,0.0,1225491,0.2888402067476925,95.1419677734375,4032321.0,29740,0.6294617056846619,0.0,3796798.0,29768.0,1131371.0,94.9699935913086,0.6284089088439941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3935527.25,29060.25,853575.75,94.90954780578613,0.5560980588197708,0.0,3935527.25,29060.25,853575.75,94.90954780578613,0.5560980588197708,0.0,0.0,6.203200697008371,0.0,-0.09406073636119006,0.0,8.3191101769446,0.0,0.16753372300282177,0.0,0.1810826510834307,0.055179502136722236,0.055179502136722236,135.581217847416,3.2903690925766957,0.024267804277792102,0.0,0.15157699584959636,0.0,1.0,1.0,1.0,217160.43430050358,217160.43430050358,1005.6687244482313,1005.6687244482313,573190.9964548611,573190.9964548611,1,0.9616519349915897
2024-05-23 00:00:00+00:00,0,0,0,4658598196,0.0,1141874,0.2474970289619734,95.22322845458984,3874673.0,29963,0.5735902190208435,0.0,4032321.0,29740.0,1225491.0,95.1419677734375,0.6294617056846619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3923356.4,29240.8,911235.4,94.97228393554687,0.5595964908599853,0.0,3923356.4,29240.8,911235.4,94.97228393554687,0.5595964908599853,0.0,0.0,-3.909609378816814,0.0,0.7498318762609202,0.0,-6.823142724018371,0.0,-8.876073978646126,0.0,0.08540992272290104,0.04843438722284454,0.04843438722284454,129.31093979441997,3.393254953475643,0.02624017515051998,0.0,0.13852462768554438,0.13852462768554438,1.0,1.0,1.0,190025.36309082533,190025.36309082533,959.957655316108,959.957655316108,512868.51629174897,512868.51629174897,1,0.9240551007495852
2024-05-24 00:00:00+00:00,0,0,0,4658598196,0.0,1321854,0.2365301967888667,95.29340362548828,4109551.0,33300,0.5779555439949036,0.0,3874673.0,29963.0,1141874.0,95.22322845458984,0.5735902190208435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3954388.8333333335,29917.333333333332,979671.8333333334,95.02580388387044,0.5626563330491384,0.0,3954388.8333333335,29917.333333333332,979671.8333333334,95.02580388387044,0.5626563330491384,0.0,0.0,6.0618792863294635,0.0,11.137069051830583,0.0,15.76180909627507,0.0,0.7610528961794261,0.0,0.0736954333909301,0.04708375945334832,0.04708375945334832,123.40623404702562,3.108927227267741,0.025191870515298576,0.0,0.12503117152623738,0.12503117152623738,1.0,1.0,1.0,186187.49261367338,186187.49261367338,1866.3866337569684,1866.3866337569684,488393.86200787436,488393.86200787436,1,0.9800702054961951
2024-05-25 00:00:00+00:00,0,1,0,4658598196,0.0,1925917,0.2941577193504545,95.38368225097656,5784020.0,49292,0.6873155832290649,0.0,4109551.0,33300.0,1321854.0,95.29340362548828,0.5779555439949036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4215764.714285715,32685.14285714286,1114849.7142857143,95.0769293648856,0.5804647973605565,0.0,4215764.714285715,32685.14285714286,1114849.7142857143,95.0769293648856,0.5804647973605565,0.0,0.0,40.74578950352483,0.0,48.024024024024015,0.0,45.698163337252076,0.0,18.92187736071371,0.0,0.0947375390673244,0.16891746525955215,0.16891746525955215,117.33958168502627,3.003253513389459,0.025594028406193826,0.0,0.11648859296526312,0.11648859296526312,1.0,1.0,1.0,712116.289667803,712116.289667803,7518.525086490733,7518.525086490733,571563.8373771018,571563.8373771018,2,1.0
2024-05-26 00:00:00+00:00,0,1,0,4658598196,0.0,1995838,0.2717124490852508,95.42497253417967,6076546.0,47104,0.6418057084083557,0.0,5784020.0,49292.0,1925917.0,95.38368225097656,0.6873155832290649,0.0,4193119.0,27622.0,0.0,94.67694854736328,0.3740372061729431,0.0,4484825.714285715,35468.28571428572,1399969.4285714286,95.1837899344308,0.618717440537044,0.0,4448362.375,34487.5,1224973.25,95.12043476104736,0.5881324112415314,0.0,44.91708916441437,5.057485969965536,70.53073636956049,-4.438854175119699,inf,3.630530287649991,71.58873444039276,-6.621394295601457,0.7900803715090055,0.043288623618531474,0.20937714074591357,0.20937714074591357,129.00002122916888,3.044607305499091,0.023601102092904287,0.0,0.09663881574357815,0.10666265941801523,1.000666052184713,1.0081970253796408,1.0520036452861838,931385.3950792013,931385.3950792013,8627.901814131043,8627.901814131043,614030.494333896,614030.494333896,3,1.0
2024-05-27 00:00:00+00:00,0,0,1,4658598196,0.0,1776600,0.2302821208365673,95.54708099365234,5769333.0,46405,0.7445434927940369,0.0,6076546.0,47104.0,1995838.0,95.42497253417967,0.6418057084083557,0.0,3719871.0,29111.0,1057441.0,94.84928131103516,0.5924844145774841,0.0,4777606.0,37938.857142857145,1502706.4285714286,95.28347560337612,0.6404401659965515,0.0,4595136.888888889,35811.666666666664,1286265.111111111,95.16783989800348,0.6055114203029208,0.0,55.09497506768379,-5.055717507939539,59.407096973652564,-1.4839504076086918,68.0093735726154,-10.984759284070144,25.664654542008503,16.007614616028487,0.7356931681210321,0.12796279236961805,0.2124377813674733,0.2124377813674733,124.32299702624661,3.2473993879323495,0.02612010237526603,0.0,0.08777591160365544,0.10310694376627394,1.0012150712414674,1.0397091785344468,1.0576847017619533,976180.6857553892,976180.6857553892,8995.352119289162,8995.352119289162,603087.4705393995,603087.4705393995,3,0.9494428249206046
2024-05-28 00:00:00+00:00,0,0,0,4658598196,0.0,1650130,0.1909517210265337,95.5810317993164,5253429.0,37203,0.6998369097709656,0.0,5769333.0,46405.0,1776600.0,95.54708099365234,0.7445434927940369,0.0,3796798.0,29768.0,1131371.0,94.9699935913086,0.6284089088439941,0.0,4985696.142857143,39001.0,1576814.857142857,95.37076677594867,0.650644166128976,0.0,4660966.1,35950.8,1322651.6,95.20915908813477,0.6149439692497254,0.0,38.36472206317008,-8.942177544613905,24.976484815909707,-19.82975972416765,45.85224475437324,-7.118653608015313,11.36648445331061,-6.004562991384366,0.6434013364656321,0.03553306423491609,0.20244748724601122,0.20244748724601122,141.2060262337383,3.183643601629204,0.02254548275258146,0.0,0.07487378801618008,0.09752460826526778,1.0016973964412845,1.0696701147123004,1.0580543897727908,943600.8750838406,943600.8750838406,8492.304396072692,8492.304396072692,580122.0052332288,580122.0052332288,3,0.8645419618316064
