timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,daily_Estimated Revenue,ratings_like_ratio,visits_visits_gained,daily_rpv,session_session_length,ccu_playing,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-12-13 00:00:00+00:00,0,0,0,6701277882,0.0209381971508264,166905.0,80.93289947509766,145198,0.6021932350241394,12.589169065157572,1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166905.0,1628.0,145198.0,80.93289947509766,0.0209381971508264,12.589169065157572,166905.0,1628.0,145198.0,80.93289947509766,0.0209381971508264,12.589169065157572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.45856353591161,1.1494913876817334,0.011212198431118672,7.54267016473798e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-12-14 00:00:00+00:00,0,1,0,6701277882,0.0127862393856048,239030.0,93.99392700195312,171161,0.5351836145525279,14.989617427190144,1037,0.0,166905.0,1628.0,145198.0,80.93289947509766,0.0209381971508264,12.589169065157572,0.0,0.0,0.0,0.0,0.0,0.0,202967.5,1332.5,158179.5,87.46341323852539,0.0168622182682156,13.789393246173859,202967.5,1332.5,158179.5,87.46341323852539,0.0168622182682156,13.789393246173859,0.0,43.21320511668314,0.0,-36.302211302211305,0.0,17.881100290637608,0.0,-38.93342729796512,0.0,16.138094163887253,0.25127213269651416,0.25127213269651416,230.27938342967244,1.396513244762272,0.006058587770650027,6.27099306248568e-05,0.0,0.0,1.0,1.0,1.0,51000.07659307974,51000.07659307974,417.9001076812496,417.9001076812496,18358.613359946332,18358.613359946332,2,1.0
2024-12-15 00:00:00+00:00,0,1,0,6701277882,0.0090573811903595,158806.0,94.9383316040039,111397,0.2717757521956831,15.932218432426453,650,473.0,239030.0,1037.0,171161.0,93.99392700195312,0.0127862393856048,14.989617427190144,0.0,0.0,0.0,0.0,0.0,0.0,188247.0,1105.0,142585.33333333334,89.95505269368489,0.014260605908930232,14.503668308258057,188247.0,1105.0,142585.33333333334,89.95505269368489,0.014260605908930232,14.503668308258057,0.0,-33.5623143538468,0.0,-37.3191899710704,0.0,-34.91683268968983,0.0,-29.163056335730573,0.0,1.004750660147602,0.2346141401252305,0.2346141401252305,243.9416282642089,1.4255731700748666,0.005834934199895869,0.00010032440907785206,7.002716064453121,0.0,1.0,1.0,1.0,44165.408036154266,44165.408036154266,492.53324760872744,492.53324760872744,29967.53984452734,29967.53984452734,2,0.664376856461532
2024-12-16 00:00:00+00:00,0,0,0,6701277882,0.0215939413756132,93564.0,95.15312957763672,61434,0.1421689505167235,19.33759081363678,1540,464.0,158806.0,650.0,111397.0,94.9383316040039,0.0090573811903595,15.932218432426453,0.0,0.0,0.0,0.0,0.0,0.0,164576.25,1213.75,122297.5,91.25457191467285,0.016093939775600974,15.712148934602737,164576.25,1213.75,122297.5,91.25457191467285,0.016093939775600974,15.712148934602737,0.0,-41.082830623528075,0.0,136.92307692307693,0.0,-44.85129761124627,0.0,138.41263740337402,0.0,0.22624999829232717,0.3616038024318528,0.3616038024318528,60.71641791044776,1.5229755025636853,0.025067144136078783,0.00020667547494935905,4.36050949096679,0.0,1.0,1.0,1.0,59511.39778997521,59511.39778997521,457.20044838123243,457.20044838123243,47382.34926284963,47382.34926284963,2,0.3914320378195206
2024-12-17 00:00:00+00:00,0,0,0,6701277882,0.0167619045823812,207942.0,95.83197784423828,170192,0.2635713547383294,13.26196793715159,1141,438.0,93564.0,1540.0,61434.0,95.15312957763672,0.0215939413756132,19.33759081363678,0.0,0.0,0.0,0.0,0.0,0.0,173249.4,1199.2,131876.4,92.17005310058593,0.01622753273695702,15.222112735112509,173249.4,1199.2,131876.4,92.17005310058593,0.01622753273695702,15.222112735112509,0.0,122.24573553930998,0.0,-25.909090909090903,0.0,177.03226226519516,0.0,-22.37681722471002,0.0,0.7134271564317674,0.3178454181621007,0.3178454181621007,182.08581436077057,1.2218011316564137,0.00670415351982749,6.37769385704332e-05,3.095735931396482,3.095735931396482,1.0,1.0,1.0,55066.52798933305,55066.52798933305,397.28163813597024,397.28163813597024,46288.1398664928,46288.1398664928,2,0.8699410115885036
2024-12-18 00:00:00+00:00,0,0,0,6701277882,0.0194799397140741,203540.0,96.0913543701172,157761,0.2157605724860546,13.708009401957192,1342,429.0,207942.0,1141.0,170192.0,95.83197784423828,0.0167619045823812,13.26196793715159,0.0,0.0,0.0,0.0,0.0,0.0,178297.83333333334,1223.0,136190.5,92.82360331217448,0.01676960056647653,14.969762179586622,178297.83333333334,1223.0,136190.5,92.82360331217448,0.01676960056647653,14.969762179586622,0.0,-2.116936453434126,0.0,17.616126205083262,0.0,-7.304103600639278,0.0,16.215550675248956,0.0,0.2706575943788758,0.2848137284987411,0.2848137284987411,151.55621742367833,1.2901712706481916,0.008506484451262028,6.734765674707892e-05,2.329177856445315,2.329177856445315,1.0,1.0,1.0,50781.670694913795,50781.670694913795,360.0899887528116,360.0899887528116,42728.7054180208,42728.7054180208,2,0.8515249131908129
2024-12-19 00:00:00+00:00,0,0,0,6701277882,0.0203319881111383,224070.0,96.33007049560548,166678,0.2014818606537352,14.055672764778135,1438,453.0,203540.0,1342.0,157761.0,96.0913543701172,0.0194799397140741,13.708009401957192,0.0,0.0,0.0,0.0,0.0,0.0,184836.7142857143,1253.7142857142858,140545.85714285713,93.32452719552177,0.017278513072856785,14.839177977471124,184836.7142857143,1253.7142857142858,140545.85714285713,93.32452719552177,0.017278513072856785,14.839177977471124,0.0,10.08646949002654,0.0,7.153502235469444,0.0,5.652220764320703,0.0,4.37397861374591,0.0,0.2484262263271031,0.2676962856626541,0.2676962856626541,155.7123002084781,1.3443205202814992,0.008627361575243433,6.272865638470902e-05,1.8314290727887907,1.8314290727887907,1.0,1.0,1.0,49480.10186837495,49480.10186837495,338.6112393713053,338.6112393713053,40672.29818696657,40672.29818696657,2,0.9374137137597791
2024-12-20 00:00:00+00:00,0,0,0,6701277882,0.0186233967542648,239730.0,96.5050277709961,175583,0.1868541870914792,14.461760004361471,1630,488.0,224070.0,1438.0,166678.0,96.33007049560548,0.0203319881111383,14.055672764778135,166905.0,1628.0,145198.0,80.93289947509766,0.0209381971508264,12.589169065157572,195240.2857142857,1254.0,144886.57142857142,95.54911695207868,0.01694782730191941,15.106690968785966,191698.375,1300.75,144925.5,93.72208976745605,0.017446623533032786,14.792000730832417,43.63260537431473,6.988887401258537,0.12285012285011554,13.351877607788598,20.92659678507969,5.342636700704362,-11.055394979267529,-8.403464272819905,19.24078884717313,0.18162270046153672,0.25952871764045776,0.25952871764045776,146.98344573881056,1.365329414980864,0.009283305995990523,6.032494756356696e-05,0.40196446010044895,1.4859944298153855,1.0194940935392698,1.0184764775094506,0.9714101568037522,49751.23343750959,49751.23343750959,340.5536458684383,340.5536458684383,39640.4667804433,39640.4667804433,3,1.0
2024-12-21 00:00:00+00:00,0,1,0,6701277882,0.0181778818368911,264548.0,96.61248016357422,185114,0.1807532235284212,15.358623822530111,1601,477.0,239730.0,1630.0,175583.0,96.5050277709961,0.0186233967542648,14.461760004361471,239030.0,1037.0,171161.0,93.99392700195312,0.0127862393856048,14.989617427190144,198885.7142857143,1334.5714285714287,146879.85714285713,95.92319597516742,0.017718061937817456,15.159406168120247,199792.77777777778,1334.111111111111,149390.88888888888,94.04324425591363,0.017527874455683712,14.854958852132162,10.675647408275113,10.352479873190678,54.387656702025076,-1.7791411042944794,8.151973872552754,5.428202046895203,42.16753877888759,-2.3922323261017064,2.785874838027236,0.1113438284615631,0.2627346616122766,0.2627346616122766,165.13607990012486,1.4291008292142722,0.008648677848904735,5.805587555624898e-05,0.2937262398856075,1.2328887939453128,1.0199902899365956,0.9954599785730374,1.0108505730466406,52492.487862021226,52492.487862021226,333.91070829057145,333.91070829057145,39425.91865906375,39425.91865906375,4,1.0
2024-12-22 00:00:00+00:00,0,1,0,6701277882,0.0200812201946973,262908.0,96.7713851928711,185934,0.1588583687013401,15.062674840291342,1713,451.0,264548.0,1601.0,185114.0,96.61248016357422,0.0181778818368911,15.358623822530111,158806.0,650.0,111397.0,94.9383316040039,0.0090573811903595,15.932218432426453,213757.42857142858,1486.4285714285713,157528.0,96.185060773577,0.019292896081294284,15.035185654958088,206104.3,1372.0,153045.2,94.31605834960938,0.01778320902958507,14.87573045094808,65.55293880583856,-0.6199253065606203,163.53846153846155,6.995627732667087,66.91113764284495,0.44297027777477904,121.71110801951626,10.47062784808881,1.9307834442604532,0.16447671049106827,0.2589145210204381,0.2589145210204381,153.38856476079346,1.4139780030655875,0.009212896980127463,5.7292351499155e-05,0.243908745901926,1.045454083066999,1.0198163754579272,1.0371323090853932,1.0848939608817294,53363.39611475268,53363.39611475268,336.84351790639454,336.84351790639454,38925.97471783248,38925.97471783248,4,0.9938007469343938
