timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,ratings_like_ratio,visits_visits_gained,platform_platform_share,ccu_playing,daily_rpv,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2020-05-01 00:00:00+00:00,0,0,0,985731078,0.0,96.00597381591795,0,0.0350009985268116,1076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,0.0,96.00597381591795,0.0350009985268116,0.0,0.0,1076.0,0.0,96.00597381591795,0.0350009985268116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1076.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2020-05-02 00:00:00+00:00,0,1,0,985731078,0.0,96.01213836669922,33002,0.0349305607378482,1072,0.0,0.0,0.0,0.0,1076.0,0.0,96.00597381591795,0.0350009985268116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0,16501.0,96.0090560913086,0.0349657796323299,0.0,0.0,1074.0,16501.0,96.0090560913086,0.0349657796323299,0.0,0.0,0.0,0.0,-0.371747211895912,0.0,inf,0.0,-0.20124508422079135,0.0,0.006421007502188658,0.0,0.0,0.0,0.0,0.032481895585249825,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.8284271247461903,2.8284271247461903,23335.937992718442,23335.937992718442,0,0.0
2020-05-03 00:00:00+00:00,0,1,0,985731078,0.0,96.02615356445312,30207,0.0333471223711967,1044,0.0,0.0,0.0,0.0,1072.0,33002.0,96.01213836669922,0.0349305607378482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064.0,21069.666666666668,96.01475524902344,0.03442622721195216,0.0,0.0,1064.0,21069.666666666668,96.01475524902344,0.03442622721195216,0.0,0.0,0.0,0.0,-2.6119402985074647,0.0,-8.469183685837223,0.0,-4.533103200189403,0.0,0.014597318622744382,0.0,0.0,0.0,0.0,0.0345603813559322,0.0,0.010089874267584342,0.0,1.0,0.0,1.0,0.0,0.0,17.435595774162696,17.435595774162696,18300.304542092552,18300.304542092552,0,0.0
2020-05-04 00:00:00+00:00,0,0,0,985731078,0.0,96.02535247802734,27360,0.0285754017531871,933,0.0,0.0,0.0,0.0,1044.0,30207.0,96.02615356445312,0.0333471223711967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.25,22642.25,96.01740455627441,0.032963520847260896,0.0,0.0,1031.25,22642.25,96.01740455627441,0.032963520847260896,0.0,0.0,0.0,0.0,-10.632183908045977,0.0,-9.424967722713273,0.0,-14.30924253341611,0.0,-0.0008342377529890754,0.0,0.0,0.0,0.0,0.03409963086144512,0.0,0.0072151184081924325,0.0,1.0,0.0,1.0,0.0,0.0,67.02922248293402,67.02922248293402,15269.561364034003,15269.561364034003,0,0.0
2020-05-05 00:00:00+00:00,0,0,0,985731078,0.0,96.03016662597656,26091,0.0316197387874126,963,0.0,0.0,0.0,0.0,933.0,27360.0,96.02535247802734,0.0285754017531871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.6,23332.0,96.01995697021485,0.03269476443529124,0.0,0.0,1017.6,23332.0,96.01995697021485,0.03269476443529124,0.0,0.0,0.0,0.0,3.2154340836012762,0.0,-4.638157894736839,0.0,10.653698102025654,0.0,0.005013413463195171,0.0,0.0,0.0,0.0,0.03690786447953396,0.0,0.006159973144528644,0.006159973144528644,1.0,0.0,1.0,0.0,0.0,65.5842969010113,65.5842969010113,13313.4669977433,13313.4669977433,0,0.0
2020-05-06 00:00:00+00:00,0,0,0,985731078,0.0,96.03868865966795,25838,0.0328652150928974,966,0.0,0.0,0.0,0.0,963.0,26091.0,96.03016662597656,0.0316197387874126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,23749.666666666668,96.02307891845703,0.0327231728782256,0.0,0.0,1009.0,23749.666666666668,96.02307891845703,0.0327231728782256,0.0,0.0,0.0,0.0,0.31152647975076775,0.0,-0.9696830324632977,0.0,3.9389202860227623,0.0,0.00887432979741476,0.0,0.0,0.0,0.0,0.037385347730175315,0.0,0.006195940290185628,0.006195940290185628,1.0,0.0,1.0,0.0,0.0,62.32816377850386,62.32816377850386,11951.794654639389,11951.794654639389,0,0.0
2020-05-07 00:00:00+00:00,0,0,0,985731078,0.0,96.04830932617188,26726,0.0326818004250526,963,0.0,0.0,0.0,0.0,966.0,25838.0,96.03868865966795,0.0328652150928974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.4285714285714,24174.85714285714,96.0266832624163,0.032717262527772316,0.0,0.0,1002.4285714285714,24174.85714285714,96.0266832624163,0.032717262527772316,0.0,0.0,0.0,0.0,-0.31055900621117516,0.0,3.4367985138168633,0.0,-0.5580814466795925,0.0,0.01001749049074352,0.0,0.0,0.0,0.0,0.03603097990795824,0.0,0.006575720650810306,0.006575720650810306,1.0,0.0,1.0,0.0,0.0,59.49469764289123,59.49469764289123,10968.287840080473,10968.287840080473,0,0.0
2020-05-08 00:00:00+00:00,0,0,0,985731078,0.0,96.06109619140624,30638,0.032926220446825,999,0.0,0.0,0.0,0.0,963.0,26726.0,96.04830932617188,0.0326818004250526,0.0,0.0,1076.0,0.0,96.00597381591795,0.0350009985268116,0.0,0.0,991.4285714285714,28551.714285714286,96.03455788748605,0.032420865659202804,0.0,0.0,1002.0,24982.75,96.03098487854004,0.0327433822676539,0.0,0.0,0.0,-7.15613382899628,3.738317757009346,inf,14.63743171443539,-5.927768256089239,0.7478780807468555,0.05741556832075112,0.013312951913535542,0.0,0.0,0.0,0.0,0.03260550279056105,0.0,0.007304327828542162,0.007251557849699251,1.0000372068343413,0.0,0.9901501742912582,0.0,0.0,55.094723626029484,55.094723626029484,10408.586548065565,10408.586548065565,0,0.0
2020-05-09 00:00:00+00:00,0,1,0,985731078,0.0,96.0621566772461,34911,0.0305984131991863,970,0.0,0.0,0.0,0.0,999.0,30638.0,96.06109619140624,0.032926220446825,0.0,0.0,1072.0,33002.0,96.01213836669922,0.0349305607378482,0.0,0.0,976.8571428571429,28824.428571428572,96.04170336042132,0.031801987439393956,0.0,0.0,998.4444444444445,26085.88888888889,96.0344484117296,0.0325050523711575,0.0,0.0,0.0,-9.51492537313433,-2.902902902902904,5.784497909217623,13.94673281545793,-12.40217004008155,-7.069767547107475,0.05209581975544886,0.00110397016264141,0.0,0.0,0.0,0.0,0.027784142988084327,0.0,0.007058552333279749,0.00715421040852926,1.0000755452737191,0.0,0.9783705953235937,0.0,0.0,52.62867828264147,52.62867828264147,10283.412777921107,10283.412777921107,0,0.0
2020-05-10 00:00:00+00:00,0,1,0,985731078,0.0,96.07382202148438,32738,0.0323919169604778,1021,0.0,0.0,0.0,0.0,970.0,34911.0,96.0621566772461,0.0305984131991863,0.0,0.0,1044.0,30207.0,96.02615356445312,0.0333471223711967,0.0,0.0,973.5714285714286,29186.0,96.04851313999721,0.03166552952357697,0.0,0.0,1000.7,26751.1,96.03838577270508,0.03249373883008953,0.0,0.0,0.0,-2.2030651340996132,5.25773195876289,8.378852583838192,-6.224399186502827,-2.864431299607273,5.861427354472082,0.04964111886378575,0.01214353772784893,0.0,0.0,0.0,0.0,0.031186047221967685,0.0,0.008278438023158538,0.007350713556462314,1.0001054512444232,0.0,0.9745117263715547,0.0,0.0,50.12883401795816,50.12883401795816,9920.876702411155,9920.876702411155,0,0.0
