timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,ccu_playing,ratings_like_ratio,daily_rpv,visits_visits_gained,daily_Estimated Revenue,sort_sort_position,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-07-08 00:00:00+00:00,1,0,0,7882478542,0.0317051857709884,3938,93.47562408447266,0.1792950401484489,77587,270711,378,17.751538276672363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270711.0,3938.0,77587.0,93.47562408447266,0.0317051857709884,17.751538276672363,270711.0,3938.0,77587.0,93.47562408447266,0.0317051857709884,17.751538276672363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.72581873571973,3.489083363406712,0.050755271433726865,6.557351826543472e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-07-09 00:00:00+00:00,1,0,0,7882478542,0.0362871699035167,4507,93.40363311767578,0.1601200172747331,508896,281153,351,17.420156757036846,270711.0,3938.0,77587.0,93.47562408447266,0.0317051857709884,17.751538276672363,0.0,0.0,0.0,0.0,0.0,0.0,275932.0,4222.5,293241.5,93.43962860107422,0.03399617783725255,17.585847516854606,275932.0,4222.5,293241.5,93.43962860107422,0.03399617783725255,17.585847516854606,0.0,3.8572499824536033,0.0,14.448958862366679,0.0,555.9036952066713,0.0,14.451844457322217,0.0,-0.07701576480710903,0.026758799302545298,0.026758799302545298,62.36756876663709,0.5524752553070661,0.00885640905723555,6.195948397332724e-05,0.0,0.0,1.0,1.0,1.0,7383.609009149929,7383.609009149929,402.34375849514555,402.34375849514555,304981.5186867886,304981.5186867886,2,1.0
2025-07-10 00:00:00+00:00,1,0,0,7882478542,0.0373357459902763,4551,93.43637084960938,0.1759630452680199,545770,403898,247,17.821589787801106,281153.0,4507.0,508896.0,93.40363311767578,0.0362871699035167,17.420156757036846,0.0,0.0,0.0,0.0,0.0,0.0,318587.3333333333,4332.0,377417.6666666667,93.43854268391927,0.0351093672215938,17.664428273836773,318587.3333333333,4332.0,377417.6666666667,93.43854268391927,0.0351093672215938,17.664428273836773,0.0,43.657723730495505,0.0,0.9762591524295594,0.0,7.245881280261579,0.0,2.889660697011198,0.0,0.03504974147241491,0.23248084453983542,0.23248084453983542,88.72978910369069,0.7400503141427448,0.008338662186155,4.412387697865334e-05,-0.019626617431647578,0.0,1.0,1.0,1.0,74065.45231302739,74065.45231302739,341.92250584013914,341.92250584013914,260314.70276250885,260314.70276250885,3,1.0
2025-07-11 00:00:00+00:00,1,0,0,7882478542,0.0365022309124469,4998,93.48045349121094,0.1856434764737313,548135,532865,197,18.87681512037913,403898.0,4551.0,545770.0,93.43637084960938,0.0373357459902763,17.821589787801106,0.0,0.0,0.0,0.0,0.0,0.0,372156.75,4498.5,420097.0,93.44902038574219,0.035457583144307074,17.967524985472362,372156.75,4498.5,420097.0,93.44902038574219,0.035457583144307074,17.967524985472362,0.0,31.930586435189092,0.0,9.822017139090299,0.0,0.4333327225754413,0.0,-2.2324853989698856,0.0,0.04717931700548572,0.3305807867276373,0.3305807867276373,106.59431886377276,0.9721401258081935,0.009118175051447085,3.542506956791976e-05,0.004722595214827548,0.0,1.0,1.0,1.0,123027.87120100064,123027.87120100064,434.5453562824791,434.5453562824791,229045.69767770506,229045.69767770506,4,1.0
2025-07-12 00:00:00+00:00,1,1,0,7882478542,0.0309412255883216,4302,93.43958282470705,0.2034132097080815,507998,693416,157,19.466992100079853,532865.0,4998.0,548135.0,93.48045349121094,0.0365022309124469,18.87681512037913,0.0,0.0,0.0,0.0,0.0,0.0,436408.6,4459.2,437677.2,93.44713287353515,0.03455431163310998,18.26741840839386,436408.6,4459.2,437677.2,93.44713287353515,0.03455431163310998,18.26741840839386,0.0,30.129770204460794,0.0,-13.925570228091233,0.0,-7.322466180776632,0.0,-15.234699866601996,0.0,-0.04372108283335896,0.40986124656445144,0.40986124656445144,161.1471066697653,1.3649948129819154,0.00846852060732403,2.8074004675512503e-05,0.00047378540039101744,0.00047378540039101744,1.0,1.0,1.0,178866.97280744705,178866.97280744705,386.4514199741023,386.4514199741023,202217.12558213263,202217.12558213263,5,1.0
2025-07-13 00:00:00+00:00,1,1,0,7882478542,0.0380457453429698,4721,93.5665054321289,0.2433170138105976,536428,956910,121,18.75161023934682,693416.0,4302.0,507998.0,93.43958282470705,0.0309412255883216,19.466992100079853,0.0,0.0,0.0,0.0,0.0,0.0,523158.8333333333,4502.833333333333,454135.6666666667,93.46702829996745,0.035136217251419945,18.34811704688602,523158.8333333333,4502.833333333333,454135.6666666667,93.46702829996745,0.035136217251419945,18.34811704688602,0.0,37.99941160861589,0.0,9.7396559739656,0.0,5.596478726294207,0.0,22.961339182794728,0.0,0.13583387637761124,0.5084222441415979,0.5084222441415979,202.64930114358322,1.7838521034470545,0.00880079190349515,1.959598148557893e-05,0.017323957170764587,0.017323957170764587,1.0,1.0,1.0,265985.5880858335,265985.5880858335,361.79962225887783,361.79962225887783,185307.04102398985,185307.04102398985,6,1.0
2025-07-14 00:00:00+00:00,1,0,0,7882478542,0.0404885001480579,4923,93.72208404541016,0.2541621009294229,596128,1148119,101,18.81071476141612,956910.0,4721.0,536428.0,93.5665054321289,0.0380457453429698,18.75161023934682,0.0,0.0,0.0,0.0,0.0,0.0,612438.8571428572,4562.857142857143,474420.28571428574,93.5034648350307,0.035900829093796806,18.414202434676035,612438.8571428572,4562.857142857143,474420.28571428574,93.5034648350307,0.035900829093796806,18.414202434676035,0.0,19.98192097480431,0.0,4.278754501165016,0.0,11.129172973819411,0.0,6.420572873701058,0.0,0.1662759686949178,0.5531208745580004,0.5531208745580004,233.1679528838343,1.9259573011881657,0.008258279667655827,1.638392743042201e-05,0.038154874529163704,0.038154874529163704,1.0,1.0,1.0,338752.71627615945,338752.71627615945,366.4730224593295,366.4730224593295,177470.68283777114,177470.68283777114,7,1.0
2025-07-15 00:00:00+00:00,1,0,0,7882478542,0.0347493030130863,4231,93.7802963256836,0.2495095644894191,514239,1264673,86,20.243907690048218,1148119.0,4923.0,596128.0,93.72208404541016,0.0404885001480579,18.81071476141612,270711.0,3938.0,77587.0,93.47562408447266,0.0317051857709884,17.751538276672363,754433.4285714285,4604.714285714285,536799.1428571428,93.54698944091797,0.03633570298552507,18.770255208015442,693968.125,4521.375,479397.625,93.5380687713623,0.035756888333707985,18.642915591597557,367.1672004462323,10.151735142437325,7.440325038090401,-14.05646963233801,562.7901581450501,-13.73681491223362,9.60132283748798,-14.174882038071479,0.32593763796175956,0.06211159393898491,0.5609429814745005,0.5609429814745005,298.835775047259,2.4593049937772244,0.008227675793403859,1.6007214262369763e-05,0.06383814130510987,0.04850587390718029,1.0000953694006391,1.087129799472315,1.016187500612894,389276.5490857689,389276.5490857689,359.00216374198715,359.00216374198715,164907.93897456632,164907.93897456632,8,1.0
2025-07-16 00:00:00+00:00,1,0,0,7882478542,0.0371618121862411,4647,93.83405303955078,0.2078003333170604,532169,1168375,76,18.776803930600483,1264673.0,4231.0,514239.0,93.7802963256836,0.0347493030130863,20.243907690048218,281153.0,4507.0,508896.0,93.40363311767578,0.0362871699035167,17.420156757036846,881179.4285714285,4624.714285714285,540123.8571428572,93.60847800118583,0.03646065188305713,18.96406194709596,746680.0,4535.333333333333,485261.1111111111,93.57095591227214,0.035912990983989444,18.657792073708993,315.5655461616984,-7.614458441035743,3.1062791213667618,9.832190971401555,4.573233037791602,3.4867055979806993,2.410334796155156,6.942611689927336,0.4608171090440649,0.057321970577373094,0.5316735727554741,0.5316735727554741,251.37155765920826,2.1954920420166486,0.008732172050284684,1.6070857267352704e-05,0.07411548069545436,0.053686396280923594,1.0004010014490914,1.1801299466591157,1.015249659915874,396990.0233050574,396990.0233050574,338.4165332840581,338.4165332840581,155256.96125813847,155256.96125813847,8,0.9238554155896426
2025-07-17 00:00:00+00:00,1,0,0,7882478542,0.0424692258238792,5582,93.96292114257812,0.2246173687038145,612557,1387877,68,17.61114756266276,1168375.0,4647.0,532169.0,93.83405303955078,0.0371618121862411,18.776803930600483,403898.0,4551.0,545770.0,93.43637084960938,0.0373357459902763,17.821589787801106,1021747.8571428572,4772.0,549664.8571428572,93.68369947160993,0.0371940061450004,18.933998772076198,810799.7,4640.0,497990.7,93.61015243530274,0.03656861446797842,18.55312762260437,243.62066660394456,18.7869476837488,22.654361678751922,20.120507854529812,12.237206149110435,15.105727691767079,13.749503853330957,14.281902107032153,0.5635388962358823,0.13733617898081807,0.5250121576580709,0.5250121576580709,248.58982625828406,2.265707084063876,0.009112606479712942,1.26892619975695e-05,0.0875047956194276,0.06042457349372556,1.000785673715872,1.260172959046306,1.0171018696256489,425679.6999255165,425679.6999255165,459.73011406452156,459.73011406452156,151811.8759620677,151811.8759620677,9,1.0
