timestamp,isSummer,isWeekend,isHoliday,universe_id,sort_sort_position,daily_rpv,visits_visits_gained,session_session_length,ccu_playing,platform_platform_share,daily_Estimated Revenue,ratings_like_ratio,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2022-04-13 00:00:00+00:00,0,0,0,3164075108,0.0,0.0,33154,0.0,1504,0.0457550883293151,0.0,96.70101928710938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,33154.0,96.70101928710938,0.0457550883293151,0.0,0.0,1504.0,33154.0,96.70101928710938,0.0457550883293151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04536269039360579,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2022-04-14 00:00:00+00:00,0,0,0,3164075108,0.0,0.0,59063,0.0,1832,0.0459890030324459,0.0,96.73577117919922,0.0,1504.0,33154.0,96.70101928710938,0.0457550883293151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668.0,46108.5,96.7183952331543,0.045872045680880505,0.0,0.0,1668.0,46108.5,96.7183952331543,0.045872045680880505,0.0,0.0,0.0,0.0,21.808510638297875,0.0,78.14743319056525,0.0,0.5112321091967686,0.0,0.035937462030943834,0.0,0.0,0.0,0.0,0.031017201679534066,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,231.93102422918759,231.93102422918759,18320.42959376226,18320.42959376226,0,0.0
2022-04-15 00:00:00+00:00,0,0,0,3164075108,0.0,0.0,72634,0.0,2058,0.0420784018933773,0.0,96.75890350341795,0.0,1832.0,59063.0,96.73577117919922,0.0459890030324459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1798.0,54950.333333333336,96.73189798990886,0.044607497751712764,0.0,0.0,1798.0,54950.333333333336,96.73189798990886,0.044607497751712764,0.0,0.0,0.0,0.0,12.33624454148472,0.0,22.977159981714436,0.0,-8.50333967081134,0.0,0.02391289585719214,0.0,0.0,0.0,0.0,0.028333448062228952,0.0,0.028942108154278223,0.0,1.0,0.0,1.0,0.0,0.0,278.56058586957346,278.56058586957346,20058.741743522532,20058.741743522532,0,0.0
2022-04-16 00:00:00+00:00,0,1,0,3164075108,0.0,0.0,68142,0.0,1720,0.0333054438233375,0.0,96.76607513427734,0.0,2058.0,72634.0,96.75890350341795,0.0420784018933773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.5,58248.25,96.74044227600098,0.041781984269618946,0.0,0.0,1778.5,58248.25,96.74044227600098,0.041781984269618946,0.0,0.0,0.0,0.0,-16.42371234207969,0.0,-6.184431533441637,0.0,-20.849076189418135,0.0,0.007411856273398243,0.0,0.0,0.0,0.0,0.025241037230529915,0.0,0.021829986572253227,0.0,1.0,0.0,1.0,0.0,0.0,230.7632264176133,230.7632264176133,17656.172601010294,17656.172601010294,0,0.0
2022-04-17 00:00:00+00:00,0,1,0,3164075108,0.0,0.0,58445,0.0,1439,0.0287617426365613,0.0,96.75762939453124,0.0,1720.0,68142.0,96.76607513427734,0.0333054438233375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.6,58287.6,96.74387969970704,0.03917793594300742,0.0,0.0,1710.6,58287.6,96.74387969970704,0.03917793594300742,0.0,0.0,0.0,0.0,-16.337209302325583,0.0,-14.230577323823779,0.0,-13.642518054638197,0.0,-0.008727996598378862,0.0,0.0,0.0,0.0,0.02462101769154433,0.0,0.01435241699218194,0.01435241699218194,1.0,0.0,1.0,0.0,0.0,250.9796804524223,250.9796804524223,15290.947168177647,15290.947168177647,0,0.0
2022-04-18 00:00:00+00:00,0,0,0,3164075108,0.0,0.0,44449,0.0,1073,0.0246826112270355,0.0,96.70415496826172,0.0,1439.0,58445.0,96.75762939453124,0.0287617426365613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604.3333333333333,55981.166666666664,96.73725891113281,0.03676204849034543,0.0,0.0,1604.3333333333333,55981.166666666664,96.73725891113281,0.03676204849034543,0.0,0.0,0.0,0.0,-25.434329395413478,0.0,-23.94730088117033,0.0,-14.182490473788246,0.0,-0.055266366698047964,0.0,0.0,0.0,0.0,0.024139482564679415,0.0,0.002526419503359635,0.002526419503359635,1.0,0.0,1.0,0.0,0.0,343.7270234745395,343.7270234745395,14797.576172017722,14797.576172017722,0,0.0
2022-04-19 00:00:00+00:00,0,0,0,3164075108,0.0,0.0,33634,0.0,748,0.0200888644903898,0.0,96.69410705566406,0.0,1073.0,44449.0,96.70415496826172,0.0246826112270355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.0,52788.71428571428,96.73109436035156,0.03438016506178034,0.0,0.0,1482.0,52788.71428571428,96.73109436035156,0.03438016506178034,0.0,0.0,0.0,0.0,-30.28890959925443,0.0,-24.331256046255255,0.0,-18.61126723745522,0.0,-0.010390362855616786,0.0,0.0,0.0,0.0,0.022238739408354392,0.0,-0.003044400896347395,-0.003044400896347395,1.0,0.0,1.0,0.0,0.0,450.79374441090016,450.79374441090016,15931.598033617402,15931.598033617402,0,0.0
2022-04-20 00:00:00+00:00,0,0,0,3164075108,0.0,0.0,26464,0.0,575,0.0166892148554325,0.0,96.68435668945312,0.0,748.0,33634.0,96.69410705566406,0.0200888644903898,0.0,0.0,1504.0,33154.0,96.70101928710938,0.0457550883293151,0.0,0.0,1349.2857142857142,51833.0,96.72871398925781,0.030227897422654255,0.0,0.0,1368.625,49498.125,96.72525215148926,0.032168796285986866,0.0,0.0,0.0,-61.7686170212766,-23.12834224598931,-20.178560656331058,-21.317714217755846,-63.52489861823787,-16.923055240795915,-0.017231046558852103,-0.010083723308318415,0.0,0.0,0.0,0.0,0.021726808993009637,0.0,-0.012348447527203233,-0.00592440650575907,1.0000357904238195,0.0,0.9396651697478002,0.0,0.0,526.3225348721882,526.3225348721882,17440.763641845337,17440.763641845337,0,0.0
2022-04-21 00:00:00+00:00,0,0,0,3164075108,0.0,0.0,21090,0.0,484,0.0126408450305461,0.0,96.67572784423828,0.0,575.0,26464.0,96.68435668945312,0.0166892148554325,0.0,0.0,1832.0,59063.0,96.73577117919922,0.0459890030324459,0.0,0.0,1156.7142857142858,46408.28571428572,96.72013636997768,0.025463874850954284,0.0,0.0,1270.3333333333333,46341.666666666664,96.7197494506836,0.02999902392427122,0.0,0.0,0.0,-73.58078602620087,-15.826086956521735,-64.29236577891405,-20.306831922611845,-72.51333102040111,-24.257401321480476,-0.062069422953903164,-0.00892475836867801,0.0,0.0,0.0,0.0,0.02294817694751316,0.0,-0.017017364501954096,-0.007448705037433917,1.0000040004166293,0.0,0.8488234455639172,0.0,0.0,573.8813030583938,573.8813030583938,18863.371113085803,18863.371113085803,0,0.0
2022-04-22 00:00:00+00:00,0,0,0,3164075108,0.0,0.0,20745,0.0,587,0.0142371160909533,0.0,96.68018341064452,0.0,484.0,21090.0,96.67572784423828,0.0126408450305461,0.0,0.0,2058.0,72634.0,96.75890350341795,0.0420784018933773,0.0,0.0,946.5714285714286,38995.57142857143,96.70889064243862,0.021486548307750857,0.0,0.0,1202.0,43782.0,96.71579284667969,0.02842283314093943,0.0,0.0,0.0,-71.47716229348882,21.280991735537192,-71.43899551174383,-1.6358463726884764,-66.16526424404424,12.627882523279688,-0.08135695003060883,0.004608774617564926,0.0,0.0,0.0,0.0,0.0282946110093512,0.0,-0.015759876796171666,-0.00757538766572027,0.9999286341554164,0.0,0.7559608221040517,0.0,0.0,582.6155583992662,582.6155583992662,19539.943614157244,19539.943614157244,0,0.0
