timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,visits_visits_gained,platform_platform_share,session_session_length,ccu_playing,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-07-22 00:00:00+00:00,1,0,0,274816972,92.10963439941406,363512,0.0503050647675991,15.57768932978312,3502,1287932.0,0.0011918126544314,0.0,1468167.0,3400.0,424531.0,92.10334777832033,0.0513011142611503,14.7867618004481,1433989.0,4010.0,404226.0,92.06157684326172,0.0562765263020992,15.686782956123352,1366112.7142857143,3648.8571428571427,389396.4285714286,92.08960723876953,0.05366254810776023,15.429936516852605,1550717.7,5401.466666666666,380795.5,70.57011413574219,0.09222460215290383,10.056692310133203,-10.185364043936184,-12.276192013578836,-12.668329177057359,3.0000000000000027,-10.072088386199795,-14.37327309430878,-10.610927729342379,-1.941574774537591,0.052201534885898404,0.006825616272787549,0.3805767481614599,0.3434959376785853,367.66542963174425,3.5430149678278355,0.009633768255880807,1.2095108464324712e-05,0.006698063441687958,2.438976219100867,1.3049377681554322,0.8809551308311722,0.5818680358066536,651277.754226347,532665.2304362791,2084.605952697548,3093.798008846169,217055.98794264658,170400.22016797098,10,0.3400210306718859
2024-07-23 00:00:00+00:00,1,0,0,274816972,92.1167449951172,358003,0.0510660633444786,15.839956521987917,3599,1286336.0,0.0011899413514748,0.0,1287932.0,3502.0,363512.0,92.10963439941406,0.0503050647675991,15.57768932978312,1408461.0,3965.0,393579.0,92.06970977783205,0.0579621531069278,15.83949895699819,1348666.2857142857,3596.5714285714284,384314.14285714284,92.09632655552456,0.05267739242741034,15.430001883279711,1548798.7,5345.6,383678.7,70.57328898111979,0.09159860188762342,10.584690860866134,-8.67081161636708,-0.1239195858166453,-9.230769230769232,2.7698458023986294,-9.03910015524202,-1.5154932987081593,-11.89757349028665,1.5127673135800324,0.05108652715279938,0.007719708963671579,0.17506539019260262,0.3444856813450506,357.31555555555553,3.593077172322097,0.010052960302119529,1.2314002102083604e-05,0.006763185773587633,2.725927330415957,1.3049742740509478,0.8707821653739029,0.5750894810822215,268307.91801806004,533538.9754358286,1420.0155702598124,3111.2435544606133,38892.620573888074,169214.91665337965,10,0.33959967801898777
2024-07-24 00:00:00+00:00,1,0,0,274816972,92.1228256225586,348107,0.0488313920795917,15.973434209823608,3330,1262511.0,0.0011675166248928,0.0,1286336.0,3599.0,358003.0,92.1167449951172,0.0510660633444786,15.839956521987917,1373025.0,3664.0,381017.0,92.07598114013672,0.055632758885622,15.84033171335856,1332878.5714285714,3548.8571428571427,379612.71428571426,92.10301862444196,0.05170576859797744,15.449016525631858,1548851.8333333333,5274.8,387247.3333333333,70.57665685017903,0.090546778216958,11.117138667860253,-8.048943027257337,-1.852159933330011,-9.115720524017467,-7.474298416226732,-8.637409879349212,-2.7642226461789376,-12.225471003538658,-4.376039816917898,0.050875898189528534,0.006601001198758283,0.14756519107823574,0.34445476626797183,379.0186130291204,3.6267796201178943,0.009565996759626322,1.2652104859061623e-05,0.006695883614679698,3.012877292654274,1.3050068214474844,0.8605591204679928,0.5710392972137108,217135.85444914913,533509.396234553,980.2366164227434,3132.784212827023,41559.77441351458,167220.3509583793,10,0.3333097488490024
2024-07-25 00:00:00+00:00,1,0,0,274816972,92.12769317626952,245147,0.0604555234313011,16.674643145667183,4984,1139886.0,0.0010538480203283,0.0,1262511.0,3330.0,348107.0,92.1228256225586,0.0488313920795917,15.973434209823608,1319439.0,3613.0,367630.0,92.08306121826172,0.0526052117347717,15.867150783538818,1307228.142857143,3744.714285714286,362115.14285714284,92.10939461844308,0.052827241697481646,15.564372577364482,1545347.5666666667,5267.333333333333,387185.36666666664,70.58018035888672,0.08996025087932741,11.672960106049159,-13.608283520496212,-9.7127866608687,37.94630500968723,49.66966966966968,-33.3169219051764,-29.577112784287586,14.923068337999679,23.804628245622993,0.0484692379003393,0.005283765101671278,0.14186831999582353,0.3467917333802343,228.66318956870612,4.64978706740418,0.020330575815425782,1.46283299534666e-05,0.0064885275704561025,3.299815071623637,1.3050320096957024,0.8459120595613645,0.5872287058018997,201367.94406932904,535913.7613192605,518.0893098367492,3133.215824404561,58045.52249180094,167274.44777009974,10,0.3009360840234215
2024-07-26 00:00:00+00:00,1,0,0,274816972,92.13345336914062,244825,0.0527747236192226,0.0,4410,1197639.0,0.0011068690443032,0.0,1139886.0,4984.0,245147.0,92.12769317626952,0.0604555234313011,16.674643145667183,1308430.0,3463.0,378615.0,92.08941650390624,0.0511636175215244,15.273571848869324,1291400.857142857,3880.0,343002.28571428574,92.11568559919085,0.053057399711438524,13.382433741811722,1543678.4333333333,5292.866666666667,384162.73333333334,73.6512954711914,0.08623141497373576,11.294758194486196,-8.46747628837614,5.066559287507699,27.346231591105983,-11.51685393258427,-35.336687664249965,-0.1313497615716308,3.148929211309981,-12.70487686837517,0.04781968102982592,0.006252401066952906,0.10273646795077183,0.3478377961210071,271.51190206302425,4.891796622907698,0.018012792758939,0.0,0.006212234497070612,2.952108581339293,1.25070014057284,0.8365737508907719,0.6152908395113158,140313.1309805528,536949.7041701957,475.34788301852825,3122.6340089775626,65669.35146563871,169050.38081894332,10,0.31618318913797216
2024-07-27 00:00:00+00:00,1,1,0,274816972,92.13860321044922,263472,0.0588722936809062,0.0,4942,1225716.0,0.0011324574200032,0.0,1197639.0,4410.0,244825.0,92.13345336914062,0.0527747236192226,0.0,1397335.0,3935.0,416891.0,92.09609985351562,0.0566679164767265,14.824551184972128,1266883.857142857,4023.8571428571427,321085.28571428574,92.12175750732422,0.053372310740607054,11.264640715387133,1534352.7666666666,5331.166666666667,381713.3333333333,76.72258224487305,0.08280286081135269,10.743466112017526,-12.281879434781207,2.3443625332842277,25.590851334180442,12.063492063492065,-36.800746478096194,7.616460737261299,3.8899916235407117,11.553959250792989,0.046151093261492804,0.005589545512818539,0.08829729832459239,0.35197669355065586,247.9700586688246,4.652150315212564,0.01875714020032413,0.0,0.005869729178297704,2.563441565728958,1.2007124214524232,0.8256796511633518,0.6445708544080816,117904.99072504771,540056.4135516343,535.8588259222455,3110.6266813256466,65607.12073877238,170285.81533194197,10,0.32359566936066597
2024-07-28 00:00:00+00:00,1,1,0,274816972,92.14402770996094,257582,0.0548068210482597,0.0,4646,1227953.0,0.0011341440579412,0.0,1225716.0,4942.0,263472.0,92.13860321044922,0.0588722936809062,0.0,1468167.0,3400.0,424531.0,92.10334777832033,0.0513011142611503,14.7867618004481,1232567.5714285714,4201.857142857143,297235.4285714286,92.12756892613002,0.0538731259959084,9.152246172465976,1533178.9333333333,5359.766666666666,378427.9,79.79404983520507,0.07955647967755791,10.161041440897412,-16.361490211944552,0.18250557225327757,36.64705882352941,-5.989477944152166,-39.32551450895223,-2.2355316693994043,6.8335879982323045,-6.905578801943357,0.04416770141570936,0.005887325532083487,0.07349935182513309,0.35266858925014,264.24639552399395,4.76721289836674,0.018036904609388043,0.0,0.005625861031662675,2.133813505416719,1.1545669021236145,0.8039293683411152,0.6771682987263383,96267.45078819894,540704.0514867011,568.041657077991,3099.8748771560568,65100.671156252174,171740.73626321426,10,0.3241862494888195
2024-07-29 00:00:00+00:00,1,0,0,274816972,92.147705078125,227115,0.0561075769364833,0.0,4613,1144963.0,0.001057171091405,0.0,1227953.0,4646.0,257582.0,92.14402770996094,0.0548068210482597,0.0,1287932.0,3502.0,363512.0,92.10963439941406,0.0503050647675991,15.57768932978312,1212143.4285714286,4360.571428571428,277750.14285714284,92.1330075945173,0.054702056305748994,6.926861982496958,1530219.3666666667,5335.433333333333,375592.93333333335,82.8656400044759,0.07898186445236204,9.312589993940353,-11.100663699636314,-6.758401990955676,31.72472872644203,-0.7102884201463655,-37.522007526574086,-11.828078048931989,11.534648043275219,2.373346717333291,0.04133191816380055,0.003990891493943494,0.07644244672801771,0.3546151897104596,248.1497615951452,5.041313689920569,0.02031120660807693,0.0,0.005221230643137993,1.663210715017012,1.1118360708918777,0.7921370327522944,0.6925900861550638,98544.10392577077,542639.0310091194,594.2469609089607,3102.8747480842894,69987.59223817228,173564.5673813384,10,0.30227643954896255
2024-07-30 00:00:00+00:00,1,0,0,274816972,92.15289306640624,225491,0.056417316198349,0.0,4630,1134278.0,0.0010469988735142,0.0,1144963.0,4613.0,227115.0,92.147705078125,0.0561075769364833,0.0,1286336.0,3599.0,358003.0,92.1167449951172,0.0510660633444786,15.839956521987917,1190420.857142857,4507.857142857143,258819.85714285713,92.13817160470145,0.05546652099915905,4.664011050784398,1523667.9666666666,5373.066666666667,370348.0333333333,85.93740310668946,0.07626467148462929,9.312589993940353,-11.8210172147868,-0.9332179293130016,28.64684634620729,0.36852373726425913,-37.01421496467907,-0.7150562490368273,10.479078478738835,0.5520453364370681,0.039241585545557456,0.005630078662122173,0.07895326005847651,0.3585449867324789,244.93154826171454,5.03023610593724,0.02053287921522715,0.0,0.005028588431225361,1.151641304262224,1.0721544784209254,0.7812862665526431,0.7272898436379945,100234.60375056704,546303.5108932031,616.9715338866603,3086.662754646162,73243.74589210776,175702.3288540106,10,0.2994555416190027
2024-07-31 00:00:00+00:00,1,0,0,274816972,92.15821075439452,223465,0.0607587695121765,0.0,4816,1145377.0,0.001056940282475,0.0,1134278.0,4630.0,225491.0,92.15289306640624,0.056417316198349,0.0,1262511.0,3330.0,348107.0,92.1228256225586,0.0488313920795917,15.973434209823608,1173687.4285714286,4720.142857142857,241013.85714285713,92.14322662353516,0.057170432060956886,2.3820918779524547,1519144.2666666666,5414.4,365753.1666666667,89.00934346516927,0.07273772756258644,8.79051686810112,-9.27785975726152,0.9785079142855535,44.62462462462462,4.0172786177105735,-35.805657455897176,-0.8984837532318379,24.425634667846484,7.695249626132594,0.038410819030776366,0.005770505744684407,0.08028542363845056,0.36134620061225214,237.77807764168568,5.125509025981581,0.021551376943248636,0.0,0.004983357020789831,0.5991038015872682,1.0352084740361245,0.7725977409286838,0.7859804530154612,100620.35659386824,548937.008941886,637.6860512823562,3070.0260764926925,75476.46437586534,177737.45807599477,10,0.3023857377935113
