timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,platform_platform_share,daily_Estimated Revenue,ratings_like_ratio,daily_rpv,sort_sort_position,visits_visits_gained,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-21 00:00:00+00:00,1,0,0,8153647770,4669,0.0381742194294929,144817,98.48126220703124,0.0292639515859874,464,632994,15.005651593208311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144817.0,4669.0,632994.0,98.48126220703124,0.0381742194294929,15.005651593208311,144817.0,4669.0,632994.0,98.48126220703124,0.0381742194294929,15.005651593208311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.010064239828694,0.22878063807770993,0.007376045624373021,0.00010361730995600209,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-22 00:00:00+00:00,1,0,0,8153647770,4058,0.0280127692967653,151364,98.49951934814452,0.0269446783896643,416,617765,13.574952880541485,144817.0,4669.0,632994.0,98.48126220703124,0.0381742194294929,15.005651593208311,0.0,0.0,0.0,0.0,0.0,0.0,148090.5,4363.5,625379.5,98.49039077758788,0.0330934943631291,14.290302236874897,148090.5,4363.5,625379.5,98.49039077758788,0.0330934943631291,14.290302236874897,0.0,4.520878073706824,0.0,-13.086313985864207,0.0,-2.405867986110455,0.0,-26.618619279159372,0.0,0.0185386952848976,0.031260804011252086,0.031260804011252086,37.2909583641291,0.24501834027771033,0.006568830269066281,8.968356542490988e-05,0.0,0.0,1.0,1.0,1.0,4629.428096428327,4629.428096428327,432.04224330498056,432.04224330498056,10768.529170689932,10768.529170689932,2,1.0
2025-08-23 00:00:00+00:00,1,1,0,8153647770,2653,0.0170261338353157,161083,98.51045989990234,0.0258314644773605,382,520450,13.17655615011851,151364.0,4058.0,617765.0,98.49951934814452,0.0280127692967653,13.574952880541485,0.0,0.0,0.0,0.0,0.0,0.0,152421.33333333334,3793.3333333333335,590403.0,98.49708048502605,0.027737707520524634,13.919053541289435,152421.33333333334,3793.3333333333335,590403.0,98.49708048502605,0.027737707520524634,13.919053541289435,0.0,6.420945535265976,0.0,-34.62296697880729,0.0,-15.75275387890217,0.0,-39.22009760997908,0.0,0.01110721334502962,0.053695795775461845,0.053695795775461845,60.69442351168048,0.30950656257745685,0.005097501974249257,8.179928577710083e-05,0.014598846435558078,0.0,1.0,1.0,1.0,8184.384786490263,8184.384786490263,1033.7312674642928,1033.7312674642928,61057.73715918401,61057.73715918401,3,1.0
2025-08-24 00:00:00+00:00,1,1,0,8153647770,2594,0.0182683821767568,165892,98.54410552978516,0.0246282336290129,363,494473,12.53034500281016,161083.0,2653.0,520450.0,98.51045989990234,0.0170261338353157,13.17655615011851,0.0,0.0,0.0,0.0,0.0,0.0,155789.0,3493.5,566420.5,98.50883674621582,0.025370376184582676,13.571876406669617,155789.0,3493.5,566420.5,98.50883674621582,0.025370376184582676,13.571876406669617,0.0,2.9854174555974167,0.0,-2.2238974745571016,0.0,-4.991257565568263,0.0,7.2961269625663405,0.0,0.03415437296405699,0.06090243933783753,0.06090243933783753,63.927552986512524,0.3354918559924283,0.005245978554989747,7.553269277673053e-05,0.01994705200194302,0.0,1.0,1.0,1.0,9487.930122002372,9487.930122002372,1035.3744894159472,1035.3744894159472,69180.96609376503,69180.96609376503,4,1.0
2025-08-25 00:00:00+00:00,1,0,0,8153647770,2310,0.0178889706730842,168192,98.54534912109376,0.0235547887743118,353,365366,14.273151795069376,165892.0,2594.0,494473.0,98.54410552978516,0.0182683821767568,12.53034500281016,0.0,0.0,0.0,0.0,0.0,0.0,158269.6,3256.8,526209.6,98.51613922119141,0.02387409508228298,13.712131484349566,158269.6,3256.8,526209.6,98.51613922119141,0.02387409508228298,13.712131484349566,0.0,1.386444192607228,0.0,-10.948342328450266,0.0,-26.110020162880478,0.0,-2.076875226287589,0.0,0.0012619641752475985,0.0626383894085662,0.0626383894085662,72.77888360017309,0.46033714046424556,0.0063224100698749475,8.486174689237588e-05,0.017276000976562147,0.017276000976562147,1.0,1.0,1.0,9913.75283633801,9913.75283633801,1041.217892662242,1041.217892662242,108046.68873362108,108046.68873362108,5,1.0
2025-08-26 00:00:00+00:00,1,0,0,8153647770,2113,0.01704160310328,169244,98.55672454833984,0.0225813434602548,356,343225,12.227629542350767,168192.0,2310.0,365366.0,98.54534912109376,0.0178889706730842,14.273151795069376,0.0,0.0,0.0,0.0,0.0,0.0,160098.66666666666,3066.1666666666665,495712.1666666667,98.52290344238281,0.022735346419115815,13.464714494016434,160098.66666666666,3066.1666666666665,495712.1666666667,98.52290344238281,0.022735346419115815,13.464714494016434,0.0,0.6254756468797584,0.0,-8.528138528138529,0.0,-6.0599508438114125,0.0,-4.736815691017648,0.0,0.011543342580377924,0.0620538102309834,0.0620538102309834,80.05865657521286,0.4930978422380589,0.006156293520887112,7.224809916009789e-05,0.01566990443639098,0.01566990443639098,1.0,1.0,1.0,9934.7322795668,9934.7322795668,1041.8033243691762,1041.8033243691762,122146.75679921535,122146.75679921535,6,1.0
2025-08-27 00:00:00+00:00,1,0,0,8153647770,1996,0.0173772070556879,165393,98.53887176513672,0.0211510446259548,363,334980,14.176365852355955,169244.0,2113.0,343225.0,98.55672454833984,0.01704160310328,12.227629542350767,0.0,0.0,0.0,0.0,0.0,0.0,160855.0,2913.285714285714,472750.4285714286,98.52518463134766,0.021969897938626113,13.566378973779223,160855.0,2913.285714285714,472750.4285714286,98.52518463134766,0.021969897938626113,13.566378973779223,0.0,-2.275413013164429,0.0,-5.537150970184568,0.0,-2.4022142909170374,0.0,1.9693214914934032,0.0,-0.018114221312592882,0.057736900759374904,0.057736900759374904,82.82073109664496,0.49373845083751017,0.005958546902660151,8.571269727049321e-05,0.01150458199637578,0.01150458199637578,1.0,1.0,1.0,9287.26917164925,9287.26917164925,1033.4746754332712,1033.4746754332712,126979.84779071195,126979.84779071195,6,0.9772458698683557
2025-08-28 00:00:00+00:00,1,0,0,8153647770,3287,0.0271740239113569,164163,98.56916046142578,0.0200826029433215,374,395550,13.897414127985636,165393.0,1996.0,334980.0,98.53887176513672,0.0173772070556879,14.176365852355955,144817.0,4669.0,632994.0,98.48126220703124,0.0381742194294929,15.005651593208311,163618.7142857143,2715.8571428571427,438829.85714285716,98.53774152483258,0.02039844143603526,13.40805933589027,161268.5,2960.0,463100.375,98.53068161010742,0.022620413685217465,13.607758368055025,13.358928855037732,-0.7436832272224358,-29.599485971300066,64.67935871743487,-37.51125603086285,18.08167651800108,-28.815770649752682,56.37739611592134,0.08925378536452921,0.03073781518552199,0.05380789117064277,0.05380789117064277,49.927919708029194,0.4150235999908988,0.008309927164891507,8.465567437431858e-05,0.009941646030971273,0.011334373837434826,1.0000716519424182,1.0145733003389645,0.9017713698740057,8677.517897252803,8677.517897252803,965.8914461337185,965.8914461337185,120687.44068275524,120687.44068275524,6,0.9699782562454208
2025-08-29 00:00:00+00:00,1,0,0,8153647770,2921,0.0208609346300363,163045,98.55142974853516,0.0189016202867457,383,427462,14.823553760846456,164163.0,3287.0,395550.0,98.56916046142578,0.0271740239113569,13.897414127985636,151364.0,4058.0,617765.0,98.49951934814452,0.0280127692967653,13.574952880541485,165287.42857142858,2553.4285714285716,411643.71428571426,98.54515729631696,0.019376750769359685,13.58643089021955,161465.88888888888,2955.6666666666665,459140.55555555556,98.53298695882161,0.022424916012419558,13.74284674503185,7.7171586374567225,-0.6810304392585453,-28.018728437654016,-11.134773349558868,-30.805079601466577,8.067753760586527,-25.530623520163143,-23.232073769840756,0.05270117126883189,-0.01798809364675913,0.0504047409449926,0.0504047409449926,55.79911019849418,0.38142482507257935,0.006833339961587318,9.091639022635609e-05,0.0059479304722365066,0.009317270914710359,1.0001235153614132,1.0236677833865546,0.8640723897752075,8138.646300897403,8138.646300897403,903.6022354996695,903.6022354996695,113516.06748177885,113516.06748177885,6,0.9633724090662003
2025-08-30 00:00:00+00:00,1,1,0,8153647770,2335,0.0150430109351873,155174,98.5374984741211,0.0171427842525664,401,378295,13.64115031560262,163045.0,2921.0,427462.0,98.55142974853516,0.0208609346300363,14.823553760846456,161083.0,2653.0,520450.0,98.51045989990234,0.0170261338353157,13.17655615011851,164443.2857142857,2508.0,391335.85714285716,98.54901994977679,0.019093447497912773,13.652801485288709,160836.7,2893.6,451056.0,98.53343811035157,0.02168672550469633,13.732677102088928,-3.6682952266843816,-4.827501609984974,-11.986430456087449,-20.06162273194112,-27.313863003170336,-11.502075038249016,-11.64752326811267,-27.88908454021111,0.027447414463632747,-0.014136044956025717,0.049285737248196,0.049285737248196,66.42722602739725,0.4101920189481253,0.006172415251549051,8.790817023104637e-05,0.0001705714634536356,0.007022279681584656,1.0001581375797297,1.0224238977440205,0.8804209512301904,7926.955336066926,7926.955336066926,874.2412837553615,874.2412837553615,110035.13786261386,110035.13786261386,6,0.9168655905083785
