timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_Estimated Revenue,platform_platform_share,ccu_playing,session_session_length,visits_visits_gained,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-11-15 00:00:00+00:00,0,0,0,6707924214,95.75745391845705,198430.0,0.1539490669965744,10627,18.38073968887329,461174,0.1098022483829937,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198430.0,10627.0,461174.0,95.75745391845705,0.1539490669965744,18.38073968887329,198430.0,10627.0,461174.0,95.75745391845705,0.1539490669965744,18.38073968887329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.67049303726007,0.4302705046891093,0.023043313275871415,9.263038380531919e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-11-16 00:00:00+00:00,0,1,0,6707924214,96.11377716064452,2160579.0,0.164964959025383,12242,16.82369577884674,1269929,0.8294304928771529,422.0,198430.0,10627.0,461174.0,95.75745391845705,0.1539490669965744,18.38073968887329,0.0,0.0,0.0,0.0,0.0,0.0,1179504.5,11434.5,865551.5,95.93561553955078,0.1594570130109787,17.602217733860016,1179504.5,11434.5,865551.5,95.93561553955078,0.1594570130109787,17.602217733860016,0.0,988.836869424986,0.0,15.197139362002442,0.0,175.36873284270146,0.0,7.155543222001937,0.0,0.3721101884046618,1.1762980671955072,1.1762980671955072,176.47463856897818,1.7013370815714253,0.009639901411888844,7.78665718411109e-06,0.0,0.0,1.0,1.0,1.0,1387448.863598403,1387448.863598403,1141.9774516162743,1141.9774516162743,571876.1448185262,571876.1448185262,2,1.0
2024-11-17 00:00:00+00:00,0,1,0,6707924214,96.37885284423828,2490544.0,0.1946350634098053,12875,17.958674828211468,1370635,0.6312054269870624,302.0,2160579.0,12242.0,1269929.0,96.11377716064452,0.164964959025383,16.82369577884674,0.0,0.0,0.0,0.0,0.0,0.0,1616517.6666666667,11914.666666666666,1033912.6666666666,96.08336130777995,0.17118302981058756,17.7210367653105,1616517.6666666667,11914.666666666666,1033912.6666666666,96.08336130777995,0.17118302981058756,17.7210367653105,0.0,15.272063645902323,0.0,5.1707237379513105,0.0,7.93004963269599,0.0,17.985701060221526,0.0,0.27579363898133646,0.7665441964916788,0.7665441964916788,193.42528735632183,1.8170717827344387,0.009393449464336264,7.210740953570993e-06,0.31069946289059136,0.0,1.0,1.0,1.0,1239132.2359096035,1239132.2359096035,1159.1964170637061,1159.1964170637061,498555.52331744693,498555.52331744693,3,1.0
2024-11-18 00:00:00+00:00,0,0,0,6707924214,96.5406494140625,1731962.0,0.2303756177425384,13395,17.949276385099992,993877,0.3375702033622122,205.0,2490544.0,12875.0,1370635.0,96.37885284423828,0.1946350634098053,17.958674828211468,0.0,0.0,0.0,0.0,0.0,0.0,1645378.75,12284.75,1023903.75,96.19768333435059,0.1859811767935753,17.778096670257874,1645378.75,12284.75,1023903.75,96.19768333435059,0.1859811767935753,17.778096670257874,0.0,-30.458486178120125,0.0,4.038834951456316,0.0,-27.487843225950016,0.0,18.3628549278817,0.0,0.16787559205098113,0.6159022521244316,0.6159022521244316,129.28948939982084,1.742630383205987,0.013477509312008114,1.036354494010553e-05,0.26146621704100653,0.0,1.0,1.0,1.0,1013392.4777226821,1013392.4777226821,1201.5285750520738,1201.5285750520738,407560.7769052161,407560.7769052161,3,0.6954151382187987
2024-11-19 00:00:00+00:00,0,0,0,6707924214,96.58719635009766,1799635.0,0.2392257750034332,13616,17.900310118993122,997587,0.2930001126680334,135.0,1731962.0,13395.0,993877.0,96.5406494140625,0.2303756177425384,17.949276385099992,0.0,0.0,0.0,0.0,0.0,0.0,1676230.0,12551.0,1018640.4,96.2755859375,0.19663009643554685,17.80253936000492,1676230.0,12551.0,1018640.4,96.2755859375,0.19663009643554685,17.80253936000492,0.0,3.907302816112601,0.0,1.649869354236655,0.0,0.37328562789962216,0.0,3.841620631392284,0.0,0.04821485697232841,0.5251849402326176,0.5251849402326176,132.16090181390908,1.803986214749977,0.013648921197929405,9.9466281620245e-06,0.20863571166992465,0.20863571166992465,1.0,1.0,1.0,880330.7523661206,880330.7523661206,1198.8321400429672,1198.8321400429672,353154.1510725876,353154.1510725876,3,0.7225871134980952
2024-11-20 00:00:00+00:00,0,0,0,6707924214,96.63823699951172,2038047.0,0.256421148777008,14107,18.06360872586568,1124777,0.2839630101418453,117.0,1799635.0,13616.0,997587.0,96.58719635009766,0.2392257750034332,17.900310118993122,0.0,0.0,0.0,0.0,0.0,0.0,1736532.8333333333,12810.333333333334,1036329.8333333334,96.33602778116862,0.2065952718257904,17.846050920981714,1736532.8333333333,12810.333333333334,1036329.8333333334,96.33602778116862,0.2065952718257904,17.846050920981714,0.0,13.247797470042544,0.0,3.6060517038777995,0.0,12.749765183387506,0.0,7.187926875073569,0.0,0.05284411531012445,0.4613370542492037,0.4613370542492037,144.4603770910122,1.8119548924321065,0.012542030516244095,8.863191017024958e-06,0.17102770124163189,0.17102770124163189,1.0,1.0,1.0,801126.9419370233,801126.9419370233,1246.3071317563206,1246.3071317563206,318828.7625760365,318828.7625760365,3,0.8183139908389493
2024-11-21 00:00:00+00:00,0,0,0,6707924214,96.76970672607422,1828711.0,0.2274925261735916,12478,18.76935354868571,971503,0.2210759322255672,96.0,2038047.0,14107.0,1124777.0,96.63823699951172,0.256421148777008,18.06360872586568,0.0,0.0,0.0,0.0,0.0,0.0,1749701.142857143,12762.857142857143,1027068.8571428572,96.39798191615513,0.20958059387547628,17.977951296368,1749701.142857143,12762.857142857143,1027068.8571428572,96.39798191615513,0.20958059387547628,17.977951296368,0.0,-10.271401984350703,0.0,-11.547458708442615,0.0,-13.627056741025111,0.0,-11.281683566815948,0.0,0.13604317570814484,0.41844569429235884,0.41844569429235884,146.54307236156743,1.882350458670268,0.012844002700966748,1.0263701199907755e-05,0.15335791451591343,0.15335791451591343,1.0,1.0,1.0,732154.909526991,732154.909526991,1144.6305704711642,1144.6305704711642,292079.0583012463,292079.0583012463,3,0.734261671345698
2024-11-22 00:00:00+00:00,0,0,0,6707924214,96.8497543334961,2126812.0,0.2416485995054245,17066,19.36437447865804,1091374,0.2296325636310472,88.0,1828711.0,12478.0,971503.0,96.76970672607422,0.2274925261735916,18.76935354868571,198430.0,10627.0,461174.0,95.75745391845705,0.1539490669965744,18.38073968887329,2025184.2857142857,13682.714285714286,1117097.4285714286,96.55402483258929,0.22210909851959773,18.118470552051537,1796840.0,13300.75,1035107.0,96.45445346832275,0.21358909457921982,18.151254194154255,971.8197853147207,16.301154200964497,60.590947586336696,36.768712934765176,136.65124226430808,12.338716401287497,56.96658915821915,6.222654242729231,1.1406949227881658,0.08271969620459174,0.3844704531866475,0.3844704531866475,124.61545672936076,1.9487453899896918,0.015637154965067002,9.104878745173195e-06,0.11025810241699721,0.13988631112235317,1.0010323148458795,1.1270810343237494,1.0398896954788948,690831.8891038958,690831.8891038958,1854.087511419027,1854.087511419027,271366.73005415703,271366.73005415703,3,0.8539547986303394
2024-11-23 00:00:00+00:00,0,1,0,6707924214,96.9568328857422,2715179.0,0.2102252691984176,16120,19.15897560119629,1418535,0.2580077711520196,67.0,2126812.0,17066.0,1091374.0,96.8497543334961,0.2416485995054245,19.36437447865804,2160579.0,12242.0,1269929.0,96.11377716064452,0.164964959025383,16.82369577884674,2104412.8571428573,14236.714285714286,1138326.857142857,96.6744613647461,0.22857485711574552,18.452081955244328,1898877.6666666667,13614.0,1077710.111111111,96.51027340359158,0.2132153362035751,18.263223239381148,25.66904519575539,27.664269338333614,31.677830419866027,-5.543185280675022,11.701914044013485,29.976983142350843,27.43631765220542,-13.003729535912957,0.8771434751634111,0.1105615114700198,0.37656501317754026,0.37656501317754026,168.42497363687116,1.9140712678423388,0.01136382862331305,7.056245111261975e-06,0.0905235835484123,0.13141237894694088,1.001701248534111,1.1082403538069894,1.0720375991035904,715050.8935708703,715050.8935708703,1972.5783888099352,1972.5783888099352,284200.8798277393,284200.8798277393,4,1.0
2024-11-24 00:00:00+00:00,0,1,0,6707924214,97.04681396484376,2692179.0,0.2275473624467849,14822,19.74509572982788,1352991,0.225668187352116,62.0,2715179.0,16120.0,1418535.0,96.9568328857422,0.2102252691984176,19.15897560119629,2490544.0,12875.0,1370635.0,96.37885284423828,0.1946350634098053,17.958674828211468,2133217.8571428573,14514.857142857143,1135806.2857142857,96.76988438197544,0.23327661412102832,18.70728494118953,1978207.8,13734.8,1105238.2,96.5639274597168,0.21464853882789608,18.411410488425823,8.09602239510725,-0.8470896393939387,15.122330097087389,-8.052109181141443,-1.2872865496649344,-4.620541615117002,16.9097481514328,8.239776937575517,0.6930577620435141,0.09280529945485672,0.3636214840023803,0.3636214840023803,181.62173649058894,1.989796687637473,0.010954979778150943,7.33424055220226e-06,0.0881887163434678,0.1248384880297105,1.0021328556913198,1.0783588342654686,1.0867840768674792,719318.855901084,719318.855901084,1898.5919226860965,1898.5919226860965,281733.27255236765,281733.27255236765,4,0.9915291036060606
