timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,ccu_playing,session_session_length,platform_platform_share,daily_Estimated Revenue,ratings_like_ratio,visits_visits_gained,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2022-03-19 00:00:00+00:00,0,1,0,3168615253,0.0,704,0.0,0.013472250662744,0.0,64.79457092285156,34538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,34538.0,64.79457092285156,0.013472250662744,0.0,0.0,704.0,34538.0,64.79457092285156,0.013472250662744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020382755725411855,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2022-03-20 00:00:00+00:00,0,1,0,3168615253,0.0,880,0.0,0.016792956739664,0.0,64.80428314208984,44858,0.0,0.0,704.0,34538.0,64.79457092285156,0.013472250662744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,39698.0,64.7994270324707,0.015132603701204,0.0,0.0,792.0,39698.0,64.7994270324707,0.015132603701204,0.0,0.0,0.0,0.0,25.0,0.0,29.880132028490358,0.0,24.648487918229158,0.0,0.01498924848171157,0.0,0.0,0.0,0.0,0.0196170222251945,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,124.45079348883236,124.45079348883236,7297.34198184517,7297.34198184517,0,0.0
2022-03-21 00:00:00+00:00,0,0,0,3168615253,0.0,498,0.0,0.0136917307972908,0.0,64.9532699584961,33098,0.0,0.0,880.0,44858.0,64.80428314208984,0.016792956739664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,37498.0,64.8507080078125,0.014652312733232933,0.0,0.0,694.0,37498.0,64.8507080078125,0.014652312733232933,0.0,0.0,0.0,0.0,-43.40909090909091,0.0,-26.21605956574078,0.0,-18.467420540947877,0.0,0.22990273047165388,0.0,0.0,0.0,0.0,0.015045771775582344,0.0,0.07934951782226572,0.0,1.0,0.0,1.0,0.0,0.0,191.19623427254,191.19623427254,6414.483611328351,6414.483611328351,0,0.0
2022-03-22 00:00:00+00:00,0,0,0,3168615253,0.0,431,0.0,0.0134381400421261,0.0,65.12529754638672,29905,0.0,0.0,498.0,33098.0,64.9532699584961,0.0136917307972908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.25,35599.75,64.91935539245605,0.014348769560456226,0.0,0.0,628.25,35599.75,64.91935539245605,0.014348769560456226,0.0,0.0,0.0,0.0,-13.453815261044177,0.0,-9.647108586621545,0.0,-1.852145349037082,0.0,0.26484823319987694,0.0,0.0,0.0,0.0,0.014411823714304823,0.0,0.11411666870115778,0.0,1.0,0.0,1.0,0.0,0.0,204.11495943871105,204.11495943871105,6468.679328116366,6468.679328116366,0,0.0
2022-03-23 00:00:00+00:00,0,0,0,3168615253,0.0,346,0.0,0.0103013841435313,0.0,65.10687255859375,30404,0.0,0.0,431.0,29905.0,65.12529754638672,0.0134381400421261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.8,34560.6,64.9568588256836,0.013539292477071242,0.0,0.0,571.8,34560.6,64.9568588256836,0.013539292477071242,0.0,0.0,0.0,0.0,-19.721577726218097,0.0,1.6686172880789218,0.0,-23.34218789774215,0.0,-0.028291598636986937,0.0,0.0,0.0,0.0,0.011379707284986022,0.0,0.0945617675781218,0.0945617675781218,1.0,0.0,1.0,0.0,0.0,217.21003660052176,217.21003660052176,6064.818447406319,6064.818447406319,0,0.0
2022-03-24 00:00:00+00:00,0,0,0,3168615253,0.0,457,0.0,0.014936207793653,0.0,65.17981719970703,32690,0.0,0.0,346.0,30404.0,65.10687255859375,0.0103013841435313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.6666666666666,34248.833333333336,64.9940185546875,0.013772111696501534,0.0,0.0,552.6666666666666,34248.833333333336,64.9940185546875,0.013772111696501534,0.0,0.0,0.0,0.0,32.08092485549132,0.0,7.5187475332193054,0.0,44.992241678824406,0.0,0.11203831215764737,0.0,0.0,0.0,0.0,0.013979382704719953,0.0,0.08588649204799413,0.08588649204799413,1.0,0.0,1.0,0.0,0.0,199.85161161888755,199.85161161888755,5478.029660988215,5478.029660988215,0,0.0
2022-03-25 00:00:00+00:00,0,0,0,3168615253,0.0,642,0.0,0.0165270958095788,0.0,65.31543731689453,39465,0.0,0.0,457.0,32690.0,65.17981719970703,0.014936207793653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.4285714285714,34994.0,65.03993552071708,0.014165680855512572,0.0,0.0,565.4285714285714,34994.0,65.03993552071708,0.014165680855512572,0.0,0.0,0.0,0.0,40.48140043763677,0.0,20.72499235240135,0.0,10.651217751548913,0.0,0.20807072344490862,0.0,0.0,0.0,0.0,0.016267166675112757,0.0,0.08811678205217886,0.08811678205217886,1.0,0.0,1.0,0.0,0.0,185.53692996531007,185.53692996531007,5375.337601800778,5375.337601800778,0,0.0
2022-03-26 00:00:00+00:00,0,1,0,3168615253,0.0,1113,0.0,0.0201851073652505,0.0,65.50308227539062,59302,0.0,0.0,642.0,39465.0,65.31543731689453,0.0165270958095788,0.0,0.0,704.0,34538.0,64.79457092285156,0.013472250662744,0.0,0.0,623.8571428571429,38531.71428571428,65.14115142822266,0.015124660384442072,0.0,0.0,633.875,38032.5,65.09782886505127,0.014918109169229813,0.0,0.0,0.0,58.09659090909092,73.3644859813084,71.7007354218542,50.264791587482584,49.82728476890765,22.13342015934576,1.093473330323702,0.2872903653476033,0.0,0.0,0.0,0.0,0.018768021853869114,0.0,0.10268756321498164,0.09734008425758421,1.0006654993557649,0.0,1.013845669908241,0.0,0.0,258.8156748951434,258.8156748951434,9931.080591470687,9931.080591470687,0,0.0
2022-03-27 00:00:00+00:00,0,1,0,3168615253,0.0,1192,0.0,0.0224130172282457,0.0,65.70397186279297,67281,0.0,0.0,1113.0,59302.0,65.50308227539062,0.0201851073652505,0.0,0.0,880.0,44858.0,64.80428314208984,0.016792956739664,0.0,0.0,668.4285714285714,41735.0,65.2696783883231,0.01592752616852517,0.0,0.0,695.8888888888889,41282.333333333336,65.16517808702257,0.01575087673134269,0.0,0.0,0.0,35.45454545454545,7.097933513027854,49.98662445940523,13.454858183535134,33.466771669264396,11.03739416729901,1.388316754820762,0.30668722817921434,0.0,0.0,0.0,0.0,0.017716476918046432,0.0,0.11486571175711659,0.10854759216308328,1.0016036218171764,0.0,1.01121521298119,0.0,0.0,305.3258277825692,305.3258277825692,13466.65573741306,13466.65573741306,0,0.0
2022-03-28 00:00:00+00:00,0,0,0,3168615253,0.0,632,0.0,0.0180319342762231,0.0,65.91012573242188,46652,0.0,0.0,1192.0,67281.0,65.70397186279297,0.0224130172282457,0.0,0.0,498.0,33098.0,64.9532699584961,0.0136917307972908,0.0,0.0,687.5714285714286,43671.28571428572,65.4063720703125,0.01654755523694407,0.0,0.0,689.5,41819.3,65.2396728515625,0.015978982485830732,0.0,0.0,0.0,26.907630522088354,-46.97986577181208,40.951114870989194,-30.660959260415275,31.699450881630685,-19.547046733633888,1.4731448848336548,0.31376165516965315,0.0,0.0,0.0,0.0,0.013546824427153666,0.0,0.1382838657924153,0.11957721132220717,1.002555181708671,0.0,1.0355825379755887,0.0,0.0,288.5720591695137,288.5720591695137,12809.529968391158,12809.529968391158,0,0.0
