timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,platform_platform_share,daily_Estimated Revenue,daily_rpv,ratings_like_ratio,sort_sort_position,visits_visits_gained,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-23 00:00:00+00:00,1,1,0,8355209732,4896,0.0321315191686153,148537,0.1327567584577994,86.31796264648438,449,157497,20.539858924018013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148537.0,4896.0,157497.0,86.31796264648438,0.0321315191686153,20.539858924018013,148537.0,4896.0,157497.0,86.31796264648438,0.0321315191686153,20.539858924018013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.332244231161937,0.9431040394163736,0.031086109029955934,0.0001382801634869058,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-24 00:00:00+00:00,1,1,0,8355209732,7949,0.0545668080449104,147088,0.1053535672410859,84.82441711425781,422,455830,22.590620001157124,148537.0,4896.0,157497.0,86.31796264648438,0.0321315191686153,20.539858924018013,0.0,0.0,0.0,0.0,0.0,0.0,147812.5,6422.5,306663.5,85.5711898803711,0.04334916360676285,21.56523946258757,147812.5,6422.5,306663.5,85.5711898803711,0.04334916360676285,21.56523946258757,0.0,-0.9755145182681724,0.0,62.35702614379084,0.0,189.42138580417404,0.0,69.82330576578819,0.0,-1.7302835776411785,0.00693173937210525,0.00693173937210525,18.501635220125785,0.32268099361386127,0.017438480489479654,0.00015358470042734076,0.0,0.0,1.0,1.0,1.0,1024.5977259393073,1024.5977259393073,2158.7970029625294,2158.7970029625294,210953.2873517263,210953.2873517263,1,0.9902448548173183
2025-08-25 00:00:00+00:00,1,0,0,8355209732,8003,0.063062772154808,166903,0.0888665537067057,83.80364227294922,341,496289,18.44034703572591,147088.0,7949.0,455830.0,84.82441711425781,0.0545668080449104,22.590620001157124,0.0,0.0,0.0,0.0,0.0,0.0,154176.0,6949.333333333333,369872.0,84.9820073445638,0.04992036645611123,20.523608653633683,154176.0,6949.333333333333,369872.0,84.9820073445638,0.04992036645611123,20.523608653633683,0.0,13.471527248993809,0.0,0.6793307334255871,0.0,8.875896715880916,0.0,15.569838908123646,0.0,-1.2033974131924974,0.07164339022881394,0.07164339022881394,20.852448775612196,0.3363013560619799,0.01612565234036551,0.00011048475192761054,-1.2571601867675857,0.0,1.0,1.0,1.0,11045.691331917618,11045.691331917618,1778.443795382169,1778.443795382169,185031.31664396706,185031.31664396706,2,1.0
2025-08-26 00:00:00+00:00,1,0,0,8355209732,7134,0.0582278817892074,189422,0.0784031062255881,83.95698547363281,279,511805,30.243653337160747,166903.0,8003.0,496289.0,83.80364227294922,0.063062772154808,18.44034703572591,0.0,0.0,0.0,0.0,0.0,0.0,162987.5,6995.5,405355.25,84.72575187683105,0.05199724528938528,22.95361982451545,162987.5,6995.5,405355.25,84.72575187683105,0.05199724528938528,22.95361982451545,0.0,13.492267964027004,0.0,-10.858428089466454,0.0,3.12640417176282,0.0,-7.666790089296738,0.0,0.18297916000376002,0.12146130620446571,0.12146130620446571,26.548283111422563,0.37010507887754346,0.013938875276960411,0.00015966199108429676,-0.8103706359863413,0.0,1.0,1.0,1.0,19796.674645000356,19796.674645000356,1455.025887513117,1455.025887513117,166915.05688498166,166915.05688498166,3,1.0
2025-08-27 00:00:00+00:00,1,0,0,8355209732,6630,0.0559952445328235,202635,0.0682835796047857,84.15447998046875,253,571546,21.85318370660146,189422.0,7134.0,511805.0,83.95698547363281,0.0582278817892074,30.243653337160747,0.0,0.0,0.0,0.0,0.0,0.0,170917.0,6922.4,438593.4,84.61149749755859,0.05279684513807292,22.73353260093265,170917.0,6922.4,438593.4,84.61149749755859,0.05279684513807292,22.73353260093265,0.0,6.975430520214121,0.0,-7.064760302775442,0.0,11.672609685329371,0.0,-3.8343095915224,0.0,0.23523296569285534,0.14430434001257295,0.14430434001257295,30.558739255014327,0.3545377720467433,0.011600095880128843,0.00010784452765846868,-0.5194396972656258,-0.5194396972656258,1.0,1.0,1.0,24664.06488192893,24664.06488192893,1270.6468037971842,1270.6468037971842,162540.3034274884,162540.3034274884,4,1.0
2025-08-28 00:00:00+00:00,1,0,0,8355209732,7720,0.064526230096817,216138,0.0606122643143611,83.93364715576172,223,632534,20.204504132270813,202635.0,6630.0,571546.0,84.15447998046875,0.0559952445328235,21.85318370660146,0.0,0.0,0.0,0.0,0.0,0.0,178453.83333333334,7055.333333333333,470916.8333333333,84.49852244059245,0.05475174263119694,22.31202785615568,178453.83333333334,7055.333333333333,470916.8333333333,84.49852244059245,0.05475174263119694,22.31202785615568,0.0,6.663705677696341,0.0,16.440422322775273,0.0,10.670707169676641,0.0,15.235196551365672,0.0,-0.26241362879110275,0.16119509642357288,0.16119509642357288,27.993524154902214,0.34170124973321636,0.0122048582291889,9.347921537654386e-05,-0.39365844726561594,-0.39365844726561594,1.0,1.0,1.0,28765.882871322872,28765.882871322872,1182.2276712489295,1182.2276712489295,165542.4605512636,165542.4605512636,5,1.0
2025-08-29 00:00:00+00:00,1,0,0,8355209732,9469,0.0638124272227287,224497,0.0529080729042146,83.5114517211914,209,714154,17.400965531667072,216138.0,7720.0,632534.0,83.93364715576172,0.064526230096817,20.204504132270813,0.0,0.0,0.0,0.0,0.0,0.0,185031.42857142858,7400.142857142857,505665.0,84.35751233782086,0.0560461261442729,21.610447524085878,185031.42857142858,7400.142857142857,505665.0,84.35751233782086,0.0560461261442729,21.610447524085878,0.0,3.867436545170211,0.0,22.655440414507776,0.0,12.903654190920966,0.0,-1.106221257645601,0.0,-0.5030109483826095,0.17025564551207728,0.17025564551207728,23.706124604012672,0.3143533266587786,0.013259026401831535,7.751055925516963e-05,-0.3517941066196957,-0.3517941066196957,1.0,1.0,1.0,31502.645311450393,31502.645311450393,1413.1432374404974,1413.1432374404974,176886.87763087457,176886.87763087457,6,1.0
2025-08-30 00:00:00+00:00,1,1,0,8355209732,8841,0.0601708553731441,202196,0.0398392902814313,83.06488037109375,195,855772,17.97275408109029,224497.0,9469.0,714154.0,83.5114517211914,0.0638124272227287,17.400965531667072,148537.0,4896.0,157497.0,86.31796264648438,0.0321315191686153,20.539858924018013,192697.0,7963.714285714285,605418.5714285715,83.89278629847935,0.06005174560206273,21.24371826081049,187177.0,7580.25,549428.375,84.19593334197998,0.0565617172978818,21.15573584371143,36.12500589078815,-9.933763034695342,80.57598039215685,-6.6321681275741895,443.3576512568493,19.830176684580646,87.26427174945539,-5.706681297162042,-3.7687199461757914,-0.5347426501320585,0.15915655181422467,0.15915655181422467,22.867676996154717,0.23627293686526685,0.010331010676896794,8.888734294322017e-05,-0.2102260589599574,-0.34224873497372005,0.996399504923007,1.0294908028229963,1.0617030116996047,29790.44589893113,29790.44589893113,1403.994480046129,1403.994480046129,205282.68049757107,205282.68049757107,6,0.9006623696530466
2025-08-31 00:00:00+00:00,1,1,0,8355209732,10654,0.0787343606352806,248960,0.0421544375038179,82.9640884399414,177,924326,18.07022726535797,202196.0,8841.0,855772.0,83.06488037109375,0.0601708553731441,17.97275408109029,147088.0,7949.0,455830.0,84.82441711425781,0.0545668080449104,22.590620001157124,207250.14285714287,8350.142857142857,672346.5714285715,83.6270250592913,0.06350425311497275,20.59794786998204,194041.77777777778,7921.777777777777,591083.6666666666,84.05906168619792,0.05902534433537056,20.81290155722771,69.25921897095617,23.128053967437534,34.029437665115104,20.50673000791765,102.77866748568547,8.010778571862609,44.28984112554182,30.85132353033142,-2.193152322886649,-0.12134121027087552,0.1785728339750392,0.1785728339750392,23.365556076959173,0.2693419103845284,0.011526223944556418,7.258256218989309e-05,-0.1766392844063895,-0.3216971079508467,0.9948603206098175,1.06806969731277,1.075881112258387,34650.590167332564,34650.590167332564,1665.7044889308681,1665.7044889308681,229106.58319382704,229106.58319382704,7,1.0
2025-09-01 00:00:00+00:00,0,0,1,8355209732,13530,0.1040216758847236,454665,0.065882262851696,82.88858795166016,147,980609,18.619887312253315,248960.0,10654.0,924326.0,82.9640884399414,0.0787343606352806,18.07022726535797,166903.0,8003.0,496289.0,83.80364227294922,0.063062772154808,18.44034703572591,248359.0,9139.714285714286,741535.1428571428,83.49630301339286,0.06935552507638927,20.623596480914525,220104.1,8482.6,630036.2,83.94201431274413,0.06352497749030586,20.59360013273027,172.41271876479152,82.6257230077121,69.06160189928777,26.994556035291907,97.58830036531134,6.089085452535148,64.94941838168593,32.117254836907684,-1.0919028057381097,-0.09100381827964465,0.4027865206251128,0.4027865206251128,33.601729362205305,0.46365527579771776,0.013797534187903448,4.0952891380163275e-05,-0.23052651541573332,-0.2978055549390407,0.9946902477501829,1.1283706209925213,1.0917835443070116,88654.96461432189,88654.96461432189,2368.860776360185,2368.860776360185,248657.64024716572,248657.64024716572,8,1.0
