timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,session_session_length,sort_sort_position,visits_visits_gained,ratings_like_ratio,daily_rpv,ccu_playing,platform_platform_share,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-07-08 00:00:00+00:00,1,0,0,7812848099,226102,19.024616956710815,438.0,121957,86.27832794189453,0.0335025280088883,6100,0.0529791787266731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226102.0,6100.0,121957.0,86.27832794189453,0.0529791787266731,19.024616956710815,226102.0,6100.0,121957.0,86.27832794189453,0.0529791787266731,19.024616956710815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.059826257990494,1.8539333213073352,0.05001721904262123,8.414137343029865e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-07-09 00:00:00+00:00,1,0,0,7812848099,252755,14.882868448893229,430.0,934529,86.51081085205078,0.0347825254116925,6203,0.0514938496053218,226102.0,6100.0,121957.0,86.27832794189453,0.0529791787266731,19.024616956710815,0.0,0.0,0.0,0.0,0.0,0.0,239428.5,6151.5,528243.0,86.39456939697266,0.05223651416599745,16.95374270280202,239428.5,6151.5,528243.0,86.39456939697266,0.05223651416599745,16.95374270280202,0.0,11.788042564860103,0.0,1.6885245901639312,0.0,666.2774584484695,0.0,-2.80360918581678,0.0,0.26945690267992095,0.07871459345468503,0.07871459345468503,40.740651192778856,0.270462157448129,0.006637561126983617,5.888235471717082e-05,0.0,0.0,1.0,1.0,1.0,18846.517038965052,18846.517038965052,72.8319984622144,72.8319984622144,574575.1714023153,574575.1714023153,2,1.0
2025-07-10 00:00:00+00:00,1,0,0,7812848099,247375,14.23278295993805,396.0,982512,86.51256561279297,0.0300587965284938,5140,0.0421494394540786,252755.0,6203.0,934529.0,86.51081085205078,0.0514938496053218,14.882868448893229,0.0,0.0,0.0,0.0,0.0,0.0,242077.33333333334,5814.333333333333,679666.0,86.43390146891277,0.04887415592869116,16.046756121847363,242077.33333333334,5814.333333333333,679666.0,86.43390146891277,0.04887415592869116,16.046756121847363,0.0,-2.12854345116813,0.0,-17.136869256811217,0.0,5.13445810670401,0.0,-18.146652897120884,0.0,0.0020283716276603414,0.058221609550084145,0.058221609550084145,48.11807041431628,0.2517778390718494,0.005231482942210434,5.7535019403410394e-05,0.11711883544921244,0.0,1.0,1.0,1.0,14094.131982258903,14094.131982258903,586.2562011043749,586.2562011043749,483585.6579583394,483585.6579583394,2,0.9787145654883187
2025-07-11 00:00:00+00:00,1,0,0,7812848099,268119,14.370583017667135,370.0,878963,86.68546295166016,0.0291620164078192,6639,0.0478702709078788,247375.0,5140.0,982512.0,86.51256561279297,0.0421494394540786,14.23278295993805,0.0,0.0,0.0,0.0,0.0,0.0,248587.75,6020.5,729490.25,86.49679183959961,0.04862318467348807,15.627712845802307,248587.75,6020.5,729490.25,86.49679183959961,0.04862318467348807,15.627712845802307,0.0,8.385649317837295,0.0,29.163424124513625,0.0,-10.539209699219953,0.0,13.572734365857908,0.0,0.19985228462768845,0.06990423283401057,0.06990423283401057,40.37936746987952,0.3050397968517482,0.007553210370390596,5.359757950793352e-05,0.12231597900389618,0.0,1.0,1.0,1.0,17377.33595568281,17377.33595568281,631.7829268559468,631.7829268559468,407226.2466257752,407226.2466257752,3,1.0
2025-07-12 00:00:00+00:00,1,1,0,7812848099,294159,23.196558674176533,354.0,933172,87.05951690673828,0.028963618283972,6383,0.0447198823094368,268119.0,6639.0,878963.0,86.68546295166016,0.0478702709078788,14.370583017667135,0.0,0.0,0.0,0.0,0.0,0.0,257702.0,6093.0,770226.6,86.60933685302734,0.04784252420067782,17.14148201147715,257702.0,6093.0,770226.6,86.60933685302734,0.04784252420067782,17.14148201147715,0.0,9.712105445716258,0.0,-3.8560024100015022,0.0,6.167381334595423,0.0,-6.581096239260031,0.0,0.43150713203978786,0.0983085008517007,0.0983085008517007,46.077537593984964,0.3152245082101604,0.006840103603511889,7.885694409225093e-05,0.1737030029296765,0.1737030029296765,1.0,1.0,1.0,25334.297286484976,25334.297286484976,570.6518202897455,570.6518202897455,364241.90177998465,364241.90177998465,4,1.0
2025-07-13 00:00:00+00:00,1,1,0,7812848099,292152,18.071425477663677,357.0,980975,87.38117218017578,0.0263309915589521,5317,0.0451350584626197,294159.0,6383.0,933172.0,87.05951690673828,0.0447198823094368,23.196558674176533,0.0,0.0,0.0,0.0,0.0,0.0,263443.6666666667,5963.666666666667,805351.3333333334,86.73797607421875,0.04739127991100147,17.296472589174908,263443.6666666667,5963.666666666667,805351.3333333334,86.73797607421875,0.04739127991100147,17.296472589174908,0.0,-0.68228407085964,0.0,-16.700610997963338,0.0,5.122635484133675,0.0,0.9283927679194504,0.0,0.3694659525644628,0.10123412955335169,0.10123412955335169,54.93644227153065,0.2978176836130548,0.005420112214773858,6.18560325502859e-05,0.20952104840960298,0.20952104840960298,1.0,1.0,1.0,26669.490281343333,26669.490281343333,600.7307771928009,600.7307771928009,336957.28477103246,336957.28477103246,4,0.9931771592914036
2025-07-14 00:00:00+00:00,1,0,0,7812848099,282473,17.421436548233032,369.0,768474,87.60213470458984,0.0236540511344539,4363,0.0363676883280277,292152.0,5317.0,980975.0,87.38117218017578,0.0451350584626197,18.071425477663677,0.0,0.0,0.0,0.0,0.0,0.0,266162.14285714284,5735.0,800083.1428571428,86.8614273071289,0.04581648111343378,17.314324583326066,266162.14285714284,5735.0,800083.1428571428,86.8614273071289,0.04581648111343378,17.314324583326066,0.0,-3.3130014512993244,0.0,-17.942448749294716,0.0,-21.66222380794618,0.0,-19.42474527168948,0.0,0.25287200766597184,0.09537794330216803,0.09537794330216803,64.72800183318057,0.3675760434627021,0.0056774781222551154,6.167447817580744e-05,0.22353907993862224,0.22353907993862224,1.0,1.0,1.0,25385.997770612117,25385.997770612117,816.547814480777,816.547814480777,307914.1437963016,307914.1437963016,4,0.960273185590106
2025-07-15 00:00:00+00:00,1,0,0,7812848099,273348,15.935302058855692,373.0,636864,87.68900299072266,0.0216173529779135,4136,0.0362750552594661,282473.0,4363.0,768474.0,87.60213470458984,0.0363676883280277,17.421436548233032,226102.0,6100.0,121957.0,86.27832794189453,0.0529791787266731,19.024616956710815,272911.5714285714,5454.428571428572,873641.2857142857,87.06295231410435,0.043430177760975644,16.87299388363248,267060.375,5535.125,779680.75,86.96487426757812,0.044623802881687824,17.14194676776727,20.895878851137972,-3.2303972415062665,-32.19672131147541,-5.2028420811368274,422.2037275433144,-17.126148705096078,-31.529600625532296,-0.25471255617367516,1.6350282654737702,0.09916229373376773,0.08851849574173526,0.08851849574173526,66.07396664249457,0.42920870200120903,0.006494311981346125,5.82965441938902e-05,0.22890799386161373,0.21799069359188847,1.0011277892063002,1.0219096390790712,0.973251380572004,23639.78266722372,23639.78266722372,943.9811495545267,943.9811495545267,290855.17928527837,290855.17928527837,4,0.9292525470918789
2025-07-16 00:00:00+00:00,1,0,0,7812848099,165145,18.81218135356903,374.0,683157,87.82281494140625,0.0124232969257679,4980,0.0418132431805133,273348.0,4136.0,636864.0,87.68900299072266,0.0362750552594661,15.935302058855692,252755.0,6203.0,934529.0,86.51081085205078,0.0514938496053218,14.882868448893229,260395.85714285713,5279.714285714285,837731.0,87.25038146972656,0.042047233986003,17.434324298586166,255736.44444444444,5473.444444444444,768955.8888888889,87.06020100911458,0.044311518470446204,17.32752838841191,-34.662024490118895,-39.58433937691148,-19.716266322747057,20.40618955512572,-26.898255698860062,7.268898854386485,-18.799539166339642,15.267207400330518,1.5165781899781683,0.15259832603837786,0.15850209936130377,0.15850209936130377,33.154988958040555,0.24173763609589582,0.007289675302053112,0.00011391242508791633,0.23144449506487436,0.2097895304361935,1.0021844707272394,1.0182195881722478,0.948900769763659,40534.76332763988,40534.76332763988,902.193592183949,902.193592183949,273965.9599569098,273965.9599569098,4,0.5614140651824353
2025-07-17 00:00:00+00:00,1,0,0,7812848099,161314,18.131325642267864,380.0,952288,87.92195892333984,0.0114762325629504,7990,0.0630329027771949,165145.0,4980.0,683157.0,87.82281494140625,0.0418132431805133,18.81218135356903,247375.0,5140.0,982512.0,86.51256561279297,0.0421494394540786,14.23278295993805,248101.42857142858,5686.857142857143,833413.2857142857,87.45172337123326,0.04503058588930532,17.99125896749042,246294.2,5725.1,787289.1,87.14637680053711,0.04618365690112108,17.407908113797507,-34.78969176351693,-2.319779587635107,55.447470817120625,60.44176706827309,-3.076196524826158,39.39519027105043,49.54624211756986,50.748657560652546,1.6291197707104743,0.1128909179234805,0.19691117670736552,0.19691117670736552,20.18696033037167,0.1693960551891285,0.008390310084438652,0.0001123970222376584,0.19799695696149736,0.19957918109316156,1.0035038355225603,1.0073376822167497,0.9750329209684614,48498.08073819923,48498.08073819923,1164.8258286589935,1164.8258286589935,264723.83395801997,264723.83395801997,4,0.5483904962962207
