timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,ccu_playing,daily_Estimated Revenue,daily_rpv,ratings_like_ratio,visits_visits_gained,session_session_length,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-07-12 00:00:00+00:00,1,0,0,4783553299,0.0009767352603375,71.0,10059.0,0.0018837500674495,79.88644409179688,6977.0,17.387851503160263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10059.0,71.0,6977.0,79.88644409179688,0.0009767352603375,17.387851503160263,10059.0,71.0,6977.0,79.88644409179688,0.0009767352603375,17.387851503160263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.70833333333334,1.441530524505589,0.010174835196331326,0.0017284146623419744,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-07-13 00:00:00+00:00,1,1,0,4783553299,0.0007051256252452,43.0,41969.0,0.0078486633777684,79.89381408691406,11157.0,5.153217375278473,0.0,10059.0,71.0,6977.0,79.88644409179688,0.0009767352603375,17.387851503160263,0.0,0.0,0.0,0.0,0.0,0.0,26014.0,57.0,9067.0,79.89012908935547,0.0008409304427913501,11.270534439219368,26014.0,57.0,9067.0,79.89012908935547,0.0008409304427913501,11.270534439219368,0.0,317.2283527189581,0.0,-39.43661971830986,0.0,59.9111365916583,0.0,-27.807907231530514,0.0,0.009225589148420532,0.8673705461544835,0.8673705461544835,953.8409090909091,3.76133715719663,0.003853737228894067,0.0001227833541881933,0.0,0.0,1.0,1.0,1.0,22563.777387662733,22563.777387662733,19.79898987322333,19.79898987322333,2955.706345359769,2955.706345359769,2,1.0
2024-07-14 00:00:00+00:00,1,1,0,4783553299,0.0007482497021555,44.0,39717.0,0.0074126838169121,79.90113830566406,10476.0,5.127192378044128,0.0,41969.0,43.0,11157.0,79.89381408691406,0.0007051256252452,5.153217375278473,0.0,0.0,0.0,0.0,0.0,0.0,30581.666666666668,52.666666666666664,9536.666666666666,79.893798828125,0.0008100368625794,9.222753752160955,30581.666666666668,52.666666666666664,9536.666666666666,79.893798828125,0.0008100368625794,9.222753752160955,0.0,-5.365865281517312,0.0,2.3255813953488413,0.0,-6.103791341758535,0.0,6.115800556149686,0.0,0.009167441601953819,0.5823352748497564,0.5823352748497564,882.6,3.790875250548821,0.0041996754796220295,0.00012908989319815016,0.007347106933590839,0.0,1.0,1.0,1.0,17808.78326369697,17808.78326369697,15.88500340992514,15.88500340992514,2242.7350118400823,2242.7350118400823,2,0.9463413471848269
2024-07-15 00:00:00+00:00,1,0,0,4783553299,0.000962111109402,51.0,45339.0,0.0084438771762358,79.90586853027344,11973.0,5.140345454216003,0.0,39717.0,44.0,10476.0,79.90113830566406,0.0007482497021555,5.127192378044128,0.0,0.0,0.0,0.0,0.0,0.0,34271.0,52.25,10145.75,79.89681625366211,0.00084805542428505,8.202151677674717,34271.0,52.25,10145.75,79.89681625366211,0.00084805542428505,8.202151677674717,0.0,14.15514766976358,0.0,15.909090909090917,0.0,14.289805269186706,0.0,28.581555947222515,0.0,0.005920096646527817,0.47579072656820504,0.47579072656820504,871.9038461538462,3.786453983631201,0.004259228328044096,0.00011337330071054265,0.006559753417956991,0.0,1.0,1.0,1.0,16305.823990218954,16305.823990218954,12.996794476587935,12.996794476587935,2199.356780970291,2199.356780970291,3,1.0
2024-07-16 00:00:00+00:00,1,0,0,4783553299,0.0009427063050679,47.0,45007.0,0.0083642051310544,79.9211196899414,11597.0,5.232822299003601,0.0,45339.0,51.0,11973.0,79.90586853027344,0.000962111109402,5.140345454216003,0.0,0.0,0.0,0.0,0.0,0.0,36418.2,51.2,10436.0,79.90167694091797,0.0008669856004416201,7.608285801940494,36418.2,51.2,10436.0,79.90167694091797,0.0008669856004416201,7.608285801940494,0.0,-0.732261408500412,0.0,-7.843137254901967,0.0,-3.1403992316044405,0.0,-2.0168984792370948,0.0,0.019086407479806944,0.40955260910976804,0.40955260910976804,937.6458333333334,3.88058285911364,0.004052422831522676,0.00011626427077416462,0.008140563964846017,0.008140563964846017,1.0,1.0,1.0,14915.168829081353,14915.168829081353,11.497825881443848,11.497825881443848,2012.2383059667661,2012.2383059667661,3,0.9926773859149959
2024-07-17 00:00:00+00:00,1,0,0,4783553299,0.0008601500885561,40.0,39993.0,0.0074172641981148,79.90019226074219,10297.0,5.29222156604131,0.0,45007.0,47.0,11597.0,79.9211196899414,0.0009427063050679,5.232822299003601,0.0,0.0,0.0,0.0,0.0,0.0,37014.0,49.333333333333336,10412.833333333334,79.901429494222,0.0008658463484607,7.222275095957297,37014.0,49.333333333333336,10412.833333333334,79.901429494222,0.0008658463484607,7.222275095957297,0.0,-11.14048925722665,0.0,-14.893617021276595,0.0,-11.209795636802621,0.0,-8.757363355690472,0.0,-0.026185105114151508,0.3625688121080633,0.3625688121080633,975.439024390244,3.883569625169936,0.0038842493688094775,0.00013232538795922665,0.004439653669086673,0.004439653669086673,1.0,1.0,1.0,13420.122011367856,13420.122011367856,11.254628677422755,11.254628677422755,1800.695023224829,1800.695023224829,3,0.8820882683782174
2024-07-18 00:00:00+00:00,1,0,0,4783553299,0.0007134390762075,42.0,41010.0,0.0075907833019099,79.90292358398438,10872.0,5.084091246128082,0.0,39993.0,40.0,10297.0,79.90019226074219,0.0008601500885561,5.29222156604131,0.0,0.0,0.0,0.0,0.0,0.0,37584.857142857145,48.285714285714285,10478.42857142857,79.90164293561664,0.0008440738809959572,6.916820260267409,37584.857142857145,48.285714285714285,10478.42857142857,79.90164293561664,0.0008440738809959572,6.916820260267409,0.0,2.5429450153776845,0.0,5.000000000000004,0.0,5.584150723511705,0.0,-17.056443323150493,0.0,0.003418418860956507,0.32841922706411547,0.32841922706411547,953.7209302325581,3.7717281339096846,0.0038627793617216958,0.00012396896554895228,0.0029348645891503415,0.0029348645891503415,1.0,1.0,1.0,12343.589732172342,12343.589732172342,10.641338977689568,10.641338977689568,1652.9381776242024,1652.9381776242024,3,0.9045192880301727
2024-07-19 00:00:00+00:00,1,0,0,4783553299,0.0008695192518644,45.0,38753.0,0.0071594019354484,79.90567016601562,9763.0,5.390015343825023,0.0,41010.0,42.0,10872.0,79.90292358398438,0.0007134390762075,5.084091246128082,10059.0,71.0,6977.0,79.88644409179688,0.0009767352603375,17.387851503160263,41684.0,44.57142857142857,10876.42857142857,79.90438951764789,0.0008287573083569428,5.20284366607666,37730.875,47.875,10389.0,79.9021463394165,0.0008472545523545125,6.7259696457121105,285.2569837956059,-5.503535722994391,-36.61971830985915,7.14285714285714,39.93120252257418,-10.200515084621042,-10.97697736805906,21.87715543793749,0.024066754300222648,0.003437398668348912,0.30307815224007784,0.30307815224007784,842.4565217391304,3.968967636214666,0.004608766898811963,0.0001390828132276674,0.0011950901576453159,0.0022921789260147755,1.0000280740672705,1.1047716227095183,0.9781680205244504,11435.403877401346,11435.403877401346,9.920217451533725,9.920217451533725,1551.086531619506,1551.086531619506,3,0.8547387458920576
2024-07-20 00:00:00+00:00,1,1,0,4783553299,0.0012023895978927,69.0,48461.0,0.0089347801341689,79.91761779785156,13827.0,4.851071814695994,0.0,38753.0,45.0,9763.0,79.90567016601562,0.0008695192518644,5.390015343825023,41969.0,43.0,11157.0,79.89381408691406,0.0007051256252452,5.153217375278473,42611.42857142857,48.285714285714285,11257.857142857143,79.9077900477818,0.0008997950187351571,5.159680014564877,38923.11111111111,50.22222222222222,10771.0,79.90386539035373,0.0008867140018587557,6.517647664488098,15.468560127713316,25.050963796351255,60.46511627906976,53.33333333333334,23.931164291476193,41.62654921642939,70.52133050399094,38.28211339939494,0.029794185206388768,0.014952170241633311,0.28977574835708186,0.28977574835708186,692.3,3.50455597338733,0.004989875614694822,0.0001001005285521851,0.0011016300746427398,0.0026359558105474344,1.000049117241186,1.0947590610059068,1.0147522389958663,11278.97365060807,11278.97365060807,11.648795836671036,11.648795836671036,1848.9055546457748,1848.9055546457748,4,1.0
2024-07-21 00:00:00+00:00,1,1,0,4783553299,0.0007855126168578,43.0,67132.0,0.0123339054678538,79.9426498413086,19722.0,4.5353874663511915,0.0,48461.0,69.0,13827.0,79.91761779785156,0.0012023895978927,4.851071814695994,39717.0,44.0,10476.0,79.90113830566406,0.0007482497021555,5.127192378044128,46527.857142857145,48.142857142857146,12578.714285714286,79.9137202671596,0.0009051182922640571,5.075136455751601,41744.0,49.5,11666.1,79.90774383544922,0.0008765938633586601,6.319421644674407,69.02585794496059,38.52788840510926,-2.2727272727272707,-37.68115942028986,88.25887743413516,42.633977001518765,4.980010629467135,-34.67070754483538,0.0519536223448025,0.031322309331538456,0.3325028405300878,0.3325028405300878,1525.7272727272727,3.4037418242660853,0.002180195710591695,6.755824209183549e-05,0.003886359078548952,0.004032574277932845,1.00007479164626,1.1145998740623118,1.0325400736848716,13879.998575087984,13879.998575087984,11.217545780309226,11.217545780309226,3324.2538828702263,3324.2538828702263,5,1.0
