timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,session_session_length,visits_visits_gained,sort_sort_position,daily_rpv,ratings_like_ratio,ccu_playing,platform_platform_share,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-09 00:00:00+00:00,0,0,0,8352584091,0.0,0.0,0.0,499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-09-10 00:00:00+00:00,0,0,0,8352584091,70105.0,15.091426762667568,203411.0,491,0.042748553935823,97.41289520263672,2292.0,0.0222256276756525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70105.0,2292.0,203411.0,97.41289520263672,0.0222256276756525,15.091426762667568,70105.0,2292.0,203411.0,97.41289520263672,0.0222256276756525,15.091426762667568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.57348451809856,0.3446453503234814,0.011267771812872397,0.0002152658369136389,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-09-11 00:00:00+00:00,0,0,0,8352584091,180751.0,14.161412490041632,327546.0,413,0.0942226377561791,97.3624267578125,1098.0,0.0100483512505888,70105.0,2292.0,203411.0,97.41289520263672,0.0222256276756525,15.091426762667568,0.0,0.0,0.0,0.0,0.0,0.0,125428.0,1695.0,265478.5,97.38766098022461,0.01613698946312065,14.6264196263546,125428.0,1695.0,265478.5,97.38766098022461,0.01613698946312065,14.6264196263546,0.0,157.8289708294701,0.0,-52.09424083769634,0.0,61.02668980536943,0.0,-54.789347697044064,0.0,-0.05180879258257498,0.6237724982553078,0.6237724982553078,164.46860782529572,0.5518322561342341,0.003352190677979038,7.834719665642224e-05,0.0,0.0,1.0,1.0,1.0,78238.53691116674,78238.53691116674,844.2854967367377,844.2854967367377,87776.70028259208,87776.70028259208,2,1.0
2025-09-12 00:00:00+00:00,0,0,0,8352584091,224515.0,13.390874992717396,1642853.0,339,0.0888660447999822,96.79793548583984,13090.0,0.0987883284687995,180751.0,1098.0,327546.0,97.3624267578125,0.0100483512505888,14.161412490041632,0.0,0.0,0.0,0.0,0.0,0.0,158457.0,5493.333333333333,724603.3333333334,97.19108581542969,0.043687435798346934,14.214571415142197,158457.0,5493.333333333333,724603.3333333334,97.19108581542969,0.043687435798346934,14.214571415142197,0.0,24.212314178068173,0.0,1092.167577413479,0.0,401.56405512508167,0.0,883.1297294967751,0.0,-0.5797834860636897,0.5022342248053402,0.5022342248053402,17.150332289359103,0.13666156578734326,0.007967841329783414,5.964329933152825e-05,0.0,0.0,1.0,1.0,1.0,79582.5285599798,79582.5285599798,6605.93803583816,6605.93803583816,797646.0444998981,797646.0444998981,3,1.0
2025-09-13 00:00:00+00:00,0,1,0,8352584091,275730.0,21.08398269570392,2176195.0,291,0.0539410141168829,96.73773193359376,10133.0,0.0659631565213203,224515.0,13090.0,1642853.0,96.79793548583984,0.0987883284687995,13.390874992717396,0.0,0.0,0.0,0.0,0.0,0.0,187775.25,6653.25,1087501.25,97.0777473449707,0.04925636597909028,15.93192423528263,187775.25,6653.25,1087501.25,97.0777473449707,0.04925636597909028,15.93192423528263,0.0,22.81139344809924,0.0,-22.589763177998467,0.0,32.46437751886504,0.0,-33.227783541095576,0.0,-0.062195078793680914,0.46611166770360146,0.46611166770360146,27.208407341622262,0.12670274184862027,0.0046562901503357235,7.646576806998096e-05,0.0,0.0,1.0,1.0,1.0,87524.2349309607,87524.2349309607,5871.4482810177815,5871.4482810177815,975161.0464712568,975161.0464712568,4,1.0
2025-09-14 00:00:00+00:00,0,1,0,8352584091,331798.0,28.544033009073008,1718309.0,239,0.0476710882972081,96.6543197631836,8092.0,0.0723078027367591,275730.0,10133.0,2176195.0,96.73773193359376,0.0659631565213203,21.08398269570392,0.0,0.0,0.0,0.0,0.0,0.0,216579.8,6941.0,1213662.8,96.99306182861328,0.053866653330624036,18.454345990040704,216579.8,6941.0,1213662.8,96.99306182861328,0.053866653330624036,18.454345990040704,0.0,20.33438508686034,0.0,-20.142109937826902,0.0,-21.04066960911132,0.0,9.618469688284414,0.0,-0.08622506310922429,0.45926712081800986,0.45926712081800986,40.998146546398125,0.19309554154954578,0.004709278302518172,8.602808630849704e-05,0.0,0.0,1.0,1.0,1.0,99467.9811733404,99467.9811733404,5125.371108514973,5125.371108514973,890386.4236432404,890386.4236432404,5,1.0
2025-09-15 00:00:00+00:00,0,0,0,8352584091,455976.0,20.02707890669505,1340651.0,178,0.0537757883683502,96.63890838623048,9139.0,0.081184297800064,331798.0,8092.0,1718309.0,96.6543197631836,0.0723078027367591,28.544033009073008,0.0,0.0,0.0,0.0,0.0,0.0,256479.16666666666,7307.333333333333,1234827.5,96.93403625488281,0.058419594075530705,18.716468142816428,256479.16666666666,7307.333333333333,1234827.5,96.93403625488281,0.058419594075530705,18.716468142816428,0.0,37.425783157222156,0.0,12.938704893722196,0.0,-21.978468366283366,0.0,12.27598506294032,0.0,-0.01594484032464427,0.5152942875990528,0.5152942875990528,49.88796498905908,0.340115108171248,0.006816832406918424,4.392124801622681e-05,0.0,0.0,1.0,1.0,1.0,132162.24947149874,132162.24947149874,4671.267907824027,4671.267907824027,798071.4591332658,798071.4591332658,6,1.0
2025-09-16 00:00:00+00:00,0,0,0,8352584091,588858.0,16.3799710671107,1116622.0,146,0.0601817299578031,96.53106689453124,6887.0,0.0512442588806152,455976.0,9139.0,1340651.0,96.63890838623048,0.081184297800064,20.02707890669505,0.0,0.0,0.0,0.0,0.0,0.0,303961.85714285716,7247.285714285715,1217941.0,96.87646920340401,0.057394546190542774,18.382682846287036,303961.85714285716,7247.285714285715,1217941.0,96.87646920340401,0.057394546190542774,18.382682846287036,0.0,29.142323280172633,0.0,-24.64164569427727,0.0,-16.710463797065756,0.0,-36.879100676812406,0.0,-0.11159220804548564,0.5730256786738357,0.5730256786738357,85.4904181184669,0.5273561443746009,0.006167703871405121,2.7816457024704894e-05,-0.15129062107631094,0.0,1.0,1.0,1.0,174177.9494802452,174177.9494802452,4267.2231296353875,4267.2231296353875,729904.871937661,729904.871937661,7,1.0
2025-09-17 00:00:00+00:00,0,0,0,8352584091,611387.0,11.26881308304636,1041749.0,140,0.0565032969631352,96.49735260009766,8042.0,0.0949975773692131,588858.0,6887.0,1116622.0,96.53106689453124,0.0512442588806152,16.3799710671107,70105.0,2292.0,203411.0,97.41289520263672,0.0222256276756525,15.091426762667568,381287.85714285716,8068.714285714285,1337703.5714285714,96.7456774030413,0.06779053900390856,17.836595177769723,342390.0,7346.625,1195917.0,96.82907962799072,0.06209492508787656,17.493449125881956,772.1018472291563,3.825879923512976,250.87260034904014,16.77072745752868,412.1399530998815,-6.705312988638945,327.42359745943224,85.38189339518189,-0.9398577063483904,-0.03492584876371163,0.5679717325490294,0.5679717325490294,76.0147954743255,0.5868845692344612,0.007719702423806095,1.8431524797749318e-05,-0.11527797154017762,0.0,0.9991386655200085,1.1136068726973836,1.0917243061002422,194467.84150746217,194467.84150746217,3960.659827333968,3960.659827333968,678625.7016654004,678625.7016654004,8,1.0
2025-09-18 00:00:00+00:00,0,0,0,8352584091,645836.0,8.15351676940918,1009662.0,132,0.0527519865868103,96.4751968383789,8165.0,0.0968644246459007,611387.0,8042.0,1041749.0,96.49735260009766,0.0949975773692131,11.26881308304636,180751.0,1098.0,327546.0,97.3624267578125,0.0100483512505888,14.161412490041632,447728.5714285714,9078.285714285714,1435148.7142857143,96.61893027169364,0.08019283520323885,16.978324360536515,376106.22222222225,7437.555555555556,1175222.0,96.78975931803386,0.06595820281654591,16.45567886405165,257.30701351583116,5.6345653407743335,643.624772313297,1.5294702810246141,208.25044421241597,-3.0801085482203505,863.9832668093163,1.965152510607715,-0.9112652066906257,-0.02295996845692594,0.5534031257030176,0.5534031257030176,79.08841538084742,0.6396550136035489,0.008086856703672414,1.262472848320734e-05,-0.056150981358121146,0.0,0.9982350504067388,1.1904311733615274,1.215812920589797,208138.35897413155,208138.35897413155,3714.8873842658777,3714.8873842658777,637825.0424808906,637825.0424808906,9,1.0
