timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,platform_platform_share,daily_rpv,sort_sort_position,ratings_like_ratio,visits_visits_gained,daily_Estimated Revenue,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-01-01 00:00:00+00:00,0,0,1,6669140287,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-02 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-03 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-04 00:00:00+00:00,0,1,0,6669140287,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-05 00:00:00+00:00,0,1,0,6669140287,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-06 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-07 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-08 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-09 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-10 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-11 00:00:00+00:00,0,1,0,6669140287,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-12 00:00:00+00:00,0,1,0,6669140287,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-13 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-14 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-15 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-16 00:00:00+00:00,0,0,0,6669140287,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2025-01-17 00:00:00+00:00,0,0,0,6669140287,2292.0,0.0270550269633531,0.204235398092862,77.0,77.64619445800781,137307.0,1545552.0,13.984918403625487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1545552.0,2292.0,137307.0,77.64619445800781,0.0270550269633531,13.984918403625487,1545552.0,2292.0,137307.0,77.64619445800781,0.0270550269633531,13.984918403625487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0305276929786,11.256095784659307,0.016692399568852507,9.048488407466768e-06,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-01-18 00:00:00+00:00,0,1,0,6669140287,2815.0,0.0310526322573423,0.142456634327423,77.0,77.73638916015625,262573.0,1107132.0,14.653514385223389,1545552.0,2292.0,137307.0,77.64619445800781,0.0270550269633531,13.984918403625487,0.0,0.0,0.0,0.0,0.0,0.0,1326342.0,2553.5,199940.0,77.69129180908203,0.0290538296103477,14.319216394424437,1326342.0,2553.5,199940.0,77.69129180908203,0.0290538296103477,14.319216394424437,0.0,-28.366564179011768,0.0,22.81849912739966,0.0,91.23060004224111,0.0,14.775831860763189,0.0,0.11616113677950235,0.23373289468915723,0.23373289468915723,393.15767045454544,4.216457074957916,0.010720787282823128,1.3235550187035694e-05,0.0,0.0,1.0,1.0,1.0,310009.7550078062,310009.7550078062,369.81684656056433,369.81684656056433,88576.43805211406,88576.43805211406,1,0.7163343582098823
2025-01-19 00:00:00+00:00,0,1,0,6669140287,2451.0,0.0293083470314741,0.1322795190338519,77.0,77.85185241699219,252200.0,1063425.0,14.531303246816,1107132.0,2815.0,262573.0,77.73638916015625,0.0310526322573423,14.653514385223389,0.0,0.0,0.0,0.0,0.0,0.0,1238703.0,2519.3333333333335,217360.0,77.74481201171875,0.029138668750723167,14.389912011888292,1238703.0,2519.3333333333335,217360.0,77.74481201171875,0.029138668750723167,14.389912011888292,0.0,-3.947767745851438,0.0,-12.930728241563049,0.0,-3.950520426700388,0.0,-5.617189587706428,0.0,0.1485317984066148,0.21525425773895188,0.21525425773895188,433.6969820554649,4.216577253857043,0.009718438864239239,1.3664611591982893e-05,0.0,0.0,1.0,1.0,1.0,266636.0948240129,266636.0948240129,268.1125385604585,268.1125385604585,69521.66488944292,69521.66488944292,1,0.6880551414640206
2025-01-20 00:00:00+00:00,0,0,1,6669140287,2502.0,0.0301626380532979,0.1034735105524755,77.0,77.95419311523438,202610.0,854805.0,14.591633160909018,1063425.0,2451.0,252200.0,77.85185241699219,0.0293083470314741,14.531303246816,0.0,0.0,0.0,0.0,0.0,0.0,1142728.5,2515.0,213672.5,77.79715728759766,0.02939466107636685,14.440342299143474,1142728.5,2515.0,213672.5,77.79715728759766,0.02939466107636685,14.440342299143474,0.0,-19.617744551801962,0.0,2.080783353733162,0.0,-19.6629659000793,0.0,2.9148386325110076,0.0,0.13145570087917946,0.2539911509579141,0.2539911509579141,341.5121853775469,4.218946651465123,0.012348786591053793,1.7070110833228846e-05,0.0,0.0,1.0,1.0,1.0,290242.92694741074,290242.92694741074,219.08445859987424,219.08445859987424,57241.28944797336,57241.28944797336,1,0.5530742414360694
2025-01-21 00:00:00+00:00,0,0,0,6669140287,1926.0,0.0263950899243354,0.0819096467570063,135.0,78.0140151977539,167103.0,692167.0,14.043970624605814,854805.0,2502.0,202610.0,77.95419311523438,0.0301626380532979,14.591633160909018,0.0,0.0,0.0,0.0,0.0,0.0,1052616.2,2397.2,204358.6,77.84052886962891,0.02879474684596056,14.36106796423594,1052616.2,2397.2,204358.6,77.84052886962891,0.02879474684596056,14.36106796423594,0.0,-19.026327641976827,0.0,-23.021582733812952,0.0,-17.52480134248062,0.0,-12.49077790313028,0.0,0.07674004454270023,0.30604878207162556,0.30604878207162556,359.1940840685003,4.142133042895442,0.011525756415166602,2.0289829383337303e-05,0.0,0.0,1.0,1.0,1.0,322151.9059988626,322151.9059988626,324.6270167438317,324.6270167438317,53769.57856725306,53769.57856725306,1,0.44784452415706494
2025-01-22 00:00:00+00:00,0,0,0,6669140287,1931.0,0.0261933393776416,0.0765586615670522,141.0,78.1015853881836,165236.0,659629.0,13.71310297648112,692167.0,1926.0,167103.0,78.0140151977539,0.0263950899243354,14.043970624605814,0.0,0.0,0.0,0.0,0.0,0.0,987118.3333333334,2319.5,197838.16666666666,77.88403828938802,0.028361178934574068,14.253073799610137,987118.3333333334,2319.5,197838.16666666666,77.88403828938802,0.028361178934574068,14.253073799610137,0.0,-4.700888658372904,0.0,0.25960539979230646,0.0,-1.1172749741177546,0.0,-0.7643487757463263,0.0,0.11224930572757419,0.33409961131375737,0.33409961131375737,341.42287784679087,3.9920175263409527,0.01168624460623226,2.0789083238301956e-05,0.0,0.0,1.0,1.0,1.0,329795.85148735065,329795.85148735065,347.17416378526787,347.17416378526787,50675.737474324604,50675.737474324604,1,0.42679185171382134
2025-01-23 00:00:00+00:00,0,0,0,6669140287,1701.0,0.0218876376748085,0.0690231580246076,142.0,78.20218658447266,149216.0,605665.0,14.015433669090273,659629.0,1931.0,165236.0,78.1015853881836,0.0261933393776416,13.71310297648112,0.0,0.0,0.0,0.0,0.0,0.0,932625.0,2231.1428571428573,190892.14285714287,77.92948804582868,0.027436387326036128,14.219125209535871,932625.0,2231.1428571428573,190892.14285714287,77.92948804582868,0.027436387326036128,14.219125209535871,0.0,-8.180962328824236,0.0,-11.910926980838942,0.0,-9.695223801108721,0.0,-16.438154909367576,0.0,0.1288081359540172,0.3579176634564978,0.3579176634564978,355.8548766157462,4.058954408679976,0.01139950541828344,2.314053235461504e-05,0.09144755772181935,0.0,1.0,1.0,1.0,333802.9608811162,333802.9608811162,393.81528181429957,393.81528181429957,49777.063337205735,49777.063337205735,1,0.39187617110262224
