timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,daily_Estimated Revenue,session_session_length,platform_platform_share,ccu_playing,ratings_like_ratio,sort_sort_position,daily_rpv,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-26 00:00:00+00:00,1,0,0,8380556170,617110,149276,19.290847142537434,0.1858598738908767,23271,88.77618408203125,437,0.0141006385447813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149276.0,23271.0,617110.0,88.77618408203125,0.1858598738908767,19.290847142537434,149276.0,23271.0,617110.0,88.77618408203125,0.1858598738908767,19.290847142537434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.414403575111722,0.24189489411143214,0.037709585471657446,0.00012922852912730987,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-27 00:00:00+00:00,1,0,0,8380556170,2856352,148905,13.74252998828888,0.2383099049329757,29096,88.96411895751953,430,0.0121689868589564,149276.0,23271.0,617110.0,88.77618408203125,0.1858598738908767,19.290847142537434,0.0,0.0,0.0,0.0,0.0,0.0,149090.5,26183.5,1736731.0,88.87015151977539,0.21208488941192621,16.516688565413155,149090.5,26183.5,1736731.0,88.87015151977539,0.21208488941192621,16.516688565413155,0.0,-0.24853291888849993,0.0,25.031154656009626,0.0,362.8594577952067,0.0,28.22020156588174,0.0,0.2116951493596808,0.0017595796903237238,0.0017595796903237238,5.117537890504176,0.05213116165964081,0.010186416034712797,9.228996808918969e-05,0.0,0.0,1.0,1.0,1.0,262.33661582020915,262.33661582020915,4118.897000411639,4118.897000411639,1583383.202917727,1583383.202917727,1,0.997514670811115
2025-08-28 00:00:00+00:00,1,0,0,8380556170,3339459,197536,14.482221682866417,0.2333841472864151,28006,88.94196319580078,249,0.0127651019203575,148905.0,29096.0,2856352.0,88.96411895751953,0.2383099049329757,13.74252998828888,0.0,0.0,0.0,0.0,0.0,0.0,165239.0,26791.0,2270973.6666666665,88.89408874511719,0.21918464203675583,15.838532937897577,165239.0,26791.0,2270973.6666666665,88.89408874511719,0.21918464203675583,15.838532937897577,0.0,32.65907793559653,0.0,-3.746219411602969,0.0,16.91342663649298,0.0,-2.066954643763541,0.0,-0.024904154594429517,0.16927382510535371,0.16927382510535371,7.053093869389795,0.05915207847975421,0.008386385822857587,7.331396995431953e-05,0.08288955688475505,0.0,1.0,1.0,1.0,27970.637586583543,27970.637586583543,3096.7442580878387,3096.7442580878387,1452513.9807596805,1452513.9807596805,2,1.0
2025-08-29 00:00:00+00:00,1,0,0,8380556170,3796392,233179,12.691306233406069,0.2169431746006012,30966,89.0556411743164,188,0.0122980356899239,197536.0,28006.0,3339459.0,88.94196319580078,0.2333841472864151,14.482221682866417,0.0,0.0,0.0,0.0,0.0,0.0,182224.0,27834.75,2652328.25,88.93447685241699,0.21862427517771718,15.0517262617747,182224.0,27834.75,2652328.25,88.93447685241699,0.21862427517771718,15.0517262617747,0.0,18.043799611210098,0.0,10.569163750624867,0.0,13.682845035677937,0.0,-7.04459702039536,0.0,0.12781141143169972,0.22463156380012567,0.22463156380012567,7.529918945974747,0.06142119638298775,0.00815668978422413,5.44270787949484e-05,0.08162155151365418,0.0,1.0,1.0,1.0,40933.2620819141,40933.2620819141,3278.852377992438,3278.852377992438,1410055.5009593004,1410055.5009593004,3,1.0
2025-08-30 00:00:00+00:00,1,1,0,8380556170,4230024,244361,13.17605193456014,0.1851020604372024,28179,89.22978973388672,144,0.0104992183491625,233179.0,30966.0,3796392.0,89.0556411743164,0.2169431746006012,12.691306233406069,0.0,0.0,0.0,0.0,0.0,0.0,194651.4,27903.6,2967867.4,88.99353942871093,0.21191983222961422,14.676591396331787,194651.4,27903.6,2967867.4,88.99353942871093,0.21191983222961422,14.676591396331787,0.0,4.795457566933559,0.0,-9.000193760899055,0.0,11.4222135121979,0.0,-14.677167982822803,0.0,0.19555028437718835,0.2314021935169327,0.2314021935169327,8.671433640880057,0.057768216499902485,0.006661662756130283,5.392021645984294e-05,0.09987335205077934,0.09987335205077934,1.0,1.0,1.0,45042.76093114187,45042.76093114187,2843.7398439379085,2843.7398439379085,1410325.1975175089,1410325.1975175089,4,1.0
2025-08-31 00:00:00+00:00,1,1,0,8380556170,4674789,801218,12.931520183881124,0.2437963932752609,32428,89.05933380126953,104,0.0290570923642409,244361.0,28179.0,4230024.0,89.22978973388672,0.1851020604372024,13.17605193456014,0.0,0.0,0.0,0.0,0.0,0.0,295745.8333333333,28657.666666666668,3252354.3333333335,89.0045051574707,0.21723259240388867,14.385746194256678,295745.8333333333,28657.666666666668,3252354.3333333335,89.0045051574707,0.21723259240388867,14.385746194256678,0.0,227.88292730836753,0.0,15.078604634657022,0.0,10.514479350471762,0.0,31.70917314449404,0.0,-0.19103029730939136,0.8483149280253874,0.8483149280253874,24.70683647352678,0.17139122826907732,0.0069367821870073305,1.613980719863249e-05,0.06646968296596378,0.06646968296596378,1.0,1.0,1.0,250885.60531797487,250885.60531797487,3143.4351061643806,3143.4351061643806,1441114.3679898093,1441114.3679898093,5,1.0
2025-09-01 00:00:00+00:00,0,0,1,8380556170,4282872,1088880,12.739899833997091,0.2543819844722748,32495,89.02481842041016,80,0.033972930645674,801218.0,32428.0,4674789.0,89.05933380126953,0.2437963932752609,12.931520183881124,0.0,0.0,0.0,0.0,0.0,0.0,409050.71428571426,29205.85714285714,3399571.1428571427,89.00740705217633,0.22253964841365811,14.150625285648164,409050.71428571426,29205.85714285714,3399571.1428571427,89.00740705217633,0.22253964841365811,14.150625285648164,0.0,35.903087549206326,0.0,0.20661157024792765,0.0,-8.383629721041952,0.0,4.341980229815001,0.0,-0.03875548961144171,0.9222618149281642,0.9222618149281642,33.50812407680945,0.25424055301196186,0.00758719672518891,1.169999277606744e-05,0.043719972882952166,0.043719972882952166,1.0,1.0,1.0,377251.8541548048,377251.8541548048,3215.2620125774843,3215.2620125774843,1372000.379397473,1372000.379397473,6,1.0
2025-09-02 00:00:00+00:00,0,0,0,8380556170,4051280,1407817,12.7489755153656,0.3033016622066498,35135,88.74681091308594,62,0.038693383490836,1088880.0,32495.0,4282872.0,89.02481842041016,0.2543819844722748,12.739899833997091,149276.0,23271.0,617110.0,88.77618408203125,0.1858598738908767,19.290847142537434,588842.2857142857,30900.714285714286,3890166.8571428573,89.00321088518415,0.23931704674448281,13.21607219605219,533896.5,29947.0,3481034.75,88.97483253479004,0.23263490013778207,13.975419064362844,843.0966799753478,29.2903717581368,50.98190881354476,8.124326819510696,556.4923595469203,-5.407399520695455,63.18835037234896,19.230794914923234,-0.033086766737089324,-0.31228090352440896,0.930270835266353,0.930270835266353,40.06765141165756,0.34749922308524145,0.008672565541615109,9.055840680660142e-06,-0.01723289489745643,0.0074303036644391965,1.0003189480618917,1.1029146767478073,1.0287237495437835,496668.3430007824,496668.3430007824,3640.797636311504,3640.797636311504,1290954.471177348,1290954.471177348,7,1.0
2025-09-03 00:00:00+00:00,0,0,0,8380556170,4230758,1770733,12.996695280075071,0.3248895704746246,36335,88.47284698486328,54,0.0436618388683513,1407817.0,35135.0,4051280.0,88.74681091308594,0.3033016622066498,12.7489755153656,148905.0,29096.0,2856352.0,88.96411895751953,0.2383099049329757,13.74252998828888,820532.0,31934.85714285714,4086510.5714285714,88.93302917480469,0.2516855703932898,13.109524380593074,671322.7777777778,30656.777777777777,3564337.3333333335,88.91905636257596,0.24288541906409788,13.86667197721976,1089.1696047815722,25.778634581057048,24.879708551003567,3.415397751529814,48.11752893200838,4.430155407673619,36.330703738897995,7.117635990160265,-0.5522136097259933,-0.30870284284464367,0.9252520504483754,0.9252520504483754,48.732193967415235,0.4185379030098382,0.008588293495327907,7.339721991035961e-06,-0.07964215959820846,-0.028264490763354504,1.0001571408064853,1.2222615218213462,1.036231698728978,621142.7766515879,621142.7766515879,4016.5335731753134,4016.5335731753134,1233165.398205468,1233165.398205468,8,1.0
2025-09-04 00:00:00+00:00,0,0,0,8380556170,4561570,1975515,17.437641660372417,0.3389319181442261,39136,88.24079895019531,49,0.0441007012084466,1770733.0,36335.0,4230758.0,88.47284698486328,0.3248895704746246,12.996695280075071,197536.0,28006.0,3339459.0,88.94196319580078,0.2333841472864151,14.482221682866417,1074529.0,33524.857142857145,4261097.857142857,88.8328628540039,0.2667638233729771,13.531727234522501,801742.0,31504.7,3664060.6,88.85123062133789,0.2524900689721107,14.223768945535024,900.0784667098654,11.564815248826331,39.741483967721194,7.708820696298324,36.59607738858299,7.819213483730336,45.22491012565648,4.322190967560857,-0.7883390701213688,-0.2622816407249484,0.8933909770378876,0.8933909770378876,50.47691442880139,0.43307777079431625,0.008579500351962076,8.82687948888919e-06,-0.15253339494977197,-0.057551852139562015,0.9997932750373232,1.3402428711480752,1.056531943846247,716269.06871231,716269.06871231,4640.0170509744175,4640.0170509744175,1204648.4451200045,1204648.4451200045,9,1.0
