timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,daily_Estimated Revenue,platform_platform_share,visits_visits_gained,daily_rpv,ratings_like_ratio,sort_sort_position,ccu_playing,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-07-22 00:00:00+00:00,1,0,0,7800099223,15.89652665456136,139623,0.0322650000452995,130042,0.0583136343622986,84.01591491699219,487.0,4067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139623.0,4067.0,130042.0,84.01591491699219,0.0322650000452995,15.89652665456136,139623.0,4067.0,130042.0,84.01591491699219,0.0322650000452995,15.89652665456136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.32227138643068,1.0736679406042617,0.03127427081811401,0.00011385239396207929,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-07-23 00:00:00+00:00,1,0,0,7800099223,21.732579469680783,136911,0.0423349514603614,706899,0.0496216315119378,86.23748016357422,475.0,5190,139623.0,4067.0,130042.0,84.01591491699219,0.0322650000452995,15.89652665456136,0.0,0.0,0.0,0.0,0.0,0.0,138267.0,4628.5,418470.5,85.1266975402832,0.03729997575283045,18.81455306212107,138267.0,4628.5,418470.5,85.1266975402832,0.03729997575283045,18.81455306212107,0.0,-1.9423733912034558,0.0,27.6124907794443,0.0,443.5928392365543,0.0,31.21013916294393,0.0,2.644219549090132,0.013869351259359912,0.013869351259359912,26.37468695819688,0.19367803083887394,0.007341915405290706,0.00015873392741089739,0.0,0.0,1.0,1.0,1.0,1917.673590577917,1917.673590577917,794.0809152724929,794.0809152724929,407899.4964749282,407899.4964749282,1,0.9805762660879654
2025-07-24 00:00:00+00:00,1,0,0,7800099223,17.941806197166443,151558,0.0387072972953319,756979,0.0430850570787206,85.3715591430664,418.0,4784,136911.0,5190.0,706899.0,86.23748016357422,0.0423349514603614,21.732579469680783,0.0,0.0,0.0,0.0,0.0,0.0,142697.33333333334,4680.333333333333,531306.6666666666,85.20831807454427,0.037769082933664266,18.52363744046953,142697.33333333334,4680.333333333333,531306.6666666666,85.20831807454427,0.037769082933664266,18.52363744046953,0.0,10.698190795480267,0.0,-7.822736030828514,0.0,7.0844632684442965,0.0,-8.56893427272759,0.0,-1.004112155022785,0.054608247108260476,0.054608247108260476,31.673563218390804,0.20021400829612407,0.00631984992998494,0.0001183816612485332,0.6778221130371045,0.0,1.0,1.0,1.0,7792.451240356481,7792.451240356481,568.6319840928168,568.6319840928168,348406.37355871283,348406.37355871283,2,1.0
2025-07-25 00:00:00+00:00,1,0,0,7800099223,18.95875898996989,168979,0.031794149428606,652951,0.0398186828316092,84.84928894042969,340.0,4521,151558.0,4784.0,756979.0,85.3715591430664,0.0387072972953319,17.941806197166443,0.0,0.0,0.0,0.0,0.0,0.0,149267.75,4640.5,561717.75,85.11856079101562,0.0362753495573997,18.63241782784462,149267.75,4640.5,561717.75,85.11856079101562,0.0362753495573997,18.63241782784462,0.0,11.49460932448303,0.0,-5.497491638795982,0.0,-13.742521258846018,0.0,-17.8600634758336,0.0,-0.6117613498911156,0.09781150865460149,0.09781150865460149,37.36819991154356,0.2587923767750156,0.006923939278844386,0.00011219528340614209,0.16342010498045542,0.0,1.0,1.0,1.0,14600.10382097789,14600.10382097789,471.07147369940935,471.07147369940935,290902.0511826103,290902.0511826103,3,1.0
2025-07-26 00:00:00+00:00,1,1,0,7800099223,19.45937701066335,180889,0.0296745486557483,578548,0.0371038739420634,84.85487365722656,308.0,4367,168979.0,4521.0,652951.0,84.84928894042969,0.031794149428606,18.95875898996989,0.0,0.0,0.0,0.0,0.0,0.0,155592.0,4585.8,565083.8,85.06582336425781,0.034955189377069415,18.797809664408366,155592.0,4585.8,565083.8,85.06582336425781,0.034955189377069415,18.797809664408366,0.0,7.048213091567601,0.0,-3.406326034063256,0.0,-11.394882617531788,0.0,-6.666637764967664,0.0,0.006581925277893141,0.12192009117736985,0.12192009117736985,41.41231684981685,0.31265977471225426,0.0075481938435638125,0.00010757574775091685,0.02897262573241662,0.02897262573241662,1.0,1.0,1.0,18969.79082646933,18969.79082646933,425.9010448449264,425.9010448449264,252040.97682658667,252040.97682658667,4,1.0
2025-07-27 00:00:00+00:00,1,1,0,7800099223,18.86564310391744,198361,0.0316566042602062,512653,0.0367764575059986,84.66813659667969,256.0,4387,180889.0,4367.0,578548.0,84.85487365722656,0.0296745486557483,19.45937701066335,0.0,0.0,0.0,0.0,0.0,0.0,162720.16666666666,4552.666666666667,556345.3333333334,84.99954223632812,0.03440542519092555,18.809115237659878,162720.16666666666,4552.666666666667,556345.3333333334,84.99954223632812,0.03440542519092555,18.809115237659878,0.0,9.658962125944637,0.0,0.4579803068468058,0.0,-11.389720472631481,0.0,6.679311714060243,0.0,-0.22006639394833716,0.14962124932893253,0.14962124932893253,45.205332725615314,0.38692958603658606,0.008557428597065467,9.510714302092859e-05,-0.04025660923548624,-0.04025660923548624,1.0,1.0,1.0,24346.39462767879,24346.39462767879,389.4871842136358,389.4871842136358,226446.21435976063,226446.21435976063,5,1.0
2025-07-28 00:00:00+00:00,1,0,0,7800099223,16.81682825088501,209563,0.0273748636245727,459913,0.0354885388628722,84.74165344238281,231.0,3531,198361.0,4387.0,512653.0,84.66813659667969,0.0316566042602062,18.86564310391744,0.0,0.0,0.0,0.0,0.0,0.0,169412.0,4406.714285714285,542569.2857142857,84.96270098005023,0.03340105925287514,18.524502810977754,169412.0,4406.714285714285,542569.2857142857,84.96270098005023,0.03340105925287514,18.524502810977754,0.0,5.647279455134835,0.0,-19.512195121951216,0.0,-10.28766046429066,0.0,-13.525584110156274,0.0,0.08682941264352984,0.16772802694355649,0.16772802694355649,59.33267270668177,0.45565692716464384,0.007677522319390147,8.024674204961257e-05,-0.05279132298060557,-0.05279132298060557,1.0,1.0,1.0,28415.14050056179,28415.14050056179,524.911012866535,524.911012866535,209904.8111587046,209904.8111587046,6,1.0
2025-07-29 00:00:00+00:00,1,0,0,7800099223,19.782652815183003,219375,0.023840807378292,385221,0.034604615209092,84.73595428466797,217.0,3205,209563.0,3531.0,459913.0,84.74165344238281,0.0273748636245727,16.81682825088501,139623.0,4067.0,130042.0,84.01591491699219,0.0322650000452995,15.89652665456136,180805.14285714287,4283.571428571428,579023.4285714285,85.06556374686105,0.03219760315758836,19.07966369106656,175657.375,4256.5,522900.75,84.93435764312744,0.03220602776855225,18.68177156150341,57.1195290174255,4.6821242299451615,-21.194984017703465,-9.232512036250352,196.22814167730428,-16.24046287015153,-26.10938371355983,-12.909858820660558,0.8570273481960822,-0.006725332210699708,0.180395092920116,0.180395092920116,68.42638802245789,0.5694768211576702,0.00831987788859411,9.017692370716487e-05,-0.21234076363699328,-0.054089773268926125,1.0015447942078386,1.029305731439644,0.999738415087249,31687.728485228658,31687.728485228658,645.5110931878488,645.5110931878488,202139.92718111313,202139.92718111313,7,1.0
2025-07-30 00:00:00+00:00,1,0,0,7800099223,19.16431760787964,228105,0.0273664575070142,405745,0.0339716530642163,87.54376220703125,206.0,3423,219375.0,3205.0,385221.0,84.73595428466797,0.023840807378292,19.782652815183003,136911.0,5190.0,706899.0,86.23748016357422,0.0423349514603614,21.732579469680783,193832.85714285713,4031.1428571428573,536001.4285714285,85.25217546735492,0.030059246878538757,18.71276913938068,181484.88888888888,4163.888888888889,509883.44444444444,85.2242914835612,0.031668297739492465,18.735387788878548,66.60823454653023,3.9794871794871733,-34.04624277456647,6.801872074882986,-42.60212562190638,5.327850766183562,-35.35729565525152,14.788300046970893,1.5147497827850298,3.313596862236934,0.18961771694592658,0.18961771694592658,66.61945093457943,0.562186688223667,0.008436312372765228,8.401496500696886e-05,0.22059713091169728,0.13609746297200306,1.0003271835213683,1.0680385476144414,0.9491904846231405,34412.75029129627,34412.75029129627,664.6731235059165,664.6731235059165,193075.20189301315,193075.20189301315,8,1.0
2025-07-31 00:00:00+00:00,1,0,0,7800099223,18.361841837565105,228105,0.0225276201963424,372694,0.0319819675322311,89.64310455322266,204.0,2860,228105.0,3423.0,405745.0,87.54376220703125,0.0273664575070142,19.16431760787964,151558.0,4784.0,756979.0,85.3715591430664,0.0387072972953319,17.941806197166443,204768.14285714287,3756.285714285714,481103.5714285714,85.86239624023438,0.02774786443582597,18.772774230866208,186146.9,4033.5,496164.5,85.66617279052734,0.03075422998517746,18.6980331937472,50.506736694862695,0.0,-40.21739130434783,-16.44756061933976,-50.76560908558889,-8.145756571245489,-41.80006931390885,-17.681635664504892,5.003475926916079,2.3980490365797857,0.19144581140387876,0.19144581140387876,79.72911569381336,0.6120420182723139,0.007673835173533318,8.049696999449863e-05,0.708108629499167,0.3400061405066268,1.0022905593108127,1.1000352026122535,0.9022454618177577,35637.04431081668,35637.04431081668,750.1434307295284,750.1434307295284,187131.30208744996,187131.30208744996,9,1.0
