timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,platform_platform_share,session_session_length,ccu_playing,ratings_like_ratio,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2020-09-28 00:00:00+00:00,0,0,0,1511883870,1137840,2.7381317615509033,0.0,68299,96.31282043457033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68299.0,1137840.0,96.31282043457033,2.7381317615509033,0.0,0.0,68299.0,1137840.0,96.31282043457033,2.7381317615509033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06002508259062558,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2020-09-29 00:00:00+00:00,0,0,0,1511883870,1825306,2.90848970413208,0.0,68562,96.44493103027344,0.0,0.0,0.0,0.0,68299.0,1137840.0,96.31282043457033,2.7381317615509033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68430.5,1481573.0,96.37887573242188,2.8233107328414917,0.0,0.0,68430.5,1481573.0,96.37887573242188,2.8233107328414917,0.0,0.0,0.0,0.0,0.38507152374118725,0.0,60.418512268860304,0.0,6.221685346679018,0.0,0.1371682348279446,0.0,0.0,0.0,0.0,0.03756190054604513,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,185.969083452062,185.969083452062,486111.8704351911,486111.8704351911,0,0.0
2020-09-30 00:00:00+00:00,0,0,0,1511883870,1581096,3.268749952316284,0.0,75997,96.38245391845705,0.0,0.0,0.0,0.0,68562.0,1825306.0,96.44493103027344,2.90848970413208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70952.66666666667,1514747.3333333333,96.38006846110027,2.9717904726664224,0.0,0.0,70952.66666666667,1514747.3333333333,96.38006846110027,2.9717904726664224,0.0,0.0,0.0,0.0,10.84419941075232,0.0,-13.379126568367173,0.0,12.386505878717191,0.0,-0.06478008864642115,0.0,0.0,0.0,0.0,0.04806599468596803,0.0,0.034816741943364767,0.0,1.0,0.0,1.0,0.0,0.0,4370.499551920045,4370.499551920045,348502.48846361676,348502.48846361676,0,0.0
2020-10-01 00:00:00+00:00,0,0,0,1511883870,1859321,3.412555694580078,0.0,77684,96.1333999633789,0.0,0.0,0.0,0.0,75997.0,1581096.0,96.38245391845705,3.268749952316284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72635.5,1600890.75,96.31840133666992,3.0819817781448364,0.0,0.0,72635.5,1600890.75,96.31840133666992,3.0819817781448364,0.0,0.0,0.0,0.0,2.2198244667552602,0.0,17.596970708925962,0.0,4.399410917371971,0.0,-0.25840175773990115,0.0,0.0,0.0,0.0,0.04178082118105417,0.0,-0.06007385253906757,0.0,1.0,0.0,1.0,0.0,0.0,4905.292006258816,4905.292006258816,332644.0679118097,332644.0679118097,0,0.0
2020-10-02 00:00:00+00:00,0,0,0,1511883870,2058722,2.7967748641967773,0.0,85188,96.0632781982422,0.0,0.0,0.0,0.0,77684.0,1859321.0,96.1333999633789,3.412555694580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75146.0,1692457.0,96.26737670898439,3.0249403953552245,0.0,0.0,75146.0,1692457.0,96.26737670898439,3.0249403953552245,0.0,0.0,0.0,0.0,9.65964677411051,0.0,10.724398853129724,0.0,-18.044564997468093,0.0,-0.07294214618791539,0.0,0.0,0.0,0.0,0.04137904905128082,0.0,-0.08106155395507439,-0.08106155395507439,1.0,0.0,1.0,0.0,0.0,7039.848613429126,7039.848613429126,353427.4290897638,353427.4290897638,0,0.0
2020-10-03 00:00:00+00:00,0,1,0,1511883870,2820666,3.0157153606414795,0.0,105007,95.94171905517578,0.0,0.0,0.0,0.0,85188.0,2058722.0,96.0632781982422,2.7967748641967773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80122.83333333333,1880491.8333333333,96.21310043334961,3.0234028895696006,0.0,0.0,80122.83333333333,1880491.8333333333,96.21310043334961,3.0234028895696006,0.0,0.0,0.0,0.0,23.265013851716198,0.0,37.010533719462856,0.0,7.828320371707176,0.0,-0.12654069832549464,0.0,0.0,0.0,0.0,0.037227719542930804,0.0,-0.09284340994697497,-0.09284340994697497,1.0,0.0,1.0,0.0,0.0,13720.81611882714,13720.81611882714,558633.4660459993,558633.4660459993,0,0.0
2020-10-04 00:00:00+00:00,0,1,0,1511883870,2558873,2.617941379547119,0.0,91426,95.86856079101562,0.0,0.0,0.0,0.0,105007.0,2820666.0,95.94171905517578,3.0157153606414795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81737.57142857143,1977403.4285714286,96.16388048444476,2.9654798167092458,0.0,0.0,81737.57142857143,1977403.4285714286,96.16388048444476,2.9654798167092458,0.0,0.0,0.0,0.0,-12.933423486053307,0.0,-9.281247762053358,0.0,-13.19003730543552,0.0,-0.07625281773206982,0.0,0.0,0.0,0.0,0.035728996425771646,0.0,-0.09494209289550634,-0.09494209289550634,1.0,0.0,1.0,0.0,0.0,13233.882635834718,13233.882635834718,570791.081625568,570791.081625568,0,0.0
2020-10-05 00:00:00+00:00,0,0,0,1511883870,2063264,2.8882009983062744,0.0,78590,95.89141082763672,0.0,0.0,0.0,0.0,91426.0,2558873.0,95.86856079101562,2.617941379547119,0.0,0.0,68299.0,1137840.0,96.31282043457033,2.7381317615509033,0.0,0.0,83207.71428571429,2109606.8571428573,96.10367911202567,2.9869182791028703,0.0,0.0,81344.125,1988136.0,96.12982177734375,2.9558199644088745,0.0,0.0,0.0,15.067570535439767,-14.039769868527552,81.33164592561344,-19.368253133312983,5.4807164090003635,10.323364032158278,-0.4375425878218264,0.023834755036022948,0.0,0.0,0.0,0.0,0.038090114454517474,0.0,-0.10285813467843379,-0.08600053333099526,0.9997280483326119,0.0,1.0105210449447029,0.0,0.0,12302.628655668907,12302.628655668907,529321.0322384706,529321.0322384706,0,0.0
2020-10-06 00:00:00+00:00,0,0,0,1511883870,1926110,2.7962334156036377,0.0,72776,95.93335723876952,0.0,0.0,0.0,0.0,78590.0,2063264.0,95.89141082763672,2.8882009983062744,0.0,0.0,68562.0,1825306.0,96.44493103027344,2.90848970413208,0.0,0.0,83809.71428571429,2124007.4285714286,96.03059714181083,2.97088166645595,0.0,0.0,80392.11111111111,1981244.2222222222,96.10799238416884,2.938088125652737,0.0,0.0,0.0,6.146261777661088,-7.397887771981171,5.522580871371696,-6.647428540409761,-3.8596075608918423,-3.184251468528998,-0.5304309786310468,0.04374365834307614,0.0,0.0,0.0,0.0,0.037783907573343385,0.0,-0.07235663277762483,-0.07329800923666108,0.9991947054512528,0.0,1.0111615238892562,0.0,0.0,11857.16289257726,11857.16289257726,495565.9695562181,495565.9695562181,0,0.0
2020-10-07 00:00:00+00:00,0,0,0,1511883870,2134088,3.291490316390991,0.0,88029,95.92594909667967,0.0,0.0,0.0,0.0,72776.0,1926110.0,95.93335723876952,2.7962334156036377,0.0,0.0,75997.0,1581096.0,96.38245391845705,3.268749952316284,0.0,0.0,85528.57142857143,2203006.285714286,95.9653821672712,2.974130289895194,0.0,0.0,81155.8,1996528.6,96.08978805541992,2.9734283447265626,0.0,0.0,0.0,15.832203902785636,20.95883258216995,34.97523237045694,10.7978256693543,0.6956899244799253,17.711572217959493,-0.47363892826758347,-0.007722175375768359,0.0,0.0,0.0,0.0,0.04124898258694928,0.0,-0.03330366952078274,-0.06323727694424393,0.9987053162394638,0.0,1.00023607267008,0.0,0.0,11436.920523754054,11436.920523754054,469717.4256723575,469717.4256723575,0,0.0
2020-10-08 00:00:00+00:00,0,0,0,1511883870,1872799,3.3021082878112793,0.0,83283,95.94119262695312,0.0,0.0,0.0,0.0,88029.0,2134088.0,95.92594909667967,3.291490316390991,0.0,0.0,77684.0,1859321.0,96.1333999633789,3.412555694580078,0.0,0.0,86328.42857142857,2204931.714285714,95.93792397635323,2.9583520889282227,0.0,0.0,81349.18181818182,1985280.4545454546,96.07627938010476,3.003308339552446,0.0,0.0,0.0,7.207404356109359,-5.391405105135805,0.7248882791083489,-12.243590704788176,-3.2365012223599665,0.3225885662616834,-0.19993814480607774,0.015890935056672717,0.0,0.0,0.0,0.0,0.044469777872703974,0.0,-0.011892863682335539,-0.05418229536576679,0.9985599421142844,0.0,0.9850310905370034,0.0,0.0,10868.955688732767,10868.955688732767,447171.93843092694,447171.93843092694,0,0.0
2020-10-09 00:00:00+00:00,0,0,0,1511883870,2011302,3.1007180213928223,0.0,88741,95.96939086914062,0.0,0.0,0.0,0.0,83283.0,1872799.0,95.94119262695312,3.3021082878112793,0.0,0.0,85188.0,2058722.0,96.0632781982422,2.7967748641967773,0.0,0.0,86836.0,2198157.4285714286,95.9245115007673,3.001772539956229,0.0,0.0,81965.16666666667,1987448.9166666667,96.06737200419109,3.011425813039144,0.0,0.0,0.0,4.1707752265577325,6.553558349242938,-2.3033707319395247,7.395508006999152,10.86763046561261,-6.098838949704566,-0.09773487940711867,0.02939117329627816,0.0,0.0,0.0,0.0,0.04412114932459207,0.0,0.009386335100448161,-0.04578978531843858,0.9985129133810638,0.0,0.9967944509736493,0.0,0.0,10580.546925486615,10580.546925486615,426427.8814964353,426427.8814964353,0,0.0
2020-10-10 00:00:00+00:00,0,1,0,1511883870,2060369,2.592061996459961,0.0,76867,95.98040771484376,0.0,0.0,0.0,0.0,88741.0,2011302.0,95.96939086914062,3.1007180213928223,0.0,0.0,105007.0,2820666.0,95.94171905517578,3.0157153606414795,0.0,0.0,82816.0,2089543.5714285714,95.93003845214844,2.9412506307874406,0.0,0.0,81573.0,1993058.1538461538,96.06068244347206,2.9791670579176683,0.0,0.0,0.0,-26.798213452436503,-13.380511826551423,-26.954520669941072,2.4395640237020677,-14.048188025656449,-16.404459271158633,0.04032516828860189,0.011479541136361071,0.0,0.0,0.0,0.0,0.037307376830375126,0.0,0.01783343723842997,-0.03884464305835656,0.9986399847679565,0.0,0.9872728093480162,0.0,0.0,10228.309073351274,10228.309073351274,408774.2278042665,408774.2278042665,0,0.0
