timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,session_session_length,ccu_playing,platform_platform_share,daily_Estimated Revenue,ratings_like_ratio,visits_visits_gained,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2020-02-25 00:00:00+00:00,0,0,0,903807016,0.0,0.0,1333,0.1679334044456482,0.0,94.99742126464844,46005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1333.0,46005.0,94.99742126464844,0.1679334044456482,0.0,0.0,1333.0,46005.0,94.99742126464844,0.1679334044456482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02897448158935791,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2020-02-26 00:00:00+00:00,0,0,0,903807016,0.0,0.0,1385,0.1734030991792678,0.0,94.99209594726562,46636,0.0,0.0,1333.0,46005.0,94.99742126464844,0.1679334044456482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.0,46320.5,94.99475860595703,0.17066825181245798,0.0,0.0,1359.0,46320.5,94.99475860595703,0.17066825181245798,0.0,0.0,0.0,0.0,3.9009752438109446,0.0,1.371590044560378,0.0,3.2570617809334568,0.0,-0.0056057494107975,0.0,0.0,0.0,0.0,0.02969745052211763,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36.76955262170047,36.76955262170047,446.1843789287115,446.1843789287115,0,0.0
2020-02-27 00:00:00+00:00,0,0,0,903807016,0.0,0.0,1540,0.1909869015216827,0.0,94.98936462402344,48630,0.0,0.0,1385.0,46636.0,94.99209594726562,0.1734030991792678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1419.3333333333333,47090.333333333336,94.99296061197917,0.17744113504886624,0.0,0.0,1419.3333333333333,47090.333333333336,94.99296061197917,0.17744113504886624,0.0,0.0,0.0,0.0,11.191335740072205,0.0,4.275666866798189,0.0,10.14041988040617,0.0,-0.0028753163249573,0.0,0.0,0.0,0.0,0.03166704365528161,0.0,-0.0040283203124959685,0.0,1.0,0.0,1.0,0.0,0.0,107.68627272467619,107.68627272467619,1370.2081350412902,1370.2081350412902,0,0.0
2020-02-28 00:00:00+00:00,0,0,0,903807016,0.0,0.0,1607,0.1784536391496658,0.0,94.98323822021484,52146,0.0,0.0,1540.0,48630.0,94.98936462402344,0.1909869015216827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.25,48354.25,94.99053001403809,0.17769426107406613,0.0,0.0,1466.25,48354.25,94.99053001403809,0.17769426107406613,0.0,0.0,0.0,0.0,4.350649350649349,0.0,7.230104873534859,0.0,-6.562367509058731,0.0,-0.006449568152011587,0.0,0.0,0.0,0.0,0.030816729629700654,0.0,-0.004528045654313093,0.0,1.0,0.0,1.0,0.0,0.0,128.59075912884774,128.59075912884774,2764.342281628669,2764.342281628669,0,0.0
2020-02-29 00:00:00+00:00,0,1,0,903807016,0.0,0.0,2887,0.1978979110717773,0.0,94.972900390625,89974,0.0,0.0,1607.0,52146.0,94.98323822021484,0.1784536391496658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.4,56678.2,94.98700408935547,0.18173499107360835,0.0,0.0,1750.4,56678.2,94.98700408935547,0.18173499107360835,0.0,0.0,0.0,0.0,79.65152457996267,0.0,72.54247689180377,0.0,10.895979490675401,0.0,-0.010883846227560667,0.0,0.0,0.0,0.0,0.03208669074742984,0.0,-0.005789947509759968,-0.005789947509759968,1.0,0.0,1.0,0.0,0.0,645.0641828531483,645.0641828531483,18766.243875640113,18766.243875640113,0,0.0
2020-03-01 00:00:00+00:00,0,1,0,903807016,0.0,0.0,2824,0.1969044655561447,0.0,94.9637680053711,82310,0.0,0.0,2887.0,89974.0,94.972900390625,0.1978979110717773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1929.3333333333333,60950.166666666664,94.9831314086914,0.18426323682069776,0.0,0.0,1929.3333333333333,60950.166666666664,94.9831314086914,0.18426323682069776,0.0,0.0,0.0,0.0,-2.1821960512642846,0.0,-8.518016315824573,0.0,-0.5019989904149535,0.0,-0.009615780097638194,0.0,0.0,0.0,0.0,0.034308901604888774,0.0,-0.0066279820033446485,-0.0066279820033446485,1.0,0.0,1.0,0.0,0.0,724.561292553409,724.561292553409,19779.679536500757,19779.679536500757,0,0.0
2020-03-02 00:00:00+00:00,0,0,0,903807016,0.0,0.0,1385,0.180814117193222,0.0,94.96734619140624,43990,0.0,0.0,2824.0,82310.0,94.9637680053711,0.1969044655561447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1851.5714285714287,58527.28571428572,94.98087637765067,0.18377050544534407,0.0,0.0,1851.5714285714287,58527.28571428572,94.98087637765067,0.18377050544534407,0.0,0.0,0.0,0.0,-50.95609065155807,0.0,-46.555704045680955,0.0,-8.171652337836266,0.0,0.00376794867169572,0.0,0.0,0.0,0.0,0.03148371257757269,0.0,-0.00583376203264206,-0.00583376203264206,1.0,0.0,1.0,0.0,0.0,692.6898914480315,692.6898914480315,19160.434065318786,19160.434065318786,0,0.0
2020-03-03 00:00:00+00:00,0,0,0,903807016,0.0,0.0,1312,0.180617481470108,0.0,94.96752166748048,41528,0.0,0.0,1385.0,43990.0,94.96734619140624,0.180814117193222,0.0,0.0,1333.0,46005.0,94.99742126464844,0.1679334044456482,0.0,0.0,1848.5714285714287,57887.71428571428,94.97660500662667,0.18558251644883833,0.0,0.0,1784.125,56402.375,94.9792070388794,0.18337637744843957,0.0,0.0,0.0,-1.5753938484621144,-5.270758122743679,-9.73155091837844,-5.596726528756535,7.553039888835822,-0.10875020499857557,-0.0314741145284958,0.0001847751688099919,0.0,0.0,0.0,0.0,0.03159238122757591,0.0,-0.004901068551194527,-0.005002067202608749,0.9999726041906029,0.0,1.0120306608249967,0.0,0.0,669.0783506329541,669.0783506329541,18729.60663104197,18729.60663104197,0,0.0
2020-03-04 00:00:00+00:00,0,0,0,903807016,0.0,0.0,1150,0.1647087782621383,0.0,94.97017669677734,40114,0.0,0.0,1312.0,41528.0,94.96752166748048,0.180617481470108,0.0,0.0,1385.0,46636.0,94.99209594726562,0.1734030991792678,0.0,0.0,1815.0,56956.0,94.97347368512835,0.1843404706035341,0.0,0.0,1713.6666666666667,54592.555555555555,94.97820366753473,0.18130219976107276,0.0,0.0,0.0,-16.967509025270754,-12.347560975609762,-13.984904365726047,-3.4049316124060924,-5.013936289651388,-8.80795318287204,-0.02307481508824205,0.002795723474968703,0.0,0.0,0.0,0.0,0.02866758070547177,0.0,-0.0033768245152037525,-0.004103469848636787,0.999950199285481,0.0,1.0167580473180429,0.0,0.0,660.5959430695892,660.5959430695892,18341.957686620524,18341.957686620524,0,0.0
2020-03-05 00:00:00+00:00,0,0,0,903807016,0.0,0.0,1226,0.1689193844795227,0.0,94.95719146728516,38409,0.0,0.0,1150.0,40114.0,94.97017669677734,0.1647087782621383,0.0,0.0,1540.0,48630.0,94.98936462402344,0.1909869015216827,0.0,0.0,1770.142857142857,55495.857142857145,94.96887751988002,0.1811879681689398,0.0,0.0,1664.9,52974.2,94.97610244750976,0.18006391823291773,0.0,0.0,0.0,-20.38961038961039,6.608695652173924,-21.017890191239974,-4.250386398763528,-11.554466231106787,2.5563945418155543,-0.03387027259906805,-0.013672954967380857,0.0,0.0,0.0,0.0,0.03191877115334548,0.0,-0.002851213727678973,-0.0041304617217073295,0.9999239289943096,0.0,1.0062425051451345,0.0,0.0,641.6240591914656,641.6240591914656,18034.33767258695,18034.33767258695,0,0.0
