timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,platform_platform_share,ccu_playing,session_session_length,visits_visits_gained,daily_rpv,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-04-21 00:00:00+00:00,0,1,0,3085257211,82.15538787841797,0.3433300256729126,25503,0.0,2906315,0.0002896867207347,938358.0,0.0,931709.0,26549.0,2836593.0,82.15364837646484,0.356516033411026,0.0,1053605.0,29432.0,3240597.0,82.15042114257812,0.4029810726642608,0.0,713966.8571428572,19537.428571428572,2070760.142857143,82.15293448311942,0.36493263074329924,0.0,748504.3333333334,21586.866666666665,2134910.8666666667,82.13964462280273,0.36419953107833863,0.0,-10.938349761058463,0.7136348366281853,-13.349415602065784,-3.9398847414215177,-10.315444962764575,2.4579486729326305,-14.802443846052748,-3.698573556974172,0.006045904294538218,0.0021173763886439545,0.22750202675602457,0.1778902326510111,36.79258155583438,0.3228685387273786,0.008775026528429805,0.0,0.0006493159702799866,0.0012341440983693068,1.0001617959315228,0.9538580143729167,1.0020129066690173,168790.25370820196,133151.60999695663,5207.418678837726,4214.817726114955,606721.4071103163,481818.5743951527,8,0.8250178700327683
2024-04-22 00:00:00+00:00,0,0,0,3085257211,82.15635681152344,0.3380099236965179,15781,0.0,1507511,0.0001723076394448,558669.0,0.0,938358.0,25503.0,2906315.0,82.15538787841797,0.3433300256729126,0.0,680184.0,18122.0,1933246.0,82.15084838867188,0.3939879536628723,0.0,696607.5714285715,19203.0,2009940.857142857,82.15372140066964,0.3569357693195343,0.0,739571.4666666667,21290.3,2103036.2666666666,82.14079055786132,0.3644908517599106,0.0,-17.865018877244975,-40.46312814512159,-12.918000220726189,-38.12100537191703,-22.02177063860471,-48.12981387082955,-14.208056222514287,-1.549559193364325,0.006705253761341012,0.0011793908232915484,0.2367089368082984,0.18479710034765567,35.399125586110756,0.3705900848550459,0.01046824171217211,0.0,0.0007179805210684555,0.0012201311325742944,1.00015742291644,0.9419070405301893,0.9792722302798623,174142.3518789718,136670.66253986288,5359.351533781126,4301.9257688498865,619534.2461657497,490859.25334849954,8,0.4911898320612566
2024-04-23 00:00:00+00:00,0,0,0,3085257211,82.15760803222656,0.325970858335495,14400,0.0,1430464,0.0001597205498043,518179.0,0.0,558669.0,15781.0,1507511.0,82.15635681152344,0.3380099236965179,0.0,615216.0,16076.0,1710879.0,82.15202331542969,0.3686305284500122,0.0,682745.1428571428,18963.571428571428,1969881.5714285714,82.15451921735492,0.3508415307317461,0.0,728220.0,20898.866666666665,2064955.7666666666,82.14192123413086,0.36379612386226656,0.0,-15.77283425658631,-7.247583094820009,-10.425478974869373,-8.751029719282677,-16.390112918564082,-5.110874812853772,-11.57247347198539,-3.5617490839802035,0.006798027086230007,0.0015229749123379932,0.25017598596925217,0.19296515610078113,35.982154017082145,0.3622451440615464,0.010066656646614911,0.0,0.0008918217250315005,0.0012106805277349974,1.000153368499723,0.9375534081145023,0.9643905135849522,181961.8937126523,140521.08597571083,5492.870066362285,4378.715484244104,640820.4896981459,497422.2835417594,8,0.4555904408293102
2024-04-24 00:00:00+00:00,0,0,0,3085257211,82.15869903564453,0.3261317610740661,14270,0.0,1420429,0.0001635332894166,530871.0,0.0,518179.0,14400.0,1430464.0,82.15760803222656,0.325970858335495,0.0,595518.0,15802.0,1665022.0,82.15220642089844,0.3670728206634521,0.0,673509.8571428572,18744.714285714286,1934939.7142857143,82.15544673374721,0.3449928079332624,0.0,723945.8666666667,20711.433333333334,2053213.4333333333,82.1430564880371,0.36275280117988584,0.0,-10.85559126676272,2.4493466543414444,-9.694975319579802,-0.9027777777777746,-14.69007616716176,-0.7015206254753714,-11.1533889965998,0.04936108073976264,0.007903153218835612,0.00132793960789801,0.2609253805132204,0.19972119402392086,37.199285263821736,0.3737396422210176,0.010046253599262195,0.0,0.0010092599051353555,0.001199753265890703,1.0001508374078083,0.9303317943425289,0.9510410582940849,187912.8305124131,144587.33289934887,5614.962372052478,4540.61175191342,662777.2779134492,508591.8077457653,8,0.4667494300492624
2024-04-25 00:00:00+00:00,0,0,0,3085257211,82.15949249267578,0.3116651773452759,14168,0.0,1479477,0.0001646345023854,534772.0,0.0,530871.0,14270.0,1420429.0,82.15869903564453,0.3261317610740661,0.0,594519.0,16052.0,1658026.0,82.15290832519531,0.3646970093250274,0.0,664974.5714285715,18475.571428571428,1909432.7142857143,82.15638732910156,0.33741683193615507,0.0,719980.5666666667,20522.433333333334,2043103.4666666666,82.14418716430664,0.3610911657412847,0.0,-10.049636765183278,0.7348301188047524,-11.736855220533272,-0.7147862648913761,-10.768769609161744,4.157053960458423,-14.541339968183886,-4.435809527151447,0.008014527561717166,0.0009657614355562671,0.2747168005500301,0.20579208277641264,37.74239537017432,0.36145992032324914,0.009576350577703757,0.0,0.0010801042829291043,0.0011852107403417102,1.0001485213405363,0.9236007223184378,0.9344366851054676,194364.82468926595,148166.30037287515,5721.581810792115,4693.647582993254,679305.0346312523,517096.4669249984,8,0.4701792454406139
2024-04-26 00:00:00+00:00,0,0,0,3085257211,82.16095733642578,0.3293377757072449,17979,0.0,1608122,0.0001826573800844,593686.0,0.0,534772.0,14168.0,1479477.0,82.15949249267578,0.3116651773452759,0.0,642264.0,18658.0,1785240.0,82.15351867675781,0.3602940440177917,0.0,658034.8571428572,18378.571428571428,1884130.142857143,82.15744999476841,0.3329945078917912,0.0,716784.8666666667,20435.2,2034667.7333333334,82.14536107381186,0.35968792041142783,0.0,-7.5635564191671945,11.016657566215127,-3.639189623753891,26.898644833427433,-9.921243082162622,8.69530246161312,-8.591945613460705,5.670379511917867,0.009054584377854447,0.0017829269699287664,0.28014872743896135,0.20908535152598134,33.01924360400445,0.3691794719682512,0.011180114953893452,0.0,0.0011599404471278256,0.0011661839299531873,1.0001471649865377,0.9180367607410291,0.9257872978077677,196601.79342156826,149869.21581550367,5728.145475929478,4716.496554830633,688077.1473525501,522205.4326061385,8,0.5219772828582205
2024-04-27 00:00:00+00:00,0,1,0,3085257211,82.16283416748047,0.3165673017501831,23795,0.0,2456381,0.0002539944446863,826239.0,0.0,593686.0,17979.0,1608122.0,82.16095733642578,0.3293377757072449,0.0,931709.0,26549.0,2836593.0,82.15364837646484,0.356516033411026,0.0,642967.7142857143,17985.14285714286,1829814.142857143,82.15876225062779,0.3272875462259565,0.0,719944.1,20496.966666666667,2048889.1,82.14653193155924,0.35828655858834585,0.0,-11.320058086806073,39.171043278770256,-10.37327206297789,32.34885143778854,-13.403826350837079,52.74842331614145,-11.205311379302307,-3.877621973257539,0.011181233210155739,0.002284334452196113,0.2561424551842331,0.20999195666922327,34.721759959657085,0.3363642137094312,0.009687011222195896,0.0,0.0011937277657647813,0.0011571712302959351,1.0001488841802688,0.8930800520286427,0.9134798344528304,175892.82272022666,151182.47025146295,5096.842951419371,4748.931672843737,617063.2522569611,527845.5651918496,8,0.7264412302319632
2024-04-28 00:00:00+00:00,0,1,0,3085257211,82.16484832763672,0.3409761786460876,25549,0.0,2658639,0.0002700806385635,879479.0,0.0,826239.0,23795.0,2456381.0,82.16283416748047,0.3165673017501831,0.0,938358.0,25503.0,2906315.0,82.15538787841797,0.3433300256729126,0.0,634556.4285714285,17991.714285714286,1794431.857142857,82.16011374337333,0.3269512823649815,0.0,721023.7333333333,20452.9,2056597.3666666667,82.14776306152343,0.357281223932902,0.0,-6.274684075800496,6.443656133394815,0.18037093675253857,7.371296490859414,-8.521994346793104,8.233983246084374,-0.6855931176457886,7.710485814851009,0.011515311975340836,0.002451424876781516,0.2262649300608036,0.21113556851953894,34.42187866927593,0.33080033400535613,0.009609800499503506,0.0,0.001363754272467097,0.00114694495620121,1.000150347147501,0.8800770338555133,0.9151090526559086,152561.76346375394,152233.75585341375,4565.951930646204,4693.556451356908,539973.9770168246,535200.7683581882,8,0.7732506051193138
2024-04-29 00:00:00+00:00,0,0,0,3085257211,82.16564178466797,0.3105808198451996,14584,0.0,1625685,0.000182056526219,593389.0,0.0,879479.0,25549.0,2658639.0,82.16484832763672,0.3409761786460876,0.0,558669.0,15781.0,1507511.0,82.15635681152344,0.3380099236965179,0.0,639516.4285714285,17820.714285714286,1811313.857142857,82.16144016810826,0.32303283895765034,0.0,711936.2333333333,20082.3,2025518.1333333333,82.14897079467774,0.3559530407190323,0.0,6.2147711793566485,-32.52948620717493,-7.585070654584625,-42.91753101882657,7.839014110013132,-38.852736306057345,-8.114881229329086,-8.91421767983286,0.01130158822137961,0.0009656891571063753,0.2306055140580873,0.21268068922048933,40.684881727802534,0.3650083718504065,0.008970982096173554,0.0,0.0014193398611911138,0.0011357172710352325,1.0001517897705825,0.8982776808214545,0.9075153236649349,154058.78093267392,151415.08878637242,4700.18901186511,4703.723023968568,546166.4924921264,532139.3756374023,8,0.5217161561801299
2024-04-30 00:00:00+00:00,0,0,0,3085257211,82.16724395751953,0.3077490329742431,14870,0.0,1569417,0.0001760441113753,574167.0,0.0,593389.0,14584.0,1625685.0,82.16564178466797,0.3105808198451996,0.0,518179.0,14400.0,1430464.0,82.15760803222656,0.325970858335495,0.0,647514.7142857143,17887.85714285714,1831164.2857142857,82.1628167288644,0.3204297210489,0.0,702594.1666666666,19724.4,1994367.9,82.15018513997396,0.3541641672452291,0.0,10.804760517118606,-3.2393590039586195,3.2638888888888884,1.9610532089961552,9.713841103306331,-3.461187130348131,-5.590016682564203,-0.9117713297195573,0.011728585488013366,0.001949930429256952,0.23382734409494882,0.2148687730519166,38.60984466411136,0.3658470847154805,0.00947484991251534,0.0,0.0014937264578736562,0.0011283866025187108,1.0001537621475707,0.9216055939629174,0.9047491267715664,155525.56467592015,150965.54654510046,4758.950537648505,4677.268165249915,551429.442919504,530518.3898621008,8,0.5048158968998021
