timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,sort_sort_position,session_session_length,daily_Estimated Revenue,ccu_playing,platform_platform_share,daily_rpv,ratings_like_ratio,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-06-24 00:00:00+00:00,1,0,0,7646154613,418149,367.0,16.284737904866535,165145,29340,0.2697263956069946,0.0099072857065055,75.39299011230469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165145.0,29340.0,418149.0,75.39299011230469,0.2697263956069946,16.284737904866535,165145.0,29340.0,418149.0,75.39299011230469,0.2697263956069946,16.284737904866535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62847210388194,0.39494200645701305,0.07016620829845749,9.860812798897058e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-06-25 00:00:00+00:00,1,0,0,7646154613,3846642,334.0,16.705525596936543,278179,27579,0.2487382143735885,0.0149364702707087,75.55157470703125,165145.0,29340.0,418149.0,75.39299011230469,0.2697263956069946,16.284737904866535,0.0,0.0,0.0,0.0,0.0,0.0,221662.0,28459.5,2132395.5,75.47228240966797,0.25923230499029154,16.49513175090154,221662.0,28459.5,2132395.5,75.47228240966797,0.25923230499029154,16.49513175090154,0.0,68.44530564049774,0.0,-6.002044989775046,0.0,819.9213677421205,0.0,-7.781285619516066,0.0,0.21034395172592202,0.36058101029784184,0.36058101029784184,10.086258158085569,0.07231734268035792,0.00716962816668976,6.005293549836991e-05,0.0,0.0,1.0,1.0,1.0,79927.10790464022,79927.10790464022,1245.2150416695101,1245.2150416695101,2424310.6495506098,2424310.6495506098,2,1.0
2025-06-26 00:00:00+00:00,1,0,0,7646154613,3258566,251.0,15.80146058400472,411083,26655,0.2280017137527465,0.018315704566161,75.6064682006836,278179.0,27579.0,3846642.0,75.55157470703125,0.2487382143735885,16.705525596936543,0.0,0.0,0.0,0.0,0.0,0.0,284802.3333333333,27858.0,2507785.6666666665,75.51701100667317,0.24882210791110984,16.2639080286026,284802.3333333333,27858.0,2507785.6666666665,75.51701100667317,0.24882210791110984,16.2639080286026,0.0,47.7764317220207,0.0,-3.35037528554335,0.0,-15.28803564251625,0.0,-8.336676643379427,0.0,0.0726569814927247,0.4322391082522887,0.4322391082522887,15.421781212484994,0.1261545335725796,0.008179976044684673,3.8438520068902515e-05,0.10673904418945473,0.0,1.0,1.0,1.0,123102.70658817106,123102.70658817106,1364.0700128659087,1364.0700128659087,1833410.5907985624,1833410.5907985624,3,1.0
2025-06-27 00:00:00+00:00,1,0,0,7646154613,3263960,189.0,17.19987901051839,569620,23790,0.1895657479763031,0.022241215622943,75.60538482666016,411083.0,26655.0,3258566.0,75.6064682006836,0.2280017137527465,15.80146058400472,0.0,0.0,0.0,0.0,0.0,0.0,356006.75,26841.0,2696829.25,75.53910446166992,0.23400801792740816,16.497900774081547,356006.75,26841.0,2696829.25,75.53910446166992,0.23400801792740816,16.497900774081547,0.0,38.565691113473434,0.0,-10.748452447945978,0.0,0.16553293688081894,0.0,-16.857753015893895,0.0,-0.0014329118251610318,0.4896187041081696,0.4896187041081696,23.942667395233492,0.1745180166062033,0.007288690030303671,3.019530356240095e-05,0.06920776367186687,0.0,1.0,1.0,1.0,174307.5635887611,174307.5635887611,2318.9683050874155,2318.9683050874155,1543981.703874623,1543981.703874623,4,1.0
2025-06-28 00:00:00+00:00,1,1,0,7646154613,3228604,160.0,15.764863967895508,702727,21961,0.1751774102449417,0.0243157886193913,75.80146026611328,569620.0,23790.0,3263960.0,75.60538482666016,0.1895657479763031,17.19987901051839,0.0,0.0,0.0,0.0,0.0,0.0,425350.8,25865.0,2803184.2,75.5915756225586,0.22224189639091488,16.35129341284434,425350.8,25865.0,2803184.2,75.5915756225586,0.22224189639091488,16.35129341284434,0.0,23.367683718970532,0.0,-7.688104245481298,0.0,-1.0832240591183706,0.0,-7.59015691651217,0.0,0.2593405746200039,0.5087639864197795,0.5087639864197795,31.9974046079592,0.21765654206692983,0.006802008917163914,2.243380649112531e-05,0.08707504272460924,0.08707504272460924,1.0,1.0,1.0,216403.16863484232,216403.16863484232,2965.8203755453565,2965.8203755453565,1358111.3736995945,1358111.3736995945,5,1.0
2025-06-29 00:00:00+00:00,1,1,0,7646154613,3168854,147.0,13.66146151224772,797589,19183,0.1646371483802795,0.0248616404182749,76.1194839477539,702727.0,21961.0,3228604.0,75.80146026611328,0.1751774102449417,15.764863967895508,0.0,0.0,0.0,0.0,0.0,0.0,487390.5,24751.333333333332,2864129.1666666665,75.67956034342448,0.212641105055809,15.902988096078237,487390.5,24751.333333333332,2864129.1666666665,75.67956034342448,0.212641105055809,15.902988096078237,0.0,13.499125549466573,0.0,-12.649697190474019,0.0,-1.850645046589794,0.0,-6.016907002977312,0.0,0.4195482257520533,0.5049030865209828,0.5049030865209828,41.575740200166805,0.2516962751530127,0.006053606113249108,1.7128426274461465e-05,0.1251726422991116,0.1251726422991116,1.0,1.0,1.0,246084.96779100507,246084.96779100507,3805.048365877452,3805.048365877452,1223870.473730683,1223870.473730683,6,1.0
2025-06-30 00:00:00+00:00,1,0,0,7646154613,2740214,143.0,17.68844747543335,840814,21061,0.1802775114774704,0.0238900509837983,76.65633392333984,797589.0,19183.0,3168854.0,76.1194839477539,0.1646371483802795,13.66146151224772,0.0,0.0,0.0,0.0,0.0,0.0,537879.5714285715,24224.14285714286,2846427.0,75.81909942626953,0.20801773454461775,16.158053721700394,537879.5714285715,24224.14285714286,2846427.0,75.81909942626953,0.20801773454461775,16.158053721700394,0.0,5.41945789121967,0.0,9.78991815670125,0.0,-13.526656639908307,0.0,9.499899172855386,0.0,0.7052727471910103,0.48590737562221725,0.48590737562221725,39.920900199411264,0.30684234631224194,0.007685893260200386,2.1037264410641282e-05,0.1828872135707334,0.1828872135707334,1.0,1.0,1.0,261359.6509536601,261359.6509536601,3743.1051471815667,3743.1051471815667,1118217.0394535817,1118217.0394535817,7,1.0
2025-07-01 00:00:00+00:00,1,0,0,7646154613,2640200,140.0,19.96097719669342,824486,17969,0.1578960865736007,0.0217521814136958,77.07464599609375,840814.0,21061.0,2740214.0,76.65633392333984,0.1802775114774704,17.68844747543335,165145.0,29340.0,418149.0,75.39299011230469,0.2697263956069946,16.284737904866535,632071.1428571428,22599.714285714286,3163862.8571428573,76.05933598109654,0.19204197611127577,16.68323076338995,573705.375,23442.25,2820648.625,75.97604274749756,0.20175252854824063,16.633419156074524,399.24975021950405,-1.9419277033921878,-38.755964553510566,-14.681164237215704,531.401725222349,-3.6498609232709534,-41.4606471056457,-12.41498438737143,2.230520213197651,0.5456979891214742,0.457260040651946,0.457260040651946,45.881246521981076,0.3122815270504026,0.006805921215846823,2.421017820377207e-05,0.2565373011997814,0.2265536898658402,1.0010963091862497,1.1017347412112757,0.9518689926374677,262332.5430947399,262332.5430947399,4110.977942394868,4110.977942394868,1037832.1817639108,1037832.1817639108,7,0.9805807229660781
2025-07-02 00:00:00+00:00,1,0,0,7646154613,2849511,131.0,14.570063551266989,925328,18530,0.156281366944313,0.0228265713338056,77.47164154052734,824486.0,17969.0,2640200.0,77.07464599609375,0.1578960865736007,19.96097719669342,278179.0,27579.0,3846642.0,75.55157470703125,0.2487382143735885,16.705525596936543,724521.0,21307.0,3021415.5714285714,76.33363124302456,0.17883385504995072,16.378164756865726,612774.5555555555,22896.444444444445,2823855.5555555555,76.14222039116754,0.1967001772589153,16.404157422207017,232.6376182242369,12.230892944210092,-32.811196925196704,3.122043519394513,-25.922115965041716,7.927846375274594,-37.170342989763284,-1.0226470233225426,2.5413988271476784,0.515079296574017,0.44379168232174787,0.44379168232174787,49.93405644595543,0.32473209447793167,0.006502867859479097,1.5745819650380557e-05,0.3353184291294623,0.2582941691080721,1.0025138596021193,1.1823614303683556,0.9091697706736316,271944.25089396135,271944.25089396135,4179.564035611583,4179.564035611583,970850.7827926122,970850.7827926122,8,1.0
2025-07-03 00:00:00+00:00,1,0,0,7646154613,2535853,132.0,16.176829894383747,933049,17338,0.1502489447593689,0.0215458497355408,77.66145324707031,925328.0,18530.0,2849511.0,77.47164154052734,0.156281366944313,14.570063551266989,411083.0,26655.0,3258566.0,75.6064682006836,0.2280017137527465,15.80146058400472,799087.5714285715,19976.0,2918170.8571428573,76.62720053536552,0.16772631662232534,16.43178894406273,644802.0,22340.6,2795055.3,76.29414367675781,0.19205505400896067,16.381424669424693,126.9733849368619,0.8344068265523141,-34.954042393547184,-6.432811656772797,-22.178866409334663,-11.007432503331271,-34.10183533870082,-3.859975314327524,2.718001640986767,0.24500798326787532,0.42752721853458153,0.42752721853458153,53.81215756387335,0.3679427127902474,0.006837144409733368,1.7337580938195966e-05,0.37370463779994495,0.2707175514914785,1.004365431507021,1.2392758884565673,0.8733241490978924,275670.40556553524,275670.40556553524,4314.790047679673,4314.790047679673,919846.6577761814,919846.6577761814,9,1.0
