timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,session_session_length,ccu_playing,platform_platform_share,ratings_like_ratio,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2022-02-13 00:00:00+00:00,0,1,0,3317679266,216154,0.0,2511,0.0452786684036254,87.11579132080078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2511.0,216154.0,87.11579132080078,0.0452786684036254,0.0,0.0,2511.0,216154.0,87.11579132080078,0.0452786684036254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011616663967985935,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2022-02-14 00:00:00+00:00,0,0,0,3317679266,136447,0.0,2045,0.0648387148976326,88.59302520751953,0.0,0.0,0.0,0.0,2511.0,216154.0,87.11579132080078,0.0452786684036254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2278.0,176300.5,87.85440826416016,0.055058691650629,0.0,0.0,2278.0,176300.5,87.85440826416016,0.055058691650629,0.0,0.0,0.0,0.0,-18.55834328952608,0.0,-36.875098309538565,0.0,43.199252945435674,0.0,1.6957131012893978,0.0,0.0,0.0,0.0,0.014987394465290807,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,329.51176003293114,329.51176003293114,56361.360208036145,56361.360208036145,0,0.0
2022-02-15 00:00:00+00:00,0,0,0,3317679266,205960,0.0,2642,0.0720040500164032,89.5162353515625,0.0,0.0,0.0,0.0,2045.0,136447.0,88.59302520751953,0.0648387148976326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2399.3333333333335,186187.0,88.40835062662761,0.0607071444392204,0.0,0.0,2399.3333333333335,186187.0,88.40835062662761,0.0607071444392204,0.0,0.0,0.0,0.0,29.193154034229817,0.0,50.94505558934972,0.0,11.051013472557614,0.0,1.0420799401312353,0.0,0.0,0.0,0.0,0.012827671258150816,0.0,1.2002220153808634,0.0,1.0,0.0,1.0,0.0,0.0,313.7743350456396,313.7743350456396,43376.60785492568,43376.60785492568,0,0.0
2022-02-16 00:00:00+00:00,0,0,0,3317679266,462876,0.0,8153,0.2198190987110138,90.26004028320312,0.0,0.0,0.0,0.0,2642.0,205960.0,89.5162353515625,0.0720040500164032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3837.75,255359.25,88.87127304077148,0.10048513300716874,0.0,0.0,3837.75,255359.25,88.87127304077148,0.10048513300716874,0.0,0.0,0.0,0.0,208.59197577592732,0.0,124.74072635463199,0.0,205.28713129461042,0.0,0.8309162340433884,0.0,0.0,0.0,0.0,0.017613750521196774,0.0,1.035595703124992,0.0,1.0,0.0,1.0,0.0,0.0,2888.2185253197167,2888.2185253197167,142806.00157643936,142806.00157643936,0,0.0
2022-02-17 00:00:00+00:00,0,0,0,3317679266,895949,0.0,10249,0.2679637670516968,91.07605743408205,0.0,0.0,0.0,0.0,8153.0,462876.0,90.26004028320312,0.2198190987110138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5120.0,383477.2,89.31222991943359,0.13398085981607435,0.0,0.0,5120.0,383477.2,89.31222991943359,0.13398085981607435,0.0,0.0,0.0,0.0,25.708328222740096,0.0,93.56134256258694,0.0,21.901949659058783,0.0,0.9040735505086772,0.0,0.0,0.0,0.0,0.011439254422679837,0.0,0.9587547302246093,0.9587547302246093,1.0,0.0,1.0,0.0,0.0,3804.888960272034,3804.888960272034,312035.592722529,312035.592722529,0,0.0
2022-02-18 00:00:00+00:00,0,0,0,3317679266,1121466,0.0,12272,0.2685131728649139,90.90548706054688,0.0,0.0,0.0,0.0,10249.0,895949.0,91.07605743408205,0.2679637670516968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6312.0,506475.3333333333,89.57777277628581,0.15640291199088094,0.0,0.0,6312.0,506475.3333333333,89.57777277628581,0.15640291199088094,0.0,0.0,0.0,0.0,19.738511074251154,0.0,25.170740745287958,0.0,0.2050298886532298,0.0,-0.1872834401715595,0.0,0.0,0.0,0.0,0.010942809730469108,0.0,0.775468008858827,0.775468008858827,1.0,0.0,1.0,0.0,0.0,4484.07493246935,4484.07493246935,410687.4891221629,410687.4891221629,0,0.0
2022-02-19 00:00:00+00:00,0,1,0,3317679266,1433860,0.0,13930,0.2478306740522384,90.70657348632812,0.0,0.0,0.0,0.0,12272.0,1121466.0,90.90548706054688,0.2685131728649139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.285714285715,638958.8571428572,89.73903002057757,0.16946402085678916,0.0,0.0,7400.285714285715,638958.8571428572,89.73903002057757,0.16946402085678916,0.0,0.0,0.0,0.0,13.510430247718386,0.0,27.855860097408215,0.0,-7.702601176695579,0.0,-0.21881360592267418,0.0,0.0,0.0,0.0,0.009715028165212667,0.0,0.6056104387555855,0.6056104387555855,1.0,0.0,1.0,0.0,0.0,5004.6312456325795,5004.6312456325795,513241.36622204975,513241.36622204975,0,0.0
2022-02-20 00:00:00+00:00,0,1,0,3317679266,1307315,0.0,13781,0.2481580823659896,90.80520629882812,0.0,0.0,0.0,0.0,13930.0,1433860.0,90.70657348632812,0.2478306740522384,0.0,0.0,2511.0,216154.0,87.11579132080078,0.0452786684036254,0.0,0.0,9010.285714285714,794839.0,90.2660893031529,0.19844679427998405,0.0,0.0,8197.875,722503.375,89.87230205535889,0.17930077854543922,0.0,0.0,0.0,448.8251692552768,-1.0696338837042352,504.8072207777788,-8.825478080147297,448.06841966695276,0.13210968133918755,4.2350702692250275,0.10873832921807214,0.0,0.0,0.0,0.0,0.010541445220589361,0.0,0.3450952257428874,0.4925883156912693,1.004381630811587,0.0,1.1067815538218244,0.0,0.0,5153.394566067247,5153.394566067247,530681.8581506889,530681.8581506889,0,0.0
2022-02-21 00:00:00+00:00,0,0,1,3317679266,1145262,0.0,13138,0.2594272792339325,90.72209930419922,0.0,0.0,0.0,0.0,13781.0,1307315.0,90.80520629882812,0.2481580823659896,0.0,0.0,2045.0,136447.0,88.59302520751953,0.0648387148976326,0.0,0.0,10595.0,938955.4285714285,90.57024274553571,0.22624516061374114,0.0,0.0,8746.777777777777,769476.5555555555,89.9667239718967,0.1882037230663829,0.0,0.0,0.0,542.4449877750611,-4.665844278354259,739.345680007622,-12.395864806875156,300.1116919783442,4.54113634361617,2.4032073537308074,-0.09152227941139346,0.0,0.0,0.0,0.0,0.011471600846268498,0.0,0.154944283621653,0.4014649709065755,1.0067082444152078,0.0,1.2021290382971879,0.0,0.0,5094.059230559107,5094.059230559107,516021.9447586777,516021.9447586777,0,0.0
2022-02-22 00:00:00+00:00,0,0,0,3317679266,1096148,0.0,11505,0.286862313747406,90.73843383789062,0.0,0.0,0.0,0.0,13138.0,1145262.0,90.72209930419922,0.2594272792339325,0.0,0.0,2642.0,205960.0,89.5162353515625,0.0720040500164032,0.0,0.0,11861.142857142857,1066125.142857143,90.74484252929688,0.25693919828959866,0.0,0.0,9022.6,802143.7,90.0438949584961,0.1980695821344852,0.0,0.0,0.0,335.46555639666923,-12.42959354544071,432.2140221402214,-4.288451026926587,298.39747025626485,10.575231176338473,1.365337227965524,0.018005021727551807,0.0,0.0,0.0,0.0,0.010495835876327032,0.0,0.022392272949217567,0.33406778971354584,1.007784509667467,0.0,1.297216844306473,0.0,0.0,4881.285422691218,4881.285422691218,497356.5666081361,497356.5666081361,0,0.0
