timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,platform_platform_share,session_session_length,ccu_playing,ratings_like_ratio,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-04-04 00:00:00+00:00,0,0,0,2494294834,9303,0.0026970554608851,22.4938584168752,209,80.23942565917969,78872.0,0.0057467702688104,0.0,79322.0,206.0,8942.0,80.23754119873047,0.0026183910667896,24.02064983050029,86870.0,265.0,9161.0,80.2363052368164,0.0029058833606541,25.286551102347996,94198.42857142857,221.57142857142858,11135.857142857143,80.23626926967076,0.0029232896465275424,22.841661124002368,83683.8,197.36666666666667,9858.633333333333,80.26268361409505,0.0025964361887114333,25.282283726207613,-9.206860826522389,-0.5673079347469856,-21.13207547169811,1.4563106796116498,1.5500491212749656,4.037128159248482,-7.18638272260157,3.004302722127372,0.003889040446303227,0.002348601940016515,0.21277755677029286,0.5299671074048649,375.5809523809524,8.477214101461737,0.022463456577815993,0.0002851908564004818,0.0009021759033214766,-0.002250812263191972,0.9996709013051284,1.1256471213237038,1.1258854191130039,19239.361881566794,44349.66142264723,26.880382159764125,77.55597904131966,2605.4256660091437,8574.680613267199,12,0.3366411855342288
2025-04-05 00:00:00+00:00,0,1,0,2494294834,11489,0.0024876962415874,23.547863880793255,203,80.2416763305664,102656.0,0.007474002246893,0.0,78872.0,209.0,9303.0,80.23942565917969,0.0026970554608851,22.4938584168752,127719.0,281.0,16024.0,80.23729705810547,0.0030868381727486,20.848238547643025,90618.0,210.42857142857142,10488.0,80.23689488002232,0.0028376979420759426,23.22732188588097,85756.0,200.6,10108.133333333333,80.26113052368164,0.0026224032665292034,25.150578611631065,-19.623548571473314,30.15518815295668,-27.75800711743772,-2.8708133971291905,-28.30129805292062,23.497796409760284,-19.409567253981074,-7.762510720821214,0.005457901277217125,0.0028049445372158033,0.20834487860535159,0.5096970800051177,503.2156862745098,8.93437771975631,0.017667536988685815,0.0002293839083627347,0.0016283307756731387,-0.0022098918910541557,0.9996980400911226,1.056695741405849,1.0820982334390108,18722.91251586992,43709.582792918874,27.207889127406585,75.61317163125796,2628.307750600835,8507.082520822994,12,0.4381559684324195
2025-04-06 00:00:00+00:00,0,1,0,2494294834,12816,0.0031712583731859,24.113547046979267,263,80.24554443359375,105409.0,0.0076679701229585,0.0,102656.0,203.0,11489.0,80.2416763305664,0.0024876962415874,23.547863880793255,126276.0,240.0,14977.0,80.23357391357422,0.0033629089593887,22.86201508839925,87637.0,213.71428571428572,10179.285714285714,80.23860495431083,0.0028103192869041137,23.406112165678117,87788.63333333333,205.46666666666667,10378.966666666667,80.2596809387207,0.0026797066171032296,25.11070200357722,-16.524913681142895,2.6817721321695798,9.583333333333343,29.556650246305427,-14.428790812579283,11.550178431543223,-5.698952559145043,27.477716940325415,0.014919589687512058,0.004820566075180999,0.20706293855562438,0.4913576240577778,399.2765151515151,8.224155418584692,0.02051962237653117,0.00022875957733591942,0.002080644880022485,-0.002118023457595497,0.9997374025891534,0.9982727452566942,1.0487414066029648,18576.178245801144,43135.6142939461,29.555684081720766,74.74034747196472,2735.257129765747,8457.866823599628,12,0.44990631308927787
2025-04-07 00:00:00+00:00,0,0,0,2494294834,13295,0.0031896613072603,19.39113374551137,230,80.24066162109375,96152.0,0.0069874127422799,0.0,105409.0,263.0,12816.0,80.24554443359375,0.0031712583731859,24.113547046979267,88228.0,222.0,10050.0,80.23027038574219,0.0030963749159127,23.25981116294861,88769.0,214.85714285714286,10642.857142857143,80.2400894165039,0.0028236459142394854,22.853443963187082,88963.96666666666,209.2,10616.0,80.25824279785157,0.0027425529745717433,24.896559152542416,8.981275785464927,-8.781982563158742,3.603603603603611,-12.547528517110262,32.28855721393036,3.7375156054931358,3.012761499526051,0.5803038386907655,0.012951764093038776,-0.006084839394471242,0.1985536925162925,0.48173381856646674,416.24242424242425,7.231648616125151,0.017298435619735257,0.00020166956564549593,0.0011103493826817355,-0.002074350053661322,0.9997738128731103,0.9978084760159451,1.0295684132338063,18117.825888419175,42856.95137715319,29.041084955363463,72.99759089081095,2751.7816176849597,8435.863069309393,12,0.4103956191232271
2025-04-08 00:00:00+00:00,0,0,0,2494294834,14259,0.0035970564931631,18.53251640001933,235,80.22745513916016,99417.0,0.0072176599807958,0.0,96152.0,230.0,13295.0,80.24066162109375,0.0031896613072603,19.39113374551137,80595.0,180.0,9325.0,80.23456573486328,0.0026402433868497,23.138848702112835,91457.85714285714,222.71428571428572,11347.714285714286,80.23907361711774,0.002960333500855686,22.195396491459437,90428.1,212.73333333333332,10901.466666666667,80.2562469482422,0.002807319280691407,24.666315255104372,23.353806067373917,3.395665196771769,30.555555555555557,2.1739130434782705,52.911528150134046,7.250846182775472,36.239579694774115,12.772365046266444,-0.008862259847730591,-0.016458590528523054,0.1909715268999685,0.46912554226650516,421.25847457627117,6.971739130434782,0.016479663394109396,0.00018641007061115017,-0.001032420567102951,-0.0020723743884263224,0.9997860187614364,1.0113875791137614,1.0545054569377634,17734.502641448824,42422.131448629756,28.083470559767786,71.53245385154298,2784.00908249755,8408.452761577384,12,0.4243312803308706
2025-04-09 00:00:00+00:00,0,0,0,2494294834,14284,0.0035847339313477,19.651631951332092,222,80.2154541015625,102922.0,0.0074644956715371,0.0,99417.0,235.0,14259.0,80.22745513916016,0.0035970564931631,18.53251640001933,78377.0,213.0,9330.0,80.2412109375,0.0029612155631184,23.268206119537354,94964.28571428571,224.0,12055.42857142857,80.23539406912667,0.0030494075534598713,21.678743038858688,92640.1,216.66666666666666,11246.8,80.2539187113444,0.00287815929623317,24.50399181333403,31.31658522270564,3.5255539797016677,4.225352112676051,-5.531914893617018,53.09753483386923,0.17532786310401338,21.056162745973307,-0.3425734858160112,-0.03209926126059859,-0.01495876639342475,0.1840116082869745,0.4450545595937546,461.5336322869955,7.204900245012251,0.015540777038851943,0.00019093528124259973,-0.00325775146483551,-0.0021351798357757846,0.9997691746083534,1.0250883333921887,1.059499228361274,17409.456553207412,41229.89890622139,27.29740558456752,68.52854091209271,2750.0941931920884,8324.328894561277,12,0.4392913086716946
2025-04-10 00:00:00+00:00,0,0,0,2494294834,15850,0.0046146973036229,18.021915078163147,301,80.21057891845703,104672.0,0.0075830417042967,0.0,102922.0,222.0,14284.0,80.2154541015625,0.0035847339313477,19.651631951332092,79322.0,206.0,8942.0,80.23754119873047,0.0026183910667896,24.02064983050029,98585.71428571429,237.57142857142858,13042.285714285714,80.2315423148019,0.003334594158721771,20.821780931381955,94927.56666666667,223.13333333333333,11663.533333333333,80.25146840413412,0.002981272235047033,24.164781304404674,31.958346990746577,1.7003167447193102,46.116504854368934,35.58558558558558,77.25341087005144,10.963315597871738,76.24171431660756,28.731933582807923,-0.033603073911070425,-0.006077610804644529,0.16777798656760795,0.4199291275500199,346.5960264900662,6.603495047631064,0.018989338212100183,0.0001721734838799227,-0.005609784807478626,-0.0022067264136794774,0.9997517043646869,1.0385361992043156,1.1185138074682281,16268.31683226446,39862.85025077968,33.47263931060134,66.95841907525596,2710.183742402475,8227.63950618149,12,0.446760652351136
2025-04-11 00:00:00+00:00,0,0,0,2494294834,17052,0.0037649779114872,18.971372723579407,289,80.2155532836914,116285.0,0.0084145219381761,0.0,104672.0,301.0,15850.0,80.21057891845703,0.0046146973036229,18.021915078163147,78872.0,209.0,9303.0,80.23942565917969,0.0026970554608851,22.4938584168752,103930.42857142857,249.0,14149.285714285714,80.22813197544643,0.0034871545088077855,20.318568689482554,97736.2,229.86666666666667,12126.2,80.24910481770833,0.00306189850283162,23.870808360515902,47.43508469418805,11.094657597065115,38.27751196172249,-3.9867109634551534,83.29571106094808,7.583596214511035,39.59586542026974,-18.413328897403602,-0.0297514286676015,0.006201632379987387,0.16914886109307267,0.39097396813223106,400.98275862068965,6.81903477394007,0.016947164721749838,0.00016314408203549357,-0.0061967032296349036,-0.0021971094727642297,0.9997386532558894,1.0633770145701242,1.1388863822830482,16756.63526769319,38212.30994416536,35.743592371282844,62.825831132356626,2872.3572928141584,8123.264005099917,12,0.496327217007909
2025-04-12 00:00:00+00:00,0,1,0,2494294834,23325,0.0038341456092894,18.75129274527232,337,80.22238159179688,148927.0,0.0107612206738253,0.0,116285.0,289.0,17052.0,80.2155532836914,0.0037649779114872,18.971372723579407,102656.0,203.0,11489.0,80.2416763305664,0.0024876962415874,23.547863880793255,110540.57142857143,268.14285714285717,15840.142857142857,80.22537558419364,0.0036795044184795003,19.63334424155099,101591.86666666667,238.13333333333333,12794.933333333332,80.2468635559082,0.0031492379338790596,23.579263897941043,45.07383884039899,28.070688394891864,66.00985221674878,16.608996539792397,103.0202802680825,36.7874736101337,54.12434786824416,1.8371342257059275,-0.02404578225664311,0.00851244905251125,0.20043384826249602,0.3672225909195636,440.61242603550295,6.38459230043728,0.014447397753579696,0.0001259084439814697,-0.004877907889228422,-0.0020901061536468656,0.9997322266470939,1.088084854186865,1.168379301829153,20159.493291207375,37306.82849368818,43.536772382097716,59.89918733737782,3981.9634017614085,8193.933424242583,12,0.6356496835132378
2025-04-13 00:00:00+00:00,0,1,0,2494294834,26942,0.0047110384330153,17.081350127855938,371,80.22640228271484,167234.0,0.0120616281830434,0.0,148927.0,337.0,23325.0,80.22238159179688,0.0038341456092894,18.75129274527232,105409.0,263.0,12816.0,80.24554443359375,0.0031712583731859,24.113547046979267,119372.71428571429,283.57142857142856,17858.14285714286,80.22264099121094,0.0038994729984551282,18.628744681676228,105916.4,246.9,13567.066666666668,80.2446907043457,0.0032557819504290433,23.24838934759849,58.652486979290195,12.292599730069087,41.064638783269956,10.089020771513347,110.22159800249689,15.506966773847797,48.554229224864784,22.870618726669022,-0.023854471938622446,0.00501193163078284,0.2534436110843751,0.35065388558184224,449.5537634408602,6.206955424414505,0.013769810340348142,0.000102139804035375,-0.001886640276229318,-0.0019136711010274083,0.9997252190401481,1.1270465601711754,1.1977070509716599,26232.64475905809,37139.997206840635,55.99671301185378,59.44069777285808,5423.930074268076,8403.662001168617,12,0.7137875547929712
