timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,daily_Estimated Revenue,visits_visits_gained,daily_rpv,sort_sort_position,ratings_like_ratio,ccu_playing,platform_platform_share,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-30 00:00:00+00:00,1,1,0,8348146089,15.430415153503418,362482,84470,0.0453322812093819,410,97.1886215209961,5161,0.0329682566225528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362482.0,5161.0,84470.0,97.1886215209961,0.0329682566225528,15.430415153503418,362482.0,5161.0,84470.0,97.1886215209961,0.0329682566225528,15.430415153503418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.22123208058892,4.291200530359531,0.06109789158409395,4.25686588157332e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-31 00:00:00+00:00,1,1,0,8348146089,18.05609385172526,149303,840406,0.0175803465709323,398,97.17732238769533,5216,0.0386396646499633,362482.0,5161.0,84470.0,97.1886215209961,0.0329682566225528,15.430415153503418,0.0,0.0,0.0,0.0,0.0,0.0,255892.5,5188.5,462438.0,97.1829719543457,0.035803960636258056,16.74325450261434,255892.5,5188.5,462438.0,97.1829719543457,0.035803960636258056,16.74325450261434,0.0,-58.81092026638564,0.0,1.0656849447781447,0.0,894.9165384160058,0.0,17.202632496893465,0.0,-0.011625983704610654,0.5890767275577322,0.5890767275577322,28.618554724937702,0.1776555883042383,0.006206516604454746,0.00012093509786559812,0.0,0.0,1.0,1.0,1.0,150740.316506567,150740.316506567,38.890872965260115,38.890872965260115,534527.471743034,534527.471743034,1,0.4118907973361436
2025-09-01 00:00:00+00:00,0,0,1,8348146089,17.835841099421184,177464,684013,0.0192333896834317,309,97.14403533935548,4429,0.034474529325962,149303.0,5216.0,840406.0,97.17732238769533,0.0386396646499633,18.05609385172526,0.0,0.0,0.0,0.0,0.0,0.0,229749.66666666666,4935.333333333333,536296.3333333334,97.1699930826823,0.03536081686615936,17.10745003488329,229749.66666666666,4935.333333333333,536296.3333333334,97.1699930826823,0.03536081686615936,17.10745003488329,0.0,18.86164377139106,0.0,-15.088190184049077,0.0,-18.609219829463374,0.0,-10.779429277487951,0.0,-0.0342539262473629,0.5040648965463602,0.5040648965463602,40.05959367945824,0.259444982120249,0.006475013669310862,0.00010050342940535421,-0.02229309082030153,0.0,1.0,1.0,1.0,115808.74195989408,115808.74195989408,439.359002790808,439.359002790808,399030.03550150624,399030.03550150624,1,0.4895801722568293
2025-09-02 00:00:00+00:00,0,0,0,8348146089,14.37845003604889,195515,528130,0.0198737061281808,257,97.11660766601562,3440,0.0296614225953817,177464.0,4429.0,684013.0,97.14403533935548,0.034474529325962,17.835841099421184,0.0,0.0,0.0,0.0,0.0,0.0,221191.0,4561.5,534254.75,97.15664672851562,0.03393596829846495,16.42520003517469,221191.0,4561.5,534254.75,97.15664672851562,0.03393596829846495,16.42520003517469,0.0,10.1716404453861,0.0,-22.330097087378643,0.0,-22.78947914732615,0.0,-13.961341386481685,0.0,-0.028234027178353216,0.4344403333135275,0.4344403333135275,56.81923859343214,0.3702017113178359,0.006513535467526049,7.354104030385692e-05,-0.024932861328143523,0.0,1.0,1.0,1.0,96094.29176595245,96094.29176595245,829.2745825921189,829.2745825921189,325832.24477980996,325832.24477980996,1,0.5393785070706959
2025-09-03 00:00:00+00:00,0,0,0,8348146089,13.61414666970571,203969,503881,0.0197030295980948,242,97.06695556640624,3679,0.0329142399132251,195515.0,3440.0,528130.0,97.11660766601562,0.0296614225953817,14.37845003604889,0.0,0.0,0.0,0.0,0.0,0.0,217746.6,4385.0,528180.0,97.13870849609376,0.033731622621416976,15.862989362080892,217746.6,4385.0,528180.0,97.13870849609376,0.033731622621416976,15.862989362080892,0.0,4.323964913178013,0.0,6.9476744186046435,0.0,-4.591483157555909,0.0,10.966491264481238,0.0,-0.051126270575829746,0.3838210972736152,0.3838210972736152,55.426358695652176,0.4047951702978078,0.007301312608904466,6.674582864982943e-05,-0.03040466308594486,-0.03040466308594486,1.0,1.0,1.0,83575.73893959897,83575.73893959897,819.4714760136559,819.4714760136559,282505.75523606595,282505.75523606595,1,0.5627010444656563
2025-09-04 00:00:00+00:00,0,0,0,8348146089,16.23748056093852,210538,493106,0.0194158666451727,231,97.06998443603516,4021,0.0349623821675777,203969.0,3679.0,503881.0,97.06695556640624,0.0329142399132251,13.61414666970571,0.0,0.0,0.0,0.0,0.0,0.0,216545.16666666666,4324.333333333333,522334.3333333333,97.12725448608398,0.033936749212443766,15.925404561890497,216545.16666666666,4324.333333333333,522334.3333333333,97.12725448608398,0.033936749212443766,15.925404561890497,0.0,3.220587442209366,0.0,9.29600434900788,0.0,-2.1384017258043064,0.0,6.222663077598978,0.0,0.003120392116184867,0.34547212968585933,0.34547212968585933,52.34659373446047,0.4269620995037588,0.00815441678986508,7.712338598045264e-05,-0.027191816057474054,-0.027191816057474054,1.0,1.0,1.0,74810.31990151269,74810.31990151269,747.8699530444223,747.8699530444223,253086.2151636605,253086.2151636605,1,0.5808233236408981
2025-09-05 00:00:00+00:00,0,0,0,8348146089,33.16505013341489,217202,541537,0.0190689833292854,226,97.03888702392578,4431,0.0301243495196104,210538.0,4021.0,493106.0,97.06998443603516,0.0349623821675777,16.23748056093852,0.0,0.0,0.0,0.0,0.0,0.0,216639.0,4339.571428571428,525077.5714285715,97.11463056291852,0.033392120684896144,18.38821107210827,216639.0,4339.571428571428,525077.5714285715,97.11463056291852,0.033392120684896144,18.38821107210827,0.0,3.1652243300496874,0.0,10.196468540164139,0.0,9.821620503502281,0.0,-13.837823248937086,0.0,-0.032036074065577846,0.31523694940849567,0.31523694940849567,49.0076714801444,0.40108358046896064,0.008182251291691442,0.00015269149198406508,-0.02646282741001209,-0.02646282741001209,1.0,1.0,1.0,68292.6174829071,68292.6174829071,683.898105749401,683.898105749401,231149.0235215204,231149.0235215204,1,0.5992076847953829
2025-09-06 00:00:00+00:00,0,1,0,8348146089,40.72416481971741,281871,664084,0.0234052868014491,221,97.0320053100586,4657,0.0295378100126981,217202.0,4431.0,541537.0,97.03888702392578,0.0301243495196104,33.16505013341489,362482.0,5161.0,84470.0,97.1886215209961,0.0329682566225528,15.430415153503418,205123.14285714287,4267.571428571428,607879.5714285715,97.09225681849888,0.03290205688348833,22.00160388156741,224793.0,4379.25,542453.375,97.10430240631104,0.03291033185087139,21.18020529055941,-22.23862150396434,29.77366690914449,-9.765549312148813,5.100428797111256,686.1773410678347,22.629478687513505,-10.405301830573643,-1.9470611524092019,-0.16114665326708577,-0.007091707333262143,0.29939396737992596,0.29939396737992596,60.51331043366252,0.42445018333496465,0.0070126565123440525,0.00014447751042926367,-0.024745396205352894,-0.02452732267833819,0.9998759520689232,0.912497910776327,0.9997485601962157,67301.6681092357,67301.6681092357,643.0358243741723,643.0358243741723,219573.17857147794,219573.17857147794,1,0.7776137849603566
2025-09-07 00:00:00+00:00,0,1,0,8348146089,23.936867396036785,377903,645245,0.0298038544240556,214,97.02481079101562,3221,0.0259946007281541,281871.0,4657.0,664084.0,97.0320053100586,0.0295378100126981,40.72416481971741,149303.0,5216.0,840406.0,97.17732238769533,0.0386396646499633,18.05609385172526,237780.2857142857,3982.5714285714284,579999.4285714285,97.07046944754464,0.03109561918037273,22.84171438789763,241805.22222222222,4250.555555555556,553874.6666666666,97.09547000461154,0.032141917281680574,21.486501080056897,153.11145790774466,34.06948568671484,-38.247699386503065,-30.835301696371054,-23.222228303938806,-2.836839917841716,-32.72560472861456,-11.995504348564767,-0.15694155069558846,-0.00741458348715307,0.3351607059896199,0.3351607059896199,117.28833022967102,0.5856727511677716,0.0049918945642437144,6.334113265812689e-05,-0.019819532121929363,-0.022468566894535667,0.9997425157212204,0.9833546336553578,0.967447551677193,81043.60899197693,81043.60899197693,714.7506752552093,714.7506752552093,208230.2722576619,208230.2722576619,2,1.0
2025-09-08 00:00:00+00:00,0,0,0,8348146089,26.69903095908787,421740,371018,0.031948161256091,195,97.011474609375,2777,0.0261118784546852,377903.0,3221.0,645245.0,97.02481079101562,0.0259946007281541,23.936867396036785,177464.0,4429.0,684013.0,97.14403533935548,0.034474529325962,17.835841099421184,272676.85714285716,3746.5714285714284,535285.8571428572,97.05153220040458,0.02990095477019033,24.10788436785001,259798.7,4103.2,535589.0,97.08707046508789,0.03153891339898104,22.007754067959993,137.64819907136095,11.600066683778643,-37.299616166177465,-13.784538963054949,-45.758633242350655,-42.49967066773086,-24.25747656249819,0.45116186918032763,-0.1364579199509275,-0.01374512511995718,0.36669812252785217,0.36669812252785217,151.81425485961122,1.136707284532598,0.007484791883973597,6.330669998669295e-05,-0.015630994524273707,-0.020922342936200614,0.9996339547118575,1.0495697520536367,0.9480654704849905,95267.6955251767,95267.6955251767,819.2935710449311,819.2935710449311,204660.06361932625,204660.06361932625,3,1.0
