timestamp,isSummer,isWeekend,isHoliday,universe_id,sort_sort_position,daily_Estimated Revenue,session_session_length,visits_visits_gained,platform_platform_share,daily_rpv,ratings_like_ratio,ccu_playing,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-22 00:00:00+00:00,1,0,0,7964539330,484,100628,12.590338349342346,1327445,0.0759264230728149,0.007816690531376,92.9805145263672,11315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100628.0,11315.0,1327445.0,92.9805145263672,0.0759264230728149,12.590338349342346,100628.0,11315.0,1327445.0,92.9805145263672,0.0759264230728149,12.590338349342346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.892541534110993,0.0758057201573548,0.008523887224037739,0.00012511640132906366,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-08-23 00:00:00+00:00,1,1,0,7964539330,455,145505,11.769616802533468,1877985,0.0749039873480796,0.0100333147489452,92.91622924804688,11775,100628.0,11315.0,1327445.0,92.9805145263672,0.0759264230728149,12.590338349342346,0.0,0.0,0.0,0.0,0.0,0.0,123066.5,11545.0,1602715.0,92.94837188720703,0.07541520521044726,12.179977575937908,123066.5,11545.0,1602715.0,92.94837188720703,0.07541520521044726,12.179977575937908,0.0,44.59693127161426,0.0,4.0653999116217365,0.0,41.47365804232943,0.0,-1.3466138445041298,0.0,-0.0691384411538154,0.2578510887959656,0.2578510887959656,12.356063179347826,0.0774792783332783,0.006270014792442542,8.088750156373942e-05,0.0,0.0,1.0,1.0,1.0,31732.831019308695,31732.831019308695,325.2691193458119,325.2691193458119,389290.5673144419,389290.5673144419,2,1.0
2025-08-24 00:00:00+00:00,1,1,0,7964539330,431,148171,11.445954084396362,2011593,0.0831986963748931,0.0090211146718606,92.98110961914062,12084,145505.0,11775.0,1877985.0,92.91622924804688,0.0749039873480796,11.769616802533468,0.0,0.0,0.0,0.0,0.0,0.0,131434.66666666666,11724.666666666666,1739007.6666666667,92.95928446451823,0.07800970226526253,11.935303078757393,131434.66666666666,11724.666666666666,1739007.6666666667,92.95928446451823,0.07800970226526253,11.935303078757393,0.0,1.8322394419435728,0.0,2.624203821656046,0.0,7.114433821356392,0.0,11.073788352905577,0.0,0.06982673707145448,0.20323889185722557,0.20323889185722557,12.260736450144808,0.0736585016658431,0.006007176398418369,7.724775318141323e-05,0.00029754638670859433,0.0,1.0,1.0,1.0,26712.636004957156,26712.636004957156,386.9629611905169,386.9629611905169,362630.17781388975,362630.17781388975,3,1.0
2025-08-25 00:00:00+00:00,1,0,0,7964539330,391,157290,11.49743648370107,1617200,0.0830765813589096,0.0086441726114416,93.1111831665039,10828,148171.0,12084.0,2011593.0,92.98110961914062,0.0831986963748931,11.445954084396362,0.0,0.0,0.0,0.0,0.0,0.0,137898.5,11500.5,1708555.75,92.99725914001465,0.0792764220386743,11.825836429993313,137898.5,11500.5,1708555.75,92.99725914001465,0.0792764220386743,11.825836429993313,0.0,6.154375687550195,0.0,-10.393909301555782,0.0,-19.60600379897922,0.0,-0.14677515550634013,0.0,0.13989244470846707,0.18386118329259574,0.18386118329259574,14.524886877828054,0.09726063736047652,0.006695518986198994,7.309659474287194e-05,0.04568862915036615,0.0,1.0,1.0,1.0,25354.181384274012,25354.181384274012,548.4794131657693,548.4794131657693,302285.2529575059,302285.2529575059,4,1.0
2025-08-26 00:00:00+00:00,1,0,0,7964539330,358,166903,13.17934779326121,1663213,0.1031901538372039,0.0084054954941509,93.11335754394533,12766,157290.0,10828.0,1617200.0,93.1111831665039,0.0830765813589096,11.49743648370107,0.0,0.0,0.0,0.0,0.0,0.0,143699.4,11753.6,1699487.2,93.02047882080078,0.08405916839838022,12.096538702646892,143699.4,11753.6,1699487.2,93.02047882080078,0.08405916839838022,12.096538702646892,0.0,6.111640918049455,0.0,17.89804211304027,0.0,2.845226317091276,0.0,24.210881272785056,0.0,0.0023352484282535,0.17747124505203,0.17747124505203,13.07300070494243,0.10034968440621592,0.007675500566974545,7.896364253260084e-05,0.0460639953613327,0.0460639953613327,1.0,1.0,1.0,25502.511431229676,25502.511431229676,738.8641959115355,738.8641959115355,262570.8925456133,262570.8925456133,5,1.0
2025-08-27 00:00:00+00:00,1,0,0,7964539330,345,170457,12.350427031517029,1717954,0.094365082681179,0.0078941745296882,93.00650787353516,11438,166903.0,12766.0,1663213.0,93.11335754394533,0.1031901538372039,13.17934779326121,0.0,0.0,0.0,0.0,0.0,0.0,148159.0,11701.0,1702565.0,93.01815032958984,0.08577682077884669,12.138853424125246,148159.0,11701.0,1702565.0,93.01815032958984,0.08577682077884669,12.138853424125246,0.0,2.1293805383965525,0.0,-10.402631991226697,0.0,3.2912801908113964,0.0,-8.552241495780311,0.0,-0.1147522473988194,0.17070121013357883,0.17070121013357883,14.901389981641753,0.09922087598336395,0.006657915952396891,7.245437017633099e-05,0.02432643345425361,0.02432643345425361,1.0,1.0,1.0,25290.920592180908,25290.920592180908,673.3029036028286,673.3029036028286,234971.5216931618,234971.5216931618,6,1.0
2025-08-28 00:00:00+00:00,1,0,0,7964539330,329,174216,15.84705944856008,1707489,0.0980217233300209,0.0074768200627449,92.97483825683594,11781,170457.0,11438.0,1717954.0,93.00650787353516,0.094365082681179,12.350427031517029,0.0,0.0,0.0,0.0,0.0,0.0,151881.42857142858,11712.42857142857,1703268.4285714286,93.011962890625,0.08752609257187158,12.668597141901653,151881.42857142858,11712.42857142857,1703268.4285714286,93.011962890625,0.08752609257187158,12.668597141901653,0.0,2.205248244425273,0.0,2.998776009791926,0.0,-0.6091548434940641,0.0,3.874993318446185,0.0,-0.034050968500265455,0.16526192087914343,0.16526192087914343,14.786623663215074,0.10203046577139543,0.006899601168967315,9.096161366893058e-05,0.010563441685273104,0.010563441685273104,1.0,1.0,1.0,25100.216631582705,25100.216631582705,615.3819564960874,615.3819564960874,214506.74508731044,214506.74508731044,7,1.0
2025-08-29 00:00:00+00:00,1,0,0,7964539330,308,179937,11.030744075775146,1807968,0.0817348808050155,0.0071693295611703,92.97007751464844,11721,174216.0,11781.0,1707489.0,92.97483825683594,0.0980217233300209,15.84705944856008,100628.0,11315.0,1327445.0,92.9805145263672,0.0759264230728149,12.590338349342346,163211.2857142857,11770.42857142857,1771914.5714285714,93.01047188895089,0.08835587224790022,12.445797959963482,155388.375,11713.5,1716355.875,93.00672721862793,0.08680219110101456,12.46386550863584,78.81404777994196,3.2838545254167295,3.5881573133009326,-0.5092946269416809,36.19908922780228,5.884605991605207,7.6501137510852635,-16.61554395465038,-0.01122494511019978,-0.005120462994889774,0.16260368741363107,0.16260368741363107,15.350366831598704,0.09952438343799036,0.006482965139335907,6.130302701916852e-05,0.0015830993652361186,0.003551846458801734,1.0000402623598845,1.0503442468864592,1.0178991005547036,25266.722756212086,25266.722756212086,569.7410439338711,569.7410439338711,202015.0674553315,202015.0674553315,8,1.0
2025-08-30 00:00:00+00:00,1,1,0,7964539330,290,162248,12.694552699724833,2075222,0.078961431980133,0.0059939965512402,92.91172790527344,11948,179937.0,11721.0,1807968.0,92.97007751464844,0.0817348808050155,11.030744075775146,145505.0,11775.0,1877985.0,92.91622924804688,0.0749039873480796,11.769616802533468,165603.14285714287,11795.142857142857,1800091.2857142857,93.00982883998326,0.08893550719533642,12.577931659562248,156150.55555555556,11739.555555555555,1756229.888888889,92.99617173936632,0.08593099564313883,12.489497418756837,11.506821071440854,-9.830662954256209,1.4692144373672944,1.9366948212609758,10.502586548880855,14.782009416095864,5.416860671513279,-3.3932255085790786,-0.004844517270952142,-0.06276170885821664,0.1520660776118709,0.1520660776118709,13.57837475939409,0.07818340486781421,0.005757453536318747,7.824117683144323e-05,-0.022459847586494455,-0.0038469950358105062,1.0001468565894864,1.0605350859493052,1.0349642353112602,23745.202500247873,23745.202500247873,538.6457813607917,538.6457813607917,223647.6232751225,223647.6232751225,8,0.9016933704574379
2025-08-31 00:00:00+00:00,1,1,0,7964539330,270,197134,10.073415239651998,2113679,0.0849197059869766,0.0067617893900206,92.8967056274414,11391,162248.0,11948.0,2075222.0,92.91172790527344,0.078961431980133,12.694552699724833,148171.0,12084.0,2011593.0,92.98110961914062,0.0831986963748931,11.445954084396362,172597.85714285713,11696.142857142857,1814675.0,92.99777112688336,0.08918136571134837,12.381854681741626,160248.9,11704.7,1791974.8,92.98622512817383,0.08582986667752261,12.247889200846355,33.044927819883775,21.501651792317933,-5.734856007944389,-4.6618680950786695,5.074883438150768,1.853151132746289,2.0685535796482135,7.545802877970509,-0.0907754188403942,-0.016168333288713033,0.16142354676780254,0.16142354676780254,17.304599719101123,0.0932657734377957,0.0053891790621096855,5.1099070381474615e-05,-0.038682937622065705,-0.008223238858304146,1.0001241689152733,1.0770611039630047,1.0390481677714578,25867.94580363891,25867.94580363891,519.6640046970521,519.6640046970521,239243.93769251963,239243.93769251963,9,1.0
