timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,daily_rpv,visits_visits_gained,ratings_like_ratio,ccu_playing,daily_Estimated Revenue,platform_platform_share,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-01-04 00:00:00+00:00,0,1,0,6369934270,12.623488505681356,0.0054642728148803,1520610,85.851318359375,12521,666286.0,0.1336787492036819,231.0,631072.0,11508.0,1437236.0,85.83301544189453,0.1271639764308929,12.560882012049357,602960.0,10595.0,1407870.0,85.81977081298828,0.1167651340365409,12.392056266466776,633271.5714285715,11474.142857142857,1467642.7142857143,85.82632991245815,0.1273209835801805,12.388132271312532,527056.0333333333,10199.966666666667,1261301.4666666666,86.15727869669597,0.1298293717205524,12.005233989821539,10.502520896908575,5.580028903199641,18.178386031146765,8.802572123740005,8.007841633105329,5.8009958002721795,14.485158867584547,5.123127599213961,0.03676023145700036,0.021323866330735797,0.10271109915864392,0.20078153783515487,53.209231752116274,0.43816991985458476,0.008234190072280156,1.894602251834623e-05,0.004951749529164113,-0.027518255214669333,0.9961587832247711,1.2015260833340329,0.9806793477690781,60471.26967725786,105823.12089796331,1231.214704408449,1324.3013117745493,110383.13101505394,242170.45267285343,9,0.4277906009932552
2025-01-05 00:00:00+00:00,0,1,0,6369934270,12.50358780225118,0.0056838914899267,1621919,85.86178588867188,12664,701863.0,0.1459974199533462,82.0,666286.0,12521.0,1520610.0,85.851318359375,0.1336787492036819,12.623488505681356,638263.0,11064.0,1465324.0,85.8133544921875,0.1233196333050727,12.443920930226644,642357.2857142857,11702.714285714286,1490013.4285714286,85.83324868338448,0.13056066738707675,12.396656110173181,538549.0333333333,10315.233333333334,1285465.1333333333,86.14599355061848,0.13035933896899218,12.03747080564499,9.964544396275521,5.339598910978172,14.461315979754152,1.1420813034102695,10.686715020022874,6.662392066341805,18.389437302471002,9.215130170686114,0.056438064647368336,0.012192624990392531,0.11325196669406842,0.19579984632204583,55.41752862218713,0.4327358932623064,0.007808029989148663,1.7814829941771028e-05,0.0068969726562564115,-0.029127684053244715,0.9963695947502162,1.1927554334995911,1.001544411161309,67598.77225379388,105447.81796355301,1332.3749864041818,1383.9516556070334,126452.54163069374,240729.41146322343,9,0.45063290326515804
2025-01-06 00:00:00+00:00,0,0,0,6369934270,12.62579027811686,0.0046350772005107,1327167,85.85550689697266,11268,579221.0,0.1424328386783599,393.0,701863.0,12664.0,1621919.0,85.86178588867188,0.1459974199533462,12.50358780225118,633063.0,10900.0,1449950.0,85.81903839111328,0.12076086550951,12.64624273777008,634665.5714285715,11755.285714285714,1472473.0,85.83845846993583,0.13365666355405528,12.393734330222722,539063.2666666667,10359.766666666666,1283434.3666666667,86.13221867879231,0.13076064710815744,12.07023181385464,-8.50499871260838,-17.473780495623792,3.3761467889908303,-11.023373341756159,-8.468085106382983,-18.173040700552868,17.946189005363845,-2.441537169715302,0.04249465683030529,-0.007312906008449804,0.11275965346000963,0.19591886175591028,51.39950306149614,0.4364338199836042,0.008490258957419106,2.1797843103536917e-05,0.007251739501954129,-0.030155174246884603,0.9965894271230609,1.177348950806958,1.0221474618697965,67375.47963176516,105612.66161975608,1333.0617076802766,1392.6623395331696,128209.37234954178,240089.94713813404,9,0.37189029890754766
2025-01-07 00:00:00+00:00,0,0,0,6369934270,12.300301869710289,0.0041363953077109,1213215,85.85269165039062,10452,522266.0,0.1356914490461349,397.0,579221.0,11268.0,1327167.0,85.85550689697266,0.1424328386783599,12.62579027811686,632652.0,11290.0,1503755.0,85.82572937011719,0.1306130439043045,11.990050872166952,618896.1428571428,11635.57142857143,1430967.2857142857,85.8423102242606,0.1343821500028882,12.43805590130034,534493.5333333333,10316.166666666666,1270390.5666666667,86.1150899251302,0.12978443726897235,12.080302866299947,-17.448138945265324,-9.833034368574346,-7.422497785651016,-7.241746538871141,-19.320966513827052,-8.586108605774555,3.8881301514963162,-4.733030454759335,0.031415148430791184,-0.003279051843940728,0.10759606185306218,0.19301585511847683,49.96326413469817,0.4304806398860549,0.008615118824677552,2.355175010044726e-05,0.0069582802908759915,-0.030342466971765823,0.9968323820934663,1.157911376396714,1.035425763139746,64500.75722228199,103165.72639162943,823.7644527571684,1367.5622430097012,128147.96099806369,232555.30103414465,9,0.3353221980025746
2025-01-08 00:00:00+00:00,0,0,0,6369934270,12.58908987045288,0.0036346072537229,1082120,85.86258697509766,9252,463089.0,0.1250881850719452,395.0,522266.0,10452.0,1213215.0,85.85269165039062,0.1356914490461349,12.300301869710289,630273.0,11642.0,1523039.0,85.81932067871094,0.1285549402236938,12.01217782497406,595012.7142857143,11294.142857142857,1367978.857142857,85.84849112374442,0.13388689926692413,12.520471907797315,535956.7666666667,10319.5,1272916.5,86.0969233194987,0.12937220210830366,12.100899329450396,-26.525648409498736,-11.330816097544162,-20.52911870812575,-11.48105625717566,-28.949948097192525,-10.805586808603584,-2.696710951532655,-7.814246254076485,0.05041556615053011,0.011525934151634942,0.1046311949517917,0.18989575806897194,50.0474440721928,0.427945673358155,0.008549875660854932,2.7184974563158092e-05,0.005846568516325639,-0.029954309856002895,0.997114505534276,1.1101878944198067,1.034896964610999,62797.72248027233,101775.91649836178,886.7912058974681,1364.7457954530853,141914.35597603626,229985.74346156543,9,0.29732745641266
2025-01-09 00:00:00+00:00,0,0,0,6369934270,12.23488704363505,0.0033832178882251,1024336,85.85360717773438,10276,434586.0,0.1365326046943664,394.0,463089.0,9252.0,1082120.0,85.86258697509766,0.1250881850719452,12.58908987045288,601292.0,11394.0,1373585.0,85.8225326538086,0.1271556764841079,12.440163016319277,571197.5714285715,11134.42857142857,1318086.142857143,85.8529303414481,0.1352264604398182,12.491146768842425,537932.6666666666,10392.0,1276856.7666666666,86.0769546508789,0.1295641812185446,12.108889725473192,-27.724632957032526,-6.154972370321898,-9.812181850096547,11.067877215737143,-25.426093033922182,-5.339888367279045,7.374368545340126,9.149081198866927,0.03620788499814065,-0.010458335439955668,0.12642302375913259,0.1842042287150009,42.28724335895689,0.42426076574408617,0.010031854750926697,2.815290619285678e-05,0.0026863643101313287,-0.02907068509281119,0.9973973950363436,1.061838417376719,1.0437025045658463,75012.52321365841,99089.471963937,891.5866952600728,1299.0163918160833,170774.5886345565,224430.50639934815,9,0.2790270336210799
2025-01-10 00:00:00+00:00,0,0,0,6369934270,12.066516558329264,0.0037886533029277,1167948,85.85807037353516,10962,490779.0,0.1269717514514923,394.0,434586.0,10276.0,1024336.0,85.85360717773438,0.1365326046943664,12.23488704363505,631072.0,11508.0,1437236.0,85.83301544189453,0.1271639764308929,12.560882012049357,551155.7142857143,11056.42857142857,1279616.4285714286,85.85650961739677,0.13519899972847524,12.420523132596697,541528.0666666667,10465.366666666667,1285246.3,86.05647201538086,0.12911487147212025,12.115462092558543,-22.23090233760966,12.930237053195448,-4.744525547445255,6.675749318801083,-18.73651926336385,14.02000905952734,-0.15116307683650243,-7.002615429681747,0.02919031972909991,0.005198611855106172,0.13569531095297344,0.1757053707214294,44.76685213901305,0.4202058480293232,0.009385683792699853,2.458640645162652e-05,0.00039209638323091633,-0.027754601806367823,0.9976763816445048,1.01777866783214,1.0471218240547042,79746.82575656401,95149.3897097256,872.4378248572799,1265.4442175837198,179364.2658491491,214991.86187487232,9,0.31510589051078486
2025-01-11 00:00:00+00:00,0,1,0,6369934270,11.97559380531311,0.0049448189976079,1557854,85.8569564819336,12502,647255.0,0.1355523914098739,394.0,490779.0,10962.0,1167948.0,85.85807037353516,0.1269717514514923,12.066516558329264,666286.0,12521.0,1520610.0,85.851318359375,0.1336787492036819,12.623488505681356,548437.0,11053.714285714286,1284937.0,85.85731506347656,0.1354666629007884,12.327966746829803,550359.8666666667,10590.033333333333,1306492.7666666666,86.0349843343099,0.12902703657746312,12.111929429901972,-2.85628093641469,31.883189786034038,-0.15174506828528056,14.048531289910592,2.449280223068384,33.383849280961144,1.4016006413533955,6.757912575270497,0.006567310399341331,-0.0012973638898627904,0.13753563079008072,0.16735994862948173,51.7679756858354,0.4154783339912893,0.008025137127653088,1.8502097787140036e-05,-0.00030163356235836565,-0.02597204087440925,0.997934918310173,0.9965061648148278,1.0499091236545541,81263.51689073685,92108.19901306175,929.8484958715974,1276.029496019832,186424.87676391087,209113.65187029267,9,0.41557169960931106
2025-01-12 00:00:00+00:00,0,1,0,6369934270,12.392986337343851,0.0051621123919281,1645499,85.84075927734375,11591,684219.0,0.1413305699825287,394.0,647255.0,12502.0,1557854.0,85.8569564819336,0.1355523914098739,11.97559380531311,701863.0,12664.0,1621919.0,85.86178588867188,0.1459974199533462,12.50358780225118,545916.4285714285,10900.42857142857,1288305.5714285714,85.85431126185826,0.13479997004781447,12.31216653755733,557751.1666666666,10615.8,1324002.4333333333,86.01198603312174,0.12890715772906935,12.129612836572857,-2.5138809140815233,5.710886744791455,-8.472836386607707,-7.286834106542949,1.4538333911866097,5.626008599008636,-3.1965290703827587,4.262690250283474,-0.024488905175334974,-0.01886533747937902,0.14171978847507266,0.16798917962414742,59.02510351966874,0.41581221513217864,0.007044059556365846,1.8112575395843224e-05,-0.0014367784772601668,-0.023806319698210576,0.9981668279209043,0.9787813297353244,1.0457136160827496,84200.94971953018,93696.16092274444,931.7974123071847,1288.5347840299678,198849.14012995586,214889.9473162122,9,0.4393045287174038
2025-01-13 00:00:00+00:00,0,0,0,6369934270,11.941901922225952,0.003530219932187,1135987,85.82975769042969,11123,472722.0,0.1504203826189041,394.0,684219.0,11591.0,1645499.0,85.84075927734375,0.1413305699825287,12.392986337343851,579221.0,11268.0,1327167.0,85.85550689697266,0.1424328386783599,12.62579027811686,530702.2857142857,10879.714285714286,1260994.142857143,85.8506328037807,0.1359410477536065,12.214468201001486,551693.4,10598.933333333332,1307403.1,85.98829091389975,0.12921407893300052,12.145222397645314,-18.386591646366412,-30.910717182656434,-1.2868299609513634,-4.037615391251837,-14.405120079085753,-30.963981138852105,5.60793705627225,6.431596955633245,-0.029991327840939164,-0.012816274001625771,0.15317424357760817,0.1687554638940475,42.495685005393746,0.4161329168970095,0.00979147667052821,2.526194393381738e-05,-0.0038967132568299896,-0.02133629515650977,0.9983991063358046,0.9619514855792831,1.0520606490883553,89252.17000375764,93101.27564428431,926.294499605794,1278.0842056694044,208915.26897643058,209281.0870772395,9,0.3035123482749654
2025-01-14 00:00:00+00:00,0,0,0,6369934270,11.523818771044413,0.0036062398322359,1233705,85.81253814697266,11948,487106.0,0.1640799045562744,394.0,472722.0,11123.0,1135987.0,85.82975769042969,0.1504203826189041,11.941901922225952,522266.0,10452.0,1213215.0,85.85269165039062,0.1356914490461349,12.300301869710289,525679.4285714285,11093.42857142857,1263921.2857142857,85.8448965890067,0.13999654139791212,12.103542044049217,546235.6,10615.333333333334,1296666.1,85.9644790649414,0.129507220039765,12.132356720500523,-6.732201598419197,3.0428031697276703,14.313050133945659,7.41706374179627,1.6889009779800013,8.60203505849979,20.921329759318485,9.080898279575056,-0.0467702324133068,-0.02006243978823763,0.15976946589819863,0.16820557946702352,40.76541970039334,0.39483150766876385,0.009684641235432105,2.365767433242473e-05,-0.0076841626848452894,-0.01875568258351272,0.9986089315350313,0.9623675728411487,1.080994104845478,91434.11386363416,91879.87562351728,941.3626579836822,1292.5359551680883,207754.53753646128,204300.5790707527,9,0.31274763162879093
2025-01-15 00:00:00+00:00,0,0,0,6369934270,11.410628040631613,0.0038452704264545,1307850,85.79969787597656,10690,524375.0,0.1578002721071243,394.0,487106.0,11948.0,1233705.0,85.81253814697266,0.1640799045562744,11.523818771044413,463089.0,9252.0,1082120.0,85.86258697509766,0.1250881850719452,12.58908987045288,534434.5714285715,11298.857142857143,1296168.4285714286,85.8359124319894,0.144669696688652,11.93519035407475,549506.4666666667,10658.2,1306378.4333333333,85.94102935791015,0.1304508032898108,12.10424134598838,13.23417312870745,7.6511067406273,15.542585386943353,-10.528958821560098,20.859978560603267,6.0099456515131155,26.15122045008853,-3.8271794868069087,-0.07324389042614454,-0.014963164210457514,0.1605122725018293,0.1622687339464099,49.048264895706666,0.40094399132622904,0.00817371397812136,2.1760393383052643e-05,-0.009999683925084423,-0.016103545497600152,0.9987768714581835,0.9725719420018438,1.1089981283384847,90645.07525051145,89167.71864136509,954.0736747877622,1272.141105814694,201634.0807543006,197328.18961396025,9,0.3366762867534936
2025-01-16 00:00:00+00:00,0,0,0,6369934270,11.688803990681969,0.0036172394336979,1238975,85.77620697021484,11160,497874.0,0.1651217639446258,394.0,524375.0,10690.0,1307850.0,85.79969787597656,0.1578002721071243,11.410628040631613,434586.0,10276.0,1024336.0,85.85360717773438,0.1365326046943664,12.23488704363505,543475.7142857143,11425.142857142857,1326831.142857143,85.82485525948661,0.14875386229583193,11.857178489367167,552430.0,10748.033333333333,1314795.5,85.91973495483398,0.1319124636550744,12.095993906921812,14.562825309605,-5.053825983313464,8.602569093032297,4.39663236669785,20.953964324206108,-5.266276713690409,20.93943737047819,4.63972066697782,-0.09015370473519635,-0.027378774451713994,0.16443239286424818,0.15534373356688289,44.6083684257683,0.4018431349759802,0.00900743840074384,2.3477386875585173e-05,-0.013868876865927318,-0.013897883295349195,0.998895717085286,0.9837910944114445,1.127671018902312,91644.19781592689,85816.53873435312,954.2838779839924,1205.3261536951711,202708.92776840506,188394.84820501256,9,0.31966125309389054
2025-01-17 00:00:00+00:00,0,0,0,6369934270,11.586182236671448,0.0044960853023332,1587704,85.75814819335938,13896,624940.0,0.1694719791412353,394.0,497874.0,11160.0,1238975.0,85.77620697021484,0.1651217639446258,11.688803990681969,490779.0,10962.0,1167948.0,85.85807037353516,0.1269717514514923,12.066516558329264,562641.5714285715,11844.285714285714,1386796.2857142857,85.81058066231864,0.15482532339436664,11.788559300558907,560561.0666666667,10931.8,1337280.2666666666,85.89951400756836,0.1337648347020149,12.078224322530959,27.336336721823873,25.521718346408928,26.76518883415435,24.51612903225806,35.939613749927226,28.146572771847687,33.4721914157257,2.634549857442381,-0.11638064976426943,-0.021053363739598208,0.1639052414443899,0.14342696328427346,44.96941785996978,0.39361216346865446,0.008752255614235642,1.8539641720852767e-05,-0.016271046229769336,-0.01187112572726183,0.9989646816250686,1.0037114685368294,1.1574441349945803,91278.60651755305,80399.57152739316,1183.9867857333372,1251.6847790905206,212990.77135320165,178816.77984750198,9,0.4012442977711147
2025-01-18 00:00:00+00:00,0,1,0,6369934270,11.437890966733296,0.0058668590716525,2074704,85.73689270019531,13619,826482.0,0.1558768004179,394.0,624940.0,13896.0,1587704.0,85.75814819335938,0.1694719791412353,11.586182236671448,647255.0,12502.0,1557854.0,85.8569564819336,0.1355523914098739,11.97559380531311,588245.4285714285,12003.857142857143,1460632.0,85.79342869349888,0.15772881039551323,11.711744609333222,574936.2333333333,11092.333333333334,1374843.6666666667,85.87908782958985,0.13490702807903288,12.063670403427547,27.690322979351258,32.2498159823343,8.934570468725012,-1.9933793897524477,33.17704996745523,30.673223724321417,14.99376646670183,-8.022080577701452,-0.13984164668537913,-0.02478539195615026,0.19953724509066675,0.15308153436918315,60.681497797356826,0.39836121279892805,0.0065643067327644175,1.3839233192616539e-05,-0.017541067940847022,-0.009815715921335197,0.9990025611792601,1.0231489936908862,1.1691667412843059,113405.24017005574,88012.12076310535,1291.818704746923,1277.8059680381896,288566.018360217,209848.7101655883,9,0.5306448454419087
