timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,platform_platform_share,ccu_playing,daily_rpv,session_session_length,visits_visits_gained,daily_Estimated Revenue,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-11 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-12 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-13 00:00:00+00:00,0,1,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-14 00:00:00+00:00,0,1,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-15 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.414213562373095,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194627.60598769126,167781.70757366053,0.0,2450.8321035925737,0.0,110848.18033914675,1,0.0
2025-09-16 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,0.0,2450.8321035925737,0.0,110848.18033914675,1,0.0
2025-09-17 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,0.0,2450.8321035925737,0.0,110848.18033914675,1,0.0
2025-09-18 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,0.0,2450.8321035925737,0.0,110848.18033914675,1,0.0
2025-09-19 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,0.0,2450.8321035925737,0.0,110848.18033914675,1,0.0
2025-09-20 00:00:00+00:00,0,1,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,0.0,2450.8321035925737,0.0,110848.18033914675,1,0.0
2025-09-21 00:00:00+00:00,0,1,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,0.0,2450.8321035925737,0.0,110848.18033914675,1,0.0
