timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,platform_platform_share,ccu_playing,daily_rpv,session_session_length,visits_visits_gained,daily_Estimated Revenue,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-01 00:00:00+00:00,0,0,1,8422900868,74.10926055908203,0.1136714965105056,14803.0,0.0201467779011741,8.515348984644962,2005428.0,303852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303852.0,14803.0,2005428.0,74.10926055908203,0.1136714965105056,8.515348984644962,303852.0,14803.0,2005428.0,74.10926055908203,0.1136714965105056,8.515348984644962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5249932450689,0.15151471331071806,0.007381463018635913,2.802456775034297e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-09-02 00:00:00+00:00,0,0,0,8422900868,74.02422332763672,0.1472247540950775,18269.0,0.0164173337289255,9.40425541821648,1848665.0,275245.0,303852.0,14803.0,2005428.0,74.10926055908203,0.1136714965105056,8.515348984644962,0.0,0.0,0.0,0.0,0.0,0.0,289548.5,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,289548.5,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,-9.414780880165342,0.0,23.414172802810242,0.0,-7.8169348388473665,0.0,29.51774069541775,0.0,-0.11474575620346039,0.06986119316592407,0.06986119316592407,15.065407772304324,0.14888844171959673,0.009882261046614153,3.416672873798885e-05,0.0,0.0,1.0,1.0,1.0,20228.203689403566,20228.203689403566,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.9058521911983466
2025-09-03 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275245.0,18269.0,1848665.0,74.02422332763672,0.1472247540950775,9.40425541821648,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-04 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-05 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-06 00:00:00+00:00,0,1,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-07 00:00:00+00:00,0,1,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-08 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303852.0,14803.0,2005428.0,74.10926055908203,0.1136714965105056,8.515348984644962,137622.5,18269.0,1848665.0,74.02422332763672,0.1472247540950775,9.40425541821648,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,-100.0,0.0,23.414172802810242,0.0,-7.8169348388473665,0.0,29.51774069541775,0.0,-0.11474575620346039,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.9994259418653089,0.7129505074279439,1.128607664949915,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-09 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275245.0,18269.0,1848665.0,74.02422332763672,0.1472247540950775,9.40425541821648,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
2025-09-10 00:00:00+00:00,0,0,0,8422900868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193032.33333333334,16536.0,1927046.5,74.06674194335938,0.13044812530279154,8.95980220143072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691896568640168,0.8691896568640168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167781.70757366053,167781.70757366053,2450.8321035925737,2450.8321035925737,110848.18033914675,110848.18033914675,1,0.0
