timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,daily_rpv,session_session_length,ccu_playing,daily_Estimated Revenue,platform_platform_share,ratings_like_ratio,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-05-20 00:00:00+00:00,0,0,0,5493012775,44902,0.024528246552356,0.0,1247,239200,0.0253796875476837,49.67416000366211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239200.0,1247.0,44902.0,49.67416000366211,0.0253796875476837,0.0,239200.0,1247.0,44902.0,49.67416000366211,0.0253796875476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.66666666666666,5.327038282520099,0.02777097298621473,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-05-21 00:00:00+00:00,0,0,0,5493012775,86364,0.0486870393891581,0.0,1144,479485,0.0241500865668058,49.71995544433594,0.0,239200.0,1247.0,44902.0,49.67416000366211,0.0253796875476837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359342.5,1195.5,65633.0,49.69705772399902,0.02476488705724475,0.0,359342.5,1195.5,65633.0,49.69705772399902,0.02476488705724475,0.0,0.0,100.45359531772577,0.0,-8.259823576583802,0.0,92.33887131976304,0.0,-4.844823162490497,0.0,0.09219167605543088,0.4728278812481395,0.4728278812481395,418.764192139738,5.5518439182539225,0.013246106640421466,0.0,0.0,0.0,1.0,1.0,1.0,169907.15291740958,169907.15291740958,72.8319984622144,72.8319984622144,29318.061361556633,29318.061361556633,2,1.0
2024-05-22 00:00:00+00:00,0,0,0,5493012775,99063,0.0529722519108561,0.0,1160,528468,0.0245519690215587,49.62546920776367,0.0,479485.0,1144.0,86364.0,49.71995544433594,0.0241500865668058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415717.6666666667,1183.6666666666667,76776.33333333333,49.673194885253906,0.024693914378682735,0.0,415717.6666666667,1183.6666666666667,76776.33333333333,49.673194885253906,0.024693914378682735,0.0,0.0,10.215752317590754,0.0,1.3986013986013957,0.0,14.704043351396411,0.0,1.6641035784330738,0.0,-0.190036848842412,0.372412067914443,0.372412067914443,455.18346253229976,5.334611968020673,0.0117096018735363,0.0,-0.02434539794921929,0.0,1.0,1.0,1.0,154818.27591190045,154818.27591190045,55.42863279328956,55.42863279328956,28324.82999654779,28324.82999654779,3,1.0
2024-05-23 00:00:00+00:00,0,0,0,5493012775,103342,0.053505053489288,0.0,1301,541258,0.0249054133892059,49.602325439453125,0.0,528468.0,1160.0,99063.0,49.62546920776367,0.0245519690215587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447102.75,1213.0,83417.75,49.65547752380371,0.024746789131313524,0.0,447102.75,1213.0,83417.75,49.65547752380371,0.024746789131313524,0.0,0.0,2.4202033046466287,0.0,12.155172413793114,0.0,4.319473466379975,0.0,1.439576464669079,0.0,-0.04663687553996265,0.31566678751993327,0.31566678751993327,415.71274961597544,5.237490686355147,0.012589144886446108,0.0,-0.030998992919924032,0.0,1.0,1.0,1.0,141135.48878382784,141135.48878382784,74.09453421137081,74.09453421137081,26670.16418365911,26670.16418365911,4,1.0
2024-05-24 00:00:00+00:00,0,0,0,5493012775,108549,0.0590349430161929,0.0,1520,605887,0.0263811536133289,49.551300048828125,0.0,541258.0,1301.0,103342.0,49.602325439453125,0.0249054133892059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478859.6,1274.4,88444.0,49.63464202880859,0.025073662027716596,0.0,478859.6,1274.4,88444.0,49.63464202880859,0.025073662027716596,0.0,0.0,11.940516352645126,0.0,16.83320522674865,0.0,5.03860966499583,0.0,5.92537935853974,0.0,-0.10286894852800099,0.29519586586877566,0.29519586586877566,398.34779750164364,5.58163979732842,0.014002763703362505,0.0,-0.03633499145507951,-0.03633499145507951,1.0,1.0,1.0,141357.37425157556,141357.37425157556,151.54966182740228,151.54966182740228,25686.361916394468,25686.361916394468,5,1.0
2024-05-25 00:00:00+00:00,0,1,0,5493012775,130690,0.0615499892056402,0.0,1413,641944,0.0197025258094072,49.474605560302734,0.0,605887.0,1520.0,108549.0,49.551300048828125,0.0263811536133289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506040.3333333333,1297.5,95485.0,49.60796928405762,0.024178472657998367,0.0,506040.3333333333,1297.5,95485.0,49.60796928405762,0.024178472657998367,0.0,0.0,5.9511096953722475,0.0,-7.039473684210529,0.0,20.397239956148837,0.0,-25.315905065453116,0.0,-0.15477795426117602,0.2823738257598746,0.2823738257598746,453.991513437058,4.911922014522806,0.010811762095324084,0.0,-0.04362520490373413,-0.04362520490373413,1.0,1.0,1.0,142892.54491213552,142892.54491213552,146.88601022561676,146.88601022561676,28727.78161988844,28727.78161988844,6,1.0
2024-05-26 00:00:00+00:00,0,1,0,5493012775,133891,0.0529764338767419,0.0,1130,561939,0.0153965782374143,49.57935333251953,0.0,641944.0,1413.0,130690.0,49.474605560302734,0.0197025258094072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514025.85714285716,1273.5714285714287,100971.57142857143,49.603881290980745,0.022923916312200643,0.0,514025.85714285716,1273.5714285714287,100971.57142857143,49.603881290980745,0.022923916312200643,0.0,0.0,-12.462925114963298,0.0,-20.028308563340413,0.0,2.4493075216160287,0.0,-21.854799804078805,0.0,0.21172027756568568,0.2570734422994932,0.2570734422994932,496.85145888594167,4.196957249126162,0.008439637917127237,0.0,-0.0303317478724905,-0.0303317478724905,1.0,1.0,1.0,132142.39652666182,132142.39652666182,148.28222768632472,148.28222768632472,29974.241046033414,29974.241046033414,6,0.875370748850367
2024-05-27 00:00:00+00:00,0,0,1,5493012775,88348,0.0396623292147906,0.0,1147,426421,0.0184030048549175,49.571807861328125,0.0,561939.0,1130.0,133891.0,49.57935333251953,0.0153965782374143,0.0,239200.0,1247.0,44902.0,49.67416000366211,0.0253796875476837,0.0,540771.7142857143,1259.2857142857142,107178.14285714286,49.589259556361604,0.021927247356091188,0.0,503075.25,1257.75,99393.625,49.59987211227417,0.02235880238004025,0.0,78.26964882943143,-24.1161407199002,-8.019246190858064,1.504424778761071,96.75738274464389,-34.0149823363781,-27.489237917757315,19.526589422300745,-0.20604705208188134,-0.015218978635722635,0.25085697105426136,0.25085697105426136,371.44686411149826,4.826551517278068,0.012982603085490497,0.0,-0.02372837066650043,-0.02289395105271,0.9997860366275029,1.0749320589429003,0.9806986520738556,126199.9334273653,126199.9334273653,144.39207536624517,144.39207536624517,28107.36048459041,28107.36048459041,6,0.6642651072367683
2024-05-28 00:00:00+00:00,0,0,0,5493012775,90713,0.0409833186210271,0.0,1007,445878,0.0189429819583892,49.86180114746094,0.0,426421.0,1147.0,88348.0,49.571807861328125,0.0184030048549175,0.0,479485.0,1144.0,86364.0,49.71995544433594,0.0241500865668058,0.0,535970.7142857143,1239.7142857142858,107799.42857142857,49.609523228236604,0.021183375269174527,0.0,496720.0,1229.888888888889,98429.11111111111,49.628975338406036,0.02197926677763458,0.0,-7.008978383056819,4.562861585147071,-11.97552447552448,-12.205754141238012,5.035663007734703,2.676914021822796,-21.56143247773591,2.9341789980966704,0.28528928044555535,0.5849963893671983,0.24073711740503262,0.24073711740503262,442.3392857142857,4.915206032144983,0.01110082236479485,0.0,0.024143355233328494,0.0014361699422203715,0.9996080493293122,1.0790197984492558,0.9637889872982511,119578.9409574278,119578.9409574278,158.83674358003915,158.83674358003915,26450.771871745277,26450.771871745277,6,0.6945746046384108
2024-05-29 00:00:00+00:00,0,0,0,5493012775,78789,0.0369508566243129,0.0,926,406283,0.0174736175686121,50.12919998168945,0.0,445878.0,1007.0,90713.0,49.86180114746094,0.0189429819583892,0.0,528468.0,1160.0,99063.0,49.62546920776367,0.0245519690215587,0.0,518515.71428571426,1206.2857142857142,104903.14285714286,49.681484767368865,0.02017218220446787,0.0,487676.3,1199.5,96465.1,49.67899780273437,0.021528701856732328,0.0,-23.120605221129754,-8.880231812289463,-20.17241379310345,-8.043694141012914,-20.465764210653823,-13.144753232722984,-28.830076507229265,-7.756774477243111,1.0150650098981417,0.536279933887096,0.23850013339480428,0.23850013339480428,438.277238403452,5.156530016499556,0.011752760502601853,0.0,0.08210100446428607,0.02832946777343953,1.0000500606844842,1.063237467733647,0.9369901789113098,116310.86260348458,116310.86260348458,177.93460096963216,177.93460096963216,25699.77783929054,25699.77783929054,6,0.6328947696372269
