timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_rpv,ccu_playing,daily_Estimated Revenue,platform_platform_share,session_session_length,visits_visits_gained,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-02-19 00:00:00+00:00,0,0,0,7035698791,93.97476959228516,0.218348819599661,1652,834388.0,0.0219890251755714,10.141074222067129,186936,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834388.0,1652.0,186936.0,93.97476959228516,0.0219890251755714,10.141074222067129,834388.0,1652.0,186936.0,93.97476959228516,0.0219890251755714,10.141074222067129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.7719298245614,4.463471650877033,0.008837201838052392,1.2153892515441994e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-02-20 00:00:00+00:00,0,0,0,7035698791,93.94640350341795,0.165616294621762,1287,664175.0,0.0171718169003725,10.135387659072876,175675,150.0,834388.0,1652.0,186936.0,93.97476959228516,0.0219890251755714,10.141074222067129,0.0,0.0,0.0,0.0,0.0,0.0,749281.5,1469.5,181305.5,93.96058654785156,0.019580421037971953,10.138230940570002,749281.5,1469.5,181305.5,93.96058654785156,0.019580421037971953,10.138230940570002,0.0,-20.39974208641543,0.0,-22.09443099273608,0.0,-6.023986819018279,0.0,-21.907329846302382,0.0,-0.030184792141840777,0.1606322410817641,0.1606322410817641,515.6638198757764,3.7806814818188026,0.007325986475101892,1.526009319679253e-05,0.0,0.0,1.0,1.0,1.0,120358.76654610582,120358.76654610582,258.0939751330898,258.0939751330898,7962.729462941712,7962.729462941712,1,0.7960025791358457
2025-02-21 00:00:00+00:00,0,0,0,7035698791,93.92992401123048,0.1487311421974881,1258,621173.0,0.0147411627694964,9.89396035671234,167203,152.0,664175.0,1287.0,175675.0,93.94640350341795,0.0171718169003725,10.135387659072876,0.0,0.0,0.0,0.0,0.0,0.0,706578.6666666666,1399.0,176604.66666666666,93.9503657023112,0.0179673349484801,10.056807412617447,706578.6666666666,1399.0,176604.66666666666,93.9503657023112,0.0179673349484801,10.056807412617447,0.0,-6.474498437911691,0.0,-2.2533022533022584,0.0,-4.822541625160093,0.0,-14.154903613160318,0.0,-0.017541376330465486,0.15957897392897952,0.15957897392897952,493.38602065131056,3.715060644482189,0.007523743451113609,1.5927840438769717e-05,-0.02242279052733683,0.0,1.0,1.0,1.0,112755.0986267731,112755.0986267731,219.58369702689677,219.58369702689677,9899.294537154316,9899.294537154316,1,0.7444654045839585
2025-02-22 00:00:00+00:00,0,1,0,7035698791,93.96168518066406,0.1792731344007484,1318,781807.0,0.0148370834067463,10.085927764574686,209222,156.0,621173.0,1258.0,167203.0,93.92992401123048,0.0147411627694964,9.89396035671234,0.0,0.0,0.0,0.0,0.0,0.0,725385.75,1378.75,184759.0,93.95319557189941,0.017184772063046652,10.064087500606757,725385.75,1378.75,184759.0,93.95319557189941,0.017184772063046652,10.064087500606757,0.0,25.859784633266415,0.0,4.769475357710662,0.0,25.130529954606075,0.0,0.6506992613119156,0.0,0.03381368585988476,0.13710176303114147,0.13710176303114147,592.7270659590599,3.7367163265988923,0.006299498621088503,1.2900773290340705e-05,-0.005573272705086161,0.0,1.0,1.0,1.0,99451.66520266683,99451.66520266683,183.8067372722411,183.8067372722411,18201.73883634931,18201.73883634931,1,0.9369825548785458
2025-02-23 00:00:00+00:00,0,1,0,7035698791,93.9394989013672,0.1514080513381229,1137,690636.0,0.0146183129400014,10.186687469482422,182887,172.0,781807.0,1318.0,209222.0,93.96168518066406,0.0148370834067463,10.085927764574686,0.0,0.0,0.0,0.0,0.0,0.0,718435.8,1330.4,184384.6,93.95045623779296,0.0166714802384376,10.08860749438189,718435.8,1330.4,184384.6,93.95045623779296,0.0166714802384376,10.08860749438189,0.0,-11.66157376436896,0.0,-13.732928679817903,0.0,-12.587108430279804,0.0,-1.4744843089945059,0.0,-0.02361204916047077,0.12181809399329985,0.12181809399329985,606.8857644991213,3.7762783780237084,0.0062169196448099385,1.474969842259019e-05,-0.005525970458978424,-0.005525970458978424,1.0,1.0,1.0,87518.47981255158,87518.47981255158,192.42479050267926,192.42479050267926,15785.384040307668,15785.384040307668,1,0.8277156430821153
2025-02-24 00:00:00+00:00,0,0,0,7035698791,93.9638442993164,0.0694435477419841,703,326760.0,0.0090241124853491,9.862930337587992,89953,199.0,690636.0,1137.0,182887.0,93.9394989013672,0.0146183129400014,10.186687469482422,0.0,0.0,0.0,0.0,0.0,0.0,653156.5,1225.8333333333333,168646.0,93.9526875813802,0.015396918946256185,10.050994634916242,653156.5,1225.8333333333333,168646.0,93.9526875813802,0.015396918946256185,10.050994634916242,0.0,-52.68708842284503,0.0,-38.170624450307834,0.0,-50.81498411587483,0.0,-38.268440945359615,0.0,0.025916039827689197,0.27257395509760296,0.27257395509760296,464.14772727272725,3.6325232896813926,0.007815105498365832,3.0183927511508385e-05,-0.0012451171874894623,-0.0012451171874894623,1.0,1.0,1.0,178033.4505027075,178033.4505027075,308.58866905099853,308.58866905099853,41055.61909410209,41055.61909410209,1,0.3916163703217208
2025-02-25 00:00:00+00:00,0,0,0,7035698791,93.91764068603516,0.0586119208883045,574,280604.0,0.0087800724431872,9.649039347966513,77737,222.0,326760.0,703.0,89953.0,93.9638442993164,0.0090241124853491,9.862930337587992,0.0,0.0,0.0,0.0,0.0,0.0,599934.7142857143,1132.7142857142858,155659.0,93.9476808820452,0.014451655160103471,9.99357245106628,599934.7142857143,1132.7142857142858,155659.0,93.9476808820452,0.014451655160103471,9.99357245106628,0.0,-14.125351940261965,0.0,-18.349928876244668,0.0,-13.580425333229574,0.0,-2.70431072926125,0.0,-0.0491716932462527,0.3584349927062166,0.3584349927062166,488.00695652173914,3.609611772878129,0.007383776274151638,3.4386555292908226e-05,-0.004533222743436826,-0.004533222743436826,1.0,1.0,1.0,215037.59493920614,215037.59493920614,374.2377650129725,374.2377650129725,50845.56747970597,50845.56747970597,1,0.33629917975809814
2025-02-26 00:00:00+00:00,0,0,0,7035698791,93.89318084716795,0.0699695751450325,788,340596.0,0.011294768191874,9.85736052195231,93111,251.0,280604.0,574.0,77737.0,93.91764068603516,0.0087800724431872,9.649039347966513,834388.0,1652.0,186936.0,93.97476959228516,0.0219890251755714,10.141074222067129,529393.0,1009.2857142857143,142255.42857142858,93.93602534702846,0.012923904162432415,9.953041922478448,567517.375,1089.625,147840.5,93.94086837768555,0.014057044289074788,9.976545959927034,-59.180141612774875,21.37959544411341,-52.300242130750604,37.2822299651568,-50.19097445114906,19.776940195788374,-48.63452062248823,28.64094533340724,-0.0868198405499454,-0.026043923898144694,0.38621842818847063,0.38621842818847063,431.680608365019,3.657917346851104,0.008462926368244694,2.8941419102200873e-05,-0.0065026964460068075,-0.007563818068724529,0.9999484459666945,0.9328225413362895,0.9193898729106903,219185.66854214686,219185.66854214686,367.2869401824294,367.2869401824294,52009.41008262694,52009.41008262694,1,0.4081985838722513
2025-02-27 00:00:00+00:00,0,0,0,7035698791,93.87513732910156,0.0687689728371636,718,341424.0,0.0107853608205914,9.7039080063502,94642,268.0,340596.0,788.0,93111.0,93.89318084716795,0.011294768191874,9.85736052195231,664175.0,1287.0,175675.0,93.94640350341795,0.0171718169003725,10.135387659072876,483285.71428571426,928.0,130679.28571428571,93.92584446498326,0.012011553293892255,9.891401972089495,542395.8888888889,1048.3333333333333,141929.55555555556,93.93356492784288,0.013693523903687744,9.946252853974052,-48.59427108819212,0.24310326603953492,-44.21134421134422,-8.883248730964466,-46.1266543332859,1.6442740385131716,-37.19149881945552,-4.510117982315853,-0.07585833162181421,-0.019217069763310946,0.4027351713083107,0.4027351713083107,474.8595271210014,3.6074934226514377,0.007586403643164312,2.84217851837159e-05,-0.011543818882533384,-0.009676742553714292,0.999917809327629,0.8910202385120152,0.877170360118733,218441.9012285901,218441.9012285901,365.21534743216915,365.21534743216915,51781.365113598324,51781.365113598324,1,0.40919092796157186
2025-02-28 00:00:00+00:00,0,0,0,7035698791,93.85771942138672,0.0800772629810989,852,405570.0,0.0106018278747797,9.883171240488688,109052,298.0,341424.0,718.0,94642.0,93.87513732910156,0.0107853608205914,9.7039080063502,621173.0,1258.0,167203.0,93.92992401123048,0.0147411627694964,9.89396035671234,452485.28571428574,870.0,122372.0,93.915529523577,0.011420219737504156,9.889860669771831,528713.3,1028.7,138641.8,93.92598037719726,0.01338435430079694,9.939944692625515,-34.709010211325996,18.7877829326585,-32.273449920508746,18.66295264623956,-34.77868220067821,15.225798271380576,-28.080111178760912,-1.7016857281334397,-0.07687069973050242,-0.018554335269604927,0.3980324664778194,0.3980324664778194,475.4630715123095,3.71901735853209,0.007812714918434155,2.436853532547615e-05,-0.01826013837541514,-0.011174658573037103,0.9998887330898407,0.8558235355802203,0.8532514517210714,210445.0588586273,210445.0588586273,349.88094800628653,349.88094800628653,49914.725591196475,49914.725591196475,1,0.486068831287123
