timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,platform_platform_share,daily_Estimated Revenue,session_session_length,ccu_playing,sort_sort_position,daily_rpv,ratings_like_ratio,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-08-28 00:00:00+00:00,1,0,0,8140627455,1502453,0.097183309495449,495266,11.372279385725657,12071,145,0.0111295082440029,93.80799865722656,529760.0,13015.0,1810468.0,93.85769653320312,0.105018712580204,11.957527160644531,737060.0,14955.0,1790770.0,94.28424835205078,0.1182952970266342,13.872851332028707,632723.1428571428,13434.0,1994372.2857142857,93.96717398507255,0.10278879425355361,11.560297460783096,436985.09523809527,14190.809523809523,1943645.8095238095,94.66400110153924,0.10172216949008756,11.275664396972612,-32.80519903399994,-6.511250377529443,-19.28452022734871,-7.253169419900118,-16.10016920095825,-17.01300437235014,-17.846852801284097,-7.460958996970191,-0.5051211662057686,-0.05295024043018293,0.26146216420926943,0.49768367190971147,41.02601060304838,0.3296380454909102,0.008034189399475792,2.296191627087138e-05,-0.0624476841517834,-0.11229467020406243,0.992638942910101,1.4479284299442705,1.010485666682227,147021.98649415278,217480.34676791023,3155.1216665557045,3844.5246210558685,446080.7112763304,631626.8189472815,13,0.6199085281137116
2025-08-29 00:00:00+00:00,1,0,0,8140627455,2092541,0.0900191664695739,479371,12.237268884976706,12643,146,0.0104052426101879,93.72826385498048,495266.0,12071.0,1502453.0,93.80799865722656,0.097183309495449,11.372279385725657,782574.0,15969.0,2343835.0,94.18367004394533,0.1122290194034576,10.582550406455994,589408.4285714285,12958.857142857143,1958473.142857143,93.90211595807757,0.09961595812014168,11.796685814857483,438911.7272727273,14120.454545454546,1950413.7727272727,94.62146759033203,0.10119021480733693,11.319373691881891,-38.74432322055167,-3.209386471108455,-20.827853967061184,4.738629773838121,-10.721488500683707,39.27497232858532,-19.789759415112062,-7.371783347438465,-0.48352988235896843,-0.08499787159667038,0.2063095695420121,0.48399568331556947,37.91292312559317,0.2290854855004105,0.0060419336863967365,2.5527708929550966e-05,-0.057117189679818804,-0.10874323788367642,0.9923975853411097,1.3428860336766233,0.9844425996111127,119416.28187908133,212431.3813565805,3156.477794303974,3766.3561363013123,382144.766582424,617221.5326940819,13,0.6000132676791825
2025-08-30 00:00:00+00:00,1,1,0,8140627455,1784884,0.0490255318582057,248960,10.92833419640859,7282,142,0.0051407592354794,93.6676254272461,479371.0,12643.0,2092541.0,93.72826385498048,0.0900191664695739,12.237268884976706,798934.0,12853.0,2252940.0,94.08322143554688,0.0878019481897354,13.127847055594126,510840.71428571426,12163.0,1891608.0,93.84274509974888,0.09407647007278029,11.482469692116693,430652.95652173914,13823.130434782608,1943216.8260869565,94.57999619193698,0.09892218511389643,11.3023719746874,-68.83847727096357,-48.06527720700669,-43.34396638916984,-42.402910701573994,-20.775342441432088,-14.702555409905948,-44.16350335158384,-45.53878492667879,-0.44173233224745756,-0.06469598949171429,0.2527423589535385,0.4906334702060563,34.183715501853634,0.13948237561523572,0.004079814665930858,4.389576759576235e-05,-0.05636896405900963,-0.10551818274697754,0.9922049997687465,1.1862004116066651,0.9510148806808412,143218.69627620192,211292.75451275875,2993.6541822056492,3946.3759704816853,304526.15590313927,604017.5955279969,13,0.3116152272903644
2025-08-31 00:00:00+00:00,1,1,0,8140627455,1105653,0.0450423173606395,566359,10.15095470348994,6078,133,0.0113682492911028,93.63145446777344,248960.0,7282.0,1784884.0,93.6676254272461,0.0490255318582057,10.92833419640859,635533.0,14886.0,2299629.0,94.03236389160156,0.1026285216212272,11.11314739783605,500958.71428571426,10904.714285714286,1721040.0,93.7854723249163,0.0858498694641249,11.34501359292439,436307.375,13500.416666666666,1908318.3333333333,94.54047362009685,0.0966771906241774,11.25439625505417,-10.88440726130665,127.48995822622109,-59.169689641273685,-16.53391925295249,-51.92037498222539,-38.054629880709335,-56.11130643888846,-8.124775696644482,-0.42635259525144464,-0.03861628743940804,0.24792067035534388,0.4778666717910365,93.16647474913637,0.5122389101834751,0.005497198942888101,1.7923149063298855e-05,-0.05191884722028392,-0.10234141805897849,0.9920139886519455,1.1481784241802335,0.8880054220633842,141745.40259833392,208496.75316913368,3151.857729713012,4170.877385714745,361206.64903358533,614983.3180210923,13,0.7088933503893938
2025-09-01 00:00:00+00:00,0,0,1,8140627455,986054,0.0595182329416275,542138,17.419460395971935,7986,134,0.0106659104285811,93.62313842773438,566359.0,6078.0,1105653.0,93.63145446777344,0.0450423173606395,10.15095470348994,611761.0,13615.0,2009916.0,93.94337463378906,0.1083209216594696,11.629022200902304,491012.5714285714,10100.57142857143,1574774.0,93.73972429547992,0.07887805679014746,12.172219049362909,440540.6,13279.84,1871427.76,94.50378021240235,0.0951908323168754,11.500998820690882,-11.380751633399322,-4.276616068606664,-41.3441057656996,31.391905231984207,-50.9405368184541,-10.817046577904643,-45.05379752146494,32.13847872231783,-0.3408821615180746,-0.00888167345720614,0.24815533320702587,0.46579452072884175,67.87755102040816,0.5498050311595195,0.008098939714316139,3.2130985588515e-05,-0.04675429207937854,-0.09900050236628523,0.9919150756170264,1.1145682632396912,0.8286308131814074,141806.5926230606,205201.39763859636,3076.089787233281,4229.388536183452,414209.5068224192,629657.7017758194,13,0.6785767034573569
2025-09-02 00:00:00+00:00,0,0,0,8140627455,889756,0.0557656623423099,542138,9.577367385228476,6534,136,0.0104625971836042,93.6060791015625,542138.0,7986.0,986054.0,93.62313842773438,0.0595182329416275,17.419460395971935,575234.0,11629.0,1741365.0,93.86189270019533,0.1063391268253326,11.139708618323008,486284.5714285714,9372.714285714286,1453115.5714285714,93.70317949567523,0.07165327614971564,11.949027444635119,444448.1923076923,13020.384615384615,1833671.1538461538,94.46925324660081,0.09367447962554597,11.427012996250019,-5.753484668847808,0.0,-43.812881589130626,-18.181818181818176,-48.90468109787437,-9.765996588422132,-47.55866066691724,-6.304909292246519,-0.27254255297186614,-0.018221271427509844,0.24601042604379383,0.4545869944199121,82.95914307574598,0.6093101824430716,0.007343578078059515,1.7665888979078198e-05,-0.0436207907540436,-0.09567310561481573,0.9918907610190816,1.0941310592437188,0.7649177922967088,141093.60404544565,202040.36791651696,3268.124788294986,4349.995724843169,472133.5433966602,646277.542982932,13,0.6785767034573569
2025-09-03 00:00:00+00:00,0,0,0,8140627455,1215616,0.0649804100394249,523744,10.04832629362742,7336,138,0.0099419375160731,93.5663833618164,542138.0,6534.0,889756.0,93.6060791015625,0.0557656623423099,9.577367385228476,529760.0,13015.0,1810468.0,93.85769653320312,0.105018712580204,11.957527160644531,485425.14285714284,8561.42857142857,1368136.7142857143,93.66156332833427,0.06593351864389006,11.676284463632674,447385.0740740741,12809.851851851852,1810780.2222222222,94.43581362123842,0.09261173630754148,11.375950525782516,-1.1356085774690383,-3.3928630717640185,-43.63426815213216,12.274257728803173,-32.85625595149983,36.62352375257936,-38.12492227059191,16.524053171917007,-0.31037749928548575,-0.042407224110974084,0.2421461352754685,0.44414479321759914,71.38394439144065,0.4308462287052583,0.0060347954989112525,1.9185531687419298e-05,-0.036203656877793484,-0.09258804973374303,0.991801306483052,1.085027576885076,0.7119348073222661,139559.74892764492,198703.75121326992,3441.0534484609284,4403.56957220026,492433.79901069973,644793.0759026097,13,0.6555535250721587
2025-09-04 00:00:00+00:00,0,0,0,8140627455,989642,0.0597168914973735,506347,9.648989776770271,6874,134,0.0093902728617867,93.52588653564452,523744.0,7336.0,1215616.0,93.5663833618164,0.0649804100394249,10.04832629362742,495266.0,12071.0,1502453.0,93.80799865722656,0.097183309495449,11.372279385725657,487008.14285714284,7819.0,1294878.0,93.62126159667969,0.06058117321559355,11.430100233781904,449490.85714285716,12597.857142857143,1781453.857142857,94.40331622532436,0.09143692042146405,11.314273356174937,2.237383547427041,-3.3216609641351535,-43.0535995360782,-6.297709923664119,-34.13158348380948,-18.58925845003685,-38.552317463350036,-8.100162093249208,-0.3007335468405814,-0.043281384528126576,0.23678687188643127,0.4345081803013201,73.65047272727273,0.5116461188529601,0.006945939091167219,1.905604401867939e-05,-0.02982112339564713,-0.08973357477798702,0.9917158140210027,1.083466182054871,0.662546080252421,132568.83424882876,195307.4543992235,3441.1631251433246,4464.481295525297,526663.7733702536,651491.106210845,13,0.6337782595308248
2025-09-05 00:00:00+00:00,0,0,0,8140627455,966879,0.0522512942552566,737060,16.77873561779658,7660,120,0.0134044360628656,93.54505920410156,506347.0,6874.0,989642.0,93.52588653564452,0.0597168914973735,9.648989776770271,479371.0,12643.0,2092541.0,93.72826385498048,0.0900191664695739,12.237268884976706,523820.85714285716,7107.142857142857,1134069.142857143,93.59508950369698,0.05518576289926251,12.078881195613317,459407.0344827586,12427.586206896553,1753365.0689655172,94.37372115562702,0.09008569193297414,11.502703089334302,53.75565063385144,45.564207944354365,-39.413113976113266,11.434390456793707,-53.79402362964454,-2.3001246915551277,-41.95536761283242,-12.501650797488772,-0.19546361294217052,0.020499852144939545,0.22840556287285535,0.4333489751214911,96.20937214462865,0.762307628661261,0.007922389541618401,2.2764378549124946e-05,-0.022699628557475964,-0.0866792312396592,0.9917494865901701,1.1402107887455868,0.6125918746377839,127133.88080505906,199083.56755670698,3153.3531847372133,4478.897652302736,514474.17306453775,657390.6654616704,13,0.9225543036095597
2025-09-06 00:00:00+00:00,0,1,0,8140627455,1124489,0.0433650463819503,930363,14.423128627595448,6467,112,0.0166137665962766,93.51700592041016,737060.0,7660.0,966879.0,93.54505920410156,0.0522512942552566,16.77873561779658,248960.0,7282.0,1784884.0,93.6676254272461,0.0490255318582057,10.92833419640859,621164.1428571428,6990.714285714285,1039727.0,93.57357243129185,0.05437712211694031,12.578137542925722,475105.56666666665,12228.9,1732402.5333333334,94.3451639811198,0.08852833708127335,11.60005060727634,273.69979113110537,26.226223102596812,-11.19198022521285,-15.574412532637073,-36.999323205317545,16.300902181141595,-11.54599503912973,-17.00675169861906,-0.1608020980022884,-0.029989059743062985,0.2638154103175443,0.44976126038273817,143.8409090909091,0.8273644051970227,0.005751051587830928,1.5502672747005956e-05,-0.020703451974046612,-0.08381811360496087,0.9918216099557328,1.3074234158425482,0.614234084923785,149320.162934298,213684.07847885502,3175.84997362046,4533.549187009498,482656.8945986934,656081.6788439312,14,1.0
2025-09-07 00:00:00+00:00,0,1,0,8140627455,962514,0.0601065941154956,874537,16.119082471598748,10614,109,0.0152959484489582,93.47926330566406,930363.0,6467.0,1124489.0,93.51700592041016,0.0433650463819503,14.423128627595448,566359.0,6078.0,1105653.0,93.63145446777344,0.0450423173606395,10.15095470348994,665189.5714285715,7638.714285714285,1019278.5714285715,93.5518308367048,0.05652916165334833,13.430727224084125,499145.6,12262.966666666667,1753324.4333333333,94.25835266113282,0.08864961303770538,11.733534122299044,54.413896486151,-6.000453586395849,74.62981243830207,64.1255605381166,-12.946105152339838,-14.404320540263182,33.44471962719242,38.60608746059955,-0.16254277259118988,-0.04035909231120405,0.2917262832062326,0.4343060094619765,82.38690532265662,0.9085957101967242,0.011027360612561881,1.843154039229713e-05,-0.02253913879394335,-0.07741533561596292,0.99250441149796,1.3326563860896932,0.6376695815841267,170098.0525293742,216781.93367650392,2810.7403467242075,4516.860455909715,434866.5584789167,618934.4282899433,14,0.9399954641360415
2025-09-08 00:00:00+00:00,0,0,0,8140627455,650669,0.0342642255127429,814066,16.88146566308063,4332,108,0.0140302263690631,93.48290252685548,874537.0,10614.0,962514.0,93.47926330566406,0.0601065941154956,16.119082471598748,542138.0,7986.0,986054.0,93.62313842773438,0.0595182329416275,17.419460395971935,704036.4285714285,7116.714285714285,971366.4285714285,93.53179713657924,0.05292144630636481,13.353870833671081,521183.26666666666,12172.8,1740528.1333333333,94.17714385986328,0.08787044038375212,11.9000101650189,50.158446742342356,-6.914630255781063,-45.75507137490609,-59.18598078010176,-34.01284311001223,-32.39900926116399,-42.430707668442494,-42.99423213548958,-0.14978765210603706,0.0038930785959623293,0.3028636131686427,0.4105264873438867,187.8758366028156,1.2511196151659059,0.006657752777905851,2.0737194436183545e-05,-0.019737516130719404,-0.07096435071628882,0.9931475228825762,1.3508423497059612,0.6022667699768394,180968.42902678665,213959.53572707885,2802.2621523208168,4649.821749642482,432775.0878453684,637982.4456918444,14,0.8749982533699212
2025-09-09 00:00:00+00:00,0,0,0,8140627455,992154,0.0827950686216354,847604,25.876455307006836,8426,104,0.0144195366993238,93.4556884765625,814066.0,4332.0,650669.0,93.48290252685548,0.0342642255127429,16.88146566308063,542138.0,6534.0,889756.0,93.6060791015625,0.0557656623423099,9.577367385228476,747674.4285714285,7387.0,985994.7142857143,93.51031276157924,0.056782790060554166,15.682311965353705,543777.5333333333,12154.633333333333,1722085.2,94.10358657836915,0.08815356368819867,12.443957215325433,56.34469452427242,4.119813381224624,28.95622895622896,94.50600184672207,11.508548411025043,52.4821376152852,48.46962296154429,141.63706426355333,-0.16066330995108125,-0.02911125944679016,0.3122489704169835,0.3886601261398867,100.58193900557731,0.854306030811718,0.00849262464030318,3.052890828511729e-05,-0.017280306134903202,-0.06537570804854623,0.9936955238544938,1.3749638091669876,0.6441349355018283,192651.21364338527,211344.64469736977,2664.044809542958,4663.806026629215,416426.68848889193,651667.0246545897,14,0.9110465484977369
2025-09-10 00:00:00+00:00,0,0,0,8140627455,797935,0.0391374416649341,874537,9.694532228552776,4633,103,0.0146247961280695,93.4297332763672,847604.0,8426.0,992154.0,93.4556884765625,0.0827950686216354,25.876455307006836,523744.0,7336.0,1215616.0,93.5663833618164,0.0649804100394249,10.04832629362742,797787.7142857143,7000.857142857143,926326.0,93.49079132080078,0.05309093743562691,15.631769956057326,566812.0666666667,11990.633333333333,1693861.1333333333,94.03521957397462,0.08691186842819049,12.415275611027592,66.97795106005988,3.177545174397478,-36.845692475463466,-45.01542843579397,-34.35961685269032,-19.57548928896119,-39.77039904612999,-52.72974306744279,-0.14604613381365983,-0.02777273445672135,0.31550892167194594,0.36760160036016143,188.72183858437634,1.0959989272322592,0.0058062300735898615,1.1085318452203079e-05,-0.017903736659451542,-0.06022551539742411,0.994210379306388,1.4074995244497517,0.6108594648323828,202432.5524163598,208361.02281011717,2477.5719769764364,4841.562532640806,393182.35639275,673119.0381856554,14,0.9399954641360415
2025-09-11 00:00:00+00:00,0,0,0,8140627455,536809,0.0342692956328392,874022,16.51267029109754,3922,105,0.0144677823144579,93.42749786376952,874537.0,4633.0,797935.0,93.4297332763672,0.0391374416649341,9.694532228552776,506347.0,6874.0,989642.0,93.52588653564452,0.0597168914973735,9.648989776770271,850312.7142857143,6579.142857142857,861635.5714285715,93.47673579624721,0.049455566597836294,16.61229574381837,589278.1333333333,11660.566666666668,1670935.1,93.96896006266276,0.08566846189399556,12.651163703168995,72.61324743703427,-0.05888830318213634,-42.94442828047716,-15.346427800561191,-45.75725363313198,-32.7252219792339,-42.6137316033162,-12.438590324253628,-0.10519940042215126,-0.0023926136993979163,0.30903011821477305,0.3457364357419383,222.7942900841193,1.628177567481977,0.007306123209329185,1.889271825924208e-05,-0.019671576363696472,-0.05462862042351862,0.9947618419307045,1.44297347243449,0.5772902361551865,206636.21128696937,203734.92147932935,2345.9544052322494,5045.4978065689365,410396.51627460937,700796.9379757814,14,0.9394419167572228
