timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,sort_sort_position,daily_rpv,visits_visits_gained,ratings_like_ratio,platform_platform_share,ccu_playing,daily_Estimated Revenue,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-11-23 00:00:00+00:00,0,1,0,4408288935,40.087098901922054,173.0,10.1347581478885,29008,98.52238464355467,0.024741968140006,1845,679853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679853.0,1845.0,29008.0,98.52238464355467,0.024741968140006,40.087098901922054,679853.0,1845.0,29008.0,98.52238464355467,0.024741968140006,40.087098901922054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.28439869989165,23.4359336757558,0.0636009514288669,5.896427600914616e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-11-24 00:00:00+00:00,0,1,0,4408288935,37.988213221232094,146.0,13.415304641392806,53941,98.73046875,0.0267228577286005,1724,1454049.0,679853.0,1845.0,29008.0,98.52238464355467,0.024741968140006,40.087098901922054,0.0,0.0,0.0,0.0,0.0,0.0,1066951.0,1784.5,41474.5,98.62642669677734,0.02573241293430325,39.037656061577074,1066951.0,1784.5,41474.5,98.62642669677734,0.02573241293430325,39.037656061577074,0.0,113.8769704627324,0.0,-6.558265582655832,0.0,85.95215113072257,0.0,8.006192463693074,0.0,0.21120490251851365,0.5130875190777274,0.5130875190777274,842.9269565217392,26.955785844054727,0.031960253605724666,2.6125795688753548e-05,0.0,0.0,1.0,1.0,1.0,547439.2415675004,547439.2415675004,85.55992052357225,85.55992052357225,17630.29337532419,17630.29337532419,2,1.0
2024-11-25 00:00:00+00:00,0,0,0,4408288935,35.583844343821205,96.0,6.858149679336628,44648,98.45809173583984,0.0263799242675304,1588,1082654.0,1454049.0,1724.0,53941.0,98.73046875,0.0267228577286005,37.988213221232094,0.0,0.0,0.0,0.0,0.0,0.0,1072185.3333333333,1719.0,42532.333333333336,98.57031504313152,0.025948250045378967,37.886385488991785,1072185.3333333333,1719.0,42532.333333333336,98.57031504313152,0.025948250045378967,37.886385488991785,0.0,-25.54212409623059,0.0,-7.888631090487241,0.0,-17.22808253462116,0.0,-1.2832963620618698,0.0,-0.2758793892185918,0.36113546909467775,0.36113546909467775,681.3429830081812,24.248113059642993,0.0355663060762839,3.286720547526332e-05,-0.0321464538574146,0.0,1.0,1.0,1.0,387204.1533097667,387204.1533097667,128.57293649909377,128.57293649909377,12600.422863274604,12600.422863274604,2,0.7445787590376941
2024-11-26 00:00:00+00:00,0,0,0,4408288935,34.64284666379293,70.0,4.934271729630165,41431,98.43513488769533,0.0209222622215747,1309,1000901.0,1082654.0,1588.0,44648.0,98.45809173583984,0.0263799242675304,35.583844343821205,0.0,0.0,0.0,0.0,0.0,0.0,1054364.25,1616.5,42257.0,98.53652000427246,0.0246917530894279,37.075500782692075,1054364.25,1616.5,42257.0,98.53652000427246,0.0246917530894279,37.075500782692075,0.0,-7.551165931128501,0.0,-17.56926952141058,0.0,-7.205249955205161,0.0,-20.688694897707638,0.0,-0.023316365104975034,0.30174926186486206,0.30174926186486206,764.0465648854962,24.157680054064492,0.031593937053485226,3.461162697626034e-05,-0.053412628173838364,0.0,1.0,1.0,1.0,318153.6341741989,318153.6341741989,230.3164489711203,230.3164489711203,10302.92861277802,10302.92861277802,2,0.6883543814548203
2024-11-27 00:00:00+00:00,0,0,0,4408288935,33.06395427385966,69.0,4.360141325822342,48240,98.4453582763672,0.0231311451643705,1451,1065957.0,1000901.0,1309.0,41431.0,98.43513488769533,0.0209222622215747,34.64284666379293,0.0,0.0,0.0,0.0,0.0,0.0,1056682.8,1583.4,43453.6,98.5182876586914,0.024379631504416417,36.27319148092559,1056682.8,1583.4,43453.6,98.5182876586914,0.024379631504416417,36.27319148092559,0.0,6.499743730898455,0.0,10.847975553857903,0.0,16.434553836499234,0.0,10.557572213763923,0.0,0.010385914220090164,0.2607952936293906,0.2607952936293906,734.1301652892562,22.09649468294604,0.030078149292095936,3.101806475851737e-05,-0.04493865966797044,-0.04493865966797044,1.0,1.0,1.0,275577.9010991266,275577.9010991266,212.74938307783646,212.74938307783646,9315.149558649071,9315.149558649071,2,0.7330956522097949
2024-11-28 00:00:00+00:00,0,0,1,4408288935,31.59390409787496,66.0,3.3975352849593525,46162,98.28738403320312,0.0196341704577207,1204,999405.0,1065957.0,1451.0,48240.0,98.4453582763672,0.0231311451643705,33.06395427385966,0.0,0.0,0.0,0.0,0.0,0.0,1047136.5,1520.1666666666667,43905.0,98.47980372111003,0.023588721329967133,35.49331025041715,1047136.5,1520.1666666666667,43905.0,98.47980372111003,0.023588721329967133,35.49331025041715,0.0,-6.243403814600401,0.0,-17.022742935906276,0.0,-4.307628524046436,0.0,-15.118035366602944,0.0,-0.16046896057870796,0.23644583441873016,0.23644583441873016,829.3817427385892,21.649481186231398,0.02608149383705565,3.161268203100138e-05,-0.05866546630858815,-0.05866546630858815,1.0,1.0,1.0,247591.06349280864,247591.06349280864,245.35803770544524,245.35803770544524,8404.771311582486,8404.771311582486,2,0.6873255302950588
2024-11-29 00:00:00+00:00,0,0,0,4408288935,32.42355934778849,65.0,3.1480158800562528,46784,98.23472595214844,0.0180355589836835,1263,1067905.0,999405.0,1204.0,46162.0,98.28738403320312,0.0196341704577207,31.59390409787496,0.0,0.0,0.0,0.0,0.0,0.0,1050103.4285714286,1483.4285714285713,44316.28571428572,98.44479261125836,0.022795412423355182,35.05477440718449,1050103.4285714286,1483.4285714285713,44316.28571428572,98.44479261125836,0.022795412423355182,35.05477440718449,0.0,6.854078176515022,0.0,4.900332225913617,0.0,1.347428620943636,0.0,-8.141986326743854,0.0,-0.053575625776036695,0.21536445853124395,0.21536445853124395,844.8615506329114,22.825798867158277,0.026995831997435077,3.0361810260255574e-05,-0.06292424883160745,-0.06292424883160745,1.0,1.0,1.0,226154.95629608852,226154.95629608852,244.16173406361693,244.16173406361693,7749.252151321565,7749.252151321565,2,0.7344353594686286
2024-11-30 00:00:00+00:00,0,1,0,4408288935,32.01839049657186,65.0,2.8413432045112033,49191,98.1043472290039,0.0172864142805337,1391,1101993.0,1067905.0,1263.0,46784.0,98.23472595214844,0.0180355589836835,32.42355934778849,679853.0,1845.0,29008.0,98.52238464355467,0.024741968140006,40.087098901922054,1110409.142857143,1418.5714285714287,47199.57142857143,98.38507298060826,0.021730333300573425,33.90210177784875,1056589.625,1471.875,44925.625,98.40223693847656,0.0221067876555025,34.67522641835791,62.092834774576275,3.192044236144609,-24.607046070460704,10.134600158353123,69.57735797021512,5.1449213406292715,-30.133228760476815,-4.153709368406822,-0.4243070405402727,-0.1327216235204265,0.19892396017517774,0.19892396017517774,791.6616379310345,22.401874288502196,0.028276955602537,2.905495900755527e-05,-0.08831596374511924,-0.07031994774227936,0.9998255734991163,1.0509370114789296,0.9829710964435228,210180.992485006,210180.992485006,228.39967319216055,228.39967319216055,7378.520349878519,7378.520349878519,2,0.7578788610287549
2024-12-01 00:00:00+00:00,0,1,0,4408288935,31.900866270065308,69.0,2.3372935100234957,46115,97.94625854492188,0.0167303588241338,1099,1017535.0,1101993.0,1391.0,49191.0,98.1043472290039,0.0172864142805337,32.01839049657186,1454049.0,1724.0,53941.0,98.73046875,0.0267228577286005,37.988213221232094,1048050.0,1329.2857142857142,46081.57142857143,98.27304295131138,0.02030283345707819,33.03248078482492,1052250.2222222222,1430.4444444444443,45057.77777777778,98.35157267252605,0.021509406674239312,34.36696417965873,-30.02058390054255,-7.6641140188730805,-36.25290023201856,-20.992092020129405,-14.508444411486622,-6.253176394055826,-37.39307751420646,-3.2167194848851666,-0.7942940158259137,-0.16114340347528344,0.18725283963075676,0.18725283963075676,925.0318181818182,22.06468470812733,0.023831208257437765,3.135109349454497e-05,-0.08598954336983584,-0.07962252298991257,0.9992015407676689,0.9960083427558211,0.943904858212283,197036.84211320593,197036.84211320593,247.17206107846775,247.17206107846775,6913.350956261691,6913.350956261691,2,0.6997941609945745
2024-12-02 00:00:00+00:00,0,0,0,4408288935,29.061264832814533,77.0,1.329485235032562,30483,97.90705108642578,0.0148922493681311,889,632297.0,1017535.0,1099.0,46115.0,97.94625854492188,0.0167303588241338,31.900866270065308,1082654.0,1588.0,44648.0,98.45809173583984,0.0263799242675304,35.583844343821205,983713.2857142857,1229.4285714285713,44058.0,98.19432285853794,0.018661737042878285,32.10068371182396,1010254.9,1376.3,43600.3,98.30712051391602,0.02084769094362849,33.83639424497431,-41.59750021705919,-37.859926194184965,-44.0176322418136,-19.108280254777064,-31.725945171116287,-33.897864035563266,-43.54703517302681,-10.986670849827796,-0.5596702512704499,-0.040029562209475955,0.22603670501717132,0.22603670501717132,710.4460674157303,20.741930192888073,0.02916283952237239,4.596134233037987e-05,-0.0987674168178017,-0.08215392141630594,0.998852599335751,0.9737278044524067,0.8951464741749598,228354.68882345193,228354.68882345193,289.1747069007093,289.1747069007093,7982.878234070717,7982.878234070717,2,0.43485260813081267
