timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,ratings_like_ratio,ccu_playing,session_session_length,daily_Estimated Revenue,platform_platform_share,visits_visits_gained,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2020-08-08 00:00:00+00:00,1,1,0,1268927906,0.0,86.06057739257812,11773,0.0,0.0,0.4064006507396698,704930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11773.0,704930.0,86.06057739257812,0.4064006507396698,0.0,0.0,11773.0,704930.0,86.06057739257812,0.4064006507396698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016700925338792024,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2020-08-09 00:00:00+00:00,1,1,0,1268927906,0.0,86.06237030029297,11995,0.0,0.0,0.4134997725486755,715252,0.0,0.0,11773.0,704930.0,86.06057739257812,0.4064006507396698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11884.0,710091.0,86.06147384643555,0.40995021164417267,0.0,0.0,11884.0,710091.0,86.06147384643555,0.40995021164417267,0.0,0.0,0.0,0.0,1.8856706022254421,0.0,1.4642588625821018,0.0,1.7468283567176668,0.0,0.0020833089541927308,0.0,0.0,0.0,0.0,0.016770289673723845,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,156.97770542341354,156.97770542341354,7298.756195407544,7298.756195407544,0,0.0
2020-08-10 00:00:00+00:00,1,0,0,1268927906,0.0,86.0623550415039,11586,0.0,0.0,0.3853576183319092,674884,0.0,0.0,11995.0,715252.0,86.06237030029297,0.4134997725486755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11784.666666666666,698355.3333333334,86.061767578125,0.40175268054008484,0.0,0.0,11784.666666666666,698355.3333333334,86.061767578125,0.40175268054008484,0.0,0.0,0.0,0.0,-3.4097540641934154,0.0,-5.6438849524363395,0.0,-6.805845150363055,0.0,-1.7729919599140942e-05,0.0,0.0,0.0,0.0,0.01716736925550279,0.0,0.0008888244628867686,0.0,1.0,0.0,1.0,0.0,0.0,204.74944037367536,204.74944037367536,20971.731862994387,20971.731862994387,0,0.0
2020-08-11 00:00:00+00:00,1,0,0,1268927906,0.0,86.0702896118164,9147,0.0,0.0,0.3672927618026733,862061,0.0,0.0,11586.0,674884.0,86.0623550415039,0.3853576183319092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11125.25,739281.75,86.06389808654785,0.39313770085573196,0.0,0.0,11125.25,739281.75,86.06389808654785,0.39313770085573196,0.0,0.0,0.0,0.0,-21.051268772656652,0.0,27.73469218413831,0.0,-4.687816114141697,0.0,0.009219559828066437,0.0,0.0,0.0,0.0,0.010610605733694328,0.0,0.002912139892562413,0.0,1.0,0.0,1.0,0.0,0.0,1329.386920100139,1329.386920100139,83624.72929452945,83624.72929452945,0,0.0
2020-08-12 00:00:00+00:00,1,0,0,1268927906,0.0,86.07563018798828,11414,0.0,0.0,0.3816703259944916,663178,0.0,0.0,9147.0,862061.0,86.0702896118164,0.3672927618026733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11183.0,724061.0,86.06624450683594,0.3908442258834839,0.0,0.0,11183.0,724061.0,86.06624450683594,0.3908442258834839,0.0,0.0,0.0,0.0,24.78408221274735,0.0,-23.070641172724436,0.0,3.9144697873307432,0.0,0.006204900896644716,0.0,0.0,0.0,0.0,0.017211039553423735,0.0,0.0038024902343715694,0.0038024902343715694,1.0,0.0,1.0,0.0,0.0,1158.5022658588111,1158.5022658588111,80019.85794163846,80019.85794163846,0,0.0
2020-08-13 00:00:00+00:00,1,0,0,1268927906,0.0,86.07681274414062,11774,0.0,0.0,0.3981832563877105,661592,0.0,0.0,11414.0,663178.0,86.07563018798828,0.3816703259944916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11281.5,713649.5,86.06800587972005,0.39206739763418835,0.0,0.0,11281.5,713649.5,86.06800587972005,0.39206739763418835,0.0,0.0,0.0,0.0,3.154021377256,0.0,-0.2391514796932337,0.0,4.3264904994100295,0.0,0.0013738570949328732,0.0,0.0,0.0,0.0,0.017796439805136996,0.0,0.003682599748883922,0.003682599748883922,1.0,0.0,1.0,0.0,0.0,1063.9151751902027,1063.9151751902027,75979.85341852141,75979.85341852141,0,0.0
2020-08-14 00:00:00+00:00,1,0,0,1268927906,0.0,86.07349395751953,12660,0.0,0.0,0.4223064482212066,696862,0.0,0.0,11774.0,661592.0,86.07681274414062,0.3981832563877105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11478.42857142857,711251.2857142857,86.06878989083427,0.3963872620037624,0.0,0.0,11478.42857142857,711251.2857142857,86.06878989083427,0.3963872620037624,0.0,0.0,0.0,0.0,7.525055206386955,0.0,5.331080182348025,0.0,6.058313966373152,0.0,-0.003855610489389427,0.0,0.0,0.0,0.0,0.018167128976570718,0.0,0.0028896331787118317,0.0028896331787118317,1.0,0.0,1.0,0.0,0.0,1102.147427697834,1102.147427697834,69649.42062624374,69649.42062624374,0,0.0
2020-08-15 00:00:00+00:00,1,1,0,1268927906,0.0,86.06619262695312,13118,0.0,0.0,0.4341415762901306,745904,0.0,0.0,12660.0,696862.0,86.07349395751953,0.4223064482212066,0.0,0.0,11773.0,704930.0,86.06057739257812,0.4064006507396698,0.0,0.0,11670.57142857143,717104.7142857143,86.06959206717355,0.4003502513681139,0.0,0.0,11683.375,715582.875,86.06846523284912,0.4011065512895584,0.0,0.0,0.0,11.424445765735157,3.6176935229067952,5.812492020484306,7.037548323771414,6.826004215291226,2.80249759831388,0.0065247463416184814,-0.008482670135367965,0.0,0.0,0.0,0.0,0.017586689994034094,0.0,0.001438140869142191,0.0017099834623790125,1.0000130923018247,0.0,0.9981144662957686,0.0,0.0,1173.5504052112244,1173.5504052112244,65636.40109712096,65636.40109712096,0,0.0
2020-08-16 00:00:00+00:00,1,1,0,1268927906,0.0,86.07435607910156,13433,0.0,0.0,0.4345743060111999,769480,0.0,0.0,13118.0,745904.0,86.06619262695312,0.4341415762901306,0.0,0.0,11995.0,715252.0,86.06237030029297,0.4134997725486755,0.0,0.0,11876.0,724851.5714285715,86.07130432128906,0.40336089900561733,0.0,0.0,11877.777777777777,721571.4444444445,86.06911977132161,0.4048251907030741,0.0,0.0,0.0,11.988328470195908,2.4012806830309597,7.581663525582583,3.1607284583538897,5.096625164417379,0.09967479382348987,0.013926851848000688,0.00948508572211626,0.0,0.0,0.0,0.0,0.017457221165954714,0.0,0.0009168897356339298,0.001589711507153883,1.0000253813443574,0.0,0.9963829037048962,0.0,0.0,1243.060716314551,1243.060716314551,63971.76471911476,63971.76471911476,0,0.0
2020-08-17 00:00:00+00:00,1,0,0,1268927906,0.0,86.07860565185547,13282,0.0,0.0,0.4409403204917907,703239,0.0,0.0,13433.0,769480.0,86.07435607910156,0.4345743060111999,0.0,0.0,11586.0,674884.0,86.0623550415039,0.3853576183319092,0.0,0.0,12118.285714285714,728902.2857142857,86.07362583705357,0.4113012850284576,0.0,0.0,12018.2,719738.2,86.070068359375,0.4084367036819458,0.0,0.0,0.0,14.638356637320914,-1.124097372143229,4.201462769898234,-8.608540832770185,14.423667657196294,1.4648851514076355,0.018882367724804006,0.00493709502746853,0.0,0.0,0.0,0.0,0.018886866503611852,0.0,0.0004207066127251186,0.0016735654888749786,1.0000413323440585,0.0,1.0070135257695707,0.0,0.0,1253.2737397179706,1253.2737397179706,60591.12890477908,60591.12890477908,0,0.0
