timestamp,isSummer,isWeekend,isHoliday,universe_id,sort_sort_position,visits_visits_gained,session_session_length,platform_platform_share,ccu_playing,daily_Estimated Revenue,daily_rpv,ratings_like_ratio,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2023-07-22 00:00:00+00:00,1,1,0,4778845442,0.0,0,0.0,0.0466097369790077,2649,0.0,0.0,95.10286712646484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2649.0,0.0,95.10286712646484,0.0466097369790077,0.0,0.0,2649.0,0.0,95.10286712646484,0.0466097369790077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2649.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2023-07-23 00:00:00+00:00,1,1,0,4778845442,0.0,391023,0.0,0.1221124902367591,7138,0.0,0.0,94.83612060546876,0.0,2649.0,0.0,95.10286712646484,0.0466097369790077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4893.5,195511.5,94.9694938659668,0.0843611136078834,0.0,0.0,4893.5,195511.5,94.9694938659668,0.0843611136078834,0.0,0.0,0.0,0.0,169.46017365043411,0.0,inf,0.0,161.98922832745586,0.0,-0.2804821022287074,0.0,0.0,0.0,0.0,0.018254633986660666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3174.2023407464117,3174.2023407464117,276495.0148999074,276495.0148999074,0,0.0
2023-07-24 00:00:00+00:00,1,0,0,4778845442,0.0,585730,0.0,0.0859872102737426,5062,0.0,0.0,94.53327178955078,0.0,7138.0,391023.0,94.83612060546876,0.1221124902367591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4949.666666666667,325584.3333333333,94.82408650716145,0.08490314582983648,0.0,0.0,4949.666666666667,325584.3333333333,94.82408650716145,0.08490314582983648,0.0,0.0,0.0,0.0,-29.08377696833847,0.0,49.79425762678922,0.0,-29.5836076170215,0.0,-0.31933910200510063,0.0,0.0,0.0,0.0,0.00864219240572891,0.0,-0.28479766845704063,0.0,1.0,0.0,1.0,0.0,0.0,2246.607293973144,2246.607293973144,298297.79172218713,298297.79172218713,0,0.0
2023-07-25 00:00:00+00:00,1,0,0,4778845442,0.0,1320563,0.0,0.2247809618711471,12909,0.0,0.0,92.01342010498048,0.0,5062.0,585730.0,94.53327178955078,0.0859872102737426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6939.5,574329.0,94.12141990661621,0.11987259984016413,0.0,0.0,6939.5,574329.0,94.12141990661621,0.11987259984016413,0.0,0.0,0.0,0.0,155.01777953378112,0.0,125.455926792208,0.0,161.41208809490485,0.0,-2.6655712183324964,0.0,0.0,0.0,0.0,0.009775368706098303,0.0,-0.9571189880371122,0.0,1.0,0.0,1.0,0.0,0.0,4382.074432655535,4382.074432655535,553910.3584016701,553910.3584016701,0,0.0
2023-07-26 00:00:00+00:00,1,0,0,4778845442,0.0,1501779,0.0,0.2166696041822433,12775,0.0,0.0,91.09589385986328,0.0,12909.0,1320563.0,92.01342010498048,0.2247809618711471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8106.6,759819.0,93.51631469726563,0.13923200070857997,0.0,0.0,8106.6,759819.0,93.51631469726563,0.13923200070857997,0.0,0.0,0.0,0.0,-1.0380354791230895,0.0,13.722631938044616,0.0,-3.6085608057650154,0.0,-0.9971656787350902,0.0,0.0,0.0,0.0,0.00850657220098816,0.0,-1.0836647033691442,-1.0836647033691442,1.0,0.0,1.0,0.0,0.0,4605.707795768203,4605.707795768203,634149.2051232896,634149.2051232896,0,0.0
2023-07-27 00:00:00+00:00,1,0,0,4778845442,0.0,1576808,0.0,0.2796317934989929,16618,0.0,0.0,90.33768463134766,0.0,12775.0,1501779.0,91.09589385986328,0.2166696041822433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9525.166666666666,895983.8333333334,92.98654301961263,0.1626319661736488,0.0,0.0,9525.166666666666,895983.8333333334,92.98654301961263,0.1626319661736488,0.0,0.0,0.0,0.0,30.082191780821923,0.0,4.996008067764968,0.0,29.059078016218365,0.0,-0.8323198734753179,0.0,0.0,0.0,0.0,0.010539006309578396,0.0,-1.0733269827706453,-1.0733269827706453,1.0,0.0,1.0,0.0,0.0,5389.2507611602805,5389.2507611602805,657997.9806252954,657997.9806252954,0,0.0
2023-07-28 00:00:00+00:00,1,0,0,4778845442,0.0,2009780,0.0,0.2450970411300659,14543,0.0,0.0,90.30123901367188,0.0,16618.0,1576808.0,90.33768463134766,0.2796317934989929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10242.0,1055097.5714285714,92.6029281616211,0.17441269116742267,0.0,0.0,10242.0,1055097.5714285714,92.6029281616211,0.17441269116742267,0.0,0.0,0.0,0.0,-12.486460464556504,0.0,27.458764795713876,0.0,-12.350080774721139,0.0,-0.04034375889143682,0.0,0.0,0.0,0.0,0.0072361117952652555,0.0,-0.9585405077253063,-0.9585405077253063,1.0,0.0,1.0,0.0,0.0,5272.59929573008,5272.59929573008,733499.4139808741,733499.4139808741,0,0.0
2023-07-29 00:00:00+00:00,1,1,0,4778845442,0.0,2048033,0.0,0.2886317372322082,17487,0.0,0.0,90.4795150756836,0.0,14543.0,2009780.0,90.30123901367188,0.2450970411300659,0.0,0.0,2649.0,0.0,95.10286712646484,0.0466097369790077,0.0,0.0,12361.714285714286,1347673.7142857143,91.94244929722377,0.20898726263216558,0.0,0.0,11147.625,1179214.5,92.3375015258789,0.18869007192552084,0.0,0.0,0.0,560.1359003397508,20.243416076462893,inf,1.9033426544198928,519.2520188693694,17.76222834083081,-4.86142236346383,0.1974237163952175,0.0,0.0,0.0,0.0,0.00853843246742974,0.0,-0.8289149148123571,-0.8159780956449917,0.9957216491444225,0.0,1.1075689383098883,0.0,0.0,5512.7202498921915,5512.7202498921915,764461.4361487252,764461.4361487252,0,0.0
2023-07-30 00:00:00+00:00,1,1,0,4778845442,0.0,1926730,0.0,0.2273149341344833,14050,0.0,0.0,90.76034545898438,0.0,17487.0,2048033.0,90.4795150756836,0.2886317372322082,0.0,0.0,7138.0,391023.0,94.83612060546876,0.1221124902367591,0.0,0.0,13349.142857142857,1567060.4285714286,91.36019570486886,0.2240161831889833,0.0,0.0,11470.111111111111,1262271.7777777778,92.16226196289062,0.19298172328207222,0.0,0.0,0.0,96.83384701597086,-19.654600560416313,392.7408362167954,-5.922902609479442,86.152074774457,-21.243957329749453,-4.297703364987027,0.31038007118613375,0.0,0.0,0.0,0.0,0.007292144051245348,0.0,-0.5421872820173007,-0.6763284047444705,0.9912972377094572,0.0,1.1608155393117177,0.0,0.0,5246.646510973566,5246.646510973566,757256.7127239245,757256.7127239245,0,0.0
2023-07-31 00:00:00+00:00,1,0,0,4778845442,0.0,1961883,0.0,0.2752919793128967,16450,0.0,0.0,90.8287124633789,0.0,14050.0,1926730.0,90.76034545898438,0.2273149341344833,0.0,0.0,5062.0,585730.0,94.53327178955078,0.0859872102737426,0.0,0.0,14976.0,1763653.7142857143,90.83097294398716,0.2510597216231482,0.0,0.0,11968.1,1332232.9,92.02890701293946,0.20121274888515467,0.0,0.0,0.0,224.97036744369817,17.081850533807817,234.94664777286465,1.824490198419082,220.15456535512342,21.105980282856972,-3.9187888624218292,0.07532695479373075,0.0,0.0,0.0,0.0,0.008384797470186821,0.0,-0.14583533150808403,-0.5646142670602492,0.9869830675182977,0.0,1.2477326760564484,0.0,0.0,5191.20796154421,5191.20796154421,747440.9755779976,747440.9755779976,0,0.0
