timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,platform_platform_share,daily_Estimated Revenue,ratings_like_ratio,daily_rpv,visits_visits_gained,session_session_length,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-04-01 00:00:00+00:00,0,0,0,5200655965,3956,0.062696985900402,1144150.0,78.97547149658203,0.0163890133985386,315151,0.0,0.0,1469164.0,5110.0,420167.0,78.96810913085938,0.072122149169445,0.0,1569523.0,5199.0,452844.0,79.05948638916016,0.0934140682220459,0.0,1459693.857142857,5112.714285714285,432859.71428571426,78.99283054896763,0.07966064235993789,0.0,1543325.7,5474.0,468956.3,79.48166961669922,0.09162852217753725,0.0,-27.10205584754094,-22.122377079754195,-23.90844393152529,-22.58317025440313,-30.406276775225027,-24.993871484433573,-32.88271553341321,-13.068333899617102,-0.10626794634684966,0.009323213894418814,0.18485580704010307,0.3300284362060229,289.1458175385393,3.6304703761994213,0.012552672995887698,0.0,-0.012738091605050975,-0.044557527705479015,0.9938496628205092,0.9458106329356513,0.8693869601606071,303385.70702184504,509341.3673275656,1207.1729962425309,2122.8962811898473,111191.79161310315,190999.81586471555,9,0.2116499502391849
2024-04-02 00:00:00+00:00,0,0,0,5200655965,3092,0.055759847164154,957704.0,78.9633560180664,0.0136381618298856,267762,0.0,0.0,1144150.0,3956.0,315151.0,78.97547149658203,0.062696985900402,0.0,1449829.0,4959.0,421602.0,79.04721069335938,0.0903694480657577,0.0,1389390.2857142857,4846.0,410882.5714285714,78.98085130964007,0.0747164136597088,0.0,1516190.0,5376.6,460471.1666666667,79.44749603271484,0.09073409711321193,0.0,-33.94365818313746,-16.295590613118904,-37.64871949989917,-21.840242669362997,-36.48939046778715,-15.036918810348055,-38.297900056244536,-11.064549015590753,-0.10608176374276024,-0.015340811882524896,0.22201924711686366,0.34188081474188703,309.6359521500162,3.5766853523451707,0.011547525236869919,0.0,-0.008127485002789663,-0.044405666262209584,0.99412637595422,0.9163695089100217,0.8234656654651301,354371.69191026315,518356.2725035017,1396.6215515456527,2163.902056550817,126587.74442927797,194175.43829620435,9,0.17716034081533744
2024-04-03 00:00:00+00:00,0,0,0,5200655965,3006,0.0562553890049457,948113.0,78.9583740234375,0.013431184272067,264388,0.0,0.0,957704.0,3092.0,267762.0,78.9633560180664,0.055759847164154,0.0,1414765.0,4669.0,421573.0,79.0213851928711,0.08420230448246,0.0,1322725.7142857143,4608.428571428572,388427.5714285714,78.9718497140067,0.07072399716292103,0.0,1513496.9,5373.166666666667,459413.7,79.41321767171225,0.09033596726755298,0.0,-32.984417906860855,-1.0014576528864838,-35.61790533304776,-2.781371280724454,-37.28535745885054,-1.2600742450385005,-33.190202630779375,0.8887073153784897,-0.07973938862220198,-0.006309248846725346,0.2543666422037666,0.34435315846417214,315.30196208846024,3.5860531262647086,0.011369610687282754,0.0,-0.004745210920056324,-0.04384247267471662,0.994442134815263,0.8739533687090567,0.7828996500746364,392316.9580582638,521177.43784073327,1550.7313641428339,2167.7023603319103,138344.7508080944,195185.1508094127,9,0.17538615502436244
2024-04-04 00:00:00+00:00,0,0,0,5200655965,3016,0.0568716004490852,963612.0,78.95319366455078,0.0135793184693222,268471,0.0,0.0,948113.0,3006.0,264388.0,78.9583740234375,0.0562553890049457,0.0,1489804.0,5211.0,442787.0,78.99842071533203,0.08516576141119,0.0,1247555.4285714286,4294.857142857143,363525.28571428574,78.96538870675224,0.06668197416833464,0.0,1514519.9333333333,5372.666666666667,459364.8333333333,79.37854080200195,0.08993022578457989,0.0,-35.31954538986336,1.6347207558592647,-42.12243331414316,0.3326679973386648,-39.36791278876751,1.544321224866474,-33.22245993374893,1.09538206923665,-0.057250575861789166,-0.0065608733092470395,0.28113609067066697,0.3433611891543229,319.3941000994365,3.589245805894097,0.011233946184332072,0.0,-0.002948216029574812,-0.0428084240872004,0.9947951664130453,0.8237299497443141,0.7414856749950297,419988.54317498143,520027.36530725914,1671.4591046333053,2168.2628885868558,147407.56567401637,195234.40138142777,9,0.17825322890344922
2024-04-05 00:00:00+00:00,0,0,0,5200655965,3150,0.0551427453756332,1001898.0,78.95366668701172,0.0140440288411246,286389,0.0,0.0,963612.0,3016.0,268471.0,78.95319366455078,0.0568716004490852,0.0,1588704.0,5851.0,487289.0,78.97569274902344,0.0808126926422119,0.0,1163726.0,3909.0,334825.28571428574,78.96224212646484,0.06301483884453768,0.0,1517494.3666666667,5383.066666666667,460108.3,79.34428990681967,0.0895577501505613,0.0,-36.93614417789595,3.973175925579997,-46.16304905144419,4.442970822281178,-41.22810077797775,6.674091428869411,-31.764746882311158,-3.03992688758562,-0.027889672435943424,0.0005991175771047352,0.30071765869266553,0.34050262270344644,317.9619168517931,3.498369356471944,0.01099898739481127,0.0,-0.0027321406773151997,-0.04139332161331447,0.9951849366752983,0.7668733575309703,0.7036223971526683,433774.1820301295,516710.81178770546,1737.964087756046,2156.402031055494,151922.92246037457,194506.2286326764,9,0.1853355432808101
2024-04-06 00:00:00+00:00,0,1,0,5200655965,4511,0.0606905929744243,1285711.0,78.93157196044922,0.0179034102633973,428621,0.0,0.0,1001898.0,3150.0,286389.0,78.95366668701172,0.0551427453756332,0.0,1661441.0,6033.0,521449.0,78.9635238647461,0.0822551548480987,0.0,1110050.2857142857,3691.5714285714284,321564.14285714284,78.95767756870815,0.05993418714829848,0.0,1530305.2,5436.033333333334,465880.2,79.30994542439778,0.08942860662937162,0.0,-22.614706149661647,28.327534339823025,-25.227913144372614,43.2063492063492,-17.801932691404144,49.66391865609363,-26.21666923306857,10.060883913194886,-0.04046413170668561,-0.027984421103688373,0.260629866326161,0.33036069904640175,284.9536790780142,2.999638376004965,0.01052442478454209,0.0,-0.005835124424524085,-0.039796593722299434,0.9955583394515707,0.725378366167929,0.6701903273153973,357018.7401044982,505552.6956263436,1411.1924834248384,2112.944578533486,121181.14709562696,190757.13318617205,9,0.23783653294757912
2024-04-07 00:00:00+00:00,0,1,0,5200655965,4417,0.0597578063607215,1184585.0,78.91504669189453,0.0163743008342678,362729,0.0,0.0,1285711.0,4511.0,428621.0,78.93157196044922,0.0606905929744243,0.0,1469164.0,5110.0,420167.0,78.96810913085938,0.072122149169445,0.0,1069396.142857143,3592.5714285714284,313358.71428571426,78.9500972202846,0.05816785246133798,0.0,1537491.9333333333,5469.166666666667,468468.6666666667,79.27525227864584,0.089321494102478,0.0,-19.370131585037477,-7.865375655960005,-13.561643835616444,-2.0837951673686517,-13.670278722507955,-15.373021853805579,-17.14361392597231,-1.5369541933720865,-0.06719476957073311,-0.020936195928000778,0.19947216569719176,0.32441481977634085,268.12698053417836,3.2657486284564277,0.012177101425302567,0.0,-0.00891249520438369,-0.03788987479034853,0.9958984039909663,0.695545855995912,0.6512189820134711,258302.24931006331,498785.1684599112,1047.8889925270623,2087.9349653521917,87596.61937954664,188735.25308042858,9,0.2191297961841409
2024-04-08 00:00:00+00:00,0,0,0,5200655965,2963,0.0561744272708892,962614.0,78.91859436035156,0.0132250608412438,273210,0.0,0.0,1184585.0,4417.0,362729.0,78.91504669189453,0.0597578063607215,0.0,1144150.0,3956.0,315151.0,78.97547149658203,0.062696985900402,0.0,1043462.4285714285,3450.714285714286,307367.14285714284,78.94197191510882,0.05723605837140759,0.0,1509941.9,5309.466666666666,457926.73333333334,79.24244054158528,0.08774020249644911,0.0,-15.866451077218901,-18.7382923133418,-25.10111223458038,-32.918270319221186,-13.308223676904085,-24.6793060383923,-10.403304936977808,-5.996503734092284,-0.07201873588426055,0.0044955538971880316,0.2074162180828076,0.33588241679388775,324.7685560053981,3.5233354440340983,0.010845097744966345,0.0,-0.008662905011854589,-0.03586196814548627,0.9962082360863334,0.6910613107507173,0.652335608340133,259597.6050265325,507162.93459035474,1092.9720545777714,2090.371897836458,89701.20971717809,190567.21272376797,9,0.17806861442952648
2024-04-09 00:00:00+00:00,0,0,0,5200655965,3061,0.0673567950725555,1037500.0,78.92498779296875,0.0141773526063304,302198,0.0,0.0,962614.0,2963.0,273210.0,78.91859436035156,0.0561744272708892,0.0,957704.0,3092.0,267762.0,78.9633560180664,0.055759847164154,0.0,1054861.857142857,3446.285714285714,312286.5714285714,78.93649074009487,0.058892765215464944,0.0,1480611.8333333333,5186.766666666666,449345.3,79.21159286499024,0.08686352173487341,0.0,8.332010725652195,7.779442227102451,-1.0025873221216064,3.307458656766782,12.860674778347935,10.610153361882801,20.798026713130536,19.90650967875778,-0.04858991186859063,0.008101300674456802,0.21173259846120784,0.3432555729254439,338.83082952318745,3.4331682103514574,0.010129087124709215,0.0,-0.007427760532923944,-0.033717101779211174,0.9965269966813537,0.7124499706098011,0.6779919123613088,258763.9287507591,508228.2631310252,1119.881714711469,2111.3141631226576,90104.65885394996,191622.5124268259,9,0.1919213594136733
2024-04-10 00:00:00+00:00,0,0,0,5200655965,3206,0.0705436319112777,1076093.0,78.93226623535156,0.0146219648075963,316897,0.0,0.0,1037500.0,3061.0,302198.0,78.92498779296875,0.0673567950725555,0.0,948113.0,3006.0,264388.0,78.9583740234375,0.0562553890049457,0.0,1073144.7142857143,3474.8571428571427,319787.85714285716,78.93276105608258,0.06093394277351238,0.0,1476964.7666666666,5169.033333333334,449026.56666666665,79.181640625,0.0866038339833418,0.0,13.498391014573151,3.7198072289156725,6.653359946773119,4.737014047696841,19.860583687610635,4.8640295435443015,25.398887393838578,4.731277423887814,-0.03306525547016603,0.009221974670303723,0.21301254376177123,0.3458478073719384,335.54505768631117,3.3957077671679845,0.010116819923129839,0.0,-0.004754202706468745,-0.031248584446042105,0.996856852586623,0.726587890588395,0.7035940554921967,255175.22725680252,510805.02611727326,1135.4890919872475,2126.0847532873536,89081.10569451938,191841.78938793406,9,0.19906046401497635
