timestamp,isSummer,isWeekend,isHoliday,universe_id,sort_sort_position,visits_visits_gained,daily_Estimated Revenue,session_session_length,ccu_playing,daily_rpv,platform_platform_share,ratings_like_ratio,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-06-15 00:00:00+00:00,1,1,0,7782036711,0.0,114164.0,56540,17.7480894724528,1243.0,0.069676956428702,0.0119764767587184,97.70897674560548,51101.0,1471.0,166857.0,97.54863739013672,0.0122348461300134,14.215094010035196,25591.0,227.0,63633.0,97.70491790771484,0.0024428905453532,11.365006724993387,33615.57142857143,836.0,97068.28571428571,97.52936771937779,0.008160607224064129,18.103268103446524,25683.545454545456,589.6363636363636,73461.63636363637,97.62337910045277,0.005767448981218382,15.826048133637123,120.93704818100113,10.643627326275418,447.57709251101323,-15.49966009517335,79.4100545314538,-31.579735941554745,390.258426907408,-2.111750066567586,0.004154179725612828,0.1643686265216715,0.6653283445434466,0.6653283445434466,45.450160771704184,0.49524810581176365,0.010887750186134105,0.00031389769322178243,-0.01677240644181792,-0.028906874223188286,0.9990369993136763,1.308836877216349,1.414942247541163,17087.99077927909,17087.99077927909,542.8619111205487,542.8619111205487,48769.45663480931,48769.45663480931,8,1.0
2025-06-16 00:00:00+00:00,1,0,0,7782036711,0.0,104493.0,60356,19.917820970217388,1414.0,0.0658509703045405,0.0132856564596295,97.84833526611328,56540.0,1243.0,114164.0,97.70897674560548,0.0119764767587184,17.7480894724528,23417.0,94.0,54570.0,97.94686126708984,0.0021200969349592,11.578812837600708,38892.57142857143,1024.5714285714287,104200.14285714286,97.51529257638114,0.009755687156159886,19.29455497953462,28572.916666666668,658.3333333333334,76047.58333333333,97.64212544759114,0.006393966271085975,16.167029203352143,157.74437374556945,6.7492041032896966,1404.255319148936,13.757039420756234,91.48433205057725,-8.471146771311444,526.6532553562308,10.931259061293353,-0.10059127949786362,0.14262611803890213,0.6692211737469416,0.6692211737469416,42.65441696113074,0.5776025417727334,0.013531877428369093,0.0003300001817555112,0.07704462323870169,-0.0135838968770445,0.9987010435236985,1.3611691057757407,1.525764563425347,19121.600829040217,19121.600829040217,569.6836974598406,569.6836974598406,47354.84910652251,47354.84910652251,9,1.0
2025-06-17 00:00:00+00:00,1,0,0,7782036711,0.0,130129.0,58106,19.108371098836265,1522.0,0.0568901080913508,0.0160305518656969,97.74585723876952,60356.0,1414.0,104493.0,97.84833526611328,0.0132856564596295,19.917820970217388,18849.0,387.0,60214.0,97.4757308959961,0.0043029128573834,11.270911256472267,44500.71428571428,1186.7142857142858,114188.0,97.5538820539202,0.011431064157347527,20.414192099872338,30844.69230769231,724.7692307692307,80207.69230769231,97.65010481614333,0.007135242086056046,16.39328627223554,208.27099580879621,-3.72788123798794,293.28165374677,7.637906647807635,116.11087122596074,24.53370082206463,272.5511623641171,20.66059298167302,0.2771216386791009,-0.10473149805263482,0.6502377585895177,0.6502377585895177,38.152330925804335,0.4465227080611696,0.011695996311380926,0.00032884800624427806,0.0960963112967416,-0.007253332452458188,0.9990146169079461,1.442734906926477,1.6020569476803788,20056.383590537185,20056.383590537185,595.7122003459604,595.7122003459604,47755.553005880225,47755.553005880225,9,0.9627211876201206
2025-06-18 00:00:00+00:00,1,0,0,7782036711,0.0,409169.0,123616,16.337876677513123,4142.0,0.0982615554048893,0.0400781817734241,97.81000518798828,58106.0,1522.0,130129.0,97.74585723876952,0.0160305518656969,19.108371098836265,20375.0,385.0,62123.0,97.34880065917967,0.0035266100894659,11.390913585821789,59249.42857142857,1723.4285714285713,163766.0,97.61976841517857,0.016652717255055842,21.1209011129711,37471.21428571428,968.8571428571429,103704.92857142857,97.66152627127511,0.009488309206582335,16.38932844404108,506.70429447852763,112.74222971810141,975.8441558441559,172.14191852825232,558.6433366064099,214.43336996365144,1036.450607146476,150.0112417164234,0.4737649829126278,0.06562728184178468,0.8380219082932661,0.8380219082932661,29.837315954622255,0.3021140357308698,0.010122931788743066,0.0001321652901907757,0.09424073355538219,-0.0012340839092527202,0.9995724226551554,1.5811985200067864,1.7550774213284843,31401.698501780174,31401.698501780174,1077.8125181012808,1077.8125181012808,99170.78295892804,99170.78295892804,10,1.0
2025-06-19 00:00:00+00:00,1,0,1,7782036711,0.0,394797.0,179247,21.496042529741924,4360.0,0.1058488192050307,0.0408860780298709,97.78350830078124,123616.0,4142.0,409169.0,97.81000518798828,0.0400781817734241,16.337876677513123,26712.0,1095.0,92092.0,97.22955322265624,0.0123488437384366,48.01862517647121,81040.14285714286,2189.8571428571427,207009.57142857142,97.69890485491071,0.02072946501097503,17.331960734866914,46922.933333333334,1194.9333333333334,123111.06666666667,97.66965840657552,0.011581493794801574,16.72977604975447,571.0354896675651,45.00307403572352,298.17351598173514,5.263157894736836,328.6984754376059,-3.512485061184989,231.09235889519155,2.0158006693370423,0.5697394051132232,-0.027090160312448486,0.9526309464543067,1.0121654179717792,41.10227012153176,0.45402205684932545,0.011043622308117063,0.00011992347211540394,0.0560392652239069,0.002046857561382849,1.000299442516871,1.727090296794663,1.7898783506044427,47668.76797469465,47493.770429795266,1370.0345146851487,1358.440043719616,121261.72286071295,121578.48600123455,11,1.0
2025-06-20 00:00:00+00:00,1,0,0,7782036711,0.0,387023.0,203033,20.38007172294285,4321.0,0.0975119263259092,0.0352195166051387,97.84027862548828,179247.0,4360.0,394797.0,97.78350830078124,0.0408860780298709,21.496042529741924,38315.0,1177.0,129458.0,97.44701385498048,0.010614464059472,12.500430385271708,104571.28571428571,2639.0,243804.57142857142,97.75508553641183,0.024244472517498842,18.45762378310565,56679.8125,1390.3125,139605.5625,97.68032217025757,0.013058870220447643,16.957919529328745,429.9047370481535,13.269957098305696,267.1197960917587,-0.8944954128440319,198.95641829782633,-1.969113240475484,231.80682894403847,-13.859391014692758,0.4035678005413823,0.05805715676761025,0.9479546320480285,1.06274936514425,46.97663118926423,0.5246005415684816,0.011164682293604532,0.00010037762996809821,0.035202026367187035,0.005449328703042037,1.0007653882019754,1.8449476295336318,1.8565520683050152,60841.35334992598,60236.43475087012,1538.7135289506698,1527.4500632863037,133856.09169349016,134718.22690043034,12,1.0
2025-06-21 00:00:00+00:00,1,1,0,7782036711,400.0,506788.0,157506,21.2832616964976,4693.0,0.0613160299625497,0.0368869304656982,97.82292175292967,203033.0,4321.0,387023.0,97.84027862548828,0.0352195166051387,20.38007172294285,51101.0,1471.0,166857.0,97.54863739013672,0.0122348461300134,14.215094010035196,119772.0,3099.285714285714,292366.14285714284,97.79426901681083,0.0277661988511681,19.46736202402885,62610.76470588235,1584.5882352941176,161204.5294117647,97.68871038100299,0.014460520823109441,17.212351421515145,208.2248879669674,-22.423448404939094,219.03467029231814,8.609118259662107,203.72594497084327,30.94518930399486,201.4907590477217,4.734346241186671,0.28117703140841943,-0.017740007287847526,0.8552685746846466,1.0100940260742233,33.554750745632724,0.31079206533685616,0.00926026413359406,0.00013512581470345825,0.012977600097659055,0.0073371775010049635,1.0010805612582676,1.912961781614325,1.9201382295162412,63703.091429461485,63242.75939735059,1699.5564337286862,1681.9383928530026,158617.39310867965,157941.28477424674,12,0.775765515950609
2025-06-22 00:00:00+00:00,1,1,0,7782036711,319.0,461988.0,155171,26.080699761708576,4586.0,0.0513748119259974,0.0420072972774505,97.917724609375,157506.0,4693.0,506788.0,97.82292175292967,0.0368869304656982,21.2832616964976,56540.0,1243.0,114164.0,97.70897674560548,0.0119764767587184,17.7480894724528,133862.14285714287,3576.8571428571427,342055.28571428574,97.82409014020648,0.03205631606812983,20.65773492249396,67753.0,1751.3333333333333,177914.72222222222,97.70143339369032,0.015990897292795056,17.705037440414785,174.4446409621507,-1.4824832069889382,268.946098149638,-2.2799914766673757,304.67047405486846,-8.839988318586867,250.74837219444234,13.881249394047067,0.21364246226118766,0.09691272223986136,0.7815101422437732,0.9611071319215296,33.828428166557664,0.33587596241468953,0.009926643275056332,0.00016807606888941676,0.014020374843054963,0.010196469270527817,1.0012554242272158,1.975737500289919,2.0046602439609997,65442.7661570453,65117.891509079396,1768.350501033518,1778.4770418072014,169357.3041349963,168831.92780179714,12,0.7642649224510302
2025-06-23 00:00:00+00:00,1,0,0,7782036711,238.0,382178.0,135709,22.880423148473103,4388.0,0.0393048587043702,0.040321908891201,97.91791534423828,155171.0,4586.0,461988.0,97.917724609375,0.0420072972774505,26.080699761708576,60356.0,1414.0,104493.0,97.84833526611328,0.0132856564596295,19.917820970217388,144626.85714285713,4001.714285714286,381724.5714285714,97.83403015136719,0.03591863784406862,21.08096380510192,71329.63157894737,1890.1052631578948,188665.42105263157,97.71282718056126,0.017271476850605896,17.977426161891536,124.84757107826896,-12.542292051994252,210.32531824611033,-4.317488006977754,265.7450738326969,-17.275340485034242,203.49955994816887,-4.012132404324465,0.07111012970815178,0.00019479094723884316,0.701322812294578,0.9137197609749649,30.92025518341308,0.35509277066505485,0.011481530905675089,0.0001685979157650365,0.02753666469029431,0.012085134941234666,1.0012403997950234,2.02758452471165,2.07965063756598,64353.18087820412,65175.2939167481,1746.0217135464904,1831.162135388855,167428.55730618918,170635.94304129083,12,0.6684085838262745
2025-06-24 00:00:00+00:00,1,0,0,7782036711,192.0,338666.0,144261,24.17889793713887,3893.0,0.0377654707176284,0.0370768532156944,97.88288116455078,135709.0,4388.0,382178.0,97.91791534423828,0.040321908891201,22.880423148473103,58106.0,1522.0,130129.0,97.74585723876952,0.0160305518656969,19.108371098836265,156934.7142857143,4340.428571428572,411515.5714285714,97.85360499790737,0.03892525232263968,21.80532478200229,74976.2,1990.25,196165.45,97.72132987976075,0.018261745668860317,18.2874997506539,148.2721233607545,6.301719119586768,155.7818659658344,-11.280765724703734,160.25405559099048,-11.385270737719077,131.28868878827302,-8.047872148768064,0.14018387034711033,-0.03577913149430678,0.6167036109412952,0.8736053405553833,37.046995377503855,0.42596710042608227,0.011495067426114738,0.00016760406716348638,0.020174571446015404,0.01278802972090939,1.0013535951496912,2.0931270761350174,2.1315186964307853,62112.97808575368,65499.60873454853,1667.268919026456,1837.730203983049,160442.69465219742,169437.83459256796,12,0.710529815350214
2025-06-25 00:00:00+00:00,1,0,0,7782036711,163.0,288370.0,693416,25.10339609781901,4103.0,0.1676974959038476,0.0375365428626537,97.81932830810548,144261.0,3893.0,338666.0,97.88288116455078,0.0370768532156944,24.17889793713887,123616.0,4142.0,409169.0,97.81000518798828,0.0400781817734241,16.337876677513123,238334.7142857143,4334.857142857143,394258.5714285714,97.85493687220982,0.038562161049672486,23.05754184204599,104425.71428571429,2090.8571428571427,200556.14285714287,97.72599647158668,0.019179593154279053,18.612066243376052,460.9435671757701,380.66767872120664,-0.941574118783195,5.394297456974062,-29.523008830092213,-14.85121033702822,-6.341702138932281,1.2398291847613319,0.009531867521417325,-0.06492744766928293,1.122491706940406,1.4296587509475749,168.96101364522417,2.404596856133245,0.014228199090754618,3.620245263357981e-05,0.010273524693089718,0.012316914347858048,1.0013194073765277,2.2823374100522584,2.010582849150223,167017.86623705595,149293.1362525226,1551.3340590077178,1849.5803385015283,149704.07390707056,166368.75506214672,13,1.0
2025-06-26 00:00:00+00:00,1,0,0,7782036711,146.0,313367.0,797589,24.424164533615112,4216.0,0.1798844620813948,0.0388927906751632,97.78005981445312,693416.0,4103.0,288370.0,97.81932830810548,0.0375365428626537,25.10339609781901,179247.0,4360.0,394797.0,97.78350830078124,0.0408860780298709,21.496042529741924,326669.28571428574,4314.285714285715,382625.71428571426,97.8544442313058,0.038277405713285674,23.475844985456444,135933.13636363635,2187.4545454545455,205683.9090909091,97.72845389626242,0.020075647587046514,18.876252529296007,344.9664429530201,15.02316070007037,-3.302752293577982,2.754082378747258,-20.625789962942974,8.66837743177169,-4.875222693777149,3.613139914008645,-0.003526654328567247,-0.04014390032271997,1.1594239165389033,1.5266741062242375,189.13658999288594,2.5452152102320595,0.013453830640014297,3.062245581516207e-05,-0.007953098842072319,0.011351427609202665,1.0012891878467363,2.403161542895684,1.9066585796207913,236354.031242062,207525.59946421193,1474.3511461649157,1861.0020016691144,139805.0151673379,164131.05608510043,14,1.0
2025-06-27 00:00:00+00:00,1,0,0,7782036711,131.0,322099.0,902830,23.32790168126424,4518.0,0.1897321327925083,0.0369899608194828,97.72596740722656,797589.0,4216.0,313367.0,97.78005981445312,0.0388927906751632,24.424164533615112,203033.0,4321.0,387023.0,97.84027862548828,0.0352195166051387,20.38007172294285,426640.28571428574,4342.428571428572,373350.85714285716,97.83811405726841,0.038530326315334824,23.89696355093093,169276.47826086957,2288.782608695652,210745.4347826087,97.72834578804348,0.020811052510195917,19.06980249242506,344.6715558554521,13.194891103061845,4.559129831057618,7.163187855787467,-16.77523041266281,2.786509109127633,5.026883912670699,-4.892500184862114,-0.116834518326836,-0.0553204889925496,1.1119810230865592,1.5254634653281856,199.78535074131446,2.802949394597951,0.014026699782676188,2.583861396126655e-05,-0.023742130824496954,0.00990547210331388,1.0011231978638315,2.520375483336772,1.85143573572061,295348.59333628084,258225.08312637737,1380.0110048932115,1882.0345605106518,131512.05165566134,162184.28216939632,15,1.0
2025-06-28 00:00:00+00:00,1,1,0,7782036711,123.0,403212.0,956910,37.38467502593994,4880.0,0.186102327136654,0.0397207029163837,97.70203399658205,902830.0,4518.0,322099.0,97.72596740722656,0.0369899608194828,23.32790168126424,157506.0,4693.0,506788.0,97.82292175292967,0.0368869304656982,21.2832616964976,540840.8571428572,4369.142857142857,358554.28571428574,97.82084437779018,0.038935150951147045,26.19716545513698,202094.54166666666,2396.75,218764.875,97.72724946339925,0.021598954610453743,19.832922181321514,507.5387604281742,5.9900534984437925,3.984658001278496,8.012394864984508,-20.437737278704315,25.182630185129405,7.682321122709501,7.38238710288821,-0.12357814935537448,-0.02449032870126544,1.0308814137281643,1.481396432261567,196.04794099569762,2.3732121732186213,0.012102784384432049,3.906807950367374e-05,-0.0404924665178529,0.008453697536301269,1.0009577156310532,2.67617745973029,1.8026405283662528,340506.75804921525,299382.13300453656,1294.3181263074043,1915.1550113218786,127013.34890061975,163412.2840141549,16,1.0
2025-06-29 00:00:00+00:00,1,1,0,7782036711,117.0,464130.0,1035402,26.80783438682556,5359.0,0.1860703572209093,0.0472152009606361,97.71307373046876,956910.0,4880.0,403212.0,97.70203399658205,0.0397207029163837,37.38467502593994,155171.0,4586.0,461988.0,97.917724609375,0.0420072972774505,26.080699761708576,666588.1428571428,4479.571428571428,358860.28571428574,97.79160853794643,0.03967913719160213,26.30104183015369,235426.84,2515.24,228579.48,97.72668243408204,0.022623604464461038,20.111918669541677,567.2651461935542,8.202652287048927,16.855647623201044,9.815573770491802,0.4636484064521218,15.108181304127854,12.397616654050235,18.867989471458024,-0.20900289474929945,0.011299390028152168,0.9453735441281611,1.4320861486496992,193.17201492537313,2.2308399999138175,0.011546309123932683,2.5891207951711132e-05,-0.03819928850446109,0.007347417978140569,1.0006643641454644,2.8314024979358465,1.7538822009522526,378362.2617520567,337151.51658436895,1143.6126414246964,1966.2120791003194,116208.03613227357,167329.27839769502,17,1.0
