timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,visits_visits_gained,ratings_like_ratio,platform_platform_share,ccu_playing,daily_rpv,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2019-11-04 00:00:00+00:00,0,0,0,383310974,0.0,3393843,88.62933349609375,25.882184982299805,127088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127088.0,3393843.0,88.62933349609375,25.882184982299805,0.0,0.0,127088.0,3393843.0,88.62933349609375,25.882184982299805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374466239461802,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2019-11-05 00:00:00+00:00,0,0,0,383310974,0.0,5168623,88.62698364257812,24.364351272583008,121410,0.0,0.0,0.0,0.0,127088.0,3393843.0,88.62933349609375,25.882184982299805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124249.0,4281233.0,88.62815856933594,25.123268127441406,0.0,0.0,124249.0,4281233.0,88.62815856933594,25.123268127441406,0.0,0.0,0.0,0.0,-4.467770363842371,0.0,52.29411024611332,0.0,-5.864395570755743,0.0,-0.0026513270752870355,0.0,0.0,0.0,0.0,0.023489810827794787,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4014.9523035772168,4014.9523035772168,1254958.9731142607,1254958.9731142607,0,0.0
2019-11-06 00:00:00+00:00,0,0,0,383310974,0.0,4772972,88.62838745117188,25.49246597290039,105963,0.0,0.0,0.0,0.0,121410.0,5168623.0,88.62698364257812,24.364351272583008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118153.66666666667,4445146.0,88.62823486328125,25.246334075927734,0.0,0.0,118153.66666666667,4445146.0,88.62823486328125,25.246334075927734,0.0,0.0,0.0,0.0,-12.723004694835682,0.0,-7.654862813557884,0.0,4.6301856663298,0.0,0.0015839516770865814,0.0,0.0,0.0,0.0,0.022200628413359975,0.0,-0.0004730224609361841,0.0,1.0,0.0,1.0,0.0,0.0,10932.483081776682,10932.483081776682,931699.214772128,931699.214772128,0,0.0
2019-11-07 00:00:00+00:00,0,0,0,383310974,0.0,4568849,88.74848175048828,24.940425872802734,107800,0.0,0.0,0.0,0.0,105963.0,4772972.0,88.62838745117188,25.49246597290039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115565.25,4476071.75,88.65829658508301,25.169857025146484,0.0,0.0,115565.25,4476071.75,88.65829658508301,25.169857025146484,0.0,0.0,0.0,0.0,1.7336240008304804,0.0,-4.276643567152705,0.0,-2.16550293990585,0.0,0.1355031979822119,0.0,0.0,0.0,0.0,0.02359455880582641,0.0,0.03588485717772543,0.0,1.0,0.0,1.0,0.0,0.0,10318.86916850227,10318.86916850227,763239.5163098649,763239.5163098649,0,0.0
2019-11-08 00:00:00+00:00,0,0,0,383310974,0.0,5198973,88.74911499023438,25.22733688354492,129223,0.0,0.0,0.0,0.0,107800.0,4568849.0,88.74848175048828,24.940425872802734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118296.8,4620652.0,88.67646026611328,25.18135299682617,0.0,0.0,118296.8,4620652.0,88.67646026611328,25.18135299682617,0.0,0.0,0.0,0.0,19.872912801484222,0.0,13.791744923064876,0.0,1.1503853711458012,0.0,0.0007135217793052817,0.0,0.0,0.0,0.0,0.024855481100694098,0.0,0.03610610961913353,0.03610610961913353,1.0,0.0,1.0,0.0,0.0,10824.330127079458,10824.330127079458,735811.2277568207,735811.2277568207,0,0.0
2019-11-09 00:00:00+00:00,0,1,0,383310974,0.0,12701564,88.71817779541016,28.5161190032959,293138,0.0,0.0,0.0,0.0,129223.0,5198973.0,88.74911499023438,25.22733688354492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147437.0,5967470.666666667,88.68341318766277,25.737147331237793,0.0,0.0,147437.0,5967470.666666667,88.68341318766277,25.737147331237793,0.0,0.0,0.0,0.0,126.84661399286506,0.0,144.30909720054328,0.0,13.036580654282858,0.0,-0.034859158683020475,0.0,0.0,0.0,0.0,0.02307888831022004,0.0,0.02659170968193196,0.02659170968193196,1.0,0.0,1.0,0.0,0.0,72032.21803054519,72032.21803054519,3364024.027203888,3364024.027203888,0,0.0
2019-11-10 00:00:00+00:00,0,1,0,383310974,0.0,11534775,88.71065521240234,27.930191040039062,288022,0.0,0.0,0.0,0.0,293138.0,12701564.0,88.71817779541016,28.5161190032959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167520.57142857142,6762799.857142857,88.6873049054827,26.050439289637975,0.0,0.0,167520.57142857142,6762799.857142857,88.6873049054827,26.050439289637975,0.0,0.0,0.0,0.0,-1.7452530889888074,0.0,-9.186183685725634,0.0,-2.0547254806627557,0.0,-0.008479190166821304,0.0,0.0,0.0,0.0,0.024969882380030613,0.0,0.019538606916153927,0.019538606916153927,1.0,0.0,1.0,0.0,0.0,84541.79982678617,84541.79982678617,3722685.5487540364,3722685.5487540364,0,0.0
2019-11-11 00:00:00+00:00,0,0,1,383310974,0.0,7162169,88.70379638671875,27.618637084960938,202686,0.0,0.0,0.0,0.0,288022.0,11534775.0,88.71065521240234,27.930191040039062,0.0,0.0,127088.0,3393843.0,88.62933349609375,25.882184982299805,0.0,0.0,178320.2857142857,7301132.142857143,88.69794246128627,26.298503875732422,0.0,0.0,171916.25,6812721.0,88.6893663406372,26.246464014053345,0.0,0.0,0.0,59.484766461034866,-29.62829228322836,111.0341874977717,-37.908030282341876,6.7090630248128225,-1.1154737704138884,0.08401607874923833,-0.007731681912581667,0.0,0.0,0.0,0.0,0.028299523747690992,0.0,0.013023921421594246,0.014400028047113574,1.0000966984093238,0.0,1.001982738004297,0.0,0.0,79251.79308787188,79251.79308787188,3449428.2117816485,3449428.2117816485,0,0.0
2019-11-12 00:00:00+00:00,0,0,0,383310974,0.0,5833356,88.70341491699219,27.57587623596191,135587,0.0,0.0,0.0,0.0,202686.0,7162169.0,88.70379638671875,27.618637084960938,0.0,0.0,121410.0,5168623.0,88.62698364257812,24.364351272583008,0.0,0.0,180345.57142857142,7396094.0,88.70886121477399,26.757293156215123,0.0,0.0,167879.66666666666,6703902.666666667,88.69092729356554,26.394176483154297,0.0,0.0,0.0,11.676962358949016,-33.104901177190335,12.860930270983207,-18.553220400132975,13.181245531428543,-0.15482606497737583,0.08623928207045495,-0.0004300489292452525,0.0,0.0,0.0,0.0,0.02324339141252627,0.0,0.00347328186035423,0.011016591389970385,1.0002022069421947,0.0,1.013757454160109,0.0,0.0,75115.82332804454,75115.82332804454,3243117.093435072,3243117.093435072,0,0.0
2019-11-13 00:00:00+00:00,0,0,0,383310974,0.0,5439032,88.70668029785156,27.874046325683594,121045,0.0,0.0,0.0,0.0,135587.0,5833356.0,88.70341491699219,27.57587623596191,0.0,0.0,105963.0,4772972.0,88.62838745117188,25.49246597290039,0.0,0.0,182500.14285714287,7491245.428571428,88.7200459071568,27.097518920898438,0.0,0.0,163196.2,6577415.6,88.69250259399413,26.542163467407228,0.0,0.0,0.0,14.233270103715444,-10.725217019330756,13.95482730675981,-6.759813733295205,9.342290994189927,1.0812714967614934,0.0883383404925775,0.003681234665453559,0.0,0.0,0.0,0.0,0.022254875085332262,0.0,-0.008256639753059559,0.008871321244676456,1.0003105483818486,0.0,1.0209235186940644,0.0,0.0,72351.94285619888,72351.94285619888,3083691.4364461233,3083691.4364461233,0,0.0
