timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,session_session_length,daily_Estimated Revenue,platform_platform_share,ccu_playing,ratings_like_ratio,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-08-10 00:00:00+00:00,1,1,0,3110388936,112652,21.62425254640125,346419.0,0.0277497470378875,2180,92.6180419921875,1.1395825706417444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346419.0,2180.0,112652.0,92.6180419921875,0.0277497470378875,21.62425254640125,346419.0,2180.0,112652.0,92.6180419921875,0.0277497470378875,21.62425254640125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.83493810178817,3.0750978669010145,0.019351459792460033,6.24220672778744e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-08-11 00:00:00+00:00,1,1,0,3110388936,119447,26.22014617919922,551861.0,0.0307827312499284,2283,91.92849731445312,1.2920395495327783,0.0,346419.0,2180.0,112652.0,92.6180419921875,0.0277497470378875,21.62425254640125,0.0,0.0,0.0,0.0,0.0,0.0,449140.0,2231.5,116049.5,92.27326965332031,0.02926623914390795,23.922199362800235,449140.0,2231.5,116049.5,92.27326965332031,0.02926623914390795,23.922199362800235,0.0,59.304483876461745,0.0,4.724770642201825,0.0,6.031850300039054,0.0,10.92977246927651,0.0,-0.7445036225150803,0.32343908656660886,0.32343908656660886,241.62040280210158,4.620094099524479,0.019112919429375125,4.751214285310316e-05,0.0,0.0,1.0,1.0,1.0,145269.4313405267,145269.4313405267,72.8319984622144,72.8319984622144,4804.7905781625905,4804.7905781625905,2,1.0
2024-08-12 00:00:00+00:00,1,0,0,3110388936,123398,23.334409693876903,497741.0,0.0334329083561897,2026,91.58470153808594,0.9229471069116278,0.0,551861.0,2283.0,119447.0,91.92849731445312,0.0307827312499284,26.22014617919922,0.0,0.0,0.0,0.0,0.0,0.0,465340.3333333333,2163.0,118499.0,92.04374694824219,0.030655128881335203,23.726269473159125,465340.3333333333,2163.0,118499.0,92.04374694824219,0.030655128881335203,23.726269473159125,0.0,-9.806817296384418,0.0,-11.25711782742006,0.0,3.3077431831691095,0.0,8.609298131293874,0.0,-0.3739817210230201,0.22883151876971905,0.22883151876971905,245.55550074000988,4.033590223583659,0.016418285399395455,4.6880531869677266e-05,-0.5166702270507973,0.0,1.0,1.0,1.0,106484.53522147398,106484.53522147398,129.34063553268942,129.34063553268942,5435.361717494062,5435.361717494062,2,0.9019318270361558
2024-08-13 00:00:00+00:00,1,0,0,3110388936,91527,33.9659233490626,539420.0,0.027644695714116,1991,91.38491821289062,0.8234669243359461,0.0,497741.0,2026.0,123398.0,91.58470153808594,0.0334329083561897,23.334409693876903,0.0,0.0,0.0,0.0,0.0,0.0,483860.25,2120.0,111756.0,91.8790397644043,0.0299025205895304,26.286182942134992,483860.25,2120.0,111756.0,91.8790397644043,0.0299025205895304,26.286182942134992,0.0,8.373632069690862,0.0,-1.727541954590328,0.0,-25.827809202742348,0.0,-17.31291989439525,0.0,-0.21814049927566526,0.19531529800387765,0.19531529800387765,270.7931726907631,5.893497071934272,0.02175290621449174,6.296737307050077e-05,-0.4043167114257884,0.0,1.0,1.0,1.0,94505.30892098074,94505.30892098074,136.19348981014718,136.19348981014718,14197.451672747473,14197.451672747473,2,0.9774562797516041
2024-08-14 00:00:00+00:00,1,0,0,3110388936,71699,36.081770261128746,454153.0,0.0261367037892341,1912,91.1707000732422,0.6167313489744248,0.0,539420.0,1991.0,91527.0,91.38491821289062,0.027644695714116,33.9659233490626,0.0,0.0,0.0,0.0,0.0,0.0,477918.8,2078.4,103744.6,91.73737182617188,0.02914935722947114,28.245300405933744,477918.8,2078.4,103744.6,91.73737182617188,0.02914935722947114,28.245300405933744,0.0,-15.807163249416034,0.0,-3.9678553490708146,0.0,-21.663552831404942,0.0,-5.454905130722365,0.0,-0.23441301238501522,0.1734924076616739,0.1734924076616739,237.40355462624152,6.334072524407253,0.02666666666666667,7.944831546376063e-05,-0.3438262939453161,-0.3438262939453161,1.0,1.0,1.0,82915.28327877799,82915.28327877799,150.21418042248874,150.21418042248874,21727.59478865528,21727.59478865528,2,0.8229481699195993
2024-08-15 00:00:00+00:00,1,0,0,3110388936,76914,31.589972813924152,432393.0,0.0252924710512161,1782,90.759033203125,0.5337799310786135,0.0,454153.0,1912.0,71699.0,91.1707000732422,0.0261367037892341,36.081770261128746,0.0,0.0,0.0,0.0,0.0,0.0,470331.1666666667,2029.0,99272.83333333333,91.57431538899739,0.028506542866428633,28.802745807265477,470331.1666666667,2029.0,99272.83333333333,91.57431538899739,0.028506542866428633,28.802745807265477,0.0,-4.7913368402278556,0.0,-6.799163179916324,0.0,7.273462670330133,0.0,-3.230065829363471,0.0,-0.4515341768643766,0.16255597217180762,0.16255597217180762,242.5086932136848,5.621699278424234,0.02316843268543197,7.305830518907328e-05,-0.3362348284040104,-0.3362348284040104,1.0,1.0,1.0,76455.14004020048,76455.14004020048,180.8137162938697,180.8137162938697,22308.090078863024,22308.090078863024,2,0.7835179510782606
2024-08-16 00:00:00+00:00,1,0,0,3110388936,72989,30.930822134017944,402872.0,0.0210794191807508,1628,90.70030212402344,0.4547934311863977,0.0,432393.0,1782.0,76914.0,90.759033203125,0.0252924710512161,31.589972813924152,0.0,0.0,0.0,0.0,0.0,0.0,460694.14285714284,1971.7142857142858,95518.0,91.44945635114398,0.027445525197046083,29.106756711087257,460694.14285714284,1971.7142857142858,95518.0,91.44945635114398,0.027445525197046083,29.106756711087257,0.0,-6.827353819326398,0.0,-8.64197530864198,0.0,-5.103102166055596,0.0,-16.657335939750862,0.0,-0.06471100124008089,0.16128965463860045,0.16128965463860045,247.31246163290362,5.519550623373065,0.02230442526373476,7.677561448401343e-05,-0.3037910461425752,-0.3037910461425752,1.0,1.0,1.0,74305.19919545462,74305.19919545462,224.0897991771114,224.0897991771114,22658.34245187999,22658.34245187999,2,0.7300244083202111
2024-08-17 00:00:00+00:00,1,1,0,3110388936,111733,29.08368297245191,448440.0,0.0304830484092235,2368,90.39800262451172,0.4650229961649831,0.0,402872.0,1628.0,72989.0,90.70030212402344,0.0210794191807508,30.930822134017944,346419.0,2180.0,112652.0,92.6180419921875,0.0277497470378875,21.62425254640125,475268.5714285714,1998.5714285714287,95386.71428571429,91.13230787004743,0.027835996821522657,30.1723896290945,459162.375,2021.25,97544.875,91.31802463531494,0.02782521559856826,29.10387249375784,29.45017449966658,11.310788538295036,8.62385321100918,45.45454545454546,-0.8157866704541439,53.081971255942676,9.84982446003615,44.610475971083034,-2.396983697693633,-0.33329492011874295,0.1501201810084366,0.1501201810084366,189.29506120726046,4.0134605402115735,0.021193190971414252,6.485509347372767e-05,-0.24950599670409745,-0.29014850798107034,0.997966263878252,1.0350773436707905,1.0003874623330844,68929.53884726364,68929.53884726364,250.34533291892166,250.34533291892166,21746.800562299475,21746.800562299475,2,0.8125959254232497
2024-08-18 00:00:00+00:00,1,1,0,3110388936,113035,25.41998557249705,508951.0,0.0258922614157199,1877,90.3358917236328,0.4655774383852007,0.0,448440.0,2368.0,111733.0,90.39800262451172,0.0304830484092235,29.08368297245191,551861.0,2283.0,119447.0,91.92849731445312,0.0307827312499284,26.22014617919922,469138.5714285714,1940.5714285714287,94470.71428571429,90.90479278564453,0.027137358273778583,30.058080970994187,464694.44444444444,2005.2222222222222,99266.0,91.20889875623915,0.027610442911585112,28.694551724728868,-7.775508687876109,13.493666934260995,-17.78361804643014,-20.734797297297302,-5.36807119475583,1.1652779393733326,-15.887056267042176,-15.060130902506884,-1.7324394908497354,-0.06870826685951847,0.14327547184111786,0.14327547184111786,271.006922257721,4.50255670759758,0.016605329275629004,4.994574257002046e-05,-0.2210949489048526,-0.2685794830322307,0.9966658300369643,1.0095635466213504,0.9828657352827894,66579.3157897239,66579.3157897239,239.06211419721959,239.06211419721959,20987.338069655238,20987.338069655238,2,0.9222449131212389
2024-08-19 00:00:00+00:00,1,0,0,3110388936,73547,29.42265037695567,379374.0,0.0210308842360973,1431,90.14058685302734,0.320554680361225,0.0,508951.0,1877.0,113035.0,90.3358917236328,0.0258922614157199,25.41998557249705,497741.0,2026.0,123398.0,91.58470153808594,0.0334329083561897,23.334409693876903,452229.0,1855.5714285714287,87349.14285714286,90.69849068777901,0.025365640542336813,30.927829640005438,456162.4,1947.8,96694.1,91.10206756591796,0.026952487044036334,28.76736158995154,-23.780841843448698,-25.459621849647608,-29.368213228035533,-23.76132125732552,-40.39854778845686,-34.93431238112089,-37.095259520837686,-18.77540590823451,-1.57680776462219,-0.21619853070466988,0.14978095668775082,0.14978095668775082,264.92597765363126,5.158182411486377,0.019456681350954477,7.755558583711544e-05,-0.2058443341936408,-0.25360209147135576,0.9955700579699035,0.9913771937362658,0.9411243014751532,68324.44067698046,68324.44067698046,289.43692461974047,289.43692461974047,21393.3196709731,21393.3196709731,2,0.6874448457129604
