timestamp,isSummer,isWeekend,isHoliday,universe_id,sort_sort_position,daily_rpv,ratings_like_ratio,ccu_playing,platform_platform_share,session_session_length,visits_visits_gained,daily_Estimated Revenue,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-03-16 00:00:00+00:00,0,1,0,4673599750,0.0,0.0139446601438484,70.26715087890625,1671,0.0211035814136266,0.0,0,212479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212479.0,1671.0,0.0,70.26715087890625,0.0211035814136266,0.0,212479.0,1671.0,0.0,70.26715087890625,0.0211035814136266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.08074162679426,212479.0,1671.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-03-17 00:00:00+00:00,0,1,0,4673599750,0.0,0.0114731007880112,70.22701263427734,1673,0.0215974766761064,0.0,138525,176112.0,212479.0,1671.0,0.0,70.26715087890625,0.0211035814136266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194295.5,1672.0,69262.5,70.2470817565918,0.0213505290448665,0.0,194295.5,1672.0,69262.5,70.2470817565918,0.0213505290448665,0.0,0.0,-17.115573774349468,0.0,0.11968880909634105,0.0,inf,0.0,2.340338603195047,0.0,-0.057122345401594554,0.1323517647676409,0.1323517647676409,105.20430107526882,1.2713281261279472,0.012077155191083263,0.0,0.0,0.0,1.0,1.0,1.0,25715.352311411174,25715.352311411174,1.4142135623730951,1.4142135623730951,97951.9668638665,97951.9668638665,1,0.8288442622565053
2024-03-18 00:00:00+00:00,0,0,0,4673599750,0.0,0.0081156956439812,70.30313110351562,1154,0.022242147475481,0.0,88910,125854.0,176112.0,1673.0,138525.0,70.22701263427734,0.0215974766761064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171481.66666666666,1499.3333333333333,75811.66666666667,70.26576487223308,0.021647735188404668,0.0,171481.66666666666,1499.3333333333333,75811.66666666667,70.26576487223308,0.021647735188404668,0.0,0.0,-28.53752157717816,0.0,-31.02211595935446,0.0,-35.81663959574084,0.0,2.984935735977934,0.0,0.10838916021487233,0.2536582035469277,0.2536582035469277,108.96450216450216,1.4155053930334829,0.012979271406237699,0.0,0.017990112304677223,0.0,1.0,1.0,1.0,43497.731507899734,43497.731507899734,299.0691112992669,299.0691112992669,70185.24530364864,70185.24530364864,1,0.592312652073852
2024-03-19 00:00:00+00:00,0,0,0,4673599750,0.0,0.0080116737680996,70.36917877197266,1114,0.0236626863479614,0.0,88552,125250.0,125854.0,1154.0,88910.0,70.30313110351562,0.022242147475481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159923.75,1403.0,78996.75,70.29161834716797,0.02215147297829385,0.0,159923.75,1403.0,78996.75,70.29161834716797,0.02215147297829385,0.0,0.0,-0.47992117850843563,0.0,-3.466204506065862,0.0,-0.4026543695872187,0.0,6.38669837993997,0.0,0.09394697991442769,0.2649751567149917,0.2649751567149917,112.33183856502242,1.4144071911736473,0.012580036814111323,0.0,0.03822021484374943,0.0,1.0,1.0,1.0,42375.82071869916,42375.82071869916,311.04447699109954,311.04447699109954,57658.9813378338,57658.9813378338,1,0.5894700182135646
2024-03-20 00:00:00+00:00,0,0,0,4673599750,0.0,0.0079860540800393,70.43561553955078,1014,0.0222777966409921,0.0,89815,125854.0,125250.0,1114.0,88552.0,70.36917877197266,0.0236626863479614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153109.8,1325.2,81160.4,70.32041778564454,0.022176737710833498,0.0,153109.8,1325.2,81160.4,70.32041778564454,0.022176737710833498,0.0,0.0,0.48223552894210986,0.0,-8.976660682226212,0.0,1.4262806034872177,0.0,-5.852630959158256,0.0,0.09441174209721126,0.2595247329834207,0.2595247329834207,123.99408866995074,1.4012425403046227,0.011289747929099493,0.0,0.04790954589842834,0.04790954589842834,1.0,1.0,1.0,39735.779962144945,39735.779962144945,320.66446638191763,320.66446638191763,50167.97288410207,50167.97288410207,1,0.592312652073852
2024-03-21 00:00:00+00:00,0,0,0,4673599750,0.0,0.0078434443076362,70.48866271972656,1104,0.0238079465925693,0.0,87503,124582.0,125854.0,1014.0,89815.0,70.43561553955078,0.0222777966409921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148355.16666666666,1288.3333333333333,82217.5,70.34845860799153,0.022448605857789464,0.0,148355.16666666666,1288.3333333333333,82217.5,70.34845860799153,0.022448605857789464,0.0,0.0,-1.0106949322230552,0.0,8.875739644970416,0.0,-2.574180259422143,0.0,6.868497707541055,0.0,0.07531300716183686,0.2520999774540482,0.2520999774540482,112.74389140271494,1.4237292009508136,0.012616566099835436,0.0,0.051411873953692275,0.051411873953692275,1.0,1.0,1.0,37400.33417185823,37400.33417185823,300.6916471514742,300.6916471514742,44946.24750855181,44946.24750855181,1,0.5863261781164256
2024-03-22 00:00:00+00:00,0,0,0,4673599750,0.0,0.008382750542633,70.53132629394531,1199,0.0220651868730783,0.0,97961,134214.0,124582.0,1104.0,87503.0,70.48866271972656,0.0238079465925693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146335.0,1275.5714285714287,84466.57142857143,70.37458256312779,0.022393831717116446,0.0,146335.0,1275.5714285714287,84466.57142857143,70.37458256312779,0.022393831717116446,0.0,0.0,7.731453982116188,0.0,8.605072463768115,0.0,11.951590231192078,0.0,-7.3200757264590415,0.0,0.06052544135839444,0.23615343286681453,0.23615343286681453,111.845,1.3700618607215043,0.012239439782772912,0.0,0.05172538757324356,0.05172538757324356,1.0,1.0,1.0,34557.51259856531,34557.51259856531,276.5615405552365,276.5615405552365,41459.36838583508,41459.36838583508,1,0.6316577167625977
2024-03-23 00:00:00+00:00,0,1,0,4673599750,0.0,0.0101318948587149,70.58452606201172,1509,0.0201340839266777,0.0,137018,163842.0,134214.0,1199.0,97961.0,70.53132629394531,0.0220651868730783,0.0,212479.0,1671.0,0.0,70.26715087890625,0.0211035814136266,0.0,139386.85714285713,1252.4285714285713,104040.57142857143,70.419921875,0.022255332076123742,0.0,148523.375,1304.75,91035.5,70.40082550048828,0.022111363243311602,0.0,-22.890262096489533,22.07519334793688,-9.694793536804314,25.854879065888237,inf,39.86994824470962,-4.593995056795885,-8.751808708933872,0.4516693492417456,0.07542714827832864,0.21940838963427226,0.21940838963427226,108.5046357615894,1.1957611718082894,0.011013071179909356,0.0,0.05887195042201269,0.05197888328915642,1.0002712521391044,0.9384843102498656,1.0065110789971616,32587.27453179713,32587.27453179713,269.01818844510444,269.01818844510444,42644.24500780514,42644.24500780514,1,0.7710973790351047
2024-03-24 00:00:00+00:00,0,1,0,4673599750,0.0,0.0100095317194956,70.56432342529297,1579,0.0209469925612211,0.0,133668,163683.0,163842.0,1509.0,137018.0,70.58452606201172,0.0201340839266777,0.0,176112.0,1673.0,138525.0,70.22701263427734,0.0215974766761064,0.0,137611.2857142857,1239.0,103346.71428571429,70.46810913085938,0.022162405773997272,0.0,150207.77777777778,1335.2222222222222,95772.44444444444,70.4189919365777,0.021981988723079323,0.0,-7.057440719542107,-0.09704471380964641,-5.618649133293485,4.638833664678588,-3.5062263129398974,-2.4449342422163456,-3.0118523781296314,4.037475146640723,0.48031487936450734,-0.028621906026538024,0.20570578929764202,0.20570578929764202,103.59683544303797,1.2245397212517488,0.011812761373242862,0.0,0.04678508213588547,0.04728507995605294,1.0006974992531263,0.9161395484984292,1.0082074944715318,30898.609486422592,30898.609486422592,267.73390604188415,267.73390604188415,42345.75494990942,42345.75494990942,1,0.7703490697904264
2024-03-25 00:00:00+00:00,0,0,0,4673599750,0.0,0.0081151432413672,70.51421356201172,1192,0.0214174967259168,0.0,97202,133992.0,163683.0,1579.0,133668.0,70.56432342529297,0.0209469925612211,0.0,125854.0,1154.0,88910.0,70.30313110351562,0.022242147475481,0.0,138773.85714285713,1244.4285714285713,104531.28571428571,70.49826376778739,0.022044598524059527,0.0,148586.2,1320.9,95915.4,70.42851409912109,0.02192553952336307,0.0,6.466222766062257,-18.139330290867107,3.2928942807625594,-24.509183027232428,9.326285007310764,-27.28102462818326,-3.7076040003478306,2.2461657124313916,0.30024616995407705,-0.07101302874999993,0.19907207917346806,0.19907207917346806,112.3151718357083,1.3784759729637974,0.012262995998065903,0.0,0.028156552995953862,0.039583055900804166,1.000990361213189,0.9339619503214774,1.0054301514710546,29579.36377048476,29579.36377048476,256.4529196558308,256.4529196558308,39926.51995910042,39926.51995910042,1,0.6306129076285186
