timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,session_session_length,ccu_playing,platform_platform_share,visits_visits_gained,daily_rpv,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2022-08-10 00:00:00+00:00,1,0,0,3476371299,72.55369567871094,0.0,5161,0.1141605526208877,218647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5161.0,218647.0,72.55369567871094,0.1141605526208877,0.0,0.0,5161.0,218647.0,72.55369567871094,0.1141605526208877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02360414913468223,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2022-08-11 00:00:00+00:00,1,0,0,3476371299,75.20915985107422,0.0,6264,0.137106716632843,404632,0.0,0.0,0.0,0.0,5161.0,218647.0,72.55369567871094,0.1141605526208877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5712.5,311639.5,73.88142776489258,0.12563363462686533,0.0,0.0,5712.5,311639.5,73.88142776489258,0.12563363462686533,0.0,0.0,0.0,0.0,21.371827165278056,0.0,85.06176622592581,0.0,20.099906215552842,0.0,3.659998498384498,0.0,0.0,0.0,0.0,0.015480694851878122,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,779.938779648762,779.938779648762,131511.25469898005,131511.25469898005,0,0.0
2022-08-12 00:00:00+00:00,1,0,0,3476371299,77.55928039550781,0.0,20674,0.4525673389434814,1007628,0.0,0.0,0.0,0.0,6264.0,404632.0,75.20915985107422,0.137106716632843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10699.666666666666,543635.6666666666,75.10737864176433,0.23461153606573737,0.0,0.0,10699.666666666666,543635.6666666666,75.10737864176433,0.23461153606573737,0.0,0.0,0.0,0.0,230.0446998722861,0.0,149.0233100693964,0.0,230.08400321875402,0.0,3.1247796798783423,0.0,0.0,0.0,0.0,0.02051747220455148,0.0,2.502792358398437,0.0,1.0,0.0,1.0,0.0,0.0,8655.6135734755,8655.6135734755,412449.1109219819,412449.1109219819,0,0.0
2022-08-13 00:00:00+00:00,1,1,0,3476371299,80.246337890625,0.0,31702,0.5996329188346863,1833812,0.0,0.0,0.0,0.0,20674.0,1007628.0,77.55928039550781,0.4525673389434814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15950.25,866179.75,76.39211845397949,0.3258668817579746,0.0,0.0,15950.25,866179.75,76.39211845397949,0.3258668817579746,0.0,0.0,0.0,0.0,53.34236238753991,0.0,81.9929577185231,0.0,32.4958447586009,0.0,3.464520920532954,0.0,0.0,0.0,0.0,0.017287476967389803,0.0,2.542804718017569,0.0,1.0,0.0,1.0,0.0,0.0,12657.840742006514,12657.840742006514,727700.6633959576,727700.6633959576,0,0.0
2022-08-14 00:00:00+00:00,1,1,0,3476371299,93.01331329345705,0.0,48253,0.907214879989624,3346633,0.0,0.0,0.0,0.0,31702.0,1833812.0,80.246337890625,0.5996329188346863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22410.8,1362270.4,79.716357421875,0.4421364814043045,0.0,0.0,22410.8,1362270.4,79.716357421875,0.4421364814043045,0.0,0.0,0.0,0.0,52.20806258280235,0.0,82.4959701430681,0.0,51.2950425991765,0.0,15.909729638046933,0.0,0.0,0.0,0.0,0.014418367828689962,0.0,4.595641326904295,4.595641326904295,1.0,0.0,1.0,0.0,0.0,18134.47630068208,18134.47630068208,1275809.8826695536,1275809.8826695536,0,0.0
2022-08-15 00:00:00+00:00,1,0,0,3476371299,94.3102035522461,0.0,51506,1.0912798643112185,3518946,0.0,0.0,0.0,0.0,48253.0,3346633.0,93.01331329345705,0.907214879989624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27260.0,1721716.3333333333,82.14866511027019,0.5503270452221235,0.0,0.0,27260.0,1721716.3333333333,82.14866511027019,0.5503270452221235,0.0,0.0,0.0,0.0,6.74154974820218,0.0,5.148846616883307,0.0,20.289017341040495,0.0,1.3943060545508867,0.0,0.0,0.0,0.0,0.014636764918596386,0.0,4.710915919712616,4.710915919712616,1.0,0.0,1.0,0.0,0.0,20104.124661372352,20104.124661372352,1441305.2970530104,1441305.2970530104,0,0.0
2022-08-16 00:00:00+00:00,1,0,0,3476371299,94.856201171875,0.0,47216,1.0683860778808594,3624641,0.0,0.0,0.0,0.0,51506.0,3518946.0,94.3102035522461,1.0912798643112185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30110.85714285714,1993562.7142857143,83.96402740478516,0.6243354784590858,0.0,0.0,30110.85714285714,1993562.7142857143,83.96402740478516,0.6243354784590858,0.0,0.0,0.0,0.0,-8.329126703685008,0.0,3.003598236517413,0.0,-2.0978840698035683,0.0,0.5789380141952849,0.0,0.0,0.0,0.0,0.013026389916576588,0.0,4.3058441707066155,4.3058441707066155,1.0,0.0,1.0,0.0,0.0,19841.99827326347,19841.99827326347,1499479.015064645,1499479.015064645,0,0.0
2022-08-17 00:00:00+00:00,1,0,0,3476371299,95.1732406616211,0.0,48533,1.1368768215179443,3844602,0.0,0.0,0.0,0.0,47216.0,3624641.0,94.856201171875,1.0683860778808594,0.0,0.0,5161.0,218647.0,72.55369567871094,0.1141605526208877,0.0,0.0,36306.857142857145,2511556.285714286,87.19539097377232,0.7704378025872367,0.0,0.0,32413.625,2224942.625,85.36517906188965,0.6884031463414431,0.0,0.0,0.0,840.3797713621391,2.7893087089122304,1658.3602793543932,6.068490645004565,895.8578470562979,6.4106735434943385,31.17628229866627,0.3342316957977598,0.0,0.0,0.0,0.0,0.01262367011626428,0.0,3.8767839159284323,3.804663885207406,1.0214397946796991,0.0,1.1191665910909492,0.0,0.0,19490.594075366567,19490.594075366567,1534772.0646176876,1534772.0646176876,0,0.0
2022-08-18 00:00:00+00:00,1,0,0,3476371299,95.3618621826172,0.0,45404,1.0646624565124512,3809786,0.0,0.0,0.0,0.0,48533.0,3844602.0,95.1732406616211,1.1368768215179443,0.0,0.0,6264.0,404632.0,75.20915985107422,0.137106716632843,0.0,0.0,41898.28571428572,2998006.8571428573,90.07434844970703,0.9029457654271807,0.0,0.0,33857.0,2401036.3333333335,86.47592163085938,0.730209736360444,0.0,0.0,0.0,624.8403575989782,-6.447159664558133,841.5434271140196,-0.9055813839768057,676.5210068909333,-6.3519955406491135,26.795542419897323,0.19818755743195027,0.0,0.0,0.0,0.0,0.01191772663406117,0.0,3.039444242204945,3.3297102610270164,1.0416118932413152,0.0,1.236556732217374,0.0,0.0,18738.938944081117,18738.938944081117,1529759.973352274,1529759.973352274,0,0.0
2022-08-19 00:00:00+00:00,1,0,0,3476371299,95.50537109375,0.0,50456,1.153794527053833,4074699,0.0,0.0,0.0,0.0,45404.0,3809786.0,95.3618621826172,1.0646624565124512,0.0,0.0,20674.0,1007628.0,77.55928039550781,0.4525673389434814,0.0,0.0,46152.857142857145,3436159.8571428573,92.63807569231305,1.0031210780143738,0.0,0.0,35516.9,2568402.6,87.37886657714844,0.7725682154297828,0.0,0.0,0.0,144.0553352036374,11.126772971544362,304.38524931820075,6.95348767621069,154.94427630313905,8.371861898216505,23.13854719477466,0.1504887885452444,0.0,0.0,0.0,0.0,0.012382752104449408,0.0,1.8334726606096579,2.9141228878136856,1.0601885710032775,0.0,1.2984239552960815,0.0,0.0,18430.52052951541,18430.52052951541,1536314.3724215215,1536314.3724215215,0,0.0
