timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,ccu_playing,platform_platform_share,ratings_like_ratio,visits_visits_gained,daily_rpv,session_session_length,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2022-09-18 00:00:00+00:00,0,1,0,3864279452,0.0,12035,0.2104218900203704,71.53496551513672,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12035.0,0.0,71.53496551513672,0.2104218900203704,0.0,0.0,12035.0,0.0,71.53496551513672,0.2104218900203704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12035.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2022-09-19 00:00:00+00:00,0,0,0,3864279452,0.0,8251,0.2364128530025482,71.90754699707031,530474,0.0,0.0,0.0,0.0,12035.0,0.0,71.53496551513672,0.2104218900203704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10143.0,265237.0,71.72125625610352,0.2234173715114593,0.0,0.0,10143.0,265237.0,71.72125625610352,0.2234173715114593,0.0,0.0,0.0,0.0,-31.44162858329871,0.0,inf,0.0,12.351834203020262,0.0,0.5208382771286324,0.0,0.0,0.0,0.0,0.015553984636410764,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2675.6920600098956,2675.6920600098956,375101.7626431526,375101.7626431526,0,0.0
2022-09-20 00:00:00+00:00,0,0,0,3864279452,0.0,8910,0.2711839377880096,71.7323226928711,507397,0.0,0.0,0.0,0.0,8251.0,530474.0,71.90754699707031,0.2364128530025482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9732.0,345957.0,71.72494506835938,0.23933956027030936,0.0,0.0,9732.0,345957.0,71.72494506835938,0.23933956027030936,0.0,0.0,0.0,0.0,7.986910677493642,0.0,-4.3502603332114305,0.0,14.707781046526524,0.0,-0.2436799912064247,0.0,0.0,0.0,0.0,0.017560179582891536,0.0,0.09867858886718248,0.0,1.0,0.0,1.0,0.0,0.0,2021.4912812080095,2021.4912812080095,299829.65391868766,299829.65391868766,0,0.0
2022-09-21 00:00:00+00:00,0,0,0,3864279452,0.0,9139,0.2796863317489624,71.7073745727539,578162,0.0,0.0,0.0,0.0,8910.0,507397.0,71.7323226928711,0.2711839377880096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9583.75,404008.25,71.72055244445801,0.24942625313997263,0.0,0.0,9583.75,404008.25,71.72055244445801,0.24942625313997263,0.0,0.0,0.0,0.0,2.5701459034792373,0.0,13.946672920809533,0.0,3.135286709937568,0.0,-0.034779467861378865,0.0,0.0,0.0,0.0,0.015806961012724784,0.0,0.03420028686522259,0.0,1.0,0.0,1.0,0.0,0.0,1676.9606186988012,1676.9606186988012,270945.88282333553,270945.88282333553,0,0.0
2022-09-22 00:00:00+00:00,0,0,0,3864279452,0.0,9124,0.2721392810344696,71.88348388671875,576864,0.0,0.0,0.0,0.0,9139.0,578162.0,71.7073745727539,0.2796863317489624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9491.8,438579.4,71.75313873291016,0.25396885871887204,0.0,0.0,9491.8,438579.4,71.75313873291016,0.25396885871887204,0.0,0.0,0.0,0.0,-0.16413174307911005,0.0,-0.22450455062767993,0.0,-2.6983981188136164,0.0,0.24559442458205183,0.0,0.0,0.0,0.0,0.01581652553023671,0.0,0.04968643188476444,0.04968643188476444,1.0,0.0,1.0,0.0,0.0,1466.7725454207273,1466.7725454207273,247051.7670971005,247051.7670971005,0,0.0
2022-09-23 00:00:00+00:00,0,0,0,3864279452,0.0,10891,0.2740664482116699,72.11444854736328,632171,0.0,0.0,0.0,0.0,9124.0,576864.0,71.88348388671875,0.2721392810344696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9725.0,470844.6666666667,71.81335703531902,0.2573184569676717,0.0,0.0,9725.0,470844.6666666667,71.81335703531902,0.2573184569676717,0.0,0.0,0.0,0.0,19.36650591845681,0.0,9.587528429577862,0.0,0.7081547249903286,0.0,0.3213042108650477,0.0,0.0,0.0,0.0,0.01722790632929013,0.0,0.08000793457032164,0.08000793457032164,1.0,0.0,1.0,0.0,0.0,1430.8846214842063,1430.8846214842063,234678.38651879868,234678.38651879868,0,0.0
2022-09-24 00:00:00+00:00,0,1,0,3864279452,0.0,20430,0.3618448674678802,72.32467651367188,1207180,0.0,0.0,0.0,0.0,10891.0,632171.0,72.11444854736328,0.2740664482116699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11254.285714285714,576035.4285714285,71.8864026750837,0.2722508013248443,0.0,0.0,11254.285714285714,576035.4285714285,71.8864026750837,0.2722508013248443,0.0,0.0,0.0,0.0,87.5860802497475,0.0,90.95782628434395,0.0,32.02815223424076,0.0,0.2915198972512689,0.0,0.0,0.0,0.0,0.016923725605356613,0.0,0.10478918892996943,0.10478918892996943,1.0,0.0,1.0,0.0,0.0,4251.728578444526,4251.728578444526,351213.08201710304,351213.08201710304,0,0.0
2022-09-25 00:00:00+00:00,0,1,0,3864279452,0.0,22971,0.3892299234867096,72.71226501464844,1280008,0.0,0.0,0.0,0.0,20430.0,1207180.0,72.32467651367188,0.3618448674678802,0.0,0.0,12035.0,0.0,71.53496551513672,0.2104218900203704,0.0,0.0,12816.57142857143,758893.7142857143,72.0545883178711,0.29779480610574993,0.0,0.0,12718.875,664032.0,71.9896354675293,0.2868731915950775,0.0,0.0,0.0,90.86830078936437,12.437591776798818,inf,6.032903129607847,84.97596587932428,7.568175889978668,1.6457678997029879,0.5359007736499111,0.0,0.0,0.0,0.0,0.017945967567415542,0.0,0.14306913103376293,0.13868132091704036,1.0009022528023648,0.0,1.038071227394745,0.0,0.0,5714.447790781838,5714.447790781838,409482.94618911087,409482.94618911087,0,0.0
2022-09-26 00:00:00+00:00,0,0,0,3864279452,0.0,14698,0.386853814125061,73.081787109375,883907,0.0,0.0,0.0,0.0,22971.0,1280008.0,72.71226501464844,0.3892299234867096,0.0,0.0,8251.0,530474.0,71.90754699707031,0.2364128530025482,0.0,0.0,13737.57142857143,809384.1428571428,72.2223369053432,0.31928637198039456,0.0,0.0,12938.777777777777,688462.5555555555,72.1109856499566,0.2979821496539645,0.0,0.0,0.0,78.13598351714943,-36.01497540376997,66.62588552879123,-30.945197217517396,63.63484861835802,-0.6104642059283405,1.6329859122471868,0.5081977499286072,0.0,0.0,0.0,0.0,0.016628427392896092,0.0,0.2321202414376418,0.1698870340983035,1.001544164933858,0.0,1.0714949615309837,0.0,0.0,5385.93208687637,5385.93208687637,389985.1487172656,389985.1487172656,0,0.0
2022-09-27 00:00:00+00:00,0,0,0,3864279452,0.0,14784,0.4380731284618377,73.24058532714844,841859,0.0,0.0,0.0,0.0,14698.0,883907.0,73.081787109375,0.386853814125061,0.0,0.0,8910.0,507397.0,71.7323226928711,0.2711839377880096,0.0,0.0,14576.714285714286,857164.4285714285,72.43780299595424,0.34312768493379864,0.0,0.0,13123.3,703802.2,72.22394561767578,0.3119912475347518,0.0,0.0,0.0,65.92592592592592,0.5851136209008123,65.91722063788316,-4.757061546067631,61.54095704749631,13.239966226678778,2.1026262327167533,0.21728836151171382,0.0,0.0,0.0,0.0,0.017561114674648992,0.0,0.2712162562779037,0.18516873446377904,1.0029610315034647,0.0,1.099799073355667,0.0,0.0,5111.321595786706,5111.321595786706,370867.5642645378,370867.5642645378,0,0.0
