timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_rpv,ccu_playing,platform_platform_share,daily_Estimated Revenue,session_session_length,sort_sort_position,visits_visits_gained,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-12 00:00:00+00:00,0,0,0,8538761833,93.31990051269533,0.0610026239326112,2756,0.0217796042561531,163360,39.68194852556501,473,78534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163360.0,2756.0,78534.0,93.31990051269533,0.0217796042561531,39.68194852556501,163360.0,2756.0,78534.0,93.31990051269533,0.0217796042561531,39.68194852556501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25281102647806,2.080091678869294,0.03509263385751576,0.00024290955935360957,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-09-13 00:00:00+00:00,0,1,0,8538761833,93.34685516357422,0.0567908757297593,2461,0.0160452276468276,163737,21.836090564727783,467,299472,163360.0,2756.0,78534.0,93.31990051269533,0.0217796042561531,39.68194852556501,0.0,0.0,0.0,0.0,0.0,0.0,163548.5,2608.5,189003.0,93.33337783813477,0.01891241595149035,30.759019545146398,163548.5,2608.5,189003.0,93.33337783813477,0.01891241595149035,30.759019545146398,0.0,0.23077864838394468,0.0,-10.703918722786643,0.0,281.327832531133,0.0,-26.329112971395897,0.0,0.02888414017889751,0.0016299706601242347,0.0016299706601242347,66.50568643379367,0.5467504583050893,0.008217769214586957,0.00013335994433013584,0.0,0.0,1.0,1.0,1.0,266.5792565073284,266.5792565073284,208.59650045003153,208.59650045003153,156226.75802179344,156226.75802179344,2,1.0
2025-09-14 00:00:00+00:00,0,1,0,8538761833,93.39734649658205,0.056908830083182,2580,0.0205933004617691,181208,34.38438350504095,425,318675,163737.0,2461.0,299472.0,93.34685516357422,0.0160452276468276,21.836090564727783,0.0,0.0,0.0,0.0,0.0,0.0,169435.0,2599.0,232227.0,93.35470072428386,0.01947271078824993,31.96747419844458,169435.0,2599.0,232227.0,93.35470072428386,0.01947271078824993,31.96747419844458,0.0,10.670160073776858,0.0,4.83543275091427,0.0,6.412285622695935,0.0,28.345330555909733,0.0,0.054090020407593364,0.060185082412177064,0.060185082412177064,70.20844633862843,0.5686276970967378,0.008095997188366868,0.00018974986620444323,0.038722991943360666,0.0,1.0,1.0,1.0,10197.459438507221,10197.459438507221,148.41495881480412,148.41495881480412,133447.90177818458,133447.90177818458,3,1.0
2025-09-15 00:00:00+00:00,0,0,0,8538761833,93.549072265625,0.0600224723992278,2478,0.0229446254670619,212100,179.52253879200327,369,262681,181208.0,2580.0,318675.0,93.39734649658205,0.0205933004617691,34.38438350504095,0.0,0.0,0.0,0.0,0.0,0.0,180101.25,2568.75,239840.5,93.40329360961914,0.020340689457952924,68.85624034683426,180101.25,2568.75,239840.5,93.40329360961914,0.020340689457952924,68.85624034683426,0.0,17.04781245861109,0.0,-3.953488372093028,0.0,-17.57087942260924,0.0,11.417912391741037,0.0,0.16245190547090615,0.12714960994049387,0.12714960994049387,85.55869302137958,0.8074401748121303,0.009433459468102116,0.0008464011899614017,0.07380065917967339,0.0,1.0,1.0,1.0,22899.80368729537,22899.80368729537,135.44340761612088,135.44340761612088,110018.58867936819,110018.58867936819,4,1.0
2025-09-16 00:00:00+00:00,0,0,0,8538761833,93.59912872314452,0.0645207502296623,2347,0.016458598896861,243124,34.222325483957924,325,229422,212100.0,2478.0,262681.0,93.549072265625,0.0229446254670619,179.52253879200327,0.0,0.0,0.0,0.0,0.0,0.0,192705.8,2524.4,237756.8,93.44246063232421,0.01956427134573454,61.929457374258995,192705.8,2524.4,237756.8,93.44246063232421,0.01956427134573454,61.929457374258995,0.0,14.627062706270632,0.0,-5.286521388216303,0.0,-12.661364925518026,0.0,-28.268173649257854,0.0,0.053508235097599055,0.17883555538731105,0.17883555538731105,103.54514480408858,1.0597193829738083,0.010230011812242016,0.00014076020764609943,0.07606735229491728,0.07606735229491728,1.0,1.0,1.0,34462.648769356085,34462.648769356085,153.60110676684593,153.60110676684593,95392.74825530504,95392.74825530504,5,1.0
2025-09-17 00:00:00+00:00,0,0,0,8538761833,93.68817901611328,0.0653954925096687,2214,0.0261532757431268,259354,23.398256151299726,311,214340,243124.0,2347.0,229422.0,93.59912872314452,0.016458598896861,34.222325483957924,0.0,0.0,0.0,0.0,0.0,0.0,203813.83333333334,2472.6666666666665,233854.0,93.48341369628906,0.020662438745299917,55.507590503765776,203813.83333333334,2472.6666666666665,233854.0,93.48341369628906,0.020662438745299917,55.507590503765776,0.0,6.675605863674505,0.0,-5.666808691947168,0.0,-6.573911830600377,0.0,58.90341521181841,0.0,0.0951400875024877,0.20172979410868963,0.20172979410868963,117.08984198645598,1.2100064849935384,0.010329335031561858,9.021710069711294e-05,0.0785696847098253,0.0785696847098253,1.0,1.0,1.0,41115.32263483612,41115.32263483612,186.9028268022362,186.9028268022362,85855.76406275819,85855.76406275819,6,1.0
2025-09-18 00:00:00+00:00,0,0,0,8538761833,93.64849090576172,0.0617318814444298,1744,0.210916131734848,260266,125.4092779159546,309,146926,259354.0,2214.0,214340.0,93.68817901611328,0.0261532757431268,23.398256151299726,0.0,0.0,0.0,0.0,0.0,0.0,211878.42857142858,2368.5714285714284,221435.7142857143,93.50699615478516,0.047841537743806783,65.49354584836418,211878.42857142858,2368.5714285714284,221435.7142857143,93.50699615478516,0.047841537743806783,65.49354584836418,0.0,0.3516429281985145,0.0,-21.228545618789518,0.0,-31.45189885229075,0.0,706.4616218879491,0.0,-0.04236191883368878,0.20376748768094677,0.20376748768094677,149.14957020057307,1.7713966799839376,0.01186984012468777,0.0004818485551989096,0.06679289681571393,0.06679289681571393,1.0,1.0,1.0,43173.935083786935,43173.935083786935,323.9772919731965,323.9772919731965,84983.37244958429,84983.37244958429,7,1.0
2025-09-19 00:00:00+00:00,0,0,0,8538761833,93.62491607666016,0.049326884385336,2193,0.0159784667193889,221356,9.960909048716228,309,201432,260266.0,1744.0,146926.0,93.64849090576172,0.210916131734848,125.4092779159546,163360.0,2756.0,78534.0,93.31990051269533,0.0217796042561531,39.68194852556501,220163.57142857142,2288.1428571428573,238992.57142857142,93.55056980678013,0.04701280380998333,61.24768306595721,213063.125,2346.625,218935.25,93.52173614501953,0.04385865386575455,58.551966248408185,35.50195886385896,-14.950089523794885,-20.428156748911462,25.745412844036707,156.49018259607303,37.097586540163086,-26.635642542151714,-92.42425575134475,0.326849431138565,-0.02517374158788055,0.18826111903853784,0.18826111903853784,100.8915223336372,1.0989063361018303,0.01088699468309562,4.499929547615946e-05,0.05269922528947757,0.05435525803339665,1.0003083097357806,1.0333255528312157,1.0719162506419648,40111.50233834787,40111.50233834787,306.3004768896993,306.3004768896993,78996.53841376306,78996.53841376306,7,0.8504991047620512
2025-09-20 00:00:00+00:00,0,1,0,8538761833,93.61405181884766,0.0386319920098591,2006,0.0143184531480073,181210,19.403186533186172,309,280385,221356.0,2193.0,201432.0,93.62491607666016,0.0159784667193889,9.960909048716228,163737.0,2461.0,299472.0,93.34685516357422,0.0160452276468276,21.836090564727783,222659.7142857143,2223.1428571428573,236265.85714285713,93.58874075753349,0.04676612173872329,60.900125347165556,209523.88888888888,2308.777777777778,225763.0,93.53199344211154,0.04057640934156041,54.202101835605745,10.67138154479439,-18.136395670322912,-18.488419341731,-8.527131782945741,-6.373550782710902,39.1958576591604,-10.761919598951364,-10.389066739221441,0.2862406610326884,-0.011604024086497855,0.186108864618619,0.186108864618619,90.28898854010961,0.6462876177840549,0.007154422831382451,0.00010707510323979323,0.03039877755302054,0.044203058878582335,1.0006067155561809,1.062693688373603,1.1525446065239455,38994.25307158879,38994.25307158879,308.19505908506153,308.19505908506153,76680.89707841192,76680.89707841192,7,0.6962492219498513
2025-09-21 00:00:00+00:00,0,1,0,8538761833,93.60945129394533,0.0,1553,0.0115739442408084,0,12.885921835899351,307,86431,181210.0,2006.0,280385.0,93.61405181884766,0.0143184531480073,19.403186533186172,181208.0,2580.0,318675.0,93.39734649658205,0.0205933004617691,34.38438350504095,196772.85714285713,2076.4285714285716,203088.14285714287,93.6190414428711,0.04547764227858604,57.82891653728819,188571.5,2233.2,211829.8,93.53973922729492,0.03767616283148521,50.0704838356351,-100.0,-100.0,-39.8062015503876,-22.582253240279158,-72.8780105122774,-69.17417122884605,-43.79752647082914,-19.167635489877288,0.22709938271217034,-0.004914352934137778,0.4018291640492615,0.4018291640492615,0.0,0.0,0.017967882265827472,12.885921835899351,0.005275726318362349,0.03637265292081319,1.0008477917111087,1.043492028980292,1.2070667196655518,75773.52820851532,75773.52820851532,376.2318434157324,376.2318434157324,84663.87489859204,84663.87489859204,7,0.0
