timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,visits_visits_gained,daily_Estimated Revenue,platform_platform_share,ccu_playing,session_session_length,sort_sort_position,daily_rpv,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-05-16 00:00:00+00:00,0,0,0,7586676065,92.17479705810548,439819,152539.0,0.094928428530693,9150,10.964068942599829,424.0,0.0465298793597923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152539.0,9150.0,439819.0,92.17479705810548,0.094928428530693,10.964068942599829,152539.0,9150.0,439819.0,92.17479705810548,0.094928428530693,10.964068942599829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.669107201398756,0.34682142694738755,0.020803965258514846,7.18766811498612e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-05-17 00:00:00+00:00,0,1,0,7586676065,92.14530181884766,1464052,214828.0,0.0908086374402046,9368,10.958138902982077,387.0,0.0508790869184125,152539.0,9150.0,439819.0,92.17479705810548,0.094928428530693,10.964068942599829,0.0,0.0,0.0,0.0,0.0,0.0,183683.5,9259.0,951935.5,92.16004943847656,0.09286853298544881,10.961103922790953,183683.5,9259.0,951935.5,92.16004943847656,0.09286853298544881,10.961103922790953,0.0,40.83480290286418,0.0,2.38251366120219,0.0,232.87602400078217,0.0,-4.3398918050732815,0.0,-0.03199924512904406,0.23978732054500734,0.23978732054500734,22.929661650122746,0.14673512502621147,0.006398675457787389,5.100865759735453e-05,0.0,0.0,1.0,1.0,1.0,44044.97429332886,44044.97429332886,154.14927829866735,154.14927829866735,724242.0998150412,724242.0998150412,2,1.0
2025-05-18 00:00:00+00:00,0,1,0,7586676065,91.8242645263672,1589980,229647.0,0.0790297910571098,7259,10.259154836336773,296.0,0.0395334692844549,214828.0,9368.0,1464052.0,92.14530181884766,0.0908086374402046,10.958138902982077,0.0,0.0,0.0,0.0,0.0,0.0,199004.66666666666,8592.333333333334,1164617.0,92.04812113444011,0.0882556190093358,10.727120893972893,199004.66666666666,8592.333333333334,1164617.0,92.04812113444011,0.0882556190093358,10.727120893972893,0.0,6.898076600815539,0.0,-22.51280956447481,0.0,8.601333832404867,0.0,-12.971063893399904,0.0,-0.3484033218661531,0.2056078405897464,0.2056078405897464,31.631818181818183,0.14443380141020554,0.004565463360882929,4.46733907385946e-05,-0.1752662658691357,0.0,1.0,1.0,1.0,40916.919780615615,40916.919780615615,1159.8337524547792,1159.8337524547792,630843.5391592752,630843.5391592752,3,1.0
2025-05-19 00:00:00+00:00,0,0,0,7586676065,91.59632873535156,982263,158078.0,0.1013511270284652,8699,11.221643586953482,220.0,0.0223884968089118,229647.0,7259.0,1589980.0,91.8242645263672,0.0790297910571098,10.259154836336773,0.0,0.0,0.0,0.0,0.0,0.0,188773.0,8619.0,1119028.5,91.93517303466797,0.09152949601411815,10.85075156721804,188773.0,8619.0,1119028.5,91.93517303466797,0.09152949601411815,10.85075156721804,0.0,-31.16478769589849,0.0,19.8374431739909,0.0,-38.221675744348985,0.0,28.24420471417568,0.0,-0.248230456504428,0.20753769584058027,0.20753769584058027,18.169885057471266,0.1609322951874445,0.00885607128022609,7.098756689347403e-05,-0.2056442260742298,0.0,1.0,1.0,1.0,39177.51345691386,39177.51345691386,948.5009225087767,948.5009225087767,523089.182257672,523089.182257672,3,0.6883521230410151
2025-05-20 00:00:00+00:00,0,0,0,7586676065,91.33609771728516,868016,158350.0,0.098958782851696,8170,12.655281702677408,162.0,0.0198558173403074,158078.0,8699.0,982263.0,91.59632873535156,0.1013511270284652,11.221643586953482,0.0,0.0,0.0,0.0,0.0,0.0,182688.4,8529.2,1068826.0,91.8153579711914,0.09301535338163372,11.211657594309914,182688.4,8529.2,1068826.0,91.8153579711914,0.09301535338163372,11.211657594309914,0.0,0.1720669542883968,0.0,-6.081158753879756,0.0,-11.630999029791411,0.0,-2.3604514788447273,0.0,-0.28410638467649685,0.20009495083622914,0.20009495083622914,19.37951291151634,0.18242730269107632,0.009412258054853764,7.991917766655979e-05,-0.22263717651367573,-0.22263717651367573,1.0,1.0,1.0,36555.02641634936,36555.02641634936,845.6126181650794,845.6126181650794,466709.9468379692,466709.9468379692,3,0.6895365495739113
2025-05-21 00:00:00+00:00,0,0,0,7586676065,91.0467758178711,863343,247528.0,0.095048114657402,7570,13.110485076904297,143.0,0.0279766362700602,158350.0,8170.0,868016.0,91.33609771728516,0.098958782851696,12.655281702677408,0.0,0.0,0.0,0.0,0.0,0.0,193495.0,8369.333333333334,1034578.8333333334,91.68726094563802,0.0933541469275951,11.528128841408977,193495.0,8369.333333333334,1034578.8333333334,91.68726094563802,0.0933541469275951,11.528128841408977,0.0,56.3170192611304,0.0,-7.34394124847001,0.0,-0.5383541317210749,0.0,-3.9518151715292493,0.0,-0.31676621472225275,0.21741099318053939,0.21741099318053939,32.6942279751684,0.28670842676847236,0.008768231434978409,5.296545082355723e-05,-0.2370186941964211,-0.2370186941964211,1.0,1.0,1.0,42067.94012546847,42067.94012546847,851.6998688896618,851.6998688896618,425783.68936605204,425783.68936605204,4,1.0
2025-05-22 00:00:00+00:00,0,0,0,7586676065,91.07035064697266,838296,239284.0,0.0973998457193374,7837,13.15828537940979,130.0,0.0247524496920344,247528.0,7570.0,863343.0,91.0467758178711,0.095048114657402,13.110485076904297,0.0,0.0,0.0,0.0,0.0,0.0,200036.2857142857,8293.285714285714,1006538.4285714285,91.59913090297154,0.093932103897844,11.761008346837665,200036.2857142857,8293.285714285714,1006538.4285714285,91.59913090297154,0.093932103897844,11.761008346837665,0.0,-3.3305323034161782,0.0,3.527080581241737,0.0,-2.901164427116454,0.0,2.4742532457504796,0.0,0.025893096037488128,0.21057272807820526,0.21057272807820526,30.528706302628223,0.285440601600626,0.00934871531211492,5.49900134960812e-05,-0.21423421587262825,-0.21423421587262825,1.0,1.0,1.0,42122.18639748846,42122.18639748846,803.104334086532,803.104334086532,395702.2978658144,395702.2978658144,4,0.9666946769658382
2025-05-23 00:00:00+00:00,0,0,0,7586676065,91.1001968383789,941216,256010.0,0.0800374075770378,8409,12.81288234392802,117.0,0.0241899461303651,239284.0,7837.0,838296.0,91.07035064697266,0.0973998457193374,13.15828537940979,152539.0,9150.0,439819.0,92.17479705810548,0.094928428530693,10.964068942599829,214817.85714285713,8187.428571428572,1078166.5714285714,91.44561658586774,0.09180481519017898,12.025124547027406,207033.0,8307.75,998373.125,91.53676414489746,0.09219526685774322,11.892492596473959,67.83248874058438,6.990020227010585,-8.098360655737702,7.298711241546507,114.0007594033,12.277286304598857,-15.686576912879712,-17.8259400865278,-1.1658286798821638,0.03277267650143578,0.21122951196640163,0.21122951196640163,30.44114149821641,0.27199891204685,0.008934177771969695,5.004817114861479e-05,-0.18545341491699086,-0.1844006492978051,0.9990042518994288,1.0376020109975566,0.9957649488865117,43731.47955094003,43731.47955094003,744.6548097704641,744.6548097704641,367076.38236532017,367076.38236532017,5,1.0
2025-05-24 00:00:00+00:00,0,1,0,7586676065,91.28926849365234,1287226,334143.0,0.0710452422499656,7105,12.453009009361269,110.0,0.0284717983745887,256010.0,8409.0,941216.0,91.1001968383789,0.0800374075770378,12.81288234392802,214828.0,9368.0,1464052.0,92.14530181884766,0.0908086374402046,10.958138902982077,231862.85714285713,7864.142857142857,1052905.7142857143,91.32332611083984,0.08898147302014484,12.23867741936729,221156.33333333334,8174.111111111111,1030467.8888888889,91.50926462809245,0.08984526412354571,11.954772197905882,55.5397806617387,30.519510956603256,-24.156703672075153,-15.507194672374835,-12.07784969386333,36.7620184952232,-21.763783432223338,-11.234953254098134,-0.9290037672004425,0.20754253210766294,0.2663041743367538,0.2663041743367538,47.02265690965381,0.2595835854903603,0.005519616975094525,3.726839030286723e-05,-0.10224996294293283,-0.14558016459146858,0.997968090793776,1.0484115632057736,0.9903857914846455,58894.85474767724,58894.85474767724,803.6983956131255,803.6983956131255,356612.67714547267,356612.67714547267,6,1.0
2025-05-25 00:00:00+00:00,0,1,0,7586676065,91.32452392578124,1184259,303836.0,0.0712995082139968,6397,12.6586705048879,110.0,0.0234216234793533,334143.0,7105.0,1287226.0,91.28926849365234,0.0710452422499656,12.453009009361269,229647.0,7259.0,1589980.0,91.8242645263672,0.0790297910571098,10.259154836336773,242461.2857142857,7741.0,994945.5714285715,91.25193459647042,0.08787714689970012,12.581465372017451,229424.3,7996.4,1045847.0,91.49079055786133,0.08799068853259082,12.025162028604084,32.305669135673455,-9.070068802877806,-11.874913899986229,-9.964813511611537,-25.51736499830186,-7.99913923429142,-9.781479540451798,0.3578930213744558,-0.544235887064981,0.03861947051460035,0.26751408119993836,0.26751408119993836,47.48921537980619,0.2565619036360259,0.005401685440697144,4.166270238610801e-05,-0.030558994838170792,-0.11595324891986164,0.9973892895674581,1.0568247814825444,0.9987096176335905,61374.23081943901,61374.23081943901,943.3840033505865,943.3840033505865,339716.76883970405,339716.76883970405,6,0.9092993119712219
