timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,daily_Estimated Revenue,platform_platform_share,session_session_length,ccu_playing,sort_sort_position,daily_rpv,ratings_like_ratio,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-07-15 00:00:00+00:00,1,0,0,7996365376,182480,198934,0.0342347845435142,17.95798619588216,4199,486.0,0.0499192414171869,80.96051788330078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198934.0,4199.0,182480.0,80.96051788330078,0.0342347845435142,17.95798619588216,198934.0,4199.0,182480.0,80.96051788330078,0.0342347845435142,17.95798619588216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.3652380952381,1.0901628114707833,0.023010614803732992,9.027062204178329e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-07-16 00:00:00+00:00,1,0,0,7996365376,440693,123221,0.0300936754792928,18.3754358291626,3788,474.0,0.0287130000712384,81.5724105834961,198934.0,4199.0,182480.0,80.96051788330078,0.0342347845435142,17.95798619588216,0.0,0.0,0.0,0.0,0.0,0.0,161077.5,3993.5,311586.5,81.26646423339844,0.032164230011403505,18.16671101252238,161077.5,3993.5,311586.5,81.26646423339844,0.032164230011403505,18.16671101252238,0.0,-38.05935636944916,0.0,-9.788044772564897,0.0,141.50208241999124,0.0,-12.096203085367275,0.0,0.7557914847794223,0.3323690504507276,0.3323690504507276,32.520717867511216,0.27960671123273745,0.008595533408669054,0.00014912463544791192,0.0,0.0,1.0,1.0,1.0,53537.175723977074,53537.175723977074,290.62088706767105,290.62088706767105,182584.163290522,182584.163290522,1,0.6194064363055084
2025-07-17 00:00:00+00:00,1,0,0,7996365376,420575,148171,0.0297196358442306,16.815911054611206,3892,447.0,0.0314016563234436,81.89479064941406,123221.0,3788.0,440693.0,81.5724105834961,0.0300936754792928,18.3754358291626,0.0,0.0,0.0,0.0,0.0,0.0,156775.33333333334,3959.6666666666665,347916.0,81.47590637207031,0.03134936528901253,17.716444359885323,156775.33333333334,3959.6666666666665,347916.0,81.47590637207031,0.03134936528901253,17.716444359885323,0.0,20.248171983671615,0.0,2.745512143611406,0.0,-4.565082721985602,0.0,-1.2429177529995394,0.0,0.3952072319696631,0.24610315607056746,0.24610315607056746,38.06087849987156,0.35230493418549796,0.009253975500266302,0.00011348912786903873,0.46713638305665156,0.0,1.0,1.0,1.0,38582.90432734857,38582.90432734857,213.69214616670715,213.69214616670715,143624.46188933137,143624.46188933137,1,0.744824916806579
2025-07-18 00:00:00+00:00,1,0,0,7996365376,453750,146943,0.032218012958765,19.01875106493632,4503,444.0,0.0284293367224751,82.3445053100586,148171.0,3892.0,420575.0,81.89479064941406,0.0297196358442306,16.815911054611206,0.0,0.0,0.0,0.0,0.0,0.0,154317.25,4095.5,374374.5,81.69305610656738,0.03156652720645065,18.04202103614807,154317.25,4095.5,374374.5,81.69305610656738,0.03156652720645065,18.04202103614807,0.0,-0.8287721618940314,0.0,15.698869475847888,0.0,7.888010461867689,0.0,8.406486296228977,0.0,0.5491370782907623,0.20661395858409734,0.20661395858409734,32.625,0.3238406086157386,0.009923945071195435,0.00012942856506516988,0.4474342346191344,0.0,1.0,1.0,1.0,31884.097900311794,31884.097900311794,322.87097526204906,322.87097526204906,128655.35197184765,128655.35197184765,1,0.7386520152412358
2025-07-19 00:00:00+00:00,1,1,0,7996365376,498461,149276,0.0295262951403856,15.559453209241232,4481,438.0,0.0263514929768985,82.74454498291016,146943.0,4503.0,453750.0,82.3445053100586,0.032218012958765,19.01875106493632,0.0,0.0,0.0,0.0,0.0,0.0,153309.0,4172.6,399191.8,81.90335388183594,0.03115848079323764,17.545507470766704,153309.0,4172.6,399191.8,81.90335388183594,0.03115848079323764,17.545507470766704,0.0,1.5876904650102386,0.0,-0.4885631801021528,0.0,9.853663911845722,0.0,-8.354698416145222,0.0,0.48581222431935966,0.18070905709292623,0.18070905709292623,33.30566711289603,0.29947317950014246,0.008989652170075151,0.00010423208671959667,0.43401489257811876,0.43401489257811876,1.0,1.0,1.0,27704.324833859428,27704.324833859428,328.49094355857056,328.49094355857056,124473.45737023617,124473.45737023617,1,0.7503795228568269
2025-07-20 00:00:00+00:00,1,1,0,7996365376,524901,151171,0.0322220027446746,16.712398250897724,4236,433.0,0.0244610886507118,83.09564971923828,149276.0,4481.0,498461.0,82.74454498291016,0.0295262951403856,15.559453209241232,0.0,0.0,0.0,0.0,0.0,0.0,152952.66666666666,4183.166666666667,420143.3333333333,82.10206985473633,0.03133573445181047,17.406655934121876,152952.66666666666,4183.166666666667,420143.3333333333,82.10206985473633,0.03133573445181047,17.406655934121876,0.0,1.2694605964790107,0.0,-5.467529569292573,0.0,5.304326717636876,0.0,9.129853886076788,0.0,0.42432372599383594,0.1621081188823717,0.1621081188823717,35.67878215718669,0.2879985216287993,0.00807007784310214,0.00011055220709455272,0.41833648681640484,0.41833648681640484,1.0,1.0,1.0,24794.86907137577,24794.86907137577,294.94909165255393,294.94909165255393,122591.65455228454,122591.65455228454,1,0.7599052952235414
2025-07-21 00:00:00+00:00,1,0,0,7996365376,476958,149090,0.0351534523069858,21.897666414578755,4628,439.0,0.0224259727811767,83.2369155883789,151171.0,4236.0,524901.0,83.09564971923828,0.0322220027446746,16.712398250897724,0.0,0.0,0.0,0.0,0.0,0.0,152400.85714285713,4246.714285714285,428259.71428571426,82.26419067382812,0.03188112271683551,18.048228859901428,152400.85714285713,4246.714285714285,428259.71428571426,82.26419067382812,0.03188112271683551,18.048228859901428,0.0,-1.3765867792102982,0.0,9.254013220018887,0.0,-9.133722359073426,0.0,9.097664057507071,0.0,0.1700039287470867,0.14882823447662888,0.14882823447662888,32.207820263555845,0.3125845198434247,0.009703140102189077,0.00014687450224747808,0.38305091857910184,0.38305091857910184,1.0,1.0,1.0,22681.550501296362,22681.550501296362,317.4333075811432,317.4333075811432,113951.99698369236,113951.99698369236,1,0.7494445393949752
2025-07-22 00:00:00+00:00,1,0,0,7996365376,441735,149463,0.0283756926655769,16.84106695652008,3757,431.0,0.0209475277258663,83.47901916503906,149090.0,4628.0,476958.0,83.2369155883789,0.0351534523069858,21.897666414578755,198934.0,4199.0,182480.0,80.96051788330078,0.0342347845435142,17.95798619588216,145333.57142857142,4183.571428571428,465296.14285714284,82.6239765712193,0.031044109591415903,17.888668968563987,152033.625,4185.5,429944.125,82.41604423522949,0.03144294396042819,17.89733362197876,-24.868046688851575,0.2501844523442154,-10.526315789473683,-18.82022471910112,142.07310390179745,-7.384926974702177,-17.11444063709555,-19.280495076900316,3.110777138763532,0.29086082172651295,0.13828985757693743,0.13828985757693743,39.771953166577966,0.33835367730952426,0.00850507995725954,0.00011267641008216079,0.32697214399065794,0.35660298665364665,1.0025229594300393,0.9559304491264443,0.9873156161994808,21024.708348155513,21024.708348155513,341.09613223924333,341.09613223924333,105606.56845702288,105606.56845702288,1,0.7513195331114843
2025-07-23 00:00:00+00:00,1,0,0,7996365376,384526,153537,0.0270528588443994,19.44225279490153,3257,419.0,0.0202824066070739,83.64376831054688,149463.0,3757.0,441735.0,83.47901916503906,0.0283756926655769,16.84106695652008,123221.0,3788.0,440693.0,81.5724105834961,0.0300936754792928,18.3754358291626,149664.42857142858,4107.714285714285,457272.28571428574,82.91988481794085,0.030609707215002557,18.041071392240976,152200.66666666666,4082.3333333333335,424897.6666666667,82.55245802137587,0.03095515672531388,18.06899130785907,24.6029491726248,2.72575821440757,-14.017951425554386,-13.308490817141339,-12.745153655719509,-12.950977395950058,-10.104503974550273,-4.661855612716915,2.5392871342579504,0.19735395450932725,0.12925828603181994,0.12925828603181994,47.12615101289134,0.39928795637237435,0.008470146439651832,0.00012662827961092062,0.28601183210100956,0.33147036234537997,1.0044508280597755,0.9833362221678524,0.988840324299543,19673.19730623368,19673.19730623368,444.51490413708285,444.51490413708285,99939.25436984209,99939.25436984209,1,0.7717986870017192
2025-07-24 00:00:00+00:00,1,0,0,7996365376,361066,154967,0.0243025515228509,17.008305708567303,3169,411.0,0.0194984177959424,83.73584747314453,153537.0,3257.0,384526.0,83.64376831054688,0.0270528588443994,19.44225279490153,148171.0,3892.0,420575.0,81.89479064941406,0.0297196358442306,16.815911054611206,150635.2857142857,4004.4285714285716,448771.0,83.18289293561664,0.02983583802623403,18.068556342806136,152477.3,3991.0,418514.5,82.67079696655273,0.030289896205067578,17.96292274792989,4.586592518104093,0.9313715912125486,-18.57656731757451,-2.701872889161805,-14.149438269036441,-6.101017876554515,-18.22729036712375,-10.166420256607667,2.248075621332135,0.1100849046587582,0.12178000227419024,0.12178000227419024,48.885488958990535,0.4291918120459638,0.008776764423223391,0.00010975366339223132,0.22699437822614418,0.3056178699840197,1.006194399810505,0.9879194195744923,0.9850095828734605,18568.685940762385,18568.685940762385,508.9758780575406,508.9758780575406,96361.51261121954,96361.51261121954,1,0.7789870007138046
