timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,ratings_like_ratio,visits_visits_gained,session_session_length,platform_platform_share,daily_rpv,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2023-07-27 00:00:00+00:00,1,0,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,146.04761904761904,97.37396167573475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2284687686276137,1.0119397552593603,0.0,0.0,0.0,0.0,0.0,0.0,583.776357147868,478.650966382653,0,0.0
2023-07-28 00:00:00+00:00,1,0,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,139.4090909090909,97.42680809714578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21245451743558322,1.011390857109113,0.0,0.0,0.0,0.0,0.0,0.0,585.7493369302997,468.1521587293427,0,0.0
2023-07-29 00:00:00+00:00,1,1,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,133.34782608695653,97.47505917756453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1979604728608266,1.0108902090254606,0.0,0.0,0.0,0.0,0.0,0.0,587.1729484815963,458.3113876648071,0,0.0
2023-07-30 00:00:00+00:00,1,1,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,127.79166666666667,97.51928933461507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18482045380965226,1.0104317168336991,0.0,0.0,0.0,0.0,0.0,0.0,587.1729484815963,449.06308060485094,0,0.0
2023-07-31 00:00:00+00:00,1,0,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,122.68,97.55998107910156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17288541940542282,1.0100102711877728,0.0,0.0,0.0,0.0,0.0,0.0,587.1729484815963,440.35040214205173,0,0.0
2023-08-01 00:00:00+00:00,1,0,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,117.96153846153847,97.59754268939679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16202295287042673,1.0096215563579203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.1238230664198,0,0.0
2023-08-02 00:00:00+00:00,1,0,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,113.5925925925926,97.63232195818865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15211605123256677,1.0092619019035105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.3399634236735,0,0.0
2023-08-03 00:00:00+00:00,1,0,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,109.53571428571429,97.6646169934954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14306163944438663,1.0089281664140455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.9606502566326,0,0.0
2023-08-04 00:00:00+00:00,1,0,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,105.75862068965517,97.69468478498787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347690337984412,1.0086176455110365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.952144870281,0,0.0
2023-08-05 00:00:00+00:00,1,1,0,4807308814,0,98.53658294677734,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,0.0,98.53658294677734,0.0,0.0,0.0,0.0,102.23333333333333,97.72274805704753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12715847028110577,1.0083279984027336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.2845049763541,0,0.0
