timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,ratings_like_ratio,daily_Estimated Revenue,platform_platform_share,ccu_playing,session_session_length,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-03-15 00:00:00+00:00,0,0,0,5650396773,85314,79.6875,371888.0,0.0579929053783416,3632,0.0,1.0691593846525442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371888.0,3632.0,85314.0,79.6875,0.0579929053783416,0.0,371888.0,3632.0,85314.0,79.6875,0.0579929053783416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.36388659510047,4.358999003692199,0.04257164625212448,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-03-16 00:00:00+00:00,0,1,0,5650396773,281049,80.62535095214844,464860.0,0.0735152289271354,5821,0.0,0.7715307410432162,0.0,371888.0,3632.0,85314.0,79.6875,0.0579929053783416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418374.0,4726.5,183181.5,80.15642547607422,0.0657540671527385,0.0,418374.0,4726.5,183181.5,80.15642547607422,0.0657540671527385,0.0,0.0,25.0,0.0,60.26982378854626,0.0,229.42893311765945,0.0,26.765900841710312,0.0,1.1769109987745052,0.15713484026367724,0.15713484026367724,79.84541394709721,1.6540117416829745,0.020711617149973313,0.0,0.0,0.0,1.0,1.0,1.0,65741.1316604757,65741.1316604757,1547.8567440173526,1547.8567440173526,138405.5458155489,138405.5458155489,2,1.0
2024-03-17 00:00:00+00:00,0,1,0,5650396773,283948,81.4102554321289,528054.0,0.0795995518565177,6166,0.0,0.5255409584432097,0.0,464860.0,5821.0,281049.0,80.62535095214844,0.0735152289271354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454934.0,5206.333333333333,216770.33333333334,80.57436879475911,0.0703692287206649,0.0,454934.0,5206.333333333333,216770.33333333334,80.57436879475911,0.0703692287206649,0.0,0.0,13.594200404422828,0.0,5.926816698161819,0.0,1.0314927290258957,0.0,8.27627556653978,0.0,0.9735206987766309,0.17267285272435465,0.17267285272435465,85.62574995946166,1.8596790268675008,0.021715167160299913,0.0,0.8613777160644516,0.0,1.0,1.0,1.0,78554.75158130156,78554.75158130156,1374.2817518010393,1374.2817518010393,113853.7514987246,113853.7514987246,3,1.0
2024-03-18 00:00:00+00:00,0,0,0,5650396773,183434,82.32904815673828,340919.0,0.1016123071312904,5272,0.0,0.2536083407439358,0.0,528054.0,6166.0,283948.0,81.4102554321289,0.0795995518565177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426430.25,5222.75,208436.25,81.0130386352539,0.07817999832332127,0.0,426430.25,5222.75,208436.25,81.0130386352539,0.07817999832332127,0.0,0.0,-35.43861044514387,0.0,-14.498864742134288,0.0,-35.39873497964416,0.0,27.654370861850875,0.0,1.1285958012690056,0.2012341308278731,0.2012341308278731,64.65370756684999,1.858527543816611,0.02874042576389457,0.0,0.87095489501952,0.0,1.0,1.0,1.0,85812.32071746263,85812.32071746263,1122.5766120848948,1122.5766120848948,94443.69892648565,94443.69892648565,3,0.6456138955485613
2024-03-19 00:00:00+00:00,0,0,0,5650396773,332002,82.19424438476562,553197.0,0.1849470436573028,8707,0.0,0.3282066301761691,0.0,340919.0,5272.0,183434.0,82.32904815673828,0.1016123071312904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451783.6,5919.6,233149.4,81.24927978515625,0.09953340739011758,0.0,451783.6,5919.6,233149.4,81.24927978515625,0.09953340739011758,0.0,0.0,62.266403456539535,0.0,65.15553869499242,0.0,80.99261859851498,0.0,82.01244404217488,0.0,-0.16373779970833002,0.20689270503463225,0.20689270503463225,63.52744602664217,1.666240967702099,0.02622566663554245,0.0,0.6717185974121076,0.6717185974121076,1.0,1.0,1.0,93470.73109428427,93470.73109428427,1836.609185428408,1836.609185428408,98708.70333866209,98708.70333866209,4,1.0
2024-03-20 00:00:00+00:00,0,0,0,5650396773,413809,82.1572036743164,729837.0,0.2243158817291259,10210,0.0,0.3290785530646981,0.0,553197.0,8707.0,332002.0,82.19424438476562,0.1849470436573028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498125.8333333333,6634.666666666667,263259.3333333333,81.40060043334961,0.12033048644661896,0.0,498125.8333333333,6634.666666666667,263259.3333333333,81.40060043334961,0.12033048644661896,0.0,0.0,31.930758843594596,0.0,17.261973125071783,0.0,24.640514213769805,0.0,21.286546296339548,0.0,-0.04506484696887858,0.283018558192518,0.283018558192518,71.47556556654588,1.763700732220101,0.02467315917933351,0.0,0.5135426112583763,0.5135426112583763,1.0,1.0,1.0,140978.8551484465,140978.8551484465,2401.3389320682463,2401.3389320682463,115040.75366524102,115040.75366524102,5,1.0
2024-03-21 00:00:00+00:00,0,0,0,5650396773,489908,81.88227844238281,850366.0,0.242715984582901,11255,0.0,0.299347908236188,0.0,729837.0,10210.0,413809.0,82.1572036743164,0.2243158817291259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548445.8571428572,7294.714285714285,295637.71428571426,81.46941157749721,0.1378141290375164,0.0,548445.8571428572,7294.714285714285,295637.71428571426,81.46941157749721,0.1378141290375164,0.0,0.0,16.51450940415462,0.0,10.235063663075405,0.0,18.38988518857734,0.0,8.202764205520797,0.0,-0.3346331418769277,0.33762349491456395,0.33762349491456395,75.54779673063256,1.7357631723442517,0.022973654290898923,0.0,0.3725724901471851,0.3725724901471851,1.0,1.0,1.0,185168.2070599851,185168.2070599851,2802.6767987221137,2802.6767987221137,135525.50574795174,135525.50574795174,6,1.0
2024-03-22 00:00:00+00:00,0,0,0,5650396773,679005,81.0243148803711,1123841.0,0.2752719521522522,14958,0.0,0.3111024356528943,0.0,850366.0,11255.0,489908.0,81.88227844238281,0.242715984582901,0.0,371888.0,3632.0,85314.0,79.6875,0.0579929053783416,0.0,655867.7142857143,8912.714285714286,380450.71428571426,81.66038513183594,0.16885399286236075,0.0,620370.25,8252.625,343558.625,81.41377449035645,0.15499635692685837,0.0,202.1987802779331,32.15968183111742,311.8392070484582,32.90093291870279,695.8893030452213,38.59847154976037,374.66487556779146,13.413194695560527,1.6775716145833286,-1.0478012804876147,0.42883083090030594,0.42883083090030594,75.12808342803663,1.6551267588209824,0.02202926041890646,0.0,0.07032476152692667,0.21129026867094827,1.0030291021761766,1.0572198042793224,1.0894062041860875,266033.88977333053,266033.88977333053,3751.4794772005803,3751.4794772005803,184701.35838926386,184701.35838926386,7,1.0
2024-03-23 00:00:00+00:00,0,1,0,5650396773,1192888,80.65451049804688,1887834.0,0.3025716245174408,22677,0.0,0.3906723137179759,0.0,1123841.0,14958.0,679005.0,81.0243148803711,0.2752719521522522,0.0,464860.0,5821.0,281049.0,80.62535095214844,0.0735152289271354,0.0,859149.7142857143,11320.714285714286,510713.4285714286,81.66455078125,0.20157633508954723,0.0,761199.5555555555,9855.333333333334,437928.55555555556,81.32941182454427,0.17139360888136754,0.0,306.10807554962787,67.98052393532537,289.57223844700223,51.60449257922182,324.4412895971877,75.68176964823527,311.57679698900836,9.917346155953165,0.03616672120378972,-0.45641161282291565,0.6441540856785869,0.6441540856785869,83.24517153188111,1.582573064216369,0.01901015098638683,0.0,-0.18530954633440105,0.097285588582357,1.0041207596266495,1.1286786861806175,1.176101818528549,490329.8037278356,490329.8037278356,5952.5174926244445,5952.5174926244445,331664.6227057203,331664.6227057203,8,1.0
2024-03-24 00:00:00+00:00,0,1,0,5650396773,1680649,78.5643310546875,2473222.0,0.3710231184959411,27968,0.0,0.3703884955536146,0.0,1887834.0,22677.0,1192888.0,80.65451049804688,0.3025716245174408,0.0,528054.0,6166.0,283948.0,81.4102554321289,0.0795995518565177,0.0,1137030.857142857,14435.285714285714,710242.1428571428,81.25799015590123,0.24320827318089347,0.0,932401.8,11666.6,562200.6,81.05290374755859,0.1913565598428249,0.0,368.3653565733808,31.008446717243142,353.58417126175806,23.33201040702033,491.88619042923347,40.889085982925465,366.112069531157,22.62323642796009,-3.4957811670472294,-2.5915220741560274,0.7635196396792439,0.7635196396792439,88.42725875075978,1.4715865885222978,0.016641180495641568,0.0,-0.5538038526262553,-0.08006943211410578,1.0025302783596919,1.2194644595740345,1.2709690923617052,711907.0863722784,711907.0863722784,8018.877314049503,8018.877314049503,502209.5698424889,502209.5698424889,9,1.0
