timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,visits_visits_gained,sort_sort_position,daily_rpv,ratings_like_ratio,platform_platform_share,daily_Estimated Revenue,ccu_playing,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-03-22 00:00:00+00:00,0,1,0,7178032757,47.10631408691406,65138,153,2.4148790321962763,98.19935607910156,0.092840626835823,780250.0,7950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780250.0,7950.0,65138.0,98.19935607910156,0.092840626835823,47.10631408691406,780250.0,7950.0,65138.0,98.19935607910156,0.092840626835823,47.10631408691406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.13231040120739,11.978231167196304,0.12204670013356055,6.037328255511888e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-03-23 00:00:00+00:00,0,1,0,7178032757,45.06171687444051,374305,144,2.064799303866037,98.2869644165039,0.1104221418499946,1062298.0,8716,780250.0,7950.0,65138.0,98.19935607910156,0.092840626835823,47.10631408691406,0.0,0.0,0.0,0.0,0.0,0.0,921274.0,8333.0,219721.5,98.24316024780273,0.1016313843429088,46.08401548067729,921274.0,8333.0,219721.5,98.24316024780273,0.1016313843429088,46.08401548067729,0.0,36.148413969881446,0.0,9.63522012578617,0.0,474.6338542786085,0.0,18.937307527298696,0.0,0.08921477787673382,0.21648071411990716,0.21648071411990716,121.8650912011013,2.838046945547226,0.023285760848076174,4.2419052333138326e-05,0.0,0.0,1.0,1.0,1.0,199438.05342010336,199438.05342010336,541.6437943888955,541.6437943888955,218614.08221910134,218614.08221910134,2,1.0
2025-03-24 00:00:00+00:00,0,0,0,7178032757,44.15485175450643,349290,75,1.1030061091623995,98.21330261230467,0.1224951148033142,978181.0,8910,1062298.0,8716.0,374305.0,98.2869644165039,0.1104221418499946,45.06171687444051,0.0,0.0,0.0,0.0,0.0,0.0,940243.0,8525.333333333334,262911.0,98.23320770263672,0.10858596116304393,45.440960905287,940243.0,8525.333333333334,262911.0,98.23320770263672,0.10858596116304393,45.440960905287,0.0,-7.918399545137056,0.0,2.2257916475447503,0.0,-6.683052590801619,0.0,10.933471087456702,0.0,-0.07494564984943386,0.15400346701007955,0.15400346701007955,109.77230389406351,2.8004758210202954,0.025508816430998796,4.513970994611067e-05,0.006973266601549046,0.0,1.0,1.0,1.0,144800.68183195824,144800.68183195824,507.60745988739484,507.60745988739484,171732.516440539,171732.516440539,2,0.9208160045486294
2025-03-25 00:00:00+00:00,0,0,0,7178032757,41.30558633804321,441863,55,0.9150623518587844,98.10970306396484,0.1686399728059768,1159430.0,11872,978181.0,8910.0,349290.0,98.21330261230467,0.1224951148033142,44.15485175450643,0.0,0.0,0.0,0.0,0.0,0.0,995039.75,9362.0,307649.0,98.20233154296875,0.12359946407377716,44.40711726347605,995039.75,9362.0,307649.0,98.20233154296875,0.12359946407377716,44.40711726347605,0.0,18.52918836084527,0.0,33.243546576879915,0.0,26.503192189870873,0.0,37.67077411760924,0.0,-0.10548423236390603,0.16201434328870076,0.16201434328870076,97.65265728964879,2.6239521662774066,0.02686799558235113,3.562573912379712e-05,-0.03426208496095081,0.0,1.0,1.0,1.0,161210.71164240298,161210.71164240298,1723.8971353689676,1723.8971353689676,166334.9814220288,166334.9814220288,3,1.0
2025-03-26 00:00:00+00:00,0,0,0,7178032757,40.98978010813395,515601,48,0.7690056085634696,98.06878662109376,0.18495874106884,1347856.0,12795,1159430.0,11872.0,441863.0,98.10970306396484,0.1686399728059768,41.30558633804321,0.0,0.0,0.0,0.0,0.0,0.0,1065603.0,10048.6,349239.4,98.17562255859374,0.13587131947278971,43.72364983240764,1065603.0,10048.6,349239.4,98.17562255859374,0.13587131947278971,43.72364983240764,0.0,16.251606392796457,0.0,7.7745956873315425,0.0,16.68797794791599,0.0,9.676690520840037,0.0,-0.04170478718542592,0.19771292529615525,0.19771292529615525,105.33416692716474,2.6141403640792706,0.024815652383039632,3.041107484557631e-05,-0.043840026855470206,-0.043840026855470206,1.0,1.0,1.0,210683.48633435892,210683.48633435892,2141.4863529800973,2141.4863529800973,171462.24480712946,171462.24480712946,4,1.0
2025-03-27 00:00:00+00:00,0,0,0,7178032757,40.27411127090454,553161,45,0.6190335501754889,98.00358581542967,0.1909162700176239,1413271.0,13592,1347856.0,12795.0,515601.0,98.06878662109376,0.18495874106884,40.98978010813395,0.0,0.0,0.0,0.0,0.0,0.0,1123547.6666666667,10639.166666666666,383226.3333333333,98.1469497680664,0.14504547789692876,43.14872673882379,1123547.6666666667,10639.166666666666,383226.3333333333,98.1469497680664,0.14504547789692876,43.14872673882379,0.0,4.8532632566090195,0.0,6.228995701445883,0.0,7.284702706162327,0.0,3.2210042706587005,0.0,-0.06648476840649398,0.2099726189423347,0.2099726189423347,103.9704995218127,2.5548953109577304,0.024571463694180007,2.8497070111701457e-05,-0.04962812151226592,-0.04962812151226592,1.0,1.0,1.0,235914.24607654932,235914.24607654932,2400.2885173800805,2400.2885173800805,174499.60154644097,174499.60154644097,5,1.0
2025-03-28 00:00:00+00:00,0,0,0,7178032757,37.98291057089101,808827,39,0.6162090502969232,97.84909057617188,0.2459028363227844,1788485.0,20951,1413271.0,13592.0,553161.0,98.00358581542967,0.1909162700176239,40.27411127090454,0.0,0.0,0.0,0.0,0.0,0.0,1218538.7142857143,12112.285714285714,444026.4285714286,98.10439845493862,0.15945367195776528,42.41075300054768,1218538.7142857143,12112.285714285714,444026.4285714286,98.10439845493862,0.15945367195776528,42.41075300054768,0.0,26.5493313030551,0.0,54.14214243672748,0.0,46.21909353696301,0.0,28.801404039626675,0.0,-0.15764243519492682,0.27161415285122253,0.27161415285122253,85.3610633829706,2.211205596245432,0.025902911372998955,2.1237465974511967e-05,-0.06293106079102055,-0.06293106079102055,1.0,1.0,1.0,330972.3605971322,330972.3605971322,4471.209259036668,4471.209259036668,226388.28043125165,226388.28043125165,6,1.0
2025-03-29 00:00:00+00:00,0,1,0,7178032757,36.05641476313273,1025358,35,0.6115546895851105,97.86524963378906,0.2331585884094238,2383978.0,20694,1788485.0,20951.0,808827.0,97.84909057617188,0.2459028363227844,37.98291057089101,780250.0,7950.0,65138.0,98.19935607910156,0.092840626835823,47.10631408691406,1447642.7142857143,13932.857142857143,581200.7142857143,98.05666896275112,0.17949909503970823,40.8321959542932,1364218.625,13185.0,516692.875,98.07450485229492,0.1686667865142226,41.616460720870805,205.54027555270747,33.29594601017063,160.30188679245282,-1.2266717579113129,1474.1318431637446,26.770990582658595,151.1385331571872,-5.182635590519114,-0.34023282702930757,0.016514264488343144,0.3764006533522861,0.3764006533522861,115.19584440686157,2.3250178717892953,0.020182199600335102,1.5124468278928937e-05,-0.07498877389089927,-0.06188310895646918,0.9998181393872886,1.0611515542721126,1.0642231274417042,513492.7817653574,513492.7817653574,5132.395235866276,5132.395235866276,293552.8712531733,293552.8712531733,7,1.0
2025-03-30 00:00:00+00:00,0,1,0,7178032757,37.42163562774658,932910,29,0.4583000454928541,97.90513610839844,0.2357071340084076,2236585.0,18625,2383978.0,20694.0,1025358.0,97.86524963378906,0.2331585884094238,36.05641476313273,1062298.0,8716.0,374305.0,98.2869644165039,0.1104221418499946,45.06171687444051,1615398.0,15348.42857142857,661001.4285714285,98.0021220615932,0.1973969510623387,39.74075577619407,1461148.2222222222,13789.444444444445,562939.2222222222,98.05568610297308,0.17611571401357648,41.150369043857005,110.54214542435363,-6.182649336529112,113.68747131711797,-9.99806707258143,149.23792094682145,-9.016168011562787,113.46002718241888,1.0930524225462257,-0.3884831629222152,0.04075652466899449,0.38428154795790104,0.38428154795790104,120.07865349511435,2.397425906651331,0.019964391029798127,1.6731588066699238e-05,-0.0583250863211477,-0.05460942586262879,0.9994537385488932,1.1055675087796248,1.1208366735924638,561492.3006314908,561492.3006314908,5131.956111248202,5131.956111248202,307652.6432129983,307652.6432129983,7,0.9381735066347089
2025-03-31 00:00:00+00:00,0,0,0,7178032757,37.78437964121501,815892,28,0.346990775824388,97.92579650878906,0.2542120516300201,1995619.0,18887,2236585.0,18625.0,932910.0,97.90513610839844,0.2357071340084076,37.42163562774658,978181.0,8910.0,349290.0,98.21330261230467,0.1224951148033142,44.15485175450643,1760746.2857142857,16773.714285714286,727658.8571428572,97.96104976109096,0.21621365632329667,38.83068833143815,1514595.3,14299.2,588234.5,98.04269714355469,0.18392534777522082,40.8137701035928,104.01326543860492,-10.77383600444427,111.97530864197529,1.4067114093959665,133.58584557244697,-12.543332154227095,107.52831820125954,7.850809310231743,-0.2927364174388214,0.021102468380984618,0.3669006179157903,0.3669006179157903,105.65538966539602,2.4459322484688557,0.023148868785490256,1.89336545240151e-05,-0.036334174019942427,-0.046800833037399084,0.9991672262713848,1.1625193117358052,1.1755511621352817,555705.9514623518,555705.9514623518,5099.916705202154,5099.916705202154,300885.321087712,300885.321087712,7,0.8370962315927412
