timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,ccu_playing,ratings_like_ratio,visits_visits_gained,session_session_length,daily_rpv,daily_Estimated Revenue,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2020-02-24 00:00:00+00:00,0,0,0,113491250,0.6195942163467407,4935,93.24412536621094,157856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4935.0,157856.0,93.24412536621094,0.6195942163467407,0.0,0.0,4935.0,157856.0,93.24412536621094,0.6195942163467407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031262471730743646,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2020-02-25 00:00:00+00:00,0,0,0,113491250,0.6011839509010315,4772,93.2435302734375,254340,0.0,0.0,0.0,0.0,0.0,4935.0,157856.0,93.24412536621094,0.6195942163467407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4853.5,206098.0,93.24382781982422,0.6103890836238861,0.0,0.0,4853.5,206098.0,93.24382781982422,0.6103890836238861,0.0,0.0,0.0,0.0,-3.3029381965552163,0.0,61.121528481654174,0.0,-2.9713423656954174,0.0,-0.0006382094004275807,0.0,0.0,0.0,0.0,0.018762212934603544,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,115.25840533340725,115.25840533340725,68224.49067600285,68224.49067600285,0,0.0
2020-02-26 00:00:00+00:00,0,0,0,113491250,0.6288836002349854,5023,93.2428207397461,243846,0.0,0.0,0.0,0.0,0.0,4772.0,254340.0,93.2435302734375,0.6011839509010315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4910.0,218680.66666666666,93.24349212646484,0.6165539224942526,0.0,0.0,4910.0,218680.66666666666,93.24349212646484,0.6165539224942526,0.0,0.0,0.0,0.0,5.259849119865878,0.0,-4.125973106864822,0.0,4.607516433603842,0.0,-0.000760946833866516,0.0,0.0,0.0,0.0,0.020598982148642385,0.0,-0.0006523132324218541,0.0,1.0,0.0,1.0,0.0,0.0,127.35383779062177,127.35383779062177,52936.38696901531,52936.38696901531,0,0.0
2020-02-27 00:00:00+00:00,0,0,0,113491250,0.6262882351875305,5050,93.24433135986328,243166,0.0,0.0,0.0,0.0,0.0,5023.0,243846.0,93.2428207397461,0.6288836002349854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4945.0,224802.0,93.24370193481445,0.618987500667572,0.0,0.0,4945.0,224802.0,93.24370193481445,0.618987500667572,0.0,0.0,0.0,0.0,0.5375273740792386,0.0,-0.2788645292520653,0.0,-0.4126940258078027,0.0,0.001620092684029295,0.0,0.0,0.0,0.0,0.020767620606414523,0.0,-9.155273455143145e-06,0.0,1.0,0.0,1.0,0.0,0.0,125.3501761732574,125.3501761732574,44922.78854508775,44922.78854508775,0,0.0
2020-02-28 00:00:00+00:00,0,0,0,113491250,0.6363032460212708,5730,93.2447280883789,271813,0.0,0.0,0.0,0.0,0.0,5050.0,243166.0,93.24433135986328,0.6262882351875305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5102.0,234204.2,93.24390716552735,0.6224506497383118,0.0,0.0,5102.0,234204.2,93.24390716552735,0.6224506497383118,0.0,0.0,0.0,0.0,13.465346534653456,0.0,11.78084107153139,0.0,1.599105694639369,0.0,0.00042547199368137,0.0,0.0,0.0,0.0,0.02108059187532651,0.0,0.000200653076168469,0.000200653076168469,1.0,0.0,1.0,0.0,0.0,367.4636036398707,367.4636036398707,44221.59565415975,44221.59565415975,0,0.0
2020-02-29 00:00:00+00:00,0,1,0,113491250,0.5444077849388123,7942,93.2450942993164,370909,0.0,0.0,0.0,0.0,0.0,5730.0,271813.0,93.2447280883789,0.6363032460212708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5575.333333333333,256988.33333333334,93.24410502115886,0.6094435056050619,0.0,0.0,5575.333333333333,256988.33333333334,93.24410502115886,0.6094435056050619,0.0,0.0,0.0,0.0,38.60383944153578,0.0,36.45741741564974,0.0,-14.44208585404365,0.0,0.00039274170777758854,0.0,0.0,0.0,0.0,0.021412202421072498,0.0,0.00028424944197532026,0.00028424944197532026,1.0,0.0,1.0,0.0,0.0,1205.1100641296905,1205.1100641296905,68404.23969511442,68404.23969511442,0,0.0
2020-03-01 00:00:00+00:00,0,1,0,113491250,0.5186173915863037,7438,93.24321746826172,349787,0.0,0.0,0.0,0.0,0.0,7942.0,370909.0,93.2450942993164,0.5444077849388123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5841.428571428572,270245.28571428574,93.24397822788784,0.596468346459525,0.0,0.0,5841.428571428572,270245.28571428574,93.24397822788784,0.596468346459525,0.0,0.0,0.0,0.0,-6.3460085620750455,0.0,-5.694658258494667,0.0,-4.737330006294305,0.0,-0.002012793347239139,0.0,0.0,0.0,0.0,0.02126430866696399,0.0,8.256094796723867e-05,8.256094796723867e-05,1.0,0.0,1.0,0.0,0.0,1306.096711215375,1306.096711215375,71620.60349674593,71620.60349674593,0,0.0
2020-03-02 00:00:00+00:00,0,0,0,113491250,0.6135930418968201,4700,93.24313354492188,237076,0.0,0.0,0.0,0.0,0.0,7438.0,349787.0,93.24321746826172,0.5186173915863037,0.0,0.0,4935.0,157856.0,93.24412536621094,0.6195942163467407,0.0,0.0,5807.857142857143,281562.4285714286,93.24383653913226,0.595611035823822,0.0,0.0,5698.75,266099.125,93.24387264251709,0.5986089333891869,0.0,0.0,0.0,-4.761904761904767,-36.81097069104599,50.184978714778026,-32.2227527037883,-0.9685652789506061,18.31324052207597,-0.00106368233405707,-9.000476616227715e-05,0.0,0.0,0.0,0.0,0.01982478266554748,0.0,1.3078962058493389e-05,-1.5349615176995507e-05,0.9999996128068922,0.0,0.9949918930404339,0.0,0.0,1274.7735653272478,1274.7735653272478,67336.83071679377,67336.83071679377,0,0.0
2020-03-03 00:00:00+00:00,0,0,0,113491250,0.6803442239761353,4942,93.24285888671876,238287,0.0,0.0,0.0,0.0,0.0,4700.0,237076.0,93.24313354492188,0.6135930418968201,0.0,0.0,4772.0,254340.0,93.2435302734375,0.6011839509010315,0.0,0.0,5832.142857142857,279269.14285714284,93.24374062674386,0.6069196462631226,0.0,0.0,5614.666666666667,263008.8888888889,93.24376000298395,0.6076906323432922,0.0,0.0,0.0,3.5624476110645453,5.14893617021277,-6.311630101439015,0.5108066611550832,13.167396261404086,10.878738434348122,-0.0007200357137526758,-0.00029456131799276974,0.0,0.0,0.0,0.0,0.020739609212381657,0.0,-0.00013542175292422784,-7.832845052403882e-05,0.9999997921979971,0.0,0.9987312852311105,0.0,0.0,1218.830074292557,1218.830074292557,63666.4252774656,63666.4252774656,0,0.0
2020-03-04 00:00:00+00:00,0,0,0,113491250,0.680891752243042,4754,93.24178314208984,245641,0.0,0.0,0.0,0.0,0.0,4942.0,238287.0,93.24285888671876,0.6803442239761353,0.0,0.0,5023.0,243846.0,93.2428207397461,0.6288836002349854,0.0,0.0,5793.714285714285,279525.5714285714,93.24359239850726,0.6143493822642735,0.0,0.0,5528.6,261272.1,93.24356231689453,0.6150107443332672,0.0,0.0,0.0,-5.355365319530159,-3.804127883447994,0.73612033824626,3.0861943790471136,8.26991703848272,0.08047812381015707,-0.001112790934487684,-0.0011537018939189458,0.0,0.0,0.0,0.0,0.019353367909396603,0.0,-0.00047656467983149905,-0.0001647949218737158,1.0000003226132934,0.0,0.9989246333091129,0.0,0.0,1180.9152006435988,1180.9152006435988,60276.021461366465,60276.021461366465,0,0.0
