timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,ratings_like_ratio,session_session_length,ccu_playing,daily_Estimated Revenue,platform_platform_share,visits_visits_gained,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-05-27 00:00:00+00:00,0,0,0,7686378055,0.0894306362879827,89.37823486328125,18.552637775739033,306,13488,0.0030345798004418,20257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13488.0,306.0,20257.0,89.37823486328125,0.0030345798004418,18.552637775739033,13488.0,306.0,20257.0,89.37823486328125,0.0030345798004418,18.552637775739033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.93485342019544,0.6658110376147695,0.01510514364695429,0.001375390153142489,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-05-28 00:00:00+00:00,0,0,0,7686378055,0.0750462482367532,89.2938461303711,16.89823865890503,241,12742,0.002851269673556,19037,0.0,13488.0,306.0,20257.0,89.37823486328125,0.0030345798004418,18.552637775739033,0.0,0.0,0.0,0.0,0.0,0.0,13115.0,273.5,19647.0,89.33604049682617,0.0029429247369989,17.72543821732203,13115.0,273.5,19647.0,89.33604049682617,0.0029429247369989,17.72543821732203,0.0,-5.530842230130483,0.0,-21.24183006535948,0.0,-6.02260946833193,0.0,-6.040708728737732,0.0,-0.0944175425250271,0.04022124733245631,0.04022124733245631,52.65289256198347,0.6692929929614455,0.012658892740834121,0.0013260800956529097,0.0,0.0,1.0,1.0,1.0,527.5016587651645,527.5016587651645,45.96194077712559,45.96194077712559,862.670273047588,862.670273047588,1,0.9446915776986952
2025-05-29 00:00:00+00:00,0,0,0,7686378055,0.0364480620532129,89.43965148925781,18.28527530034383,193,6829,0.0019564679823815,15006,0.0,12742.0,241.0,19037.0,89.2938461303711,0.002851269673556,16.89823865890503,0.0,0.0,0.0,0.0,0.0,0.0,11019.666666666666,246.66666666666666,18100.0,89.37057749430339,0.0026141058187931,17.912050578329296,11019.666666666666,246.66666666666666,18100.0,89.37057749430339,0.0026141058187931,17.912050578329296,0.0,-46.4055878198085,0.0,-19.917012448132777,0.0,-21.174554814308976,0.0,-31.38256964864835,0.0,0.1632871303066441,0.33107546924725484,0.33107546924725484,35.20103092783505,0.45505430798960483,0.012860665022989272,0.002677199897561322,0.03070831298829023,0.0,1.0,1.0,1.0,3648.341312614999,3648.341312614999,56.712726378947195,56.712726378947195,2748.040574664064,2748.040574664064,1,0.5063018979833926
2025-05-30 00:00:00+00:00,0,0,0,7686378055,0.0379954404771247,88.97795867919922,17.887474298477173,192,7690,0.0018561426550149,14950,0.0,6829.0,193.0,15006.0,89.43965148925781,0.0019564679823815,18.28527530034383,0.0,0.0,0.0,0.0,0.0,0.0,10187.25,233.0,17312.5,89.27242279052734,0.00242461502784855,17.905906508366265,10187.25,233.0,17312.5,89.27242279052734,0.00242461502784855,17.905906508366265,0.0,12.607995314101617,0.0,-0.5181347150259086,0.0,-0.3731840597094527,0.0,-5.127879846235938,0.0,-0.5162059582869083,0.33497912755435044,0.33497912755435044,39.84455958549223,0.5143468664303391,0.012841950371212628,0.0023257670391986962,-0.10550231933594752,0.0,1.0,1.0,1.0,3412.5161171780564,3412.5161171780564,53.771119881710966,53.771119881710966,2741.370034611648,2741.370034611648,1,0.5701364175563464
2025-05-31 00:00:00+00:00,0,1,0,7686378055,0.0390548784018057,88.86792755126953,16.308058937390644,220,8505,0.0020864768885076,16932,0.0,7690.0,192.0,14950.0,88.97795867919922,0.0018561426550149,17.887474298477173,0.0,0.0,0.0,0.0,0.0,0.0,9850.8,230.4,17236.4,89.19152374267578,0.00235698739998036,17.58633699417114,9850.8,230.4,17236.4,89.19152374267578,0.00235698739998036,17.58633699417114,0.0,10.598179453836142,0.0,14.583333333333325,0.0,13.257525083612043,0.0,12.409295851823998,0.0,-0.12366110614696613,0.3095769624472949,0.3095769624472949,38.484162895927604,0.5022736668044646,0.012992381739798027,0.001917241821936356,-0.133650207519532,-0.133650207519532,1.0,1.0,1.0,3049.580741675812,3049.580741675812,46.92866927582754,46.92866927582754,2380.186610331215,2380.186610331215,1,0.6305604982206405
2025-06-01 00:00:00+00:00,1,1,0,7686378055,0.0354641028297654,88.88888549804688,15.23334010442098,242,8395,0.0022876553703099,19924,0.0,8505.0,220.0,16932.0,88.86792755126953,0.0020864768885076,16.308058937390644,0.0,0.0,0.0,0.0,0.0,0.0,9608.166666666666,232.33333333333334,17684.333333333332,89.14108403523763,0.00234543206170195,17.194170845879448,9608.166666666666,232.33333333333334,17684.333333333332,89.14108403523763,0.00234543206170195,17.194170845879448,0.0,-1.293356848912408,0.0,10.000000000000009,0.0,17.670682730923694,0.0,9.642018222698724,0.0,0.023583251410075334,0.29054728346639463,0.29054728346639463,34.547325102880656,0.4213299874529486,0.012145545796737767,0.0018143568490258434,-0.1196055821009936,-0.1196055821009936,1.0,1.0,1.0,2791.626724092364,2791.626724092364,42.24058080408775,42.24058080408775,2395.0148781722974,2395.0148781722974,1,0.6224051008303677
2025-06-02 00:00:00+00:00,1,0,0,7686378055,0.0415867427309019,88.0503158569336,15.110455314318338,214,10633,0.0022309399209916,17475,0.0,8395.0,242.0,19924.0,88.88888549804688,0.0022876553703099,15.23334010442098,0.0,0.0,0.0,0.0,0.0,0.0,9754.57142857143,229.71428571428572,17654.428571428572,88.98526000976562,0.0023290760416004716,16.896497198513575,9754.57142857143,229.71428571428572,17654.428571428572,88.98526000976562,0.0023290760416004716,16.896497198513575,0.0,26.658725431804655,0.0,-11.570247933884293,0.0,-12.291708492270626,0.0,-2.479195514078536,0.0,-0.9433908822399473,0.26425200105435626,0.26425200105435626,49.455813953488374,0.6084344243533989,0.012245365072098878,0.0014209568661198361,-0.19162150791713753,-0.19162150791713753,1.0,1.0,1.0,2577.665019427651,2577.665019427651,39.17786060908331,39.17786060908331,2187.7706199952236,2187.7706199952236,1,0.7883303677342823
2025-06-03 00:00:00+00:00,1,0,0,7686378055,0.0326480999933512,88.7005615234375,15.28132390975952,185,9009,0.0033033555373549,23790,0.0,10633.0,214.0,17475.0,88.0503158569336,0.0022309399209916,15.110455314318338,13488.0,306.0,20257.0,89.37823486328125,0.0030345798004418,18.552637775739033,9114.714285714286,212.42857142857142,18159.14285714286,88.88844953264508,0.0023674725754452,16.42916664623079,9661.375,224.125,18421.375,88.94967269897461,0.002450860978569775,16.69460053741932,-33.20729537366548,-15.273206056616196,-39.54248366013072,-13.551401869158875,17.44088463247273,36.137339055793994,8.857098991892375,48.07012534369983,-0.7582084619150997,0.7384932810013289,0.24851204666476182,0.24851204666476182,48.435483870967744,0.3786726072884704,0.007776049766718507,0.0016960403895404572,-0.1659856523786277,-0.1514725458054238,0.9993117100437602,0.9434179178133844,0.965975873844449,2400.968074845763,2400.968074845763,39.56707686231788,39.56707686231788,2967.8665708119115,2967.8665708119115,1,0.6679270462633452
2025-06-04 00:00:00+00:00,1,0,0,7686378055,0.0413461577589286,89.31298065185547,16.013441840807598,365,12502,0.0037645029369741,27697,0.0,9009.0,185.0,23790.0,88.7005615234375,0.0033033555373549,15.28132390975952,12742.0,241.0,19037.0,89.2938461303711,0.002851269673556,16.89823865890503,9080.42857142857,230.14285714285714,19396.285714285714,88.89118303571429,0.0024979344702192145,16.302767100788298,9977.0,239.77777777777777,19452.0,88.99004024929471,0.0025968211961702554,16.618916237795794,-1.8835347669125757,38.77233877233876,51.45228215767634,97.2972972972973,45.490360876188475,16.422866750735608,32.02900349580573,13.959968716793192,0.021428712406934558,0.690434330853873,0.24429614215728962,0.24429614215728962,34.15846994535519,0.45136832984331,0.013177846775940501,0.001280767962953499,-0.06258637564523194,-0.08181025187174729,0.9988891204756906,0.9101361703346267,0.9619200867210738,2437.3426103032784,2437.3426103032784,59.790839134807634,59.790839134807634,4155.345232348331,4155.345232348331,1,0.9268979833926453
2025-06-05 00:00:00+00:00,1,0,0,7686378055,0.0728702762501639,89.33623504638672,15.197532176971436,572,24491,0.0060753440484404,43751,0.0,12502.0,365.0,27697.0,89.31298065185547,0.0037645029369741,16.013441840807598,6829.0,193.0,15006.0,89.43965148925781,0.0019564679823815,18.28527530034383,11603.57142857143,284.2857142857143,23502.714285714286,88.87640925816127,0.0030863453367990573,15.861660940306527,11428.4,273.0,21881.9,89.0246597290039,0.0029446734813972702,16.476777831713356,258.63230341191974,95.8966565349544,196.37305699481863,56.71232876712329,191.5567106490737,57.962956276853085,210.5261166116923,61.385026128409635,-0.1156270637788781,0.026036970618958932,0.4491314399355977,0.4491314399355977,42.74171029668412,0.5597686962881697,0.0130736880599744,0.0006205100513217147,0.06345040457589399,-0.04061501242897723,0.9983347257794198,1.0153277299159489,1.0481112273726738,5132.853748159984,5132.853748159984,119.22620890093289,119.22620890093289,8625.108133943726,8625.108133943726,2,1.0
