timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,ccu_playing,platform_platform_share,visits_visits_gained,ratings_like_ratio,daily_rpv,session_session_length,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2021-08-03 00:00:00+00:00,1,0,0,2788648141,0.0,907,0.0208615995943546,33700,84.25926208496094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,33700.0,84.25926208496094,0.0208615995943546,0.0,0.0,907.0,33700.0,84.25926208496094,0.0208615995943546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02691314797780481,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2021-08-04 00:00:00+00:00,1,0,0,2788648141,0.0,2159,0.0527088679373264,88612,81.68092346191406,0.0,0.0,0.0,0.0,907.0,33700.0,84.25926208496094,0.0208615995943546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.0,61156.0,82.9700927734375,0.036785233765840496,0.0,0.0,1533.0,61156.0,82.9700927734375,0.036785233765840496,0.0,0.0,0.0,0.0,138.03748621830206,0.0,162.94362017804156,0.0,152.65976225327447,0.0,-3.0600061752820262,0.0,0.0,0.0,0.0,0.024364370916231254,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,885.2976900455575,885.2976900455575,38828.6475685157,38828.6475685157,0,0.0
2021-08-05 00:00:00+00:00,1,0,0,2788648141,0.0,3729,0.0861942023038864,131483,82.3782730102539,0.0,0.0,0.0,0.0,2159.0,88612.0,81.68092346191406,0.0527088679373264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2265.0,84598.33333333333,82.77281951904297,0.05325488994518914,0.0,0.0,2265.0,84598.33333333333,82.77281951904297,0.05325488994518914,0.0,0.0,0.0,0.0,72.71885132005558,0.0,48.38058050828331,0.0,63.52884377326377,0.0,0.8537483647145683,0.0,0.0,0.0,0.0,0.02836086520032856,0.0,-0.9404945373535232,0.0,1.0,0.0,1.0,0.0,0.0,1413.9830267722452,1413.9830267722452,49014.90500177812,49014.90500177812,0,0.0
2021-08-06 00:00:00+00:00,1,0,0,2788648141,0.0,1915,0.0440021306276321,109117,83.19544982910156,0.0,0.0,0.0,0.0,3729.0,131483.0,82.3782730102539,0.0861942023038864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2177.5,90728.0,82.87847709655762,0.050941700115799876,0.0,0.0,2177.5,90728.0,82.87847709655762,0.050941700115799876,0.0,0.0,0.0,0.0,-48.64574953070529,0.0,-17.010564103344162,0.0,-48.95001119391055,0.0,0.9919810029835663,0.0,0.0,0.0,0.0,0.017549808464231383,0.0,-0.24940872192383826,0.0,1.0,0.0,1.0,0.0,0.0,1167.7001612857073,1167.7001612857073,41856.08512510457,41856.08512510457,0,0.0
2021-08-07 00:00:00+00:00,1,1,0,2788648141,0.0,1744,0.0393621698021888,78266,83.77023315429688,0.0,0.0,0.0,0.0,1915.0,109117.0,83.19544982910156,0.0440021306276321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2090.8,88235.6,83.05682830810547,0.04862579405307766,0.0,0.0,2090.8,88235.6,83.05682830810547,0.04862579405307766,0.0,0.0,0.0,0.0,-8.92950391644909,0.0,-28.27332129732306,0.0,-10.544854895116229,0.0,0.6908831268729543,0.0,0.0,0.0,0.0,0.022282698966358747,0.0,0.05364685058593561,0.05364685058593561,1.0,0.0,1.0,0.0,0.0,1029.673346260842,1029.673346260842,36674.366869790676,36674.366869790676,0,0.0
2021-08-08 00:00:00+00:00,1,1,0,2788648141,0.0,1275,0.0281288679689168,54614,84.32122039794922,0.0,0.0,0.0,0.0,1744.0,78266.0,83.77023315429688,0.0393621698021888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.8333333333333,82632.0,83.26756032307942,0.045209639705717515,0.0,0.0,1954.8333333333333,82632.0,83.26756032307942,0.045209639705717515,0.0,0.0,0.0,0.0,-26.892201834862384,0.0,-30.22001890987146,0.0,-28.538319634623775,0.0,0.6577363138496661,0.0,0.0,0.0,0.0,0.023345234825597364,0.0,0.21128278459822158,0.21128278459822158,1.0,0.0,1.0,0.0,0.0,979.3382289417005,979.3382289417005,35558.5340811457,35558.5340811457,0,0.0
2021-08-09 00:00:00+00:00,1,0,0,2788648141,0.0,1299,0.0293566025793552,47762,84.73419952392578,0.0,0.0,0.0,0.0,1275.0,54614.0,84.32122039794922,0.0281288679689168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.142857142857,77650.57142857143,83.47708020891461,0.042944920116237184,0.0,0.0,1861.142857142857,77650.57142857143,83.47708020891461,0.042944920116237184,0.0,0.0,0.0,0.0,1.8823529411764683,0.0,-12.546233566484787,0.0,4.364678350351969,0.0,0.48976891466647743,0.0,0.0,0.0,0.0,0.0271967841216004,0.0,0.2891916547502797,0.2891916547502797,1.0,0.0,1.0,0.0,0.0,927.7381865899144,927.7381865899144,35033.93882060244,35033.93882060244,0,0.0
2021-08-10 00:00:00+00:00,1,0,0,2788648141,0.0,2989,0.0698754042387008,110870,83.66024017333984,0.0,0.0,0.0,0.0,1299.0,47762.0,84.73419952392578,0.0293566025793552,0.0,0.0,907.0,33700.0,84.25926208496094,0.0208615995943546,0.0,0.0,2158.5714285714284,88674.85714285714,83.39150565011161,0.049946892208286645,0.0,0.0,2002.125,81803.0,83.49997520446777,0.04631123063154514,0.0,0.0,0.0,229.54796030871006,130.10007698229407,228.99109792284867,132.130145303798,234.94749011293425,138.0227890806415,-0.7109270800604528,-1.2674449710033397,0.0,0.0,0.0,0.0,0.026959258958609556,0.0,0.4205562046596002,0.208057766868962,0.998700963035132,0.0,1.0785049657968937,0.0,0.0,946.9683110552629,946.9683110552629,34496.066744734,34496.066744734,0,0.0
2021-08-11 00:00:00+00:00,1,0,0,2788648141,0.0,3772,0.092169165611267,140104,83.02593231201172,0.0,0.0,0.0,0.0,2989.0,110870.0,83.66024017333984,0.0698754042387008,0.0,0.0,2159.0,88612.0,81.68092346191406,0.0527088679373264,0.0,0.0,2389.0,96030.85714285714,83.58364977155414,0.055584077590278155,0.0,0.0,2198.777777777778,88280.88888888889,83.44730377197266,0.05140655674040313,0.0,0.0,0.0,74.71051412691061,26.19605219136836,58.10951112716112,26.367818165418953,74.86462756297662,31.905019535069414,1.646662149608047,-0.7581951235304474,0.0,0.0,0.0,0.0,0.026922665143999144,0.0,0.13701874869210545,0.11403757731119585,1.0016339173756177,0.0,1.081264358376909,0.0,0.0,1064.286706881395,1064.286706881395,37668.27170658499,37668.27170658499,0,0.0
2021-08-12 00:00:00+00:00,1,0,0,2788648141,0.0,3034,0.0735353454947471,119314,83.22966766357422,0.0,0.0,0.0,0.0,3772.0,140104.0,83.02593231201172,0.092169165611267,0.0,0.0,3729.0,131483.0,82.3782730102539,0.0861942023038864,0.0,0.0,2289.714285714286,94292.42857142857,83.70527757917132,0.05377566947468683,0.0,0.0,2282.3,91384.2,83.42554016113282,0.05361943561583752,0.0,0.0,0.0,-18.63770447841244,-19.565217391304344,-9.255188883734021,-14.838976760121048,-14.686436524476676,-20.216978197578527,1.0335184536028441,0.24538761070078685,0.0,0.0,0.0,0.0,0.02542848761681264,0.0,-0.0731045859200576,0.07106535940459503,1.003353138828927,0.0,1.0029137542582258,0.0,0.0,1037.5979793092633,1037.5979793092633,36844.927486848326,36844.927486848326,0,0.0
