timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,ccu_playing,daily_rpv,ratings_like_ratio,sort_sort_position,visits_visits_gained,session_session_length,daily_Estimated Revenue,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-09-12 00:00:00+00:00,0,0,0,6934441846,0.0282596312463283,3462,0.17387166038791,88.7519760131836,461,112699,25.938108444213867,169191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169191.0,3462.0,112699.0,88.7519760131836,0.0282596312463283,25.938108444213867,169191.0,3462.0,112699.0,88.7519760131836,0.0282596312463283,25.938108444213867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.85677158533064,1.501251109139308,0.030718722271517302,0.0001533057617630495,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-09-13 00:00:00+00:00,0,1,0,6934441846,0.0195980090647935,2929,0.1404052969198623,90.03204345703125,446,357838,118.14350779851276,169191,169191.0,3462.0,112699.0,88.7519760131836,0.0282596312463283,25.938108444213867,0.0,0.0,0.0,0.0,0.0,0.0,169191.0,3195.5,235268.5,89.39200973510742,0.0239288201555609,72.04080812136331,169191.0,3195.5,235268.5,89.39200973510742,0.0239288201555609,72.04080812136331,0.0,0.0,0.0,-15.395725014442519,0.0,217.5165706882936,0.0,-30.650159961518185,0.0,1.4422974015333656,0.0,0.0,57.74436860068259,0.47281319252513004,0.008185245319822601,0.0006982806976601302,0.0,0.0,1.0,1.0,1.0,0.0,0.0,376.8879143724298,376.8879143724298,173339.44923328908,173339.44923328908,2,1.0
2025-09-14 00:00:00+00:00,0,1,0,6934441846,0.0262684896588325,2924,0.1337944144393937,90.51009368896484,358,443365,27.893723778102707,215876,169191.0,2929.0,357838.0,90.03204345703125,0.0195980090647935,118.14350779851276,0.0,0.0,0.0,0.0,0.0,0.0,184752.66666666666,3105.0,304634.0,89.76470438639323,0.024708709989984767,57.32511334027644,184752.66666666666,3105.0,304634.0,89.76470438639323,0.024708709989984767,57.32511334027644,0.0,27.59307528178212,0.0,-0.17070672584499347,0.0,23.901039017656032,0.0,34.03652162822024,0.0,0.5309778758512129,0.14589016658551263,0.14589016658551263,73.80376068376069,0.4869024688406418,0.0065950027742316735,0.0001292111886773612,0.879058837890627,0.0,1.0,1.0,1.0,26953.597317117685,26953.597317117685,309.1811766586058,309.1811766586058,171633.3303906907,171633.3303906907,3,1.0
2025-09-15 00:00:00+00:00,0,0,0,6934441846,0.019800828769803,2205,0.1357564900155524,90.7571258544922,295,215365,27.58544929822286,268754,215876.0,2924.0,443365.0,90.51009368896484,0.0262684896588325,27.893723778102707,0.0,0.0,0.0,0.0,0.0,0.0,205753.0,2880.0,282316.75,90.01280975341797,0.023481739684939325,49.89019732976305,205753.0,2880.0,282316.75,90.01280975341797,0.023481739684939325,49.89019732976305,0.0,24.49461728029054,0.0,-24.589603283173734,0.0,-51.4248982215556,0.0,-24.621365647700344,0.0,0.2729332778908411,0.23045670634987808,0.23045670634987808,121.8286491387126,1.2478942822915409,0.01023838488897969,0.00010264162266087275,0.649349975585925,0.0,1.0,1.0,1.0,47417.158701606466,47417.158701606466,515.9735135321063,515.9735135321063,147074.4890327687,147074.4890327687,4,1.0
2025-09-16 00:00:00+00:00,0,0,0,6934441846,0.0221761744469404,2914,0.1334432241716587,90.73497772216795,268,356688,17.011537842128586,301294,268754.0,2205.0,215365.0,90.7571258544922,0.019800828769803,27.58544929822286,0.0,0.0,0.0,0.0,0.0,0.0,224861.2,2886.8,297191.0,90.15724334716796,0.02322062663733954,43.314465432236155,224861.2,2886.8,297191.0,90.15724334716796,0.02322062663733954,43.314465432236155,0.0,12.107726768717853,0.0,32.15419501133787,0.0,65.62022612773663,0.0,11.996193213689587,0.0,-0.024403739227873977,0.26354632421093716,0.26354632421093716,103.3598627787307,0.8446966404907357,0.008169581904684474,5.646140109237985e-05,0.46910858154296375,0.46910858154296375,1.0,1.0,1.0,59261.34271766039,59261.34271766039,447.1047975586932,447.1047975586932,131641.16209795474,131641.16209795474,5,1.0
2025-09-17 00:00:00+00:00,0,0,0,6934441846,0.0485709048807621,2936,0.1236460467392998,90.79981231689452,259,316520,23.29727281842913,316508,301294.0,2914.0,356688.0,90.73497772216795,0.0221761744469404,17.011537842128586,0.0,0.0,0.0,0.0,0.0,0.0,240135.66666666666,2895.0,300412.5,90.26433817545573,0.027445673011243298,39.97826666326832,240135.66666666666,2895.0,300412.5,90.26433817545573,0.027445673011243298,39.97826666326832,0.0,5.049552928368972,0.0,0.7549759780370646,0.0,-11.261382496747864,0.0,119.02292028309382,0.0,0.07145490785822606,0.27017954668371597,0.27017954668371597,107.76574736125298,0.9999589284755198,0.00927584583645319,7.360698374589388e-05,0.35985761369977737,0.35985761369977737,1.0,1.0,1.0,64879.74556259192,64879.74556259192,400.40679314916724,400.40679314916724,118007.56255554133,118007.56255554133,6,1.0
2025-09-18 00:00:00+00:00,0,0,0,6934441846,0.0291720293462276,2471,0.1103987109212065,90.80755615234376,253,227760,44.96836166381836,326078,316508.0,2936.0,316520.0,90.79981231689452,0.0485709048807621,23.29727281842913,0.0,0.0,0.0,0.0,0.0,0.0,252413.14285714287,2834.4285714285716,290033.5714285714,90.34194074358258,0.027692295344812486,40.69113737763261,252413.14285714287,2834.4285714285716,290033.5714285714,90.34194074358258,0.027692295344812486,40.69113737763261,0.0,3.0236202560440795,0.0,-15.83787465940054,0.0,-28.04246177176798,0.0,-39.93929201475096,0.0,0.008528470766244745,0.2676159378498911,0.2676159378498911,131.90857605177993,1.4316674057454963,0.010849091811152919,0.00013790634068375565,0.2831129346575089,0.2831129346575089,1.0,1.0,1.0,67549.77995135283,67549.77995135283,399.10769521640697,399.10769521640697,111170.48075644473,111170.48075644473,7,1.0
2025-09-19 00:00:00+00:00,0,0,0,6934441846,0.0246338173747062,3344,0.0599337338746052,90.74472045898438,258,339664,12.784893382679332,203522,326078.0,2471.0,227760.0,90.80755615234376,0.0291720293462276,44.96836166381836,169191.0,3462.0,112699.0,88.7519760131836,0.0282596312463283,25.938108444213867,257317.57142857142,2817.5714285714284,322457.14285714284,90.62661852155414,0.027174321934580754,38.812106654556246,246301.75,2898.125,296237.375,90.39228820800781,0.027309985598549198,37.20285687826345,20.291268448085308,-37.58487233116002,-3.4084344309647574,35.329825981384055,201.39042937381876,49.13242009132419,-12.830365124078513,-15.556723591834254,2.245295863051844,-0.06919654709567347,0.2634323081701715,0.2634323081701715,60.84364723467863,0.5991844906010334,0.00984499433265129,6.281792909243345e-05,0.0991300855364092,0.2223069327218201,1.0025923706346176,1.044724901177403,0.9950324520136089,64883.83850885254,64883.83850885254,411.08339004565556,411.08339004565556,104408.90544931979,104408.90544931979,7,0.6241512766883998
2025-09-20 00:00:00+00:00,0,1,0,6934441846,0.0197935122996568,2816,0.0525324154785011,90.794921875,281,417114,16.14879122234526,194723,203522.0,3344.0,339664.0,90.74472045898438,0.0246338173747062,12.784893382679332,169191.0,2929.0,357838.0,90.03204345703125,0.0195980090647935,118.14350779851276,260965.0,2801.4285714285716,330925.14285714284,90.73560115269252,0.027202250968132658,24.241432857960888,240570.77777777778,2889.0,309668.1111111111,90.43702528211806,0.026474821898672268,34.863516249828095,15.09063720883499,-4.323365532964496,-3.8579720040969656,-15.789473684210531,16.565037810405837,22.801945451976067,0.9975668151644301,-19.649025570918567,0.8473410006881066,0.05532158318599656,0.2622157788221665,0.2622157788221665,69.1242456514022,0.46683288781271354,0.0067511357779029765,8.293169420485024e-05,0.03222329275948468,0.18245709737141672,1.0033014782346397,1.0847743122028768,1.0274762592263886,63081.45385685434,63081.45385685434,385.50648502975923,385.50648502975923,105650.50471891325,105650.50471891325,7,0.5971669355184955
2025-09-21 00:00:00+00:00,0,1,0,6934441846,0.0129656288772821,1921,0.0,90.8500518798828,295,114358,11.630215048789978,0,194723.0,2816.0,417114.0,90.794921875,0.0197935122996568,16.14879122234526,215876.0,2924.0,443365.0,90.51009368896484,0.0262684896588325,27.893723778102707,230125.57142857142,2658.1428571428573,283924.14285714284,90.78416660853794,0.025301842285054027,21.91807446805907,216513.7,2792.2,290137.1,90.47832794189453,0.02512390259653325,32.54018612972428,-100.0,-100.0,-34.30232558139535,-31.78267045454546,-74.20680477710239,-72.58351433900565,-50.641894354506434,-34.49556258134686,0.3756025179757483,0.06071926022326313,0.4459937375083223,0.4459937375083223,0.0,0.0,0.016797978296417423,11.630215048789978,0.012270518711636366,0.15522479433001826,1.0033802422480642,1.0628684070734158,1.007082486004596,96563.75428475565,96563.75428475565,475.1892722320701,475.1892722320701,117202.42163354249,117202.42163354249,7,0.0
