timestamp,isSummer,isWeekend,isHoliday,universe_id,platform_platform_share,ccu_playing,ratings_like_ratio,daily_rpv,visits_visits_gained,daily_Estimated Revenue,session_session_length,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-05-17 00:00:00+00:00,0,1,0,7061783500,0.0080007221549749,878,90.07569122314452,0.2529397244355721,28558,112814.0,27.629862043592667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112814.0,878.0,28558.0,90.07569122314452,0.0080007221549749,27.629862043592667,112814.0,878.0,28558.0,90.07569122314452,0.0080007221549749,27.629862043592667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.34357224118315,3.950208340628173,0.030743373367414825,0.00024491301727246084,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-05-18 00:00:00+00:00,0,1,0,7061783500,0.0129668191075325,1739,90.5400848388672,0.2661860007208443,94641,134969.0,23.554585854212444,0.0,112814.0,878.0,28558.0,90.07569122314452,0.0080007221549749,27.629862043592667,0.0,0.0,0.0,0.0,0.0,0.0,123891.5,1308.5,61599.5,90.30788803100586,0.010483770631253699,25.592223948902557,123891.5,1308.5,61599.5,90.30788803100586,0.010483770631253699,25.592223948902557,0.0,19.63852004183877,0.0,98.06378132118452,0.0,231.399257651096,0.0,62.07060883209961,0.0,0.5155593139687831,0.12644895523250554,0.12644895523250554,77.5683908045977,1.4261004627966443,0.018374506033262187,0.00017451719533387007,0.0,0.0,1.0,1.0,1.0,15665.95073718796,15665.95073718796,608.8189386016174,608.8189386016174,46727.73742115062,46727.73742115062,2,1.0
2025-05-19 00:00:00+00:00,0,0,0,7061783500,0.0173272676765918,1760,90.85665130615234,0.2191866750917057,103206,131975.0,21.04864112536113,442.0,134969.0,1739.0,94641.0,90.5400848388672,0.0129668191075325,23.554585854212444,0.0,0.0,0.0,0.0,0.0,0.0,126586.0,1459.0,75468.33333333333,90.49080912272136,0.012764936313033068,24.077696341055415,126586.0,1459.0,75468.33333333333,90.49080912272136,0.012764936313033068,24.077696341055415,0.0,-2.2182871622372535,0.0,1.2075905692926936,0.0,9.049988905442664,0.0,33.62774272470794,0.0,0.34964233560033087,0.09495901912254302,0.09495901912254302,74.94321408290745,1.2787407830864186,0.017053106862906585,0.00015948840035583082,0.3904800415039226,0.0,1.0,1.0,1.0,12020.482394646231,12020.482394646231,503.27030510452335,503.27030510452335,40850.63446671708,40850.63446671708,2,0.9778171283776275
2025-05-20 00:00:00+00:00,0,0,0,7061783500,0.0216892268508672,2228,90.99560546875,0.2287433350240695,132787,166205.0,23.812659064928692,433.0,131975.0,1760.0,103206.0,90.85665130615234,0.0173272676765918,21.04864112536113,0.0,0.0,0.0,0.0,0.0,0.0,136490.75,1651.25,89798.0,90.61700820922852,0.0149960089474916,24.011437022023735,136490.75,1651.25,89798.0,90.61700820922852,0.0149960089474916,24.011437022023735,0.0,25.93673044137148,0.0,26.590909090909086,0.0,28.66209328914986,0.0,25.173958501074978,0.0,0.15293779882932235,0.1619711356916076,0.1619711356916076,74.56482727680574,1.2516567762147182,0.016778624574509744,0.00014327195808171,0.30763092041014,0.0,1.0,1.0,1.0,22107.56178889929,22107.56178889929,562.7559417722748,562.7559417722748,43975.829853833726,43975.829853833726,3,1.0
2025-05-21 00:00:00+00:00,0,0,0,7061783500,0.0323297940194606,3924,90.9165496826172,0.1727403957628339,168585,150726.0,20.301985184351604,410.0,166205.0,2228.0,132787.0,90.99560546875,0.0216892268508672,23.812659064928692,0.0,0.0,0.0,0.0,0.0,0.0,139337.8,2105.8,105555.4,90.67691650390626,0.0184627659618854,23.269546654489307,139337.8,2105.8,105555.4,90.67691650390626,0.0184627659618854,23.269546654489307,0.0,-9.313197557233533,0.0,76.12208258527828,0.0,26.958964356450554,0.0,49.05922761450561,0.0,-0.08687868576241486,0.14480197970670683,0.14480197970670683,38.40152866242038,0.8940600049826202,0.023275954112441127,0.00013469375217679382,0.2137237548828099,0.2137237548828099,1.0,1.0,1.0,20176.389287977174,20176.389287977174,1127.2085876181036,1127.2085876181036,51883.364215324356,51883.364215324356,3,0.9068680244276647
2025-05-22 00:00:00+00:00,0,0,0,7061783500,0.0283518452197313,2340,91.03076934814452,0.1623187618942237,202289,172362.0,21.27983272075653,384.0,150726.0,3924.0,168585.0,90.9165496826172,0.0323297940194606,20.301985184351604,0.0,0.0,0.0,0.0,0.0,0.0,144841.83333333334,2144.8333333333335,121677.66666666667,90.73589197794597,0.02011094583819305,22.937927665533845,144841.83333333334,2144.8333333333335,121677.66666666667,90.73589197794597,0.02011094583819305,22.937927665533845,0.0,14.354524103339838,0.0,-40.36697247706422,0.0,19.99228875641368,0.0,-12.304281299580245,0.0,0.12563132446847813,0.15552366155395164,0.15552366155395164,73.62750961127723,0.852053981907163,0.011567551534925108,0.00012345940091989887,0.17267826625279262,0.17267826625279262,1.0,1.0,1.0,22526.332266187208,22526.332266187208,1012.7294637101592,1012.7294637101592,60934.97912255872,60934.97912255872,4,1.0
2025-05-23 00:00:00+00:00,0,0,0,7061783500,0.0212441552430391,2095,91.15162658691406,0.1367767915975495,188281,172606.0,22.101074417432148,326.0,172362.0,2340.0,202289.0,91.03076934814452,0.0283518452197313,21.27983272075653,0.0,0.0,0.0,0.0,0.0,0.0,148808.14285714287,2137.714285714286,131192.42857142858,90.79528263636998,0.020272832896028197,22.81837720151932,148808.14285714287,2137.714285714286,131192.42857142858,90.79528263636998,0.020272832896028197,22.81837720151932,0.0,0.14156252538262137,0.0,-10.470085470085467,0.0,-6.92474627883869,0.0,-25.06958514201272,0.0,0.13276526127921073,0.1551424045153375,0.1551424045153375,82.35019083969466,0.9167419084139747,0.011126926631329602,0.00012804274691890913,0.15246691022600667,0.15246691022600667,1.0,1.0,1.0,23086.45309431899,23086.45309431899,924.683137491922,924.683137491922,61056.86905898234,61056.86905898234,5,1.0
2025-05-24 00:00:00+00:00,0,1,0,7061783500,0.0290515255182981,3416,91.14729309082033,0.1354642386771055,201640,195794.0,21.521204471588135,298.0,172606.0,2095.0,188281.0,91.15162658691406,0.0212441552430391,22.101074417432148,112814.0,878.0,28558.0,90.07569122314452,0.0080007221549749,27.629862043592667,160662.42857142858,2500.285714285714,155918.42857142858,90.94836861746651,0.023280090519360086,21.945711834090098,154681.375,2297.5,139998.375,90.83928394317627,0.021370169473811935,22.65623061027792,73.55470065771979,13.434063705780797,289.06605922551256,63.05489260143198,606.0718537712725,7.095245935596273,263.1112911505579,36.750674178099786,1.1896682147252369,-0.0047541621098767806,0.1750070164281394,0.1750070164281394,57.29997073456248,0.9710029210329248,0.016940999102365094,0.00010991702786888396,0.08738354274205408,0.13097881135486678,1.0012008535245442,1.0386669278795109,1.0893732287845757,27070.32593575219,27070.32593575219,968.0610960648535,968.0610960648535,61771.64205578364,61771.64205578364,6,1.0
2025-05-25 00:00:00+00:00,0,1,0,7061783500,0.0364170521497726,3300,91.4126205444336,0.1558869459131041,286727,264085.0,21.356952508290608,298.0,195794.0,3416.0,201640.0,91.14729309082033,0.0290515255182981,21.521204471588135,134969.0,1739.0,94641.0,90.5400848388672,0.0129668191075325,23.554585854212444,179107.57142857142,2723.285714285714,183359.2857142857,91.07301657540458,0.02663012381110867,21.631764213244118,166837.33333333334,2408.8888888888887,156301.55555555556,90.90298800998264,0.023042045326696455,22.511866376723773,95.66344864376264,34.87900548535705,89.7642323174238,-3.3957845433255307,202.9627751186061,42.197480658599474,180.84800017467452,25.35332138353741,0.9637010028422655,0.2910974584279691,0.2661104844149583,0.2661104844149583,80.00151469251742,0.9210296866716888,0.01150916548087386,8.087120297285962e-05,0.07879856654576188,0.12990760803222956,1.0018704397857996,1.073546117347265,1.1557187495094055,44397.16359183321,44397.16359183321,965.2289164292122,965.2289164292122,75702.78765030902,75702.78765030902,7,1.0
2025-05-26 00:00:00+00:00,0,0,1,7061783500,0.0431369952857494,3874,91.5930404663086,0.1201298559279886,261542,236826.0,19.747355898221333,268.0,264085.0,3300.0,286727.0,91.4126205444336,0.0364170521497726,21.356952508290608,131975.0,1760.0,103206.0,90.85665130615234,0.0173272676765918,21.04864112536113,194086.2857142857,3025.285714285714,205978.7142857143,91.17821502685547,0.030317227755274043,21.445866323652723,173836.2,2555.4,166825.6,90.97199325561523,0.02505154032260175,22.23541532887353,79.44762265580603,-10.32205539882992,120.11363636363637,17.393939393939384,153.41743697071877,-8.783616471417066,148.95440002941228,18.45273776784473,0.8104955989131746,0.1973687230498955,0.2723776869435531,0.2723776869435531,61.11638709677419,0.9054954634610752,0.014812095907747484,8.338304288878097e-05,0.10360608782087102,0.13211748527758074,1.0022668709771017,1.1164894637266904,1.2101941583177436,47349.10206305689,47349.10206305689,1021.1774467631851,1021.1774467631851,78750.86771754752,78750.86771754752,7,0.8967794460117008
