timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,visits_visits_gained,ratings_like_ratio,platform_platform_share,ccu_playing,daily_Estimated Revenue,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2023-03-01 00:00:00+00:00,0,0,0,2992873140,0.0,239345,85.99235534667969,0.1515218168497085,6305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6305.0,239345.0,85.99235534667969,0.1515218168497085,0.0,0.0,6305.0,239345.0,85.99235534667969,0.1515218168497085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026342616964561763,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2023-03-02 00:00:00+00:00,0,0,0,2992873140,0.0,226603,85.99840545654297,0.152209386229515,6408,0.0,0.0,0.0,0.0,6305.0,239345.0,85.99235534667969,0.1515218168497085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6356.5,232974.0,85.99538040161133,0.15186560153961176,0.0,0.0,6356.5,232974.0,85.99538040161133,0.15186560153961176,0.0,0.0,0.0,0.0,1.6336241078509062,0.0,-5.323695920115313,0.0,0.45377582852539344,0.0,0.0070356368759627586,0.0,0.0,0.0,0.0,0.028278406382941167,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,72.8319984622144,72.8319984622144,9009.95460587899,9009.95460587899,0,0.0
2023-03-03 00:00:00+00:00,0,0,0,2992873140,0.0,253035,85.9976577758789,0.1372871398925781,6669,0.0,0.0,0.0,0.0,6408.0,226603.0,85.99840545654297,0.152209386229515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6460.666666666667,239661.0,85.99613952636719,0.14700611432393387,0.0,0.0,6460.666666666667,239661.0,85.99613952636719,0.14700611432393387,0.0,0.0,0.0,0.0,4.073033707865159,0.0,11.66445280953916,0.0,-9.80376224264895,0.0,-0.0008694122409558247,0.0,0.0,0.0,0.0,0.026355933543053163,0.0,0.0026512145996025636,0.0,1.0,0.0,1.0,0.0,0.0,187.6281784096762,187.6281784096762,13218.83308011717,13218.83308011717,0,0.0
2023-03-04 00:00:00+00:00,0,1,0,2992873140,0.0,305534,86.02973175048828,0.0942854583263397,6810,0.0,0.0,0.0,0.0,6669.0,253035.0,85.9976577758789,0.1372871398925781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6548.0,256129.25,86.00453758239746,0.13382595032453531,0.0,0.0,6548.0,256129.25,86.00453758239746,0.13382595032453531,0.0,0.0,0.0,0.0,2.11426000899686,0.0,20.747722647064638,0.0,-31.32243966906555,0.0,0.03729633508504637,0.0,0.0,0.0,0.0,0.02228877215376307,0.0,0.011138153076165128,0.0,1.0,0.0,1.0,0.0,0.0,232.33165948703578,232.33165948703578,34659.843203867305,34659.843203867305,0,0.0
2023-03-05 00:00:00+00:00,0,1,0,2992873140,0.0,332996,86.05814361572266,0.1044452115893364,7122,0.0,0.0,0.0,0.0,6810.0,305534.0,86.02973175048828,0.0942854583263397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6662.8,271502.6,86.0152587890625,0.12794980257749552,0.0,0.0,6662.8,271502.6,86.0152587890625,0.12794980257749552,0.0,0.0,0.0,0.0,4.581497797356837,0.0,8.988197712856838,0.0,10.77552513753699,0.0,0.03302563504066214,0.0,0.0,0.0,0.0,0.021387580068288902,0.0,0.016290283203122664,0.016290283203122664,1.0,0.0,1.0,0.0,0.0,326.15747730199274,326.15747730199274,45636.36706947652,45636.36706947652,0,0.0
2023-03-06 00:00:00+00:00,0,0,0,2992873140,0.0,221620,86.06301879882812,0.1519779562950134,6196,0.0,0.0,0.0,0.0,7122.0,332996.0,86.05814361572266,0.1044452115893364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6585.0,263188.8333333333,86.02321879069011,0.13195449486374852,0.0,0.0,6585.0,263188.8333333333,86.02321879069011,0.13195449486374852,0.0,0.0,0.0,0.0,-13.001965739960685,0.0,-33.44664800778388,0.0,45.50974044896279,0.0,0.005664987531273091,0.0,0.0,0.0,0.0,0.027957639393378787,0.0,0.01613159179688067,0.01613159179688067,1.0,0.0,1.0,0.0,0.0,348.453727200614,348.453727200614,45616.38627255196,45616.38627255196,0,0.0
2023-03-07 00:00:00+00:00,0,0,0,2992873140,0.0,206949,86.08871459960938,0.1407022476196289,5829,0.0,0.0,0.0,0.0,6196.0,221620.0,86.06301879882812,0.1519779562950134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6477.0,255154.57142857142,86.03257533482143,0.13320417382887428,0.0,0.0,6477.0,255154.57142857142,86.03257533482143,0.13320417382887428,0.0,0.0,0.0,0.0,-5.923176242737249,0.0,-6.6198899016334245,0.0,-7.419305371824159,0.0,0.02985695963246826,0.0,0.0,0.0,0.0,0.028166223725537568,0.0,0.017099652971540463,0.017099652971540463,1.0,0.0,1.0,0.0,0.0,427.5878077463544,427.5878077463544,46753.514637429995,46753.514637429995,0,0.0
2023-03-08 00:00:00+00:00,0,0,0,2992873140,0.0,218886,86.09130096435547,0.1415265053510666,5848,0.0,0.0,0.0,0.0,5829.0,206949.0,86.08871459960938,0.1407022476196289,0.0,0.0,6305.0,239345.0,85.99235534667969,0.1515218168497085,0.0,0.0,6411.714285714285,252231.85714285713,86.04671042306083,0.13177627218621116,0.0,0.0,6398.375,250621.0,86.03991603851318,0.13424446526914832,0.0,0.0,0.0,-7.248215701823946,0.3259564247726887,-8.547912009860248,5.768087789745291,-6.596615396023175,0.5858170323376433,0.11506327193491206,0.003004301734699233,0.0,0.0,0.0,0.0,0.02671698182167054,0.0,0.01764597211565711,0.016293571108869965,1.000078967819362,0.0,0.9816141911103101,0.0,0.0,454.05693082318584,454.05693082318584,45144.73533615441,45144.73533615441,0,0.0
2023-03-09 00:00:00+00:00,0,0,0,2992873140,0.0,206368,86.07483673095703,0.1446432173252105,5933,0.0,0.0,0.0,0.0,5848.0,218886.0,86.09130096435547,0.1415265053510666,0.0,0.0,6408.0,226603.0,85.99840545654297,0.152209386229515,0.0,0.0,6343.857142857143,249341.14285714287,86.05762917654855,0.13069539091416765,0.0,0.0,6346.666666666667,245704.0,86.04379611545139,0.13539988216426635,0.0,0.0,0.0,-7.412609238451939,1.4534883720930258,-8.92971408145523,-5.718958727374068,-4.970895088490501,2.2022107918320044,0.08887522275362603,-0.019124154489491563,0.0,0.0,0.0,0.0,0.02874947303131769,0.0,0.013758795601980435,0.013733545939122434,1.0001607676755522,0.0,0.9652548349754748,0.0,0.0,452.1730863286757,452.1730863286757,44731.23336663097,44731.23336663097,0,0.0
2023-03-10 00:00:00+00:00,0,0,0,2992873140,0.0,220394,86.07888793945312,0.114722728729248,5655,0.0,0.0,0.0,0.0,5933.0,206368.0,86.07483673095703,0.1446432173252105,0.0,0.0,6669.0,253035.0,85.9976577758789,0.1372871398925781,0.0,0.0,6199.0,244678.14285714287,86.06923348563058,0.12747190360512048,0.0,0.0,6277.5,243173.0,86.04730529785157,0.13333216682076449,0.0,0.0,0.0,-15.204678362573098,-4.685656497556046,-12.899796470843949,6.796596371530472,-16.435924865931273,-20.685718382971498,0.09445625110617861,0.0047066118856076145,0.0,0.0,0.0,0.0,0.025658476825699314,0.0,0.0074691772460942765,0.011902132901278461,1.0002548387506514,0.0,0.9560476413503289,0.0,0.0,479.1481445695522,479.1481445695522,42925.77883587748,42925.77883587748,0,0.0
