timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_Estimated Revenue,visits_visits_gained,session_session_length,platform_platform_share,ccu_playing,ratings_like_ratio,daily_rpv,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2023-05-14 00:00:00+00:00,0,1,0,4523856444,0.0,4286507,0.0,1.233117699623108,67792,83.6738052368164,0.0,0.0,0.0,65440.0,4276371.0,74.87621307373047,1.1553062200546265,0.0,0.0,51329.0,2979565.0,67.68965911865234,0.8656315803527832,0.0,0.0,42367.57142857143,2791268.0,71.39308820452008,0.9960951890264239,0.0,0.0,42024.09090909091,2782154.4545454546,70.1231953014027,0.9580548351461237,0.0,0.0,0.0,32.07348672290517,3.594132029339847,43.86351698989617,0.2370234013840289,42.45294737520526,6.73513898027851,23.613867060765735,11.74951536935096,0.0,0.0,0.0,0.0,0.015815204357486328,0.0,2.1774313790457587,0.9830795981667265,1.01810945576081,0.0,1.0397058210916479,0.0,0.0,14347.885756825257,14347.885756825257,869551.221369893,869551.221369893,0,0.0
2023-05-15 00:00:00+00:00,0,0,0,4523856444,0.0,2252801,0.0,1.0752116441726685,39219,85.57669067382812,0.0,0.0,0.0,67792.0,4286507.0,83.6738052368164,1.233117699623108,0.0,0.0,29350.0,2160084.0,67.9478759765625,0.7893067598342896,0.0,0.0,43777.42857142857,2804513.285714286,73.91149030412946,1.0369387439319067,0.0,0.0,41790.333333333336,2738041.6666666665,71.41098658243816,0.9678179025650024,0.0,0.0,0.0,33.6252129471891,-42.148041066792544,4.29228678143998,-47.444364374069615,36.22227743221191,-12.805432563225882,25.944614815253964,2.27417102834766,0.0,0.0,0.0,0.0,0.017408986675260408,0.0,3.204929896763399,1.3505802821446127,1.0350156725366715,0.0,1.0714192630490855,0.0,0.0,13704.117100898968,13704.117100898968,843049.5018920444,843049.5018920444,0,0.0
2023-05-16 00:00:00+00:00,0,0,0,4523856444,0.0,2050382,0.0,1.0645878314971924,35186,86.51927185058594,0.0,0.0,0.0,39219.0,2252801.0,85.57669067382812,1.0752116441726685,0.0,0.0,30157.0,1936529.0,68.1230239868164,0.8701018691062927,0.0,0.0,44495.857142857145,2820778.0,76.5395257132394,1.0647224528448922,0.0,0.0,41282.307692307695,2685144.769230769,72.57316237229567,0.975261743252094,0.0,0.0,0.0,16.67606194250091,-10.283281062750193,5.8792303136178115,-8.98521440642116,22.352091093731573,-0.9880671152562415,27.00444987194004,1.1014461640616924,0.0,0.0,0.0,0.0,0.017160696318687777,0.0,3.7288398742675786,1.5592455601954225,1.054653307245956,0.0,1.0917299486130603,0.0,0.0,13247.934206160946,13247.934206160946,829385.2062093096,829385.2062093096,0,0.0
2023-05-17 00:00:00+00:00,0,0,0,4523856444,0.0,2126861,0.0,0.9940481185913086,32080,87.19375610351562,0.0,0.0,0.0,35186.0,2050382.0,86.51927185058594,1.0645878314971924,0.0,0.0,33973.0,2323619.0,68.20088958740234,0.9676491618156432,0.0,0.0,44225.42857142857,2792669.714285714,79.25279235839844,1.068493732384273,0.0,0.0,40625.0,2645267.3571428573,73.61749049595424,0.976603627204895,0.0,0.0,0.0,-5.572071939481349,-8.827374523958397,-8.467739332480928,3.729987875430041,2.728153737676142,-6.626011571697155,27.848414633614293,0.7795768948385184,0.0,0.0,0.0,0.0,0.015083254108635162,0.0,3.6791308266775915,1.6651276976197595,1.0765484102280543,0.0,1.0940915051097788,0.0,0.0,12963.638045881078,12963.638045881078,810696.5522791645,810696.5522791645,0,0.0
2023-05-18 00:00:00+00:00,0,0,0,4523856444,0.0,1939659,0.0,0.9269941449165344,30574,87.6856460571289,0.0,0.0,0.0,32080.0,2126861.0,87.19375610351562,0.9940481185913086,0.0,0.0,31401.0,2009838.0,68.44500732421875,0.9519383311271667,0.0,0.0,44107.28571428572,2782644.1428571427,82.00145503452846,1.0649302772113256,0.0,0.0,39954.933333333334,2598226.8,74.55536753336588,0.9732963283856709,0.0,0.0,0.0,-2.633674086812521,-4.694513715710724,-3.491773963871714,-8.80179757868521,-2.6203573692737514,-6.74554605764941,28.111091641452713,0.5641343779585695,0.0,0.0,0.0,0.0,0.01576255632430426,0.0,3.0386815752301897,1.7046201433454211,1.0998732585930882,0.0,1.0941480473656369,0.0,0.0,12876.972510588874,12758.791391858102,821972.207181973,802169.6757558037,0,0.0
2023-05-19 00:00:00+00:00,0,0,0,4523856444,0.0,2171538,0.0,0.9546623826026917,36935,88.1030044555664,0.0,0.0,0.0,30574.0,1939659.0,87.6856460571289,0.9269941449165344,0.0,0.0,38460.0,2545928.0,68.48480224609375,1.0052462816238403,0.0,0.0,43889.42857142857,2729159.8571428573,84.80405535016742,1.05770400592259,0.0,0.0,39766.1875,2571558.75,75.40209484100342,0.9721317067742348,0.0,0.0,0.0,-3.9651586063442545,20.80525937070714,-14.705443358963798,11.954627076202563,-5.031990661973618,2.984726261528703,28.64606681490658,0.4759711733954619,0.0,0.0,0.0,0.0,0.017008674493066898,0.0,1.7614686148507284,1.7026497560388925,1.1246909721671452,0.0,1.0880254172886763,0.0,0.0,12833.924104189175,12349.263423210039,829800.3268248291,782276.6354524891,0,0.0
2023-05-20 00:00:00+00:00,0,1,0,4523856444,0.0,3274469,0.0,0.975425124168396,53779,88.64183807373047,0.0,0.0,0.0,36935.0,2171538.0,88.1030044555664,0.9546623826026917,0.0,0.0,65440.0,4276371.0,74.87621307373047,1.1553062200546265,0.0,0.0,42223.57142857143,2586031.0,86.77057320731026,1.0320067065102714,0.0,0.0,40590.470588235294,2612906.411764706,76.18090326645795,0.9723254372091854,0.0,0.0,0.0,-17.81937652811736,45.60444023284147,-23.428790439370207,50.7903154354195,-15.569992852433979,2.174877940523756,18.384510160049118,0.6115950545543702,0.0,0.0,0.0,0.0,0.01642372658781421,0.0,0.754396438598635,1.6784776051839196,1.13900688344181,0.0,1.0613799320856871,0.0,0.0,13091.237472253913,12430.740616097895,812433.7936179311,776384.6557888573,0,0.0
2023-05-21 00:00:00+00:00,0,1,0,4523856444,0.0,3147180,0.0,1.021625518798828,55988,89.03768920898438,0.0,0.0,0.0,53779.0,3274469.0,88.64183807373047,0.975425124168396,0.0,0.0,67792.0,4286507.0,83.6738052368164,1.233117699623108,0.0,0.0,40537.28571428572,2423270.0,87.5368423461914,1.0017935378210885,0.0,0.0,41445.88888888889,2642588.277777778,76.89516915215387,0.9750643306308322,0.0,0.0,0.0,-17.412084021713483,4.107551274661114,-26.57938036727806,-3.887317302438964,-17.151013312753584,4.736436809521427,6.4104697485514395,0.4465736991200897,0.0,0.0,0.0,0.0,0.017789888792541644,0.0,0.5549063001360257,1.6390124735325349,1.1383919602671095,0.0,1.0274127627794194,0.0,0.0,13425.673177302368,12593.849058352858,819734.4337346745,763658.384124257,0,0.0
2023-05-22 00:00:00+00:00,0,0,0,4523856444,0.0,1939331,0.0,0.9191614389419556,33063,89.2586441040039,0.0,0.0,0.0,55988.0,3147180.0,89.03768920898438,1.021625518798828,0.0,0.0,39219.0,2252801.0,85.57669067382812,1.0752116441726685,0.0,0.0,39657.857142857145,2378488.5714285714,88.06283569335938,0.9795006513595581,0.0,0.0,41004.68421052631,2605574.736842105,77.54587836014598,0.972122073173523,0.0,0.0,0.0,-15.696473647976749,-40.94627420161463,-13.914677772248861,-38.378770836113596,-14.513440779446462,-10.029514530661299,4.302519063525589,0.2481588381083366,0.0,0.0,0.0,0.0,0.017048653866382858,0.0,0.45936339242118285,1.5883733649002874,1.135622389682267,0.0,1.0075901765731412,0.0,0.0,13203.036064639671,12389.197436353943,831043.1323898771,759477.1932295007,0,0.0
2023-05-23 00:00:00+00:00,0,0,0,4523856444,0.0,1862174,0.0,0.8726428151130676,29447,89.41434478759766,0.0,0.0,0.0,33063.0,1939331.0,89.2586441040039,0.9191614389419556,0.0,0.0,35186.0,2050382.0,86.51927185058594,1.0645878314971924,0.0,0.0,38838.0,2351601.714285714,88.4764175415039,0.9520799347332546,0.0,0.0,40426.8,2568404.7,78.13930168151856,0.9671481102705002,0.0,0.0,0.0,-16.310464389245727,-10.936696609503072,-9.179167589258974,-3.9785369284562555,-18.02998406568119,-5.060985139067132,3.3461596186469933,0.17443765268529976,0.0,0.0,0.0,0.0,0.015813229154080576,0.0,0.3836588178362174,1.5310124045924134,1.1322908656404114,0.0,0.9844199917497319,0.0,0.0,13252.129880857676,12332.586054838623,835775.070007922,757680.4405345581,0,0.0
2023-05-24 00:00:00+00:00,0,0,0,4523856444,0.0,1746903,0.0,0.8492763638496399,28940,89.53319549560547,0.0,0.0,0.0,29447.0,1862174.0,89.41434478759766,0.8726428151130676,0.0,0.0,32080.0,2126861.0,87.19375610351562,0.9940481185913086,0.0,0.0,38389.42857142857,2297322.0,88.81062316894531,0.9313982554844448,0.0,0.0,39879.80952380953,2529285.5714285714,78.68186805361793,0.961535169964745,0.0,0.0,0.0,-9.788029925187036,-1.7217373586443485,-17.864731169549863,-6.190130460418841,-14.563857828817028,-2.677665003223584,2.6830354564752135,0.13292129835558164,0.0,0.0,0.0,0.0,0.01656645127608615,0.0,0.3136476789202035,1.4702106327205513,1.1287304860177585,0.0,0.9686575016476983,0.0,0.0,13542.00051528739,12278.893071523378,863466.239777245,759942.1675984015,0,0.0
2023-05-25 00:00:00+00:00,0,0,0,4523856444,0.0,1764051,0.0,0.8558386564254761,29702,89.63728332519531,0.0,0.0,0.0,28940.0,1746903.0,89.53319549560547,0.8492763638496399,0.0,0.0,30574.0,1939659.0,87.6856460571289,0.9269941449165344,0.0,0.0,38264.857142857145,2272235.1428571427,89.0894284929548,0.9212331857000079,0.0,0.0,39417.181818181816,2494502.1818181816,79.17984147505327,0.9567307829856873,0.0,0.0,0.0,-2.8520965526264153,2.6330338631651795,-9.053550134327736,0.9816229063662973,-7.675937208585615,0.7726922419093674,2.2257203497079603,0.1162561316098154,0.0,0.0,0.0,0.0,0.016837372140957298,0.0,0.24150739397321766,1.4083501383923072,1.1251529029775045,0.0,0.9628969842750316,0.0,0.0,13644.828755383347,12177.855725069423,877567.7559925418,759360.8985428304,0,0.0
2023-05-26 00:00:00+00:00,0,0,0,4523856444,0.0,2017433,0.0,0.8317843079566956,35981,89.76964569091797,0.0,0.0,0.0,29702.0,1764051.0,89.63728332519531,0.8558386564254761,0.0,0.0,36935.0,2171538.0,88.1030044555664,0.9546623826026917,0.0,0.0,38128.57142857143,2250220.1428571427,89.32752009800502,0.9036791750362941,0.0,0.0,39267.782608695656,2473760.0434782607,79.64026774530825,0.9512983275496442,0.0,0.0,0.0,-2.5829159333965124,21.13999057302538,-7.09658315903291,14.363643681503536,-12.871364461957135,-2.8106171984853656,1.8916962544587301,0.14766441017903809,0.0,0.0,0.0,0.0,0.01783503202583083,0.0,0.17347008841379022,1.3474129386570124,1.1216376165845758,0.0,0.9499429872477464,0.0,0.0,13698.904829892845,11919.421801704837,888016.0091054315,748541.2488854255,0,0.0
