timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,session_session_length,platform_platform_share,ccu_playing,daily_Estimated Revenue,visits_visits_gained,ratings_like_ratio,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-01-15 00:00:00+00:00,0,0,0,6593476325,0.0165741239152655,6.091670314470927,0.0042584333568811,303,118412.0,54091,69.69743347167969,0.0,120690.0,321.0,54691.0,69.77400970458984,0.0044915210455656,6.192512512207031,138227.0,334.0,60087.0,70.23050689697266,0.0046956450678408,6.509057780106862,143012.57142857142,352.57142857142856,65392.71428571428,69.94439479282924,0.004464361617075486,6.098311566171192,146022.33333333334,329.23333333333335,71332.86666666667,70.90608113606771,0.004028333451909277,5.691088345977996,-14.335115426074497,-1.8874803214847913,-9.281437125748504,-5.607476635514019,-9.978863980561513,-1.097072644493613,-9.311004231432317,-5.189504542445,-0.7590339993914341,-0.10974893550530496,0.16496171086915765,0.18288100661934054,389.5131578947368,2.1890852621459733,0.005601567699474968,5.144426975476449e-05,-0.08154051644460979,-0.09187185522976869,0.9864371810170554,0.9793883453574778,1.1082403357049673,25559.27352888142,26704.711308904883,31.806160851820017,51.24429881381461,13520.008639416094,12891.7520136562,2,0.3091341986821357
2025-01-16 00:00:00+00:00,0,0,0,6593476325,0.016051552524638,6.320443371931712,0.0049669677391648,365,115510.0,51723,69.69742584228516,0.0,118412.0,303.0,54091.0,69.69743347167969,0.0042584333568811,6.091670314470927,139893.0,380.0,62094.0,70.17942810058594,0.004756967537105,6.263221919536591,139529.2857142857,350.42857142857144,63911.142857142855,69.8755373273577,0.004494361645941171,6.1064860593704955,146967.63333333333,334.26666666666665,71550.96666666666,70.81260401407877,0.004090393031947271,5.721618066893684,-17.429749880265632,-2.450765125156229,-3.9473684210526327,20.462046204620464,-16.702096820948885,-4.377807768390307,4.414581357172809,16.638381369495804,-0.6868141723952781,-1.0946449746640496e-05,0.18140687660090038,0.17007951725973472,315.60109289617486,2.233199288531436,0.007056685484494625,5.471724227070766e-05,-0.07442528860909742,-0.08866509086430656,0.9867669506047997,0.9493878519348753,1.0987603418152674,27495.995778006985,24996.18413013903,31.71065962836337,46.75462974186442,14349.023460473767,12482.910023468987,2,0.30155804555090276
2025-01-17 00:00:00+00:00,0,0,0,6593476325,0.0203426663868555,6.053071141242981,0.0045973588712513,415,147583.0,68127,69.64407348632812,0.0,115510.0,365.0,51723.0,69.69742584228516,0.0049669677391648,6.320443371931712,140197.0,382.0,65436.0,70.12471008300781,0.0044661853462457,6.049784719944,140584.42857142858,355.14285714285717,64295.57142857143,69.80687495640346,0.004513100720941972,6.106955548127493,148708.0,340.26666666666665,72131.96666666666,70.72060902913411,0.004119758633896663,5.7500272452831265,5.268301033545653,27.766427149164574,8.638743455497377,13.698630136986312,4.112415184302209,31.71509773215011,2.937037199225623,-7.4413382031680015,-0.6854026150136638,-0.07654853147339713,0.17966729898012837,0.15479587481767967,354.7668269230769,2.1662605683419445,0.006091474870831376,4.1014413088430864e-05,-0.06362887791224547,-0.0852293835598584,0.9870796634068264,0.945372330818978,1.0954769737743755,26932.41045144821,23019.384952387507,34.557485154735424,45.09677971019514,13622.255537082627,11869.370940201146,2,0.3852899405812387
2025-01-18 00:00:00+00:00,0,1,0,6593476325,0.0255128330565624,5.906976540883382,0.0045174206607043,411,187093.0,86717,69.57305908203125,0.0,147583.0,415.0,68127.0,69.64407348632812,0.0045973588712513,6.053071141242981,188731.0,370.0,88324.0,70.01314544677734,0.0042127068154513,5.863451898097992,140350.42857142858,361.0,64066.0,69.74400547572544,0.004556631270263829,6.1131733542396915,151610.9,346.4,73265.86666666667,70.63129475911458,0.004158039507456077,5.772743880086476,-0.867901934499371,26.771376107004198,11.081081081081079,-0.9638554216867434,-1.8194375254743878,27.287272300262757,7.233207972968225,-1.7387855241599248,-0.6285767650314189,-0.10196762013183758,0.18184687826611282,0.14603367160327396,454.1092233009709,2.157487488180078,0.004739500449733619,3.1572239306890556e-05,-0.05921336582728593,-0.08206825468511,0.9874377315832139,0.9257278241302478,1.0958605039930498,27308.036632661293,22140.296382076805,35.775859010121145,41.532372085332035,13331.106929135325,11570.06694086475,2,0.4884373596766951
2025-01-19 00:00:00+00:00,0,1,0,6593476325,0.0265473182243297,6.031604905923207,0.0052225356921553,439,197073.0,92037,69.53399658203125,0.0,187093.0,411.0,86717.0,69.57305908203125,0.0045174206607043,5.906976540883382,169958.0,370.0,78368.0,69.94464111328125,0.0044886651448905,6.06354033946991,144224.0,370.85714285714283,66018.71428571429,69.68534197126117,0.004661469919873086,6.108611149447305,154399.43333333332,351.8,74241.56666666667,70.54774119059245,0.004211981175467323,5.807306187020407,15.95394156203298,5.334245535642701,18.64864864864866,6.812652068126512,17.442068191098414,6.134898578133474,16.349416220102153,15.60879724096953,-0.5870993470177721,-0.056146014729552274,0.18372041070698528,0.14527403691285287,447.8931818181818,2.1412134118516266,0.00476976900845303,3.0605787196297875e-05,-0.053052084786549394,-0.07942822618664928,0.9877756650350943,0.9340966924964967,1.1067167030621623,27621.61574526593,22430.22897739023,39.58916768261459,42.71267275403274,13653.120515186032,11884.03094473427,2,0.5144918077296603
2025-01-20 00:00:00+00:00,0,0,1,6593476325,0.0219685671057586,6.136811951796214,0.0047097611241042,442,164919.0,74554,69.53317260742188,0.0,197073.0,439.0,92037.0,69.53399658203125,0.0052225356921553,6.031604905923207,123207.0,342.0,54745.0,69.87739562988281,0.0045760520733892,6.163999259471893,150182.85714285713,385.14285714285717,68848.57142857143,69.63616725376674,0.004680571212832371,6.1047272483507795,154515.5,354.6,73795.53333333334,70.46957346598307,0.004234035716702494,5.843344816896651,33.85521926513915,-16.31578146169186,29.239766081871355,0.6833712984054774,36.18412640423783,-18.995621326205768,2.921930270255202,-9.818498106606178,-0.49260997688604924,-0.0011849953258535884,0.18306825442761504,0.14546671044797385,372.27765237020316,2.2120447991415735,0.005928509154315606,3.721084132789361e-05,-0.04191970825195379,-0.07679822198275821,0.9881735311961463,0.971959817253655,1.1054633276635757,27483.710129620653,22476.861498223905,44.18144406874875,45.776518600396,13647.672656923793,11600.081271217456,2,0.43054844874218107
2025-01-21 00:00:00+00:00,0,0,0,6593476325,0.0177698923729329,6.2484917640686035,0.0046680909581482,326,134583.0,59986,69.47017669677734,0.0,164919.0,442.0,74554.0,69.53317260742188,0.0047097611241042,6.136811951796214,120690.0,321.0,54691.0,69.77400970458984,0.0044915210455656,6.192512512207031,152167.57142857142,385.85714285714283,69605.0,69.59276253836495,0.004705795486058457,6.112724284331004,153999.6,353.73333333333335,73036.6,70.39286905924479,0.004255534677455776,5.882461591561635,11.511309967685811,-18.394484565150158,1.5576323987538832,-26.24434389140271,9.681666087656104,-19.54019905035277,3.93118301776465,-0.8847617715203149,-0.43545298471289184,-0.09059835511922021,0.1865393751557669,0.1477828903844795,411.56880733944956,2.2435360994882223,0.0054345108106756464,4.642819179151016e-05,-0.04001263209751646,-0.07426845732997579,0.9886336992429383,0.9881036796756058,1.1058059310356447,27795.379540531547,22758.50600605369,43.67487270152576,46.0726063672466,13787.064176009428,11737.743969334764,2,0.3513512807928071
2025-01-22 00:00:00+00:00,0,0,0,6593476325,0.0190535409554253,6.220105906327565,0.0046894280239939,348,145549.0,64814,69.39197540283203,0.0,134583.0,326.0,59986.0,69.47017669677734,0.0046680909581482,6.2484917640686035,118412.0,303.0,54091.0,69.69743347167969,0.0042584333568811,6.091670314470927,156044.2857142857,392.2857142857143,71136.85714285714,69.54912567138672,0.004767366152788857,6.131072226024808,153735.93333333332,353.0,72428.6,70.31862360636393,0.00426708335677778,5.913930747244093,22.917440799918932,8.148131636239352,14.851485148514843,6.748466257668717,19.824000295797827,8.048544660420776,10.120967759572096,0.4570833352862458,-0.4382630085966843,-0.1125681517792132,0.1848842576339883,0.14837614669998295,417.0458452722063,2.245606726837923,0.005369127516778523,4.2735183142065034e-05,-0.04657254900250869,-0.07226742244801089,0.9890569824107369,1.015015047756905,1.117242330224563,27645.452511605417,22810.745397325463,42.90546726093418,45.97975566523239,13637.359834595467,11673.18958746182,2,0.37997984565741794
2025-01-23 00:00:00+00:00,0,0,0,6593476325,0.0168520652089187,6.4504478971163435,0.0047534354962408,335,129733.0,58090,69.28844451904297,0.0,145549.0,348.0,64814.0,69.39197540283203,0.0046894280239939,6.220105906327565,115510.0,365.0,51723.0,69.69742584228516,0.0049669677391648,6.320443371931712,158076.14285714287,388.0,72046.42857142857,69.4906997680664,0.004736861546656856,6.149644301051185,153026.96666666667,353.93333333333334,71700.43333333333,70.24472147623698,0.004272756415108794,5.955831139617497,12.313219634663675,-10.866443603185182,-8.21917808219178,-3.735632183908044,12.309804149024606,-10.374301848366096,-4.29904630223964,1.3649313289253895,-0.5867954494727656,-0.1491971992266361,0.18849297201819876,0.1517732666143664,386.11011904761904,2.2332719354116817,0.005766814136441101,4.9720565904977445e-05,-0.053316933768134823,-0.07072832661290264,0.9892657883421796,1.0329953360539037,1.1086196090905045,28048.265860089166,23225.402611087764,43.96708309183555,45.29286564306687,13817.522616527092,11868.503533137255,2,0.33868955002558454
2025-01-24 00:00:00+00:00,0,0,0,6593476325,0.018003244715357,6.163997709751129,0.0042787347920238,383,139694.0,64034,69.27415466308594,0.0,129733.0,335.0,58090.0,69.28844451904297,0.0047534354962408,6.4504478971163435,147583.0,415.0,68127.0,69.64407348632812,0.0045973588712513,6.053071141242981,156949.14285714287,383.42857142857144,71461.71428571429,69.43785422188895,0.0046913438210529285,6.1654909536952065,153560.63333333333,358.2,71663.66666666667,70.17346674601237,0.0043014648991326005,5.986453413301045,-5.345466618784012,7.678077281801854,-7.710843373493981,14.328358208955216,-6.0078970158674245,10.23239800309863,-6.93058967443142,-9.986476193742632,-0.5311562129041825,-0.020623721684365215,0.18862044195333583,0.14786373434837746,363.7864583333333,2.181525728117436,0.005981104083704224,4.412468384517076e-05,-0.054607663835792464,-0.06894125423919335,0.989517226977172,1.0220662643169367,1.0906386384784745,28060.456869405778,22706.0486935686,43.99025866192233,41.52390254731133,13842.427202721108,11891.223794603013,2,0.3646943954219359
2025-01-25 00:00:00+00:00,0,1,0,6593476325,0.0254889730894963,5.983489632606506,0.0058070491068065,536,199758.0,91573,69.23357391357422,0.0,139694.0,383.0,64034.0,69.27415466308594,0.0042787347920238,6.163997709751129,187093.0,411.0,86717.0,69.57305908203125,0.0045174206607043,5.906976540883382,158758.42857142858,401.2857142857143,72155.42857142857,69.3893563406808,0.004875576456210386,6.176421395369938,155609.73333333334,365.8666666666667,72363.93333333333,70.10443369547527,0.004381008275474063,6.006381823619207,6.769360692276027,42.996835941414815,30.41362530413625,39.94778067885119,5.599824717183477,43.00684011618827,28.54789365356862,35.71883720467335,-0.487954925277545,-0.05857992740450069,0.1965284839932276,0.1543347391671182,371.9888268156425,2.1813833620896763,0.005853189770022058,2.9953542181361072e-05,-0.05717985970632786,-0.06720439838753073,0.9897998269567276,1.020234564835031,1.1128891226946622,29391.7051216163,24015.98760586482,62.623241130352696,51.57099781943278,14233.282266080794,12430.632602243279,2,0.5215014463090402
2025-01-26 00:00:00+00:00,0,1,0,6593476325,0.0304300288163435,7.324880162874858,0.0054475851356983,531,241360.0,91158,69.13597869873047,0.0,199758.0,536.0,91573.0,69.23357391357422,0.0058070491068065,5.983489632606506,197073.0,439.0,92037.0,69.53399658203125,0.0052225356921553,6.031604905923207,165085.14285714287,414.42857142857144,72029.85714285714,69.3324966430664,0.004907726376716528,6.361175003505889,158557.1,372.53333333333336,72875.46666666666,70.03687337239583,0.00444952868856485,6.065535422166189,22.472383330035072,20.82619970163899,20.956719817767656,-0.9328358208955279,-0.9550506861370933,-0.45319035086761605,4.309198764903499,-6.19013141608995,-0.5724076032811221,-0.14096515509307572,0.24640251141995645,0.1807215138527821,453.6842105263158,2.647681523491921,0.005824987110433419,3.0348234233678424e-05,-0.06366457257951876,-0.06615349723977083,0.9899427730649232,1.0411715581146657,1.1029766791546332,38107.27480257704,28654.679144106958,74.14290478306262,59.261974395014796,15311.893574446,12884.869457900064,2,0.6301103789642966
2025-01-27 00:00:00+00:00,0,0,0,6593476325,0.0210634360229145,7.690013567606608,0.0058416565880179,431,168669.0,60751,69.10246276855469,0.0,241360.0,531.0,91158.0,69.13597869873047,0.0054475851356983,7.324880162874858,164919.0,442.0,74554.0,69.53317260742188,0.0047097611241042,6.136811951796214,165620.85714285713,412.85714285714283,70058.0,69.27096666608539,0.005069425728704201,6.583060948621658,159475.5,376.3666666666667,72556.36666666667,69.96919453938803,0.004534753737971141,6.13463596701622,2.273843523184116,-30.117252237321846,-2.488687782805432,-18.832391713747644,-18.514097164471387,-33.35637025823296,24.032969700326092,7.2338741387854455,-0.6194307302773816,-0.04847827543142946,0.23524892820673793,0.17882144982692263,390.4375,2.7763530418751645,0.007094416644719516,4.55920647869011e-05,-0.059643064226420496,-0.06462364663536647,0.990020924524012,1.038534804047375,1.1179054082377302,37146.242654710586,28517.6401218734,73.27713464334163,59.198370977897426,14961.169701435803,13067.482586052336,2,0.44033844675807476
2025-01-28 00:00:00+00:00,0,0,0,6593476325,0.0206016544114895,7.492855171362559,0.0055924193002283,441,166232.0,61540,69.01985931396484,0.0,168669.0,431.0,60751.0,69.10246276855469,0.0058416565880179,7.690013567606608,134583.0,326.0,59986.0,69.47017669677734,0.0046680909581482,6.2484917640686035,170142.14285714287,429.2857142857143,70280.0,69.20663561139789,0.005201472634715642,6.760827149663653,159747.9,380.4,71989.73333333334,69.90268681844076,0.004591573588550044,6.194903038607704,23.516343074533943,-1.4448416721507762,35.2760736196319,2.3201856148491906,2.590604474377356,1.298744053595824,19.80099253350398,-4.266551517266903,-0.6482168381088727,-0.11953764204686301,0.22089751933732288,0.1786732186777305,376.0904977375566,2.70115857720869,0.007165954404380819,4.507441465510795e-05,-0.05808884756905796,-0.06353531138385074,0.9900425686232814,1.0650665383215858,1.132830071086413,35598.70817201779,28542.671470008223,70.41384728950577,59.347370159321905,14547.588136076678,13167.292505539486,2,0.43397625338081264
2025-01-29 00:00:00+00:00,0,0,0,6593476325,0.022329992896432,7.317015886306763,0.0067051430232822,476,181619.0,68708,68.9501953125,0.0,166232.0,441.0,61540.0,69.01985931396484,0.0055924193002283,7.492855171362559,145549.0,348.0,64814.0,69.39197540283203,0.0046894280239939,6.220105906327565,175295.0,447.57142857142856,70836.28571428571,69.14352416992188,0.005489431920328257,6.917528575374967,160448.73333333334,387.06666666666666,71691.63333333333,69.83691787719727,0.004707827574262967,6.247015032503341,24.78203216786099,9.256340536118191,36.7816091954023,7.9365079365079305,6.00796124294134,11.64770880727981,42.984240060295306,19.8970009814621,-0.6366443493897145,-0.10093327073871228,0.2035337928766769,0.17962702858652368,380.7526205450734,2.643307281433291,0.0069277678324528085,4.0287500750505245e-05,-0.05908748081752098,-0.06264195765748777,0.9900712441448996,1.092529659525722,1.166022296640219,33719.37077523875,28820.929209138183,65.67105003871,58.44179735566749,13829.213541876086,13135.899862809043,2,0.47414657323962783
