timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,daily_Estimated Revenue,platform_platform_share,ratings_like_ratio,visits_visits_gained,daily_rpv,sort_sort_position,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-02-28 00:00:00+00:00,0,0,0,5939817752,4834,418497.0,0.0590406246483325,90.8952178955078,27179,0.5056860593638994,263,22.12924861907959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418497.0,4834.0,27179.0,90.8952178955078,0.0590406246483325,22.12924861907959,418497.0,4834.0,27179.0,90.8952178955078,0.0590406246483325,22.12924861907959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.55573940020683,15.397240618101545,0.1778513612950699,5.287778823095831e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-03-01 00:00:00+00:00,0,1,0,5939817752,6184,1615949.0,0.0699652358889579,90.7110366821289,465842,1.517720100071423,263,19.655803004900616,418497.0,4834.0,27179.0,90.8952178955078,0.0590406246483325,22.12924861907959,0.0,0.0,0.0,0.0,0.0,0.0,1017223.0,5509.0,246510.5,90.80312728881836,0.0645029302686452,20.892525811990105,1017223.0,5509.0,246510.5,90.80312728881836,0.0645029302686452,20.892525811990105,0.0,286.13156127761965,0.0,27.927182457592046,0.0,1613.9777033739285,0.0,18.503549557099653,0.0,-0.2026302567321281,0.832390173389113,0.832390173389113,261.2690379951496,3.468870413422548,0.013274858697028828,1.216362078337858e-05,0.0,0.0,1.0,1.0,1.0,846726.4293453937,846726.4293453937,954.5941546018391,954.5941546018391,310181.5819556345,310181.5819556345,2,1.0
2025-03-02 00:00:00+00:00,0,1,0,5939817752,8133,1893029.0,0.1017531231045723,90.74925994873048,547032,1.2127152819657785,199,20.229546308517456,1615949.0,6184.0,465842.0,90.7110366821289,0.0699652358889579,19.655803004900616,0.0,0.0,0.0,0.0,0.0,0.0,1309158.3333333333,6383.666666666667,346684.3333333333,90.78517150878906,0.07691966121395423,20.67153264416589,1309158.3333333333,6383.666666666667,346684.3333333333,90.78517150878906,0.07691966121395423,20.67153264416589,0.0,17.14658073986246,0.0,31.516817593790435,0.0,17.428656067937197,0.0,45.43383126166414,0.0,0.042137393639896104,0.5986122471422589,0.5986122471422589,232.73039095156136,3.4605389437200316,0.014867476002361832,1.0686331599878214e-05,-0.07297897338866274,0.0,1.0,1.0,1.0,783678.211781681,783678.211781681,1658.5386137601176,1658.5386137601176,279661.75560189376,279661.75560189376,3,1.0
2025-03-03 00:00:00+00:00,0,0,0,5939817752,11460,2595891.0,0.1607647687196731,90.38602447509766,808235,1.1619154181193798,118,18.33635942141215,1893029.0,8133.0,547032.0,90.74925994873048,0.1017531231045723,20.229546308517456,0.0,0.0,0.0,0.0,0.0,0.0,1630841.5,7652.75,462072.0,90.68538475036621,0.09788093809038395,20.087739338477455,1630841.5,7652.75,462072.0,90.68538475036621,0.09788093809038395,20.087739338477455,0.0,37.1289610460273,0.0,40.90741423828845,0.0,47.74912619371445,0.0,57.994923216709715,0.0,-0.40026273915405586,0.5563930587407444,0.5563930587407444,226.49777506325802,3.211798286639051,0.014179026917880422,7.06360642947093e-06,-0.14893569946290158,0.0,1.0,1.0,1.0,907388.8905063437,907388.8905063437,2876.8252611747785,2876.8252611747785,324650.1494008589,324650.1494008589,4,1.0
2025-03-04 00:00:00+00:00,0,0,0,5939817752,9473,2588364.0,0.1356880068778991,90.28230285644533,777605,0.8474921745316234,89,18.960395971934,2595891.0,11460.0,808235.0,90.38602447509766,0.1607647687196731,18.33635942141215,0.0,0.0,0.0,0.0,0.0,0.0,1822346.0,8016.8,525178.6,90.60476837158203,0.10544235184788697,19.86227066516876,1822346.0,8016.8,525178.6,90.60476837158203,0.10544235184788697,19.86227066516876,0.0,-0.2899582455503702,0.0,-17.338568935427578,0.0,-3.789739370356393,0.0,-15.59841875896365,0.0,-0.11475404439422743,0.4910825060177547,0.4910825060177547,273.20709309689676,3.328631723520652,0.01218226196814325,7.325240440175168e-06,-0.1550842285156236,-0.1550842285156236,1.0,1.0,1.0,894922.2405114312,894922.2405114312,2621.021690104834,2621.021690104834,314579.88563686016,314579.88563686016,4,0.9971004175444963
2025-03-05 00:00:00+00:00,0,0,0,5939817752,9479,2607354.0,0.1416457146406173,89.97835540771484,801049,0.6807549865024268,76,18.640468915303547,2588364.0,9473.0,777605.0,90.28230285644533,0.1356880068778991,18.960395971934,0.0,0.0,0.0,0.0,0.0,0.0,1953180.6666666667,8260.5,571157.0,90.5003662109375,0.11147624564667535,19.658637040191227,1953180.6666666667,8260.5,571157.0,90.5003662109375,0.11147624564667535,19.658637040191227,0.0,0.7336680621427227,0.0,0.06333790773778158,0.0,3.01489830955306,0.0,4.3907401249392075,0.0,-0.3366633760037985,0.44144155979773236,0.44144155979773236,275.0373417721519,3.2549204169527495,0.011833218900193496,7.1491871706398046e-06,-0.17810712541852214,-0.17810712541852214,1.0,1.0,1.0,862215.1200601081,862215.1200601081,2419.120067297198,2419.120067297198,303071.7458906389,303071.7458906389,5,1.0
2025-03-06 00:00:00+00:00,0,0,0,5939817752,8487,2189571.0,0.1260240972042083,89.62908172607422,697121,0.4765674763807139,65,18.519105195999146,2607354.0,9479.0,801049.0,89.97835540771484,0.1416457146406173,18.640468915303547,0.0,0.0,0.0,0.0,0.0,0.0,1986950.7142857143,8292.857142857143,589151.8571428572,90.37589699881417,0.11355451015489436,19.495846776735217,1986950.7142857143,8292.857142857143,589151.8571428572,90.37589699881417,0.11355451015489436,19.495846776735217,0.0,-16.023255760437593,0.0,-10.46523894925625,0.0,-12.973987858420644,0.0,-11.028655173962786,0.0,-0.3881752228721891,0.39867422435579414,0.39867422435579414,257.9607681432611,3.140872042483238,0.012174339642128638,8.457865370948818e-06,-0.2046688624790728,-0.2046688624790728,1.0,1.0,1.0,792146.0348510483,792146.0348510483,2210.0031243244453,2210.0031243244453,280731.9720827611,280731.9720827611,5,0.8397674423956241
2025-03-07 00:00:00+00:00,0,0,0,5939817752,10751,2432915.0,0.1291999965906143,89.25814056396484,827466,0.4560488984263721,58,17.557923436164856,2189571.0,8487.0,697121.0,89.62908172607422,0.1260240972042083,18.519105195999146,418497.0,4834.0,27179.0,90.8952178955078,0.0590406246483325,22.12924861907959,2274724.714285714,9138.142857142857,703478.5714285715,90.14202880859375,0.12357727757522032,18.84280032203311,2042696.25,8600.125,618941.125,90.23617744445801,0.11551019595935935,19.25360635916392,481.34586388910793,11.113775255518089,122.40380637153496,26.67609284788499,2944.504948673608,18.697614904729587,118.83236730670892,2.520073110509813,-1.801059912112124,-0.4138625041848032,0.36723151137648313,0.36723151137648313,226.27557663690476,2.9401958023703663,0.01299266315152145,7.216822708291144e-06,-0.250239780970984,-0.22959227789015288,0.9989566420195247,1.1135893132842019,1.0698386973449447,750142.4311705744,750142.4311705744,2222.9915774854903,2222.9915774854903,273223.36956806056,273223.36956806056,5,0.9330973086124861
2025-03-08 00:00:00+00:00,0,1,0,5939817752,9777,3194774.0,0.1106452792882919,89.12922668457031,973088,0.50947703476368,55,18.859230279922485,2432915.0,10751.0,827466.0,89.25814056396484,0.1291999965906143,17.557923436164856,1615949.0,6184.0,465842.0,90.7110366821289,0.0699652358889579,19.655803004900616,2500271.1428571427,9651.42857142857,775942.2857142857,89.91605595179966,0.12938871234655375,18.729004218464805,2170704.888888889,8730.888888888889,658290.7777777778,90.1131829155816,0.11496964966257409,19.20978679480376,97.70265026928449,31.31465751988869,58.10155239327297,-9.059622360710629,108.88799206597946,17.59854785574271,58.14322339153901,-14.36123668107766,-1.7437900121256455,-0.14442814804342952,0.3685007923973877,0.3685007923973877,326.73082429944776,3.2831262094217486,0.010047385182650302,5.903148196640604e-06,-0.27746745518274657,-0.23451131184895918,0.9978124514371376,1.1518245320472593,1.125416253126789,799906.471616439,799906.471616439,2116.0984998603235,2116.0984998603235,281522.98313271767,281522.98313271767,6,1.0
2025-03-09 00:00:00+00:00,0,1,0,5939817752,8038,2899577.0,0.10683174431324,89.14717102050781,872809,0.4030316382662724,53,19.22831892967224,3194774.0,9777.0,973088.0,89.12922668457031,0.1106452792882919,18.859230279922485,1893029.0,8133.0,547032.0,90.74925994873048,0.1017531231045723,20.229546308517456,2644063.714285714,9637.857142857143,822481.8571428572,89.68718610491071,0.13011422966207772,18.58597173577263,2243592.1,8661.6,679742.6,90.01658172607422,0.11415585912764066,19.21164000829061,53.17129320258695,-9.239996318988453,-1.1680806590434023,-17.78664211925949,59.5535544538528,-10.305234470058211,4.9911207181801975,-3.44663143297379,-1.7654016452892107,0.02013294247575903,0.35148747883642256,0.35148747883642256,360.6887672596094,3.322117070152725,0.009209335365085185,6.631419789249415e-06,-0.24081884111676966,-0.2232452392578142,0.9963407228440879,1.1784957320386866,1.1397945813415813,788594.530766315,788594.530766315,2007.0727274648852,2007.0727274648852,273954.128592199,273954.128592199,6,0.9076000368101155
