timestamp,isSummer,isWeekend,isHoliday,universe_id,ccu_playing,daily_Estimated Revenue,platform_platform_share,daily_rpv,ratings_like_ratio,sort_sort_position,visits_visits_gained,session_session_length,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-06-28 00:00:00+00:00,1,1,0,7541395924,14501,1391179,0.120681308209896,0.0199056932036702,97.07711029052734,84,1193089,24.04952383041382,1298258.0,11880.0,895940.0,97.08932495117188,0.1026848927140235,28.41601322008216,973809.0,17214.0,1269384.0,97.10360717773438,0.1365193724632263,25.342469771703083,1209746.5714285714,13656.285714285714,1087334.2857142857,97.09066445486886,0.12355073754276544,27.51448456150158,902194.1666666666,19602.8,1703402.9333333333,97.19020258585611,0.19331211522221559,30.547202856413985,42.859534056473095,7.1573600932942405,-15.760427558963631,22.06228956228957,-6.010395593453199,33.16617184186441,-11.601330981503398,17.525864828034976,-0.027287232655048843,-0.012580848255638877,0.23259653638171382,0.32063522290030066,95.93014756585299,1.1660302240400975,0.012154154338733876,1.7287140291273464e-05,-0.0028356824602417748,-0.00918651916028573,0.9989758419229621,1.3408938077024122,0.6391256823233337,248010.7254617683,289275.22772851767,1489.5451348620236,6676.970164626342,242289.44419166932,649208.9186631591,1,0.17498120860610622
2025-06-29 00:00:00+00:00,1,1,0,7541395924,14253,1413232,0.128419741988182,0.0198849466032062,97.0648956298828,84,1178506,29.405537764231365,1391179.0,14501.0,1193089.0,97.07711029052734,0.120681308209896,24.04952383041382,1130058.0,15490.0,1381017.0,97.10335540771484,0.1420147716999054,26.358041604359943,1250200.0,13479.57142857143,1058404.142857143,97.08517020089286,0.12160859044109067,27.949841155768922,940186.2333333333,19132.566666666666,1659569.4,97.18299255371093,0.18841951116919511,30.78975917141219,25.05835983639777,1.5852021918099757,-7.985797288573271,-1.7102268809047638,-14.663903485619656,-1.22228936818628,-9.572968747540811,6.412288607964767,-0.03960705340259052,-0.012582431232233127,0.24240763658520179,0.29621678879356117,99.14634488564613,1.1991714941022837,0.012094115690445623,2.0807282142598824e-05,-0.0037836347307471222,-0.009367406248912961,0.9989934210683623,1.3297365518398891,0.6454140003149131,261566.93016180466,278498.9469059138,1268.7969121949807,6534.191803879423,122020.90984330603,638324.7869698006,1,0.1777550145601858
2025-06-30 00:00:00+00:00,1,0,0,7541395924,13707,1347072,0.1230176910758018,0.0186530964608373,97.05683135986328,86,1102973,25.37317434946696,1413232.0,14253.0,1178506.0,97.0648956298828,0.128419741988182,29.405537764231365,892613.0,13956.0,1075175.0,97.09019470214844,0.1302987486124038,27.382556756337483,1315122.7142857143,13444.0,1062375.2857142857,97.08040400913784,0.12056843936443326,27.66278652621599,971252.1333333333,18274.533333333333,1592256.3333333333,97.17620010375977,0.1806027323007583,30.864700452889796,50.913329740884336,-4.681467727874833,-1.7841788478073939,-3.8307724689539024,2.5854395796033103,-6.409216414680962,-5.587971959930915,-4.206557986136861,-0.0343632458329135,-0.008308122073574786,0.2385624435329197,0.27773321124024486,98.26903997665596,1.2213089338461287,0.012427310163249541,1.8835782730013117e-05,-0.00610215323311777,-0.009646092161318788,0.9990142020935203,1.3540487265363512,0.6675892320590713,265091.33702146006,269748.9739146051,1269.4989839813115,5358.871212416318,120279.78266600135,582811.1006721163,1,0.16943347091887148
2025-07-01 00:00:00+00:00,1,0,0,7541395924,13803,1303004,0.1254485994577407,0.0177771691847161,97.04801940917967,87,1065350,26.749852259953816,1347072.0,13707.0,1102973.0,97.05683135986328,0.1230176910758018,25.37317434946696,863494.0,13811.0,1058923.0,97.09085845947266,0.1305275857448578,30.959176301956177,1377909.857142857,13442.857142857143,1063293.4285714286,97.07428414481025,0.11984286989484509,27.06145452021565,994902.7,17649.566666666666,1519990.4333333333,97.16883061726888,0.17370076825221373,30.909096140734814,50.89902188087005,-3.2713915811478533,-0.057924842516832165,0.700372072663602,0.6069374260451399,-3.411053579734047,-3.8911209903514044,1.9760640609333358,-0.044122640352251,-0.009079165845560233,0.22424680089525353,0.26793676972827885,94.3932193567082,1.2230748363684834,0.012956293277990071,2.0529355036975157e-05,-0.008078438895087445,-0.009832347831683602,0.9990269876476024,1.384969461981415,0.689938628946264,256721.99835410324,266571.0156319429,1247.9019689766242,4687.616022901288,120982.40609380543,500972.8857333968,1,0.16389063861558492
2025-07-02 00:00:00+00:00,1,0,0,7541395924,13788,1264673,0.1183274537324905,0.0169982954631628,97.03138732910156,90,1142782,26.682769576708477,1303004.0,13803.0,1065350.0,97.04801940917967,0.1254485994577407,26.749852259953816,1479392.0,12615.0,1012459.0,97.09187316894533,0.116155207157135,25.019936323165897,1347235.7142857143,13610.42857142857,1081911.0,97.06564331054686,0.12015319083418159,27.29900212786459,1020080.0666666667,17145.6,1478310.6333333333,97.15970357259114,0.16735356251398717,30.953919264083897,-14.51400304990158,-2.941740777464996,9.298454221165287,-0.10867202782003371,12.871928641061015,7.268221711174738,1.8701241455468143,-5.676544621487844,-0.062297531059596345,-0.017137990223159427,0.2046459849733795,0.24951714018450885,91.71607803321488,1.1066606696109411,0.012065282735217448,2.109853573071675e-05,-0.010161808558873978,-0.009778609397810705,0.9990319004835785,1.320715655868171,0.717960161882657,240742.94941273073,254527.4609938898,1249.9988571422991,4225.542181902157,120285.77037552847,477275.2452260849,1,0.15906940086898247
2025-07-03 00:00:00+00:00,1,0,0,7541395924,12611,1284444,0.1110611781477928,0.0170207750308852,97.02520751953124,89,1010025,30.516867717107136,1264673.0,13788.0,1142782.0,97.03138732910156,0.1183274537324905,26.682769576708477,1413232.0,13341.0,994737.0,97.09193420410156,0.1224926486611366,30.416143894195557,1328837.4285714286,13506.142857142857,1084095.0,97.05611092703681,0.11852012361798961,27.31339124542339,1044150.8333333334,16967.7,1434803.3666666667,97.15029932657878,0.16228146428863202,31.169951089626352,-9.113011876323206,1.563329018647508,-5.471853684131622,-8.536408471134315,1.5368886449383057,-11.61700131783665,-9.332372708314763,-6.140819696099409,-0.06872526036000304,-0.006368876855655792,0.1827558917153958,0.2333550449748927,101.8430066603235,1.2716939959961426,0.012485817196785032,2.3758796769894496e-05,-0.01073837280273283,-0.009628178784259691,0.9990304878091488,1.2726489182882377,0.7303367894634659,220859.13752286023,243657.86467307172,1307.0947147802656,4302.245982403075,122777.21400504188,457429.37317635823,1,0.161556178972556
2025-07-04 00:00:00+00:00,1,0,1,7541395924,11991,1264673,0.1029826402664184,0.0165271601617645,97.0160675048828,90,980792,26.145548184712727,1284444.0,12611.0,1010025.0,97.02520751953124,0.1110611781477928,30.516867717107136,1298258.0,11880.0,895940.0,97.08932495117188,0.1026848927140235,28.41601322008216,1324039.5714285714,13522.0,1096216.7142857143,97.04564557756694,0.11856265898261746,26.989039097513473,1066526.5666666667,16546.266666666666,1399035.3666666667,97.14109217325846,0.15674777403473847,31.2765786016045,-2.586928022011037,-1.5392652385000871,0.9343434343434431,-4.91634287526762,9.47072348594773,-2.8942847949308237,0.2899623737486978,-7.273952983484488,-0.0754536570585107,-0.009420247461566778,0.15971011749475134,0.21691758241909784,105.45972314876585,1.289439259864212,0.01222582135068256,2.0673745316747816e-05,-0.010283878871372245,-0.009514998965321866,0.9990174436630661,1.2414501549330728,0.7563913408833581,197574.34045265894,231348.36442707412,1392.9711722835816,4141.620122220476,127223.62767302658,449235.23863634514,1,0.15906940086898247
2025-07-05 00:00:00+00:00,1,1,0,7541395924,13131,1245419,0.1007937118411064,0.0160615843378609,97.01463317871094,91,1111069,30.644451022148132,1264673.0,11991.0,980792.0,97.0160675048828,0.1029826402664184,26.145548184712727,1391179.0,14501.0,1193089.0,97.07711029052734,0.120681308209896,24.04952383041382,1303216.7142857143,13326.285714285714,1084499.5714285714,97.03672027587889,0.1157215737870761,27.931171553475515,1086585.1333333333,16178.766666666666,1369991.6333333333,97.13170547485352,0.15148535023132956,31.496944190799322,-10.47744395221607,-1.522448885996619,-9.447624301772295,9.507130347760828,-6.874591920636264,13.282836727868897,-16.479433860793037,-2.125531467875741,-0.06435823195543033,-0.001478441879521064,0.14524178345609015,0.2017218536116735,94.83848614072495,1.1209185739872376,0.011818337278479304,2.4605716161735105e-05,-0.009111676897315141,-0.00926091891109352,0.9990220989273249,1.1993691744040498,0.7639126398055028,182493.63468840957,219187.96720288738,987.8794249510736,3926.6631326701818,117400.95303011083,438252.1332391366,1,0.15664765054749116
2025-07-06 00:00:00+00:00,1,1,0,7541395924,13466,1266968,0.1080435961484909,0.0161131471751628,97.00730895996094,92,1015051,29.99794030189514,1245419.0,13131.0,1111069.0,97.01463317871094,0.1007937118411064,30.644451022148132,1413232.0,14253.0,1178506.0,97.0648956298828,0.128419741988182,29.405537764231365,1282321.857142857,13213.857142857143,1061148.857142857,97.02849360874721,0.11281069580997737,28.015800487427487,1102617.5666666667,15774.4,1332149.0,97.12246932983399,0.1468635648488998,31.713028859170738,-10.349609972035733,1.730261060735394,-5.521644566056272,2.5512146828116755,-13.869679068244034,-8.641947529811379,-15.866832874937753,7.192794247733825,-0.059328008903902774,-0.007549602065193284,0.14122630636713926,0.1940577414203954,94.07945347887429,1.2481803887879637,0.013266315420293738,2.3676933138770672e-05,-0.008237838745111461,-0.009010457515185116,0.9990323997965123,1.1629797092925485,0.7681326265370335,178829.3538391668,213971.47463778558,803.8342183244969,3527.685717880473,82064.80020901347,417049.4048357604,1,0.15935806384747123
2025-07-07 00:00:00+00:00,1,0,0,7541395924,14025,1226663,0.1132498010993003,0.0153944705295424,96.99762725830078,93,1068643,31.069357951482136,1266968.0,13466.0,1015051.0,97.00730895996094,0.1080435961484909,29.99794030189514,1347072.0,13707.0,1102973.0,97.05683135986328,0.1230176910758018,25.37317434946696,1265120.5714285714,13259.285714285714,1056244.5714285714,97.02003587995257,0.11141528295619142,28.829541002001083,1110376.0666666667,15369.966666666667,1284376.2,97.11293360392253,0.14250435257951416,32.00078085436338,-8.93857195458001,-3.1812168894557735,2.3199824906981803,4.151195603742752,-3.112496860757241,5.279734712837092,-7.940231921994578,4.8186150187505605,-0.06099941728262559,-0.00998038370918497,0.11164962026536704,0.19282975091601354,87.45636674746899,1.1478687008957145,0.01312410868352791,2.5328336000308264e-05,-0.00749669756207988,-0.008703961229163969,0.9990434052342725,1.1393622479872478,0.7818377540014032,144041.5915211315,214113.54035843618,808.0577480451063,2943.2956602553695,81989.05274435559,356070.38978166785,1,0.15428853820564578
2025-07-08 00:00:00+00:00,1,0,0,7541395924,13603,1173213,0.1109456121921539,0.0145287534354788,96.98822784423828,95,1053197,25.167874495188396,1226663.0,14025.0,1068643.0,96.99762725830078,0.1132498010993003,31.069357951482136,1303004.0,13803.0,1065350.0,97.04801940917967,0.1254485994577407,26.749852259953816,1246579.0,13230.714285714286,1054508.4285714286,97.01149422781808,0.10934342763253617,28.603544178463164,1113550.9,15028.233333333334,1243379.6333333333,97.10319951375325,0.13862574721376097,32.034410890346564,-9.960905722469004,-4.35734998120918,-1.4489603709338494,-3.008912655971474,-1.1407518655840776,-1.445384473580047,-11.560900104327077,-2.034607464896143,-0.061610288705937766,-0.009690354628433262,0.0649822421272593,0.19246759594419952,86.24029697147898,1.1139529319273298,0.012915899954234627,2.1452074809189453e-05,-0.006907054356165513,-0.008354604549217003,0.9990555894512808,1.1194629720114277,0.7887670929118856,85272.58518757559,214322.4646844997,800.842170042628,2483.390489429407,82005.41176181249,304131.4697581863,1,0.14756564661513413
2025-07-09 00:00:00+00:00,1,0,0,7541395924,13326,1156280,0.1074387207627296,0.0141387652569838,96.98574829101562,96,1014301,26.1200913588206,1173213.0,13603.0,1053197.0,96.98822784423828,0.1109456121921539,25.167874495188396,1264673.0,13788.0,1142782.0,97.03138732910156,0.1183274537324905,26.682769576708477,1231094.2857142857,13164.714285714286,1036154.0,97.00497436523438,0.10778789435114176,28.523161575907753,1120181.0,14763.0,1206295.8,97.09436721801758,0.13472797969977057,32.08677925044212,-8.570832143961326,-1.4433014294931934,-3.3507397737162714,-2.0363155186355897,-11.24282671585657,-3.693136231873051,-9.202203399371435,-3.160910431816344,-0.047035335000567,-0.002556550704935212,0.062151713263513514,0.18960548589747167,86.76221205072409,1.1399760623561819,0.013138098909397792,2.2589743633961466e-05,-0.006823675973075019,-0.00809499127448321,0.9990793198890469,1.0990137180636752,0.8000409016103232,80123.8134293574,212392.4627981157,773.6307720278944,2201.211672599009,81926.60730635628,256847.1611464549,1,0.14543582952809703
2025-07-10 00:00:00+00:00,1,0,0,7541395924,11574,1140842,0.0912981256842613,0.0137794276384648,96.98265075683594,98,870854,28.00626031557719,1156280.0,13326.0,1014301.0,96.98574829101562,0.1074387207627296,26.1200913588206,1284444.0,12611.0,1010025.0,97.02520751953124,0.1110611781477928,30.516867717107136,1210579.7142857143,13016.57142857143,1016272.4285714285,96.99889482770648,0.10496460114206584,28.16450337568919,1126519.2,14523.6,1178142.9333333333,97.08553619384766,0.13103563115000721,32.19282252299037,-11.180090373733698,-1.3351437368111507,-8.222979938149233,-13.147230977037372,-13.778965867181503,-14.1424488391513,-17.794744115925155,-15.02307079224594,-0.04386155287194882,-0.003193803454903943,0.0635964358663078,0.18640055326139032,98.56086393088553,1.3100252051145138,0.01329038703343266,2.45487418650745e-05,-0.006325040544784524,-0.007759092540972629,0.999107576993053,1.074619690712519,0.8010386199605836,80748.93973175842,209983.80213957882,913.3375487857061,2141.7117968320504,95045.1792258033,245136.08671074387,1,0.1434940521590733
2025-07-11 00:00:00+00:00,1,0,0,7541395924,11461,1124874,0.0832324475049972,0.0134436777318084,96.98054504394533,99,869258,65.3355422814687,1140842.0,11574.0,870854.0,96.98265075683594,0.0912981256842613,28.00626031557719,1264673.0,11991.0,980792.0,97.0160675048828,0.1029826402664184,26.145548184712727,1190608.4285714286,12940.857142857143,1000339.0,96.99382019042969,0.10214314503329137,33.76307396094004,1133506.0,14298.466666666667,1153532.8333333333,97.07696075439453,0.1273026677469412,33.53361532198634,-11.054161826812148,-1.3996679645384758,-4.419981652906346,-0.9763262484879909,-11.37183011280679,-0.18326837793706252,-19.1781767396204,-8.83444004881091,-0.03661502867623456,-0.0021712263731488157,0.07071881370810516,0.18188247524930495,98.13941720467632,1.2940608035119567,0.013184793024863705,5.808249119366037e-05,-0.005837849208279195,-0.007386302841917791,0.9991435602915588,1.0503768207415123,0.8023645288906024,88916.46172672961,206164.87698993867,967.3520331522853,2094.767598554535,98577.87153612389,237479.5558988955,1,0.14148561187998462
2025-07-12 00:00:00+00:00,1,1,0,7541395924,10341,1134732,0.0747604742646217,0.0134214818780265,96.97200012207033,100,910082,26.394794543584187,1124874.0,11461.0,869258.0,96.98054504394533,0.0832324475049972,65.3355422814687,1245419.0,13131.0,1111069.0,97.01463317871094,0.1007937118411064,30.644451022148132,1174796.0,12542.285714285714,971626.5714285715,96.98772975376674,0.09842411109379355,33.155980178288054,1141525.4,14064.933333333332,1134313.4,97.06842091878255,0.12370464901129402,28.50726524522339,-8.887531023695638,0.8763648195264429,-21.247429746401647,-9.77227118052526,-18.089515592640957,4.696419244919237,-25.828235810507806,-10.178690515939525,-0.04394497535447073,-0.008810964994188097,0.06906521779065526,0.1762128817953581,109.72075033842583,1.246844518576877,0.011362699885614828,2.326079751235241e-05,-0.005202429635176488,-0.007020472101161645,0.9991687186805757,1.0291457377996145,0.795637931803255,85572.24390007781,201151.48037659886,1165.9153174533867,2133.3585296644023,95569.41086533644,232876.26682656116,1,0.14272554200719256
