timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_rpv,sort_sort_position,ccu_playing,session_session_length,daily_Estimated Revenue,platform_platform_share,visits_visits_gained,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-04-26 00:00:00+00:00,0,1,0,7474367816,97.96334075927734,0.032500051982242,442,18345,17.435965728759765,223592,0.1942916214466095,373875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223592.0,18345.0,373875.0,97.96334075927734,0.1942916214466095,17.435965728759765,223592.0,18345.0,373875.0,97.96334075927734,0.1942916214466095,17.435965728759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.187506813474327,0.5980378521220939,0.049067070365575755,7.798082108455885e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-04-27 00:00:00+00:00,0,1,0,7474367816,98.06011962890624,0.1382364709223405,401,17325,16.589375217755634,1169001,0.2129314243793487,2676964,223592.0,18345.0,373875.0,97.96334075927734,0.1942916214466095,17.435965728759765,0.0,0.0,0.0,0.0,0.0,0.0,696296.5,17835.0,1525419.5,98.0117301940918,0.2036115229129791,17.0126704732577,696296.5,17835.0,1525419.5,98.0117301940918,0.2036115229129791,17.0126704732577,0.0,422.8277398118001,0.0,-5.560098119378576,0.0,616.0050819124039,0.0,9.593724522939006,0.0,0.09879090369804278,0.9600868522171125,0.9600868522171125,67.47091076994113,0.43668893691176386,0.006471881403006763,1.4191058028776371e-05,0.0,0.0,1.0,1.0,1.0,668505.1148947927,668505.1148947927,721.2489168102785,721.2489168102785,1628529.8495761445,1628529.8495761445,2,1.0
2025-04-28 00:00:00+00:00,0,0,0,7474367816,98.03009033203124,0.079791485065929,254,18125,15.254677812258402,855363,0.2395026683807373,2100853,1169001.0,17325.0,2676964.0,98.06011962890624,0.2129314243793487,16.589375217755634,0.0,0.0,0.0,0.0,0.0,0.0,749318.6666666666,17931.666666666668,1717230.6666666667,98.01785024007161,0.21557523806889853,16.426672919591265,749318.6666666666,17931.666666666668,1717230.6666666667,98.01785024007161,0.21557523806889853,16.426672919591265,0.0,-26.829574996086404,0.0,4.617604617604609,0.0,-21.521058930938185,0.0,12.478780001044143,0.0,-0.03062335329453436,0.6426410455723256,0.6426410455723256,47.1898378020523,0.4071501398954901,0.008627443887104957,1.783413589098723e-05,0.03337478637695054,0.0,1.0,1.0,1.0,481542.9314135276,481542.9314135276,536.7805262240175,536.7805262240175,1198511.2875790254,1198511.2875790254,2,0.731704250039136
2025-04-29 00:00:00+00:00,0,0,0,7474367816,98.04380798339844,0.0809851689807194,177,22620,15.319817980130514,1056654,0.3033444881439209,2598914,855363.0,18125.0,2100853.0,98.03009033203124,0.2395026683807373,15.254677812258402,0.0,0.0,0.0,0.0,0.0,0.0,826152.5,19103.75,1937651.5,98.02433967590332,0.2375175505876541,16.14995918472608,826152.5,19103.75,1937651.5,98.02433967590332,0.2375175505876541,16.14995918472608,0.0,23.532815892200155,0.0,24.8,0.0,23.70756069082416,0.0,26.65599518987165,0.0,0.013993306872150946,0.5109719483553512,0.5109719483553512,46.711197559789575,0.40657505151188095,0.008703632092623268,1.4498410531470076e-05,0.02113723754881383,0.0,1.0,1.0,1.0,422140.7525636443,422140.7525636443,2384.7864160129725,2384.7864160129725,1073294.4203272776,1073294.4203272776,2,0.9038948640762497
2025-04-30 00:00:00+00:00,0,0,0,7474367816,98.04131317138672,0.0798868612542351,144,26332,17.637829105059307,1256261,0.3061608672142029,2698636,1056654.0,22620.0,2598914.0,98.04380798339844,0.3033444881439209,15.319817980130514,0.0,0.0,0.0,0.0,0.0,0.0,912174.2,20549.4,2089848.4,98.027734375,0.25124621391296387,16.447533168792724,912174.2,20549.4,2089848.4,98.027734375,0.25124621391296387,16.447533168792724,0.0,18.890478813310697,0.0,16.41025641025642,0.0,3.8370642506831754,0.0,0.9284424739393282,0.0,-0.002544589059760849,0.4528729162220327,0.4528729162220327,47.706717806554515,0.4655168516551133,0.009757518332402617,1.4039928856448183e-05,0.013963317871093622,0.013963317871093622,1.0,1.0,1.0,413098.99005649966,413098.99005649966,3836.003688736495,3836.003688736495,989843.5060034995,989843.5060034995,3,1.0
2025-05-01 00:00:00+00:00,0,0,0,7474367816,98.06975555419922,0.0843583763876156,115,26341,19.502283334732056,1580145,0.3094211220741272,3128044,1256261.0,26332.0,2698636.0,98.04131317138672,0.3061608672142029,17.637829105059307,0.0,0.0,0.0,0.0,0.0,0.0,1023502.6666666666,21514.666666666668,2262881.0,98.03473790486653,0.2609420319398244,16.95665819644928,1023502.6666666666,21514.666666666668,2262881.0,98.03473790486653,0.2609420319398244,16.95665819644928,0.0,25.781585196069923,0.0,0.03417894576940306,0.0,15.912038526129502,0.0,1.0648829452273967,0.0,0.029010609805668608,0.44867683276841736,0.44867683276841736,59.98576417887784,0.5051541777691817,0.00842091466075456,1.2342076830072699e-05,0.013982064383370917,0.013982064383370917,1.0,1.0,1.0,459221.93481002917,459221.93481002917,4166.818674560565,4166.818674560565,981567.0211852067,981567.0211852067,4,1.0
2025-05-02 00:00:00+00:00,0,0,0,7474367816,98.08106994628906,0.1064906289021351,92,33651,18.560399293899536,2347442,0.3588030934333801,3518822,1580145.0,26341.0,3128044.0,98.06975555419922,0.3094211220741272,19.502283334732056,0.0,0.0,0.0,0.0,0.0,0.0,1212636.857142857,23248.428571428572,2442301.1428571427,98.0413567679269,0.27492218358176096,17.185764067513603,1212636.857142857,23248.428571428572,2442301.1428571427,98.0413567679269,0.27492218358176096,17.185764067513603,0.0,48.55864493448385,0.0,27.751414145248845,0.0,12.492727084401633,0.0,15.959470067276982,0.0,0.011537086052570977,0.5383257319925943,0.5383257319925943,69.75638892190658,0.6671099967233362,0.009563140857042256,7.906645355776279e-06,0.013702937534877035,0.013702937534877035,1.0,1.0,1.0,652793.6237626275,652793.6237626275,5959.040243113618,5959.040243113618,1014019.7045449739,1014019.7045449739,5,1.0
2025-05-03 00:00:00+00:00,0,1,0,7474367816,98.10324096679688,0.1034050739234953,78,31775,18.85185702641805,2676242,0.3082548081874847,3992356,2347442.0,33651.0,3518822.0,98.08106994628906,0.3588030934333801,18.560399293899536,223592.0,18345.0,373875.0,97.96334075927734,0.1942916214466095,17.435965728759765,1563015.4285714286,25167.0,2959227.0,98.06134251185826,0.29120263883045744,17.388034252893355,1395587.5,24314.25,2636058.0,98.04909229278564,0.2790887616574764,17.394025687376658,1096.931017209918,14.006735842674711,73.20795857181794,-5.574871474844734,967.8317619525242,13.45717402016926,58.65573918852274,-14.088029387428024,0.14280873481367085,0.022604790628766303,0.5701052702389929,0.5701052702389929,84.22211732124875,0.6703413547435763,0.007958957578192531,7.04414996187493e-06,0.00918824332101637,0.014292308262422533,1.0001249396479472,1.1199694956936979,1.0434051056052494,795631.7888296606,795631.7888296606,6286.897730314098,6286.897730314098,1087050.535680708,1087050.535680708,6,1.0
2025-05-04 00:00:00+00:00,0,1,0,7474367816,98.06040954589844,0.0915194171288322,56,32376,18.23822045326233,2741785,0.3489194512367248,4127625,2676242.0,31775.0,3992356.0,98.10324096679688,0.3082548081874847,18.85185702641805,1169001.0,17325.0,2676964.0,98.06011962890624,0.2129314243793487,16.589375217755634,1787698.857142857,27317.14285714286,3166464.285714286,98.06138392857143,0.3106294998100826,17.623583572251455,1545165.0,25210.0,2801787.6666666665,98.05034976535373,0.2868477271662818,17.487825105808398,134.54086010191605,2.449068507257568,86.87445887445888,1.8914240755310674,54.19053076544922,3.388199849913187,63.8647053875459,13.191892541221062,0.00029565229300310136,-0.04365953711247261,0.5624371142503057,0.5624371142503057,84.68310837940513,0.6642522844850769,0.007843733904186087,6.651948931558601e-06,0.00891358511788931,0.01075909932454217,1.0001125356844123,1.1569630797635573,1.0829073072279034,869058.1436405737,869058.1436405737,6465.737409607662,6465.737409607662,1131885.9971102434,1131885.9971102434,7,1.0
2025-05-05 00:00:00+00:00,0,0,0,7474367816,98.0474090576172,0.0566144755956602,54,28004,18.548919359842937,1891423,0.324651300907135,2864438,2741785.0,32376.0,4127625.0,98.06040954589844,0.3489194512367248,18.23822045326233,855363.0,18125.0,2100853.0,98.03009033203124,0.2395026683807373,15.254677812258402,1935707.4285714286,28728.428571428572,3275547.8571428573,98.06385803222656,0.3227935901709965,18.094189507620676,1579790.8,25489.4,2808052.7,98.05005569458008,0.29062808454036715,17.59393453121185,121.1251831093933,-31.014904523877696,54.50482758620689,-13.503829997529039,36.34642690373862,-30.603240362193752,35.55226883361355,-6.955229994651413,0.017666744493771702,-0.013257632046859147,0.5232590871784005,0.5232590871784005,67.53876093554723,0.6603118446578894,0.009776434408273313,9.806854179624948e-06,0.002945763724199086,0.007664397268585095,1.0001407682795151,1.2252935189718972,1.1106758339666298,826639.8919408352,826639.8919408352,6159.652537097995,6159.652537097995,1067336.2399228641,1067336.2399228641,7,0.689850954761223
