timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,session_session_length,daily_Estimated Revenue,ccu_playing,ratings_like_ratio,daily_rpv,platform_platform_share,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-06-16 00:00:00+00:00,1,1,0,5479908441,0,0.0,1677047.0,8738,88.10792541503906,0.653363333054974,0.116510771214962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1677047.0,8738.0,0.0,88.10792541503906,0.116510771214962,0.0,1677047.0,8738.0,0.0,88.10792541503906,0.116510771214962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.90376473280696,1677047.0,8738.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-06-17 00:00:00+00:00,1,0,0,5479908441,691649,0.0,1306486.0,9034,88.41028594970703,0.4045095292555619,0.136223018169403,0.0,1677047.0,8738.0,0.0,88.10792541503906,0.116510771214962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491766.5,8886.0,345824.5,88.25910568237305,0.12636689469218249,0.0,1491766.5,8886.0,345824.5,88.25910568237305,0.12636689469218249,0.0,0.0,-22.09604143473618,0.0,3.387502861066616,0.0,inf,0.0,16.918819392304908,0.0,0.3431706435529813,0.1756482639496652,0.1756482639496652,144.60276701715551,1.8889409383358635,0.013061519554688065,0.0,0.0,0.0,1.0,1.0,1.0,262026.19594326825,262026.19594326825,209.30360723121808,209.30360723121808,489069.6981008944,489069.6981008944,1,0.7790395856526382
2024-06-18 00:00:00+00:00,1,0,0,5479908441,657663,0.0,1323808.0,9157,88.58794403076172,0.3166053628053904,0.1423610299825668,0.0,1306486.0,9034.0,691649.0,88.41028594970703,0.136223018169403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435780.3333333333,8976.333333333334,449770.6666666667,88.36871846516927,0.1316982731223106,0.0,1435780.3333333333,8976.333333333334,449770.6666666667,88.36871846516927,0.1316982731223106,0.0,0.0,1.3258465838899225,0.0,1.3615231348240053,0.0,-4.9137640624073775,0.0,4.505855101177358,0.0,0.2009472983219851,0.14565075602051045,0.14565075602051045,144.5520856082114,2.0128941222265473,0.013923523258077072,0.0,0.24000930786132718,0.0,1.0,1.0,1.0,209122.4910293805,209122.4910293805,215.3702238781704,215.3702238781704,389883.31779435417,389883.31779435417,1,0.7893684553861638
2024-06-19 00:00:00+00:00,1,0,1,5479908441,711264,0.0,1463146.0,10556,88.7862319946289,0.284741703549939,0.1593172401189804,0.0,1323808.0,9157.0,657663.0,88.58794403076172,0.1423610299825668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442621.75,9371.25,515144.0,88.47309684753418,0.13860301487147805,0.0,1442621.75,9371.25,515144.0,88.47309684753418,0.13860301487147805,0.0,0.0,10.525544489835381,0.0,15.277929452877581,0.0,8.150222834491228,0.0,11.91071049323682,0.0,0.22383177083140637,0.1187387871156308,0.1187387871156308,138.59486596570994,2.057103892360794,0.014841163279509044,0.0,0.22125778198240836,0.0,1.0,1.0,1.0,171295.15686162875,171295.15686162875,809.1721592673175,809.1721592673175,344142.4489568237,344142.4489568237,1,0.872453783346561
2024-06-20 00:00:00+00:00,1,0,0,5479908441,836324,0.0,1791195.0,14056,88.74595642089844,0.2854093043405537,0.2116921693086624,0.0,1463146.0,10556.0,711264.0,88.7862319946289,0.1593172401189804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512336.4,10308.2,579380.0,88.52766876220703,0.15322084575891493,0.0,1512336.4,10308.2,579380.0,88.52766876220703,0.15322084575891493,0.0,0.0,22.420797377705306,0.0,33.156498673740046,0.0,17.582782201826607,0.0,32.87461491962051,0.0,-0.04536240904209343,0.14229046096180584,0.14229046096180584,127.42370349292167,2.141745134965474,0.016806863360535676,0.0,0.16520080566405482,0.16520080566405482,1.0,1.0,1.0,215191.04348531796,215191.04348531796,2209.1731937537174,2209.1731937537174,330842.6172071851,330842.6172071851,2,1.0
2024-06-21 00:00:00+00:00,1,0,0,5479908441,1267921,0.0,2397104.0,16910,88.9637222290039,0.3078695034084389,0.2439459711313247,0.0,1791195.0,14056.0,836324.0,88.74595642089844,0.2116921693086624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1659797.6666666667,11408.5,694136.8333333334,88.60034434000652,0.1683416999876499,0.0,1659797.6666666667,11408.5,694136.8333333334,88.60034434000652,0.1683416999876499,0.0,0.0,33.82708192017061,0.0,20.30449630051223,0.0,51.606434826693956,0.0,15.236180879054606,0.0,0.24538110454594975,0.24658764396391036,0.24658764396391036,141.748211223464,1.8905768651383918,0.013336782546560436,0.0,0.15669381277902725,0.15669381277902725,1.0,1.0,1.0,409285.5960801292,409285.5960801292,3341.9032750814317,3341.9032750814317,408142.4440909897,408142.4440909897,3,1.0
2024-06-22 00:00:00+00:00,1,1,0,5479908441,1475759,0.0,3059056.0,24898,89.3815689086914,0.3144777197066146,0.332177072763443,0.0,2397104.0,16910.0,1267921.0,88.9637222290039,0.2439459711313247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1859691.7142857143,13335.57142857143,805797.1428571428,88.71194784981864,0.1917467532413346,0.0,1859691.7142857143,13335.57142857143,805797.1428571428,88.71194784981864,0.1917467532413346,0.0,0.0,27.614655017053913,0.0,47.238320520402134,0.0,16.392030733775997,0.0,36.168296292386955,0.0,0.469682100993829,0.34819373639010787,0.34819373639010787,122.8585886983413,2.0728682170542636,0.016871306987586057,0.0,0.1816362653459802,0.1816362653459802,1.0,1.0,1.0,647533.0065308678,647533.0065308678,5941.562192362736,5941.562192362736,475492.4310135155,475492.4310135155,4,1.0
2024-06-23 00:00:00+00:00,1,1,0,5479908441,1425354,0.0,3166870.0,19924,89.64788818359375,0.2668477901208494,0.2638128995895386,0.0,3059056.0,24898.0,1475759.0,89.3815689086914,0.332177072763443,0.0,1677047.0,8738.0,0.0,88.10792541503906,0.116510771214962,0.0,2072523.5714285714,14933.57142857143,1009419.1428571428,88.93194253104073,0.2127899144377027,0.0,2023089.0,14159.125,883241.75,88.82894039154053,0.2007550215348601,0.0,88.83609105767458,3.5244206055724314,128.01556420233462,-19.977508233593056,inf,-3.4155305846008677,126.4279060541146,-20.580641705693324,1.7478141282984305,0.2979577089035068,0.3741605303157863,0.3741605303157863,158.93952321204517,2.2218114083859812,0.013978272079587191,0.0,0.19562666756766192,0.1990858713785863,1.001159556097891,1.024435193621522,1.0599481537788225,756960.0531160338,756960.0531160338,5973.685568211399,5973.685568211399,491706.6014745407,491706.6014745407,5,1.0
2024-06-24 00:00:00+00:00,1,0,0,5479908441,1205211,0.0,2871640.0,18914,89.77523803710938,0.2091651576331542,0.2787720263004303,0.0,3166870.0,19924.0,1425354.0,89.64788818359375,0.2638128995895386,0.0,1306486.0,9034.0,691649.0,88.41028594970703,0.136223018169403,0.0,2296117.0,16345.0,1082785.142857143,89.12693568638393,0.23315405845642087,0.0,2117372.4444444445,14687.444444444445,919016.1111111111,88.93408457438152,0.20942357761992347,0.0,119.79875788948368,-9.322454031899008,109.36462253708213,-5.069263200160612,74.2518242634631,-15.444794766773729,104.64384804171458,5.670354533143129,1.5438838057585391,0.14205560900086844,0.3601046906087266,0.3601046906087266,151.8181337562781,2.382684540147294,0.01569350454525843,0.0,0.2114573887416333,0.20244661966959654,1.0021684724470417,1.084418098490204,1.1133133198572567,762475.7490101098,762475.7490101098,5808.30416539783,5808.30416539783,472304.6722276957,472304.6722276957,5,0.9067754596810099
2024-06-25 00:00:00+00:00,1,0,0,5479908441,1155041,0.0,2783690.0,17800,89.84521484375,0.1819203568247325,0.2667653262615204,0.0,2871640.0,18914.0,1205211.0,89.77523803710938,0.2787720263004303,0.0,1323808.0,9157.0,657663.0,88.58794403076172,0.1423610299825668,0.0,2504671.5714285714,17579.714285714286,1153839.142857143,89.30654580252511,0.2509261007819857,0.0,2184004.2,14998.7,942618.6,89.02519760131835,0.21515775248408317,0.0,110.27898305494452,-3.0627098104219153,94.3868079065196,-5.889817066723058,75.62809524026744,-4.1627565629586805,87.38648230782529,-4.3069960061094426,1.4192346675882872,0.07794666789042726,0.3429998912363467,0.3429998912363467,156.37829335430592,2.4100335745366834,0.015410695022345508,0.0,0.21141706194197007,0.19693191990708142,1.0031603209966096,1.1468254371619666,1.166242433214432,749113.2030597245,749113.2030597245,5563.875349071005,5563.875349071005,451504.9649809943,451504.9649809943,5,0.8790035587188612
2024-06-26 00:00:00+00:00,1,0,0,5479908441,1166715,0.0,2812239.0,17813,90.05821990966797,0.1656803529860276,0.2698105573654175,0.0,2783690.0,17800.0,1155041.0,89.84521484375,0.2667653262615204,0.0,1463146.0,10556.0,711264.0,88.7862319946289,0.1593172401189804,0.0,2697399.1428571427,18616.428571428572,1218903.5714285714,89.4882583618164,0.2667108603886196,0.0,2241116.4545454546,15254.545454545454,962991.0,89.11910872025923,0.2201261892914772,0.0,92.20494742151502,1.0255811530738068,68.74763167866615,0.07303370786517771,64.0340295586449,1.0107000530717114,69.35427525854645,1.1415393246841044,1.4326409472090296,0.2370800340211865,0.32817650819937555,0.32817650819937555,157.86679016503874,2.4103886464229514,0.015267640111218153,0.0,0.21762302943638637,0.1946544994007444,1.0041422052672893,1.2035961528845371,1.2116271182774072,735481.7725208919,735481.7725208919,5346.126062180658,5346.126062180658,433631.6888346607,433631.6888346607,5,0.8880184535519299
2024-06-27 00:00:00+00:00,1,0,0,5479908441,1141973,0.0,2743194.0,17720,90.22197723388672,0.1474698175229457,0.2651093602180481,0.0,2812239.0,17813.0,1166715.0,90.05821990966797,0.2698105573654175,0.0,1791195.0,14056.0,836324.0,88.74595642089844,0.2116921693086624,0.0,2833399.0,19139.85714285714,1262567.7142857143,89.69911847795758,0.27434188766138895,0.0,2282956.25,15460.0,977906.1666666666,89.2110144297282,0.22387478686869144,0.0,53.148819642752464,-2.455161172290121,26.067159931701767,-0.522090607982939,36.54672112721864,-2.120655001435656,25.233427898553785,-1.7424066698036311,1.663197820515805,0.18183495563537377,0.31366162136314624,0.31366162136314624,154.79905197223633,2.4021510121946736,0.01551699075460562,0.0,0.19019263131277672,0.1921522500631709,1.0054713428756477,1.2411096358066434,1.225425567115326,716075.7588761282,716075.7588761282,5146.778038911157,5146.778038911157,416667.45248673775,416667.45248673775,5,0.8662161692775516
