timestamp,isSummer,isWeekend,isHoliday,universe_id,daily_rpv,sort_sort_position,session_session_length,ccu_playing,platform_platform_share,daily_Estimated Revenue,ratings_like_ratio,visits_visits_gained,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-10-30 00:00:00+00:00,0,0,0,6255392043,1.7851891791458838,181.0,33.8500432173411,2430,0.043654691427946,421730.0,94.0046844482422,93191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421730.0,2430.0,93191.0,94.0046844482422,0.043654691427946,33.8500432173411,421730.0,2430.0,93191.0,94.0046844482422,0.043654691427946,33.8500432173411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.4800493624023,4.525388445360116,0.026075199587947462,8.026453643991337e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-10-31 00:00:00+00:00,0,0,0,6255392043,2.8643955143653086,160.0,31.61143962542216,3391,0.0737539902329444,985389.0,94.1880340576172,127005,421730.0,2430.0,93191.0,94.0046844482422,0.043654691427946,33.8500432173411,0.0,0.0,0.0,0.0,0.0,0.0,703559.5,2910.5,110098.0,94.0963592529297,0.058704340830445206,32.73074142138163,703559.5,2910.5,110098.0,94.0963592529297,0.058704340830445206,32.73074142138163,0.0,133.6539966329168,0.0,39.54732510288066,0.0,36.28461975941883,0.0,68.94860052940388,0.0,0.19504305604680638,0.5665009159521379,0.5665009159521379,290.5038325471698,7.758601955813111,0.026699526006645356,3.208013032953669e-05,0.0,0.0,1.0,1.0,1.0,398567.1011768282,398567.1011768282,679.5296167202722,679.5296167202722,23910.108699041917,23910.108699041917,2,1.0
2024-11-01 00:00:00+00:00,0,0,0,6255392043,2.9233829374456968,116.0,28.451736052831013,5006,0.069249726831913,1493015.0,94.05458068847656,214992,985389.0,3391.0,127005.0,94.1880340576172,0.0737539902329444,31.61143962542216,0.0,0.0,0.0,0.0,0.0,0.0,966711.3333333334,3609.0,145062.66666666666,94.08243306477864,0.06221946949760113,31.304406298531422,966711.3333333334,3609.0,145062.66666666666,94.08243306477864,0.06221946949760113,31.304406298531422,0.0,51.5152899007397,0.0,47.626069006192864,0.0,69.27837486713122,0.0,-6.1071453718031465,0.0,-0.1416882414798093,0.5543399122954554,0.5543399122954554,298.18554024365886,6.944481913364621,0.0232844790295498,1.9056551338251575e-05,0.02494812011718124,0.0,1.0,1.0,1.0,535886.6757350228,535886.6757350228,1301.7630352717808,1301.7630352717808,62876.31027925648,62876.31027925648,3,1.0
2024-11-02 00:00:00+00:00,0,1,0,6255392043,2.5757381870354026,105.0,30.336052815119427,5036,0.0704203844070434,1953172.0,94.17606353759766,260060,1493015.0,5006.0,214992.0,94.05458068847656,0.069249726831913,28.451736052831013,0.0,0.0,0.0,0.0,0.0,0.0,1213326.5,3965.75,173812.0,94.1058406829834,0.0642696982249617,31.062317927678425,1213326.5,3965.75,173812.0,94.1058406829834,0.0642696982249617,31.062317927678425,0.0,30.82065484941545,0.0,0.5992808629644353,0.0,20.962640470343086,0.0,1.6904869213013596,0.0,0.1291620761390222,0.5434130310074191,0.5434130310074191,387.7649394480842,7.510437935715082,0.019364687515621336,1.5531677334838964e-05,0.03806838989255558,0.0,1.0,1.0,1.0,659337.4309666232,659337.4309666232,1280.1589419547352,1280.1589419547352,77082.53324413602,77082.53324413602,4,1.0
2024-11-03 00:00:00+00:00,0,1,0,6255392043,1.9926420443634791,76.0,32.280712661743166,4803,0.0772890821099281,2034231.0,94.33734893798828,272753,1953172.0,5036.0,260060.0,94.17606353759766,0.0704203844070434,30.336052815119427,0.0,0.0,0.0,0.0,0.0,0.0,1377507.4,4133.2,193600.2,94.15214233398437,0.06687357500195498,31.30599687449137,1377507.4,4133.2,193600.2,94.15214233398437,0.06687357500195498,31.30599687449137,0.0,4.150120931489898,0.0,-4.626687847498012,0.0,4.880796739214022,0.0,9.753848634483875,0.0,0.17125944144631422,0.4928018127800336,0.4928018127800336,423.44525395503746,7.458116104621747,0.01760927429111947,1.5868746859622288e-05,0.06533584594726326,0.06533584594726326,1.0,1.0,1.0,678838.1438379108,678838.1438379108,1170.1720813623951,1170.1720813623951,80088.40112463228,80088.40112463228,5,1.0
2024-11-04 00:00:00+00:00,0,0,0,6255392043,1.249866868134687,65.0,30.790964285532635,4662,0.0845881253480911,1575076.0,94.25550079345705,211142,2034231.0,4803.0,272753.0,94.33734893798828,0.0772890821099281,32.280712661743166,0.0,0.0,0.0,0.0,0.0,0.0,1410435.5,4221.333333333333,196523.83333333334,94.16936874389648,0.06982600005964433,31.22015810966492,1410435.5,4221.333333333333,196523.83333333334,94.16936874389648,0.06982600005964433,31.22015810966492,0.0,-22.57142871188179,0.0,-2.9356652092442204,0.0,-22.58856914497732,0.0,9.44382186837409,0.0,-0.0867611242552968,0.4342666742928594,0.4342666742928594,337.7816856101222,7.45975949948613,0.02207982267941632,1.9548862871804132e-05,0.05210026332310623,0.05210026332310623,1.0,1.0,1.0,612505.1338895863,612505.1338895863,1068.66602204181,1068.66602204181,71990.32842657871,71990.32842657871,5,0.7742857128811821
2024-11-05 00:00:00+00:00,0,0,0,6255392043,1.3114619681411843,60.0,30.746140241622925,6154,0.1160912215709686,1957004.0,94.26338958740234,258385,1575076.0,4662.0,211142.0,94.25550079345705,0.0845881253480911,30.790964285532635,0.0,0.0,0.0,0.0,0.0,0.0,1488516.7142857143,4497.428571428572,205361.14285714287,94.18280029296875,0.07643531741840494,31.152441271373203,1488516.7142857143,4497.428571428572,205361.14285714287,94.18280029296875,0.07643531741840494,31.152441271373203,0.0,24.248226752232902,0.0,32.00343200343201,0.0,22.374989343664463,0.0,37.24292989499198,0.0,0.00836958467027582,0.4004527983379678,0.4004527983379678,317.9535337124289,7.5739552452532255,0.023817079872748524,1.5710813330381336e-05,0.04263632638114172,0.04263632638114172,1.0,1.0,1.0,596080.6836085516,596080.6836085516,1218.7312880126417,1218.7312880126417,69753.32082758634,69753.32082758634,5,0.9620362682507542
2024-11-06 00:00:00+00:00,0,0,0,6255392043,1.126008340531832,58.0,31.07716131210327,5154,0.1006147637963295,1979726.0,94.36034393310548,258134,1957004.0,6154.0,258385.0,94.26338958740234,0.1160912215709686,30.746140241622925,421730.0,2430.0,93191.0,94.0046844482422,0.043654691427946,33.8500432173411,1711087.5714285714,4886.571428571428,228924.42857142858,94.23360879080636,0.0845724706138883,30.75631528491066,1549917.875,4579.5,211957.75,94.20499324798584,0.07945774821564551,31.143031276464463,369.429729921988,1.1610604781594702,112.09876543209876,-16.249593760156,176.9945595604726,-0.09714186195018959,130.47869657353695,-13.331290312229227,0.3783422995894403,0.10285472029758491,0.37327450560981973,0.37327450560981973,384.0399612027158,7.669343560540027,0.01996629670521239,1.5697700396116876e-05,0.036213738577705566,0.04321952093216021,1.0003037582386445,1.103985958887384,1.064370341635678,578544.8285264474,578544.8285264474,1151.9570924548982,1151.9570924548982,67220.32775401458,67220.32775401458,5,0.973206091146974
2024-11-07 00:00:00+00:00,0,0,0,6255392043,0.8453307302819859,57.0,32.201258420944214,4771,0.0913885161280632,1687944.0,94.35260772705078,213285,1979726.0,5154.0,258134.0,94.36034393310548,0.1006147637963295,31.07716131210327,985389.0,3391.0,127005.0,94.1880340576172,0.0737539902329444,31.61143962542216,1811452.5714285714,5083.714285714285,241250.14285714287,94.25711931501117,0.08709168859890526,30.840575112842377,1565254.111111111,4600.777777777777,212105.22222222222,94.22139485677083,0.08078338909480304,31.260612070295547,71.2972237360068,-14.73850421725027,40.69595989383663,-7.431121459060918,67.93433329396481,-17.374309467175962,23.909927909557105,-9.169874599062444,0.17472885072948863,-0.00819857763573184,0.3469924394275495,0.3469924394275495,353.7183570829841,7.913993417289461,0.022369025627561115,1.9077196485041996e-05,0.04245294843401195,0.040094629923505654,1.0003791544191702,1.157289770759774,1.0780890672548924,543131.342338445,543131.342338445,1079.4462443514474,1079.4462443514474,62880.41537668501,62880.41537668501,5,0.8297700703607408
2024-11-08 00:00:00+00:00,0,0,0,6255392043,0.9474797121612082,45.0,30.53514051437378,7525,0.1110370978713035,2110505.0,94.3472900390625,284475,1687944.0,4771.0,213285.0,94.35260772705078,0.0913885161280632,32.201258420944214,1493015.0,5006.0,214992.0,94.05458068847656,0.069249726831913,28.451736052831013,1899665.4285714286,5443.571428571428,251176.2857142857,94.29893493652344,0.09306131303310392,31.138204321634202,1619779.2,4893.2,219342.2,94.233984375,0.08380875997245309,31.188064914703368,41.358593182252015,25.034065111164814,50.319616460247694,57.723747642003765,32.31887698146907,33.37787467473099,60.34301209710078,21.500055560270436,0.3112122221409219,-0.005635973521433968,0.3335757325538064,0.3335757325538064,280.4285144831252,7.418921104065018,0.02645214359032045,1.4468160959681603e-05,0.02318000793457564,0.036026740796641456,1.0006892477480838,1.1727928279184154,1.1104007870262254,540319.0332154185,540319.0332154185,1375.0798603071105,1375.0798603071105,63548.07398567551,63548.07398567551,6,1.0
