timestamp,isSummer,isWeekend,isHoliday,universe_id,visits_visits_gained,daily_Estimated Revenue,session_session_length,platform_platform_share,ccu_playing,daily_rpv,ratings_like_ratio,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-12-10 00:00:00+00:00,0,0,0,5812546130,3315,1631,13.410062034924826,0.0012222393415868,61,0.0014434077991236,68.12709045410156,0.0,1438.0,60.0,3491.0,68.08439636230469,0.0011323562357574,13.736653049786886,1257.0,30.0,2091.0,67.96478271484375,0.0006557399174198,14.227869033813477,1662.0,43.142857142857146,2945.285714285714,68.03899165562221,0.0007661558130555858,14.242619059818649,2058.6666666666665,49.1,3357.1666666666665,68.0721809387207,0.00083116701668279,15.1456774010986,29.753381066030226,13.421418636995819,103.33333333333331,1.6666666666666607,58.53658536585367,-5.041535376682904,86.39087069703753,7.93770573173731,0.23881153264153632,0.06270760126840802,0.23520335334844011,0.33402677488772753,26.306451612903224,0.49185765983112184,0.0183956574185766,0.008216949776301977,0.027740750994002538,-0.0029831306024704165,0.9995124398448704,0.807318652849741,0.9217832248846138,389.1103476359444,687.649787235535,13.318581583060704,19.71057829064649,913.0919124926041,1062.0407837916669,3,0.11464117523019611
2024-12-11 00:00:00+00:00,0,0,0,5812546130,3086,1424,15.711609164873758,0.0010228264145553,64,0.0012563800933565,68.12271118164062,0.0,1631.0,61.0,3315.0,68.12709045410156,0.0012222393415868,13.410062034924826,1268.0,29.0,1593.0,67.96346282958984,0.0005686238873749,16.969134287400678,1684.2857142857142,48.142857142857146,3158.5714285714284,68.06174142020089,0.0008310418883670714,14.062972613743373,2018.1666666666667,48.46666666666667,3278.633333333333,68.06994018554687,0.0008192905428586067,15.196332028315789,12.302839116719234,-12.691600245248313,120.6896551724138,4.918032786885251,93.72253609541745,-6.907993966817494,79.87749675400802,-16.315374595339716,0.2343146529335538,-0.006428092601262758,0.23744203559072136,0.34093867589819904,21.907692307692308,0.46128927761580824,0.020732102364755426,0.011025690642016672,0.025920867919923877,-0.001845040496383547,0.9998795538041663,0.8345622500383422,1.0143433188761863,391.67759785229424,688.0710710752154,14.90058631489045,18.871129807986208,911.0459421957104,987.0185856942026,3,0.10009137555352499
2024-12-12 00:00:00+00:00,0,0,0,5812546130,3010,1932,13.866280635197958,0.0009028626955114,55,0.00170056978149,68.06526947021484,0.0,1424.0,64.0,3086.0,68.12271118164062,0.0010228264145553,15.711609164873758,1366.0,28.0,2076.0,67.97164916992188,0.0005903539713472,14.236544569333397,1765.142857142857,52.0,3292.0,68.07511574881417,0.0008756859918191,14.01007776600974,1986.4,47.833333333333336,3258.3,68.06637852986654,0.0008027720488219366,14.992626982403786,41.434846266471446,35.67415730337078,96.42857142857142,-14.0625,44.99036608863199,-2.4627349319507497,52.93582144472555,-11.728648902370908,0.13773433694235226,-0.0843209414737145,0.23229238401974708,0.3364824698188469,34.5,0.6416472932580538,0.018266356692128862,0.007173450923537485,0.013428551810130846,-0.0011704916948722655,1.000128363211564,0.8886140037972499,1.0908277052049387,380.6608481557884,668.3887780481575,15.257676864343768,18.29468235031237,910.3435530696339,986.0264090329334,3,0.1357981303155971
2024-12-13 00:00:00+00:00,0,0,0,5812546130,3315,1897,15.460508426030476,0.0008134001982398,63,0.0016649987304851,68.05186462402344,0.0,1932.0,55.0,3010.0,68.06526947021484,0.0009028626955114,13.866280635197958,1365.0,26.0,2063.0,68.00404357910156,0.0004230549675412,14.721564769744871,1841.142857142857,57.285714285714285,3470.8571428571427,68.08194732666016,0.0009314495962046143,14.115641145479112,1987.9333333333334,47.46666666666667,3255.9,68.06247685750326,0.0007874022519293101,14.9007304034031,38.97435897435897,-1.8115942028985477,142.3076923076923,14.54545454545455,60.68831798351915,10.13289036544851,92.26820641471029,-9.908759960552649,0.07032088447247453,-0.019694105813061746,0.23107112494719864,0.3360878093821584,29.640625,0.5720747889022919,0.018998793727382387,0.008145684102228913,0.0007841927664618327,-0.0005569831415329697,1.0002860675963594,0.9261592560831301,1.1829399699103684,384.8984738406195,668.1201591977721,16.095183908703017,17.85715993430984,912.3310561654781,985.7899458005322,3,0.13333801925915512
2024-12-14 00:00:00+00:00,0,1,0,5812546130,4950,3671,14.862442016601562,0.0008012250764295,70,0.0032100248684971,68.02653503417969,0.0,1897.0,63.0,3315.0,68.05186462402344,0.0008134001982398,15.460508426030476,2023.0,32.0,2825.0,68.05789184570312,0.0004489617131184,13.42727756500244,2076.5714285714284,62.714285714285715,3774.4285714285716,68.0774677821568,0.0009817729338204857,14.320664638564699,2051.6666666666665,47.7,3321.8,68.05982157389323,0.0007724276404284101,14.66184823630565,81.463173504696,93.51607801792304,118.75,11.111111111111116,75.2212389380531,49.321266968325794,78.46178260153806,-1.4968181513413725,-0.04607373321896535,-0.03722100780587656,0.3588420452480946,0.35752511615281646,51.70422535211268,0.7414663704302161,0.014138557867097556,0.004047505995806526,-0.008589335850307219,-0.00048737149349886916,1.0002592749709813,1.0121387954044332,1.271022530053387,654.1434169126159,733.5223633068617,17.44189726548713,18.111055872796776,1063.8570015656614,1031.2585347609386,3,0.2580305053770999
2024-12-15 00:00:00+00:00,0,1,0,5812546130,4447,2767,16.505354921023052,0.0009308186708949,76,0.0024099006944729,68.05693817138672,0.0,3671.0,70.0,4950.0,68.02653503417969,0.0008012250764295,14.862442016601562,2543.0,66.0,5254.0,68.06440734863281,0.0009775005746632,13.197097142537435,2108.5714285714284,64.14285714285714,3659.1428571428573,68.07640075683594,0.0009751040904250142,14.793272892634075,2042.5333333333333,48.36666666666667,3365.8333333333335,68.05865707397462,0.00077587632016119,14.514909824910895,8.808493904836801,-24.62544265867611,15.15151515151516,8.571428571428562,-15.359725923106204,-10.16161616161616,-4.775639521683583,16.17443066596318,-0.010973690269333591,0.044693055719724484,0.3734492379300154,0.3536787239634998,35.935064935064936,0.6220773381294964,0.0170863309352518,0.005962917240253993,-0.01265471322195452,-0.00028492860719664745,1.0002607116217712,1.0323314651273394,1.2567777429042224,697.1763773242059,722.4005829862472,18.730594353495338,18.78275682702007,1127.625466326365,1050.630355395368,3,0.19448935123356997
2024-12-16 00:00:00+00:00,0,0,0,5812546130,3196,2318,14.218666831652325,0.0006905691698193,54,0.0020117422291908,68.07807159423828,0.0,2767.0,76.0,4447.0,68.05693817138672,0.0009308186708949,16.505354921023052,1438.0,60.0,3491.0,68.08439636230469,0.0011323562357574,13.736653049786886,2234.285714285714,63.285714285714285,3617.0,68.07549721854073,0.0009119916524338572,14.862132004329139,1990.0,47.96666666666667,3330.3,68.05626881917318,0.0007697998109505967,14.342977654784724,61.1961057023644,-16.22696060715576,-9.999999999999998,-28.947368421052634,-8.450300773417363,-28.131324488419164,-39.014848153558454,-25.810558875513458,-0.009289599973461016,0.031052561898015085,0.3646744390396987,0.31917257093833923,42.14545454545455,0.7250547388176415,0.01689083515796059,0.006131378538875517,-0.011333465576170824,0.0004683412884978685,1.0002825367846515,1.1227566403445801,1.184712751887628,700.6958864405639,635.1534161672951,17.910031568069805,18.52022814585968,1092.1120982595583,1037.2169377049843,3,0.16292964082378575
2024-12-17 00:00:00+00:00,0,0,0,5812546130,3415,1690,11.552706638971964,0.0007465949165634,58,0.001462245975423,68.13223266601562,0.0,2318.0,54.0,3196.0,68.07807159423828,0.0006905691698193,14.218666831652325,1631.0,61.0,3315.0,68.12709045410156,0.0012222393415868,13.410062034924826,2242.714285714286,62.857142857142854,3631.285714285714,68.07623182024274,0.0008440424488590857,14.596795519193012,1946.6333333333334,46.36666666666667,3225.733333333333,68.05950698852538,0.0007469062276261667,14.218974945131079,3.6174126302881637,-27.092320966350304,-4.918032786885251,7.407407407407418,3.016591251885359,6.852315394242803,-38.91581696313946,8.112981174465128,0.007547969361065832,0.07955729430786374,0.3474317540571265,0.31248702131283956,28.64406779661017,0.49473067915690866,0.016978922716627636,0.0068318785564588785,0.0021157945905414645,0.0008123531490071985,1.0002457383612868,1.1520989840824085,1.1300514276626656,678.3108666888171,608.2976519216173,16.920629193612104,15.089350739747108,1045.6132119531812,840.7416239017529,3,0.118788219582484
2024-12-18 00:00:00+00:00,0,0,0,5812546130,3446,1936,12.866827368736269,0.0008021714165806,59,0.0016700850504711,68.15181732177734,0.0,1690.0,58.0,3415.0,68.13223266601562,0.0007465949165634,11.552706638971964,1424.0,64.0,3086.0,68.12271118164062,0.0010228264145553,15.711609164873758,2315.8571428571427,62.142857142857146,3682.714285714286,68.08038984026227,0.0008125203062912715,14.190398119744799,1927.0,46.333333333333336,3225.4,68.0659184773763,0.0007333330974991233,14.002975243209589,35.95505617977528,14.556213017751475,-7.8125,1.724137931034475,11.66558651976668,0.9077598828696853,-21.573064093249418,7.443996574878975,0.04272604485617837,0.028745066755297977,0.3246605155725719,0.3105405166498004,32.266666666666666,0.5616478096895852,0.017116333043225993,0.006642657392223164,0.016854149954660412,0.000718011739389163,1.0002126080600937,1.201794054414708,1.1079825921701876,649.3442211819705,598.4115755841655,15.486257644253543,15.059269875906416,924.8123807348701,840.6491580300243,3,0.13607928586490475
2024-12-19 00:00:00+00:00,0,0,0,5812546130,3247,1479,14.165484309196472,0.000670296663884,46,0.0012720278127691,68.08440399169922,0.0,1936.0,59.0,3446.0,68.15181732177734,0.0008021714165806,12.866827368736269,1932.0,55.0,3010.0,68.06526947021484,0.0009028626955114,13.866280635197958,2251.1428571428573,60.857142857142854,3716.5714285714284,68.08312334333148,0.0007792965874873571,14.233141501744589,1897.8666666666666,45.86666666666667,3243.4666666666667,68.069846089681,0.00072115103927591,13.919933710375217,-23.447204968944103,-23.605371900826444,-16.36363636363637,-22.033898305084744,7.87375415282392,-5.774811375507838,-25.758737489499428,-16.43972223028588,0.02811201899781679,-0.09891640858208373,0.31945507114861094,0.31521282834126724,31.46808510638298,0.45535714285714285,0.01416256157635468,0.009571273181889509,0.015124184744700002,0.00015214998544405922,1.00019505338139,1.1861438407033462,1.0806288073436456,641.5114193051463,598.231919814613,13.704094198531438,14.83642612726748,843.1969774952951,834.8837925882103,3,0.10395726435650524
