timestamp,isSummer,isWeekend,isHoliday,universe_id,ratings_like_ratio,daily_rpv,platform_platform_share,ccu_playing,session_session_length,daily_Estimated Revenue,visits_visits_gained,sort_sort_position,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2024-07-12 00:00:00+00:00,1,0,0,2783797267,82.87266540527344,0.006684629217086,0.0595533363521099,4229,41.49368487464057,631191.0,218082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631191.0,4229.0,218082.0,82.87266540527344,0.0595533363521099,41.49368487464057,631191.0,4229.0,218082.0,82.87266540527344,0.0595533363521099,41.49368487464057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.2177304964539,2.89426961294553,0.019391699490560934,6.573861024005464e-05,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2024-07-13 00:00:00+00:00,1,1,0,2783797267,82.86483001708984,0.0071674646056655,0.078099712729454,5538,12.517701506614683,678968.0,538261,0.0,631191.0,4229.0,218082.0,82.87266540527344,0.0595533363521099,41.49368487464057,0.0,0.0,0.0,0.0,0.0,0.0,655079.5,4883.5,378171.5,82.86874771118164,0.06882652454078195,27.00569319062763,655079.5,4883.5,378171.5,82.86874771118164,0.06882652454078195,27.00569319062763,0.0,7.569341134458507,0.0,30.952943958382594,0.0,146.8158765968764,0.0,31.142464072354237,0.0,-0.009454731720370813,0.051571512594654055,0.051571512594654055,122.57952699043149,1.2614080131980336,0.010288669829934122,1.843633730938332e-05,0.0,0.0,1.0,1.0,1.0,33783.44068474968,33783.44068474968,925.6027765731907,925.6027765731907,226400.7420935276,226400.7420935276,2,1.0
2024-07-14 00:00:00+00:00,1,1,0,2783797267,82.84852600097656,0.0074968210160935,0.0777473822236061,5427,13.455206950505575,714322.0,522450,0.0,678968.0,5538.0,538261.0,82.86483001708984,0.078099712729454,12.517701506614683,0.0,0.0,0.0,0.0,0.0,0.0,674827.0,5064.666666666667,426264.3333333333,82.86200714111328,0.07180014376839,22.488864443920278,674827.0,5064.666666666667,426264.3333333333,82.86200714111328,0.07180014376839,22.488864443920278,0.0,5.207020065746848,0.0,-2.004333694474536,0.0,-2.9374225515131136,0.0,-0.45112906761695104,0.0,-0.0196754354168327,0.061823133506347334,0.061823133506347334,131.59948415622696,1.367251665706449,0.010387577016792006,1.8836306475509783e-05,-0.012069702148442876,0.0,1.0,1.0,1.0,41719.91971468785,41719.91971468785,725.8335438193342,725.8335438193342,180464.42825203348,180464.42825203348,3,1.0
2024-07-15 00:00:00+00:00,1,0,0,2783797267,82.82032012939453,0.0068439525299366,0.0752538219094276,5285,13.9401269753774,655424.0,459381,0.0,714322.0,5427.0,522450.0,82.84852600097656,0.0777473822236061,13.455206950505575,0.0,0.0,0.0,0.0,0.0,0.0,669976.25,5119.75,434543.5,82.8515853881836,0.0726635633036494,20.351680076784557,669976.25,5119.75,434543.5,82.8515853881836,0.0726635633036494,20.351680076784557,0.0,-8.245301138702155,0.0,-2.6165468951538595,0.0,-12.071777203560153,0.0,-3.2072595151909633,0.0,-0.03404510972434549,0.052865659951585105,0.052865659951585105,123.99243284146803,1.4267515923566878,0.011504586596775668,2.1268836213719952e-05,-0.01733398437500465,0.0,1.0,1.0,1.0,35418.73660813817,35418.73660813817,602.7931513656515,602.7931513656515,148276.04317286055,148276.04317286055,3,0.9175469886129785
2024-07-16 00:00:00+00:00,1,0,0,2783797267,82.81719207763672,0.0062224362543289,0.0708029568195343,4555,13.951473991076153,598611.0,421605,0.0,655424.0,5285.0,459381.0,82.82032012939453,0.0752538219094276,13.9401269753774,0.0,0.0,0.0,0.0,0.0,0.0,655703.2,5006.8,431955.8,82.84470672607422,0.07229144200682638,19.071638859642878,655703.2,5006.8,431955.8,82.84470672607422,0.07229144200682638,19.071638859642878,0.0,-8.668129333072939,0.0,-13.812677388836326,0.0,-8.223239533197935,0.0,-5.9144704906153205,0.0,-0.003776913386621672,0.0675089646571522,0.0675089646571522,131.38959613696224,1.419835106711005,0.010803925940332918,2.3306372059157104e-05,-0.015545654296879078,-0.015545654296879078,1.0,1.0,1.0,44265.84415438159,44265.84415438159,579.9208566692528,579.9208566692528,128541.12062176836,128541.12062176836,3,0.8380128289482894
2024-07-17 00:00:00+00:00,1,0,0,2783797267,82.82804870605469,0.0058687430778255,0.0704156756401062,4671,13.795449693997702,567028.0,402754,0.0,598611.0,4555.0,421605.0,82.81719207763672,0.0708029568195343,13.951473991076153,0.0,0.0,0.0,0.0,0.0,0.0,640924.0,4950.833333333333,427088.8333333333,82.8419303894043,0.07197881427903968,18.192273998702014,640924.0,4950.833333333333,427088.8333333333,82.8419303894043,0.07197881427903968,18.192273998702014,0.0,-5.276047383025039,0.0,2.5466520307354523,0.0,-4.471246783126381,0.0,-0.5469844718706041,0.0,0.013109148167922413,0.08370433504508795,0.08370433504508795,121.36729452054794,1.4078732728333603,0.011597621382726471,2.432935474904758e-05,-0.011262948172428053,-0.011262948172428053,1.0,1.0,1.0,53648.11723443795,53648.11723443795,536.5073780169912,536.5073780169912,115587.1097474397,115587.1097474397,3,0.7937988750171491
2024-07-18 00:00:00+00:00,1,0,0,2783797267,82.83989715576172,0.0057574549569477,0.0632194355130195,4234,13.81266176700592,558576.0,395670,0.0,567028.0,4671.0,402754.0,82.82804870605469,0.0704156756401062,13.795449693997702,0.0,0.0,0.0,0.0,0.0,0.0,629160.0,4848.428571428572,422600.4285714286,82.84163992745536,0.07072747445532251,17.566615108459715,629160.0,4848.428571428572,422600.4285714286,82.84163992745536,0.07072747445532251,17.566615108459715,0.0,-1.4905789484822574,0.0,-9.355598372939411,0.0,-1.7588900420604126,0.0,-10.219656435403113,0.0,0.014304876056026039,0.09222990887930965,0.09222990887930965,131.89515938606849,1.4117183215348106,0.010700809510932063,2.4728303827414878e-05,-0.007257189069471798,-0.007257189069471798,1.0,1.0,1.0,58027.36947050646,58027.36947050646,559.7088103478026,559.7088103478026,106182.25082824522,106182.25082824522,3,0.7819666760928545
2024-07-19 00:00:00+00:00,1,0,0,2783797267,82.83149719238281,0.0052156494320346,0.0545036755502224,3749,13.487913489341736,508034.0,369500,0.0,558576.0,4234.0,395670.0,82.83989715576172,0.0632194355130195,13.81266176700592,631191.0,4229.0,218082.0,82.87266540527344,0.0595533363521099,41.49368487464057,611566.1428571428,4779.857142857143,444231.5714285714,82.83575875418526,0.07000609434076716,13.565790624845594,614019.25,4711.0,415962.875,82.84037208557129,0.068699499592185,17.05677740606997,-19.51184348319288,-9.048365844576212,-11.35020099314259,-11.454888993859235,69.43168166102657,-6.6140976065913515,-8.479224022028454,-13.786519749930658,-0.049676467734327545,-0.010139997353098007,0.11189047233901407,0.11189047233901407,135.47573333333332,1.3749191477154323,0.010146115978035242,2.6549181629891123e-05,-0.003911699567517358,-0.005683353969024829,0.9999443105907194,0.9960048367492433,1.0190189849465916,68702.90390774717,68702.90390774717,647.7757548499548,647.7757548499548,100082.26681862064,100082.26681862064,3,0.7112114704573008
2024-07-20 00:00:00+00:00,1,1,0,2783797267,82.81769561767578,0.0068935286865315,0.0941258892416954,6587,13.416500210762024,674157.0,495536,0.0,508034.0,3749.0,369500.0,82.83149719238281,0.0545036755502224,13.487913489341736,678968.0,5538.0,538261.0,82.86483001708984,0.078099712729454,12.517701506614683,610878.8571428572,4929.714285714285,438128.0,82.82902526855469,0.07229554812823022,13.694190439723787,620701.2222222222,4919.444444444444,424804.3333333333,82.83785247802734,0.07152465399768616,16.652302162146864,-0.7085753673221729,32.69918942432988,18.941856265799917,75.70018671645772,-7.937599045816068,34.109878213802425,20.52014783685292,72.69640678629669,-0.05688106691866812,-0.016662230159836255,0.10845719209768039,0.10845719209768039,102.33105646630237,1.3604574431374448,0.013292650195646339,1.9901121414804874e-05,-0.0016939980643122165,-0.005490112304691295,0.9998934399044809,0.9841753733878609,1.0107780197100849,67319.51169382056,67319.51169382056,870.7488316258472,870.7488316258472,97303.36625343443,97303.36625343443,3,0.9437718563896954
2024-07-21 00:00:00+00:00,1,1,0,2783797267,82.81922912597656,0.008662878815445,0.0923762843012809,6297,14.223886807759603,852483.0,564511,0.0,674157.0,6587.0,495536.0,82.81769561767578,0.0941258892416954,13.416500210762024,714322.0,5427.0,522450.0,82.84852600097656,0.0777473822236061,13.455206950505575,630616.1428571428,5054.0,444136.71428571426,82.82484000069755,0.07438539128218376,13.804001847902933,643879.4,5057.2,438775.0,82.83599014282227,0.07360981702804563,16.409460626708135,19.341557448881595,26.451701903265867,16.030956329463784,-4.402611203886442,8.05072255718251,13.919271253753518,18.815941655245982,-1.8587924687987645,-0.035361974936831686,0.0018516674357371699,0.15058246498008054,0.15058246498008054,135.3577326135281,1.5101237883339946,0.011154767303440848,1.6685224365219292e-05,4.223414830103622e-05,-0.00500862815162699,0.999865394955677,0.9794010227026099,1.010536288302994,96956.94720189528,96956.94720189528,929.3678616254289,929.3678616254289,101822.1314700842,101822.1314700842,4,1.0
