timestamp,isSummer,isWeekend,isHoliday,universe_id,session_session_length,daily_rpv,visits_visits_gained,ratings_like_ratio,ccu_playing,platform_platform_share,daily_Estimated Revenue,daily_Estimated Revenue_lag_1d,ccu_playing_lag_1d,visits_visits_gained_lag_1d,ratings_like_ratio_lag_1d,platform_platform_share_lag_1d,session_session_length_lag_1d,daily_Estimated Revenue_lag_7d,ccu_playing_lag_7d,visits_visits_gained_lag_7d,ratings_like_ratio_lag_7d,platform_platform_share_lag_7d,session_session_length_lag_7d,daily_Estimated Revenue_ma_7d,ccu_playing_ma_7d,visits_visits_gained_ma_7d,ratings_like_ratio_ma_7d,platform_platform_share_ma_7d,session_session_length_ma_7d,daily_Estimated Revenue_ma_30d,ccu_playing_ma_30d,visits_visits_gained_ma_30d,ratings_like_ratio_ma_30d,platform_platform_share_ma_30d,session_session_length_ma_30d,daily_Estimated Revenue_wow_growth,daily_Estimated Revenue_dod_growth,ccu_playing_wow_growth,ccu_playing_dod_growth,visits_visits_gained_wow_growth,visits_visits_gained_dod_growth,platform_platform_share_wow_growth,platform_platform_share_dod_growth,ratings_like_ratio_wow_growth,ratings_like_ratio_dod_growth,revenue_cv_14d,revenue_cv_30d,revenue_per_ccu,revenue_per_visit,ccu_to_visits_ratio,session_to_revenue_ratio,like_ratio_trend_7d,like_ratio_trend_30d,like_ratio_momentum,revenue_momentum,market_share_momentum,daily_Estimated Revenue_volatility_14d,daily_Estimated Revenue_volatility_30d,ccu_playing_volatility_14d,ccu_playing_volatility_30d,visits_visits_gained_volatility_14d,visits_visits_gained_volatility_30d,days_since_peak_revenue,revenue_vs_peak
2025-04-30 00:00:00+00:00,0,0,0,7344582593,17.3559232599595,0.0171502978002467,54559,80.59500122070312,1147,0.0138417547568678,49656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49656.0,1147.0,54559.0,80.59500122070312,0.0138417547568678,17.3559232599595,49656.0,1147.0,54559.0,80.59500122070312,0.0138417547568678,17.3559232599595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.254355400696866,0.910117302052786,0.021022727272727273,0.00034951614596047886,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0
2025-05-01 00:00:00+00:00,0,0,0,7344582593,18.513696511586502,0.0217329692839215,88007,80.6783218383789,1128,0.0132459625601768,64512.0,49656.0,1147.0,54559.0,80.59500122070312,0.0138417547568678,17.3559232599595,0.0,0.0,0.0,0.0,0.0,0.0,57084.0,1137.5,71283.0,80.63666152954102,0.013543858658522302,17.934809885773,57084.0,1137.5,71283.0,80.63666152954102,0.013543858658522302,17.934809885773,0.0,29.917834702754952,0.0,-1.6564952048823023,0.0,61.30610898293591,0.0,-4.304311174097264,0.0,0.10338186787492987,0.18402316483265627,0.18402316483265627,57.140832595217006,0.7330242705208617,0.012817016634851377,0.00028697621427598317,0.0,0.0,1.0,1.0,1.0,10504.77834130735,10504.77834130735,13.435028842544403,13.435028842544403,23651.30761712764,23651.30761712764,2,1.0
2025-05-02 00:00:00+00:00,0,0,0,7344582593,17.775322953859966,0.0133441287475659,85533,80.7244644165039,1218,0.0124596785753965,40766.0,64512.0,1128.0,88007.0,80.6783218383789,0.0132459625601768,18.513696511586502,0.0,0.0,0.0,0.0,0.0,0.0,51644.666666666664,1164.3333333333333,76033.0,80.66592915852864,0.013182465297480366,17.88164757513532,51644.666666666664,1164.3333333333333,76033.0,80.66592915852864,0.013182465297480366,17.88164757513532,0.0,-36.80865575396825,0.0,7.978723404255317,0.0,-2.8111400229527184,0.0,-5.936027534489774,0.0,0.057193279524869745,0.23230393088401208,0.23230393088401208,33.44216570959803,0.47660579418710686,0.014239951364369724,0.0004360223453739536,0.06473159790038548,0.0,1.0,1.0,1.0,11997.259075861175,11997.259075861175,47.437678414245106,47.437678414245106,18638.124261845664,18638.124261845664,2,0.6319134424603174
2025-05-03 00:00:00+00:00,0,1,0,7344582593,17.855849345525105,0.0149509423330271,100075,80.78351593017578,1135,0.0114536453038454,47041.0,40766.0,1218.0,85533.0,80.7244644165039,0.0124596785753965,17.775322953859966,0.0,0.0,0.0,0.0,0.0,0.0,50493.75,1157.0,82043.5,80.69532585144043,0.012750260299071624,17.875198017732767,50493.75,1157.0,82043.5,80.69532585144043,0.012750260299071624,17.875198017732767,0.0,15.392729235146941,0.0,-6.814449917898191,0.0,17.001625103761132,0.0,-8.074311592095661,0.0,0.07315194234946976,0.19928275919077765,0.19928275919077765,41.409330985915496,0.47005275990247414,0.011341380550781406,0.00037957249575964254,0.06116867065428394,0.0,1.0,1.0,1.0,10062.533821889328,10062.533821889328,41.41658283023039,41.41658283023039,19393.06297794824,19393.06297794824,2,0.7291821676587301
2025-05-04 00:00:00+00:00,0,1,0,7344582593,18.0033806959788,0.0252189555805485,102659,80.75114440917969,1077,0.0123017635196447,82032.0,47041.0,1135.0,100075.0,80.78351593017578,0.0114536453038454,17.855849345525105,0.0,0.0,0.0,0.0,0.0,0.0,56801.4,1141.0,86166.6,80.70648956298828,0.012660560943186242,17.900834553381976,56801.4,1141.0,86166.6,80.70648956298828,0.012660560943186242,17.900834553381976,0.0,74.38404795816416,0.0,-5.110132158590308,0.0,2.582063452410699,0.0,7.404788548101426,0.0,-0.04007193871590209,0.29188188721405584,0.29188188721405584,76.09647495361781,0.7990648743424897,0.01049094097019287,0.00021946510180023652,0.041748046875006266,0.041748046875006266,1.0,1.0,1.0,16579.29982840047,16579.29982840047,50.66063560596137,50.66063560596137,19159.01711466431,19159.01711466431,3,1.0
2025-05-05 00:00:00+00:00,0,0,0,7344582593,17.997620503107708,0.0099512615958144,74371,80.73280334472656,1072,0.0123093510046601,33228.0,82032.0,1077.0,102659.0,80.75114440917969,0.0123017635196447,18.0033806959788,0.0,0.0,0.0,0.0,0.0,0.0,52872.5,1129.5,84200.66666666667,80.710875193278,0.012602025953431883,17.91696554500293,52872.5,1129.5,84200.66666666667,80.710875193278,0.012602025953431883,17.91696554500293,0.0,-59.4938560561732,0.0,-0.46425255338904403,0.0,-27.55530445455342,0.0,0.0616780269209638,0.0,-0.022713070616298126,0.33435385624258257,0.33435385624258257,30.967381174277726,0.4467810466304523,0.014414026784273651,0.0005416238978936383,0.027615138462616172,0.027615138462616172,1.0,1.0,1.0,17678.124264185946,17678.124264185946,53.35447497633165,53.35447497633165,17800.104288084007,17800.104288084007,3,0.405061439438268
2025-05-06 00:00:00+00:00,0,0,0,7344582593,18.385857621828716,0.0103882699269967,71588,80.74642181396484,1147,0.0142892496660351,35445.0,33228.0,1072.0,74371.0,80.73280334472656,0.0123093510046601,17.997620503107708,0.0,0.0,0.0,0.0,0.0,0.0,50382.857142857145,1132.0,82398.85714285714,80.71595328194755,0.0128430579123752,17.983950127406615,50382.857142857145,1132.0,82398.85714285714,80.71595328194755,0.0128430579123752,17.983950127406615,0.0,6.67208378475983,0.0,6.996268656716409,0.0,-3.7420499926046458,0.0,16.084508928419105,0.0,0.01686856974374429,0.3459586419444894,0.3459586419444894,30.875435540069688,0.4951179650504966,0.016022014555308776,0.0005187004915033775,0.021068028041294904,0.021068028041294904,1.0,1.0,1.0,17430.384834426073,17430.384834426073,49.15282290977804,49.15282290977804,16934.050021860014,16934.050021860014,3,0.4320874780573435
2025-05-07 00:00:00+00:00,0,0,0,7344582593,14.907726287841797,0.0107350894901634,62167,80.92013549804688,0,0.0,37404.0,35445.0,1147.0,71588.0,80.74642181396484,0.0142892496660351,18.385857621828716,49656.0,1147.0,54559.0,80.59500122070312,0.0138417547568678,17.3559232599595,48632.57142857143,968.1428571428571,83485.71428571429,80.7624010358538,0.0108656643756798,17.634207702818372,48760.5,990.5,79869.875,80.74147605895996,0.0112376756733283,17.599422147461013,-24.673755437409373,5.526872619551426,-100.0,-100.0,13.944537106618515,-13.16002682013745,-100.0,-100.0,0.40341742343721343,0.21513483839847858,0.34407211771831653,0.34407211771831653,37404.0,0.6016600180156993,0.0,0.0003985490252063039,0.025665828159875618,0.031060536702480553,1.000259160197648,0.9973763892612141,0.9668960638780991,16777.128496003974,16777.128496003974,402.8012625884595,402.8012625884595,17232.58681715297,17232.58681715297,3,0.455968402574605
2025-05-08 00:00:00+00:00,0,0,0,7344582593,0.0,0.0,0,81.2999038696289,0,0.0,0.0,37404.0,0.0,62167.0,80.92013549804688,0.0,14.907726287841797,64512.0,1128.0,88007.0,80.6783218383789,0.0132459625601768,18.513696511586502,39416.57142857143,807.0,70913.28571428571,80.8511984688895,0.008973384009940258,14.98939391544887,43342.666666666664,880.4444444444445,70995.44444444444,80.80352359347873,0.00998904504295849,15.643930797743122,-100.0,-100.0,-100.0,0.0,-100.0,-100.0,-100.0,0.0,0.7704449188906004,0.46931257497857537,0.5212751938275827,0.5212751938275827,0.0,0.0,0.0,0.0,0.0712441035679408,0.05897089640299575,1.0005900098571274,0.9094173123151498,0.898322509444064,22593.456967670973,22593.456967670973,500.9768235934451,500.9768235934451,31123.005181501634,31123.005181501634,3,0.0
2025-05-09 00:00:00+00:00,0,0,0,7344582593,0.0,0.0,0,81.50188446044922,0,0.0,0.0,0.0,0.0,0.0,81.2999038696289,0.0,0.0,40766.0,1218.0,85533.0,80.7244644165039,0.0124596785753965,17.775322953859966,33592.857142857145,633.0,58694.28571428572,80.96225847516742,0.007193429927740758,12.450062064897448,39008.4,792.4,63895.9,80.87335968017578,0.00899014053866264,14.07953771796881,-100.0,0.0,-100.0,0.0,-100.0,0.0,-100.0,0.0,0.9630538270705147,0.24843890485308773,0.6493452037515167,0.6493452037515167,0.0,0.0,0.0,0.0,0.12285559517996929,0.08098033558238639,1.001099234597687,0.8611698286229926,0.8001465490784021,25329.917446020667,25329.917446020667,548.278761215497,548.278761215497,36946.58220683838,36946.58220683838,3,0.0
